2018-11-23 23:08:38, 146423 records sent, 29272.9 records/sec (14.29 MB/sec), 6.5 ms avg latency, 252.0 max latency.
2018-11-23 23:08:43, 146731 records sent, 29346.2 records/sec (14.33 MB/sec), 1.6 ms avg latency, 14.0 max latency.
2018-11-23 23:08:48, 146555 records sent, 29311.0 records/sec (14.31 MB/sec), 1.5 ms avg latency, 9.0 max latency.
2018-11-23 23:08:53, 146538 records sent, 29307.6 records/sec (14.31 MB/sec), 25.8 ms avg latency, 388.0 max latency.
2018-11-23 23:08:58, 146506 records sent, 29301.2 records/sec (14.31 MB/sec), 230.2 ms avg latency, 1213.0 max latency.
2018-11-23 23:09:03, 146510 records sent, 29302.0 records/sec (14.31 MB/sec), 1.5 ms avg latency, 4.0 max latency.
2018-11-23 23:09:08, 146538 records sent, 29307.6 records/sec (14.31 MB/sec), 1.6 ms avg latency, 15.0 max latency.
2018-11-23 23:09:13, 146510 records sent, 29296.1 records/sec (14.30 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-23 23:09:18, 146542 records sent, 29308.4 records/sec (14.31 MB/sec), 1.7 ms avg latency, 6.0 max latency.
2018-11-23 23:09:23, 146476 records sent, 29295.2 records/sec (14.30 MB/sec), 1.6 ms avg latency, 14.0 max latency.
2018-11-23 23:09:28, 146510 records sent, 29302.0 records/sec (14.31 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-23 23:09:34, 85808 records sent, 14573.4 records/sec (7.12 MB/sec), 1.8 ms avg latency, 2962.0 max latency.
2018-11-23 23:09:39, 233284 records sent, 46647.5 records/sec (22.78 MB/sec), 861.4 ms avg latency, 2967.0 max latency.
2018-11-23 23:09:44, 146542 records sent, 29308.4 records/sec (14.31 MB/sec), 1.6 ms avg latency, 16.0 max latency.
2018-11-23 23:09:49, 146506 records sent, 29301.2 records/sec (14.31 MB/sec), 1.6 ms avg latency, 15.0 max latency.
2018-11-23 23:09:54, 146567 records sent, 29301.7 records/sec (14.31 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-23 23:09:59, 146539 records sent, 29301.9 records/sec (14.31 MB/sec), 1.7 ms avg latency, 7.0 max latency.
2018-11-23 23:10:04, 146511 records sent, 29302.2 records/sec (14.31 MB/sec), 1.7 ms avg latency, 15.0 max latency.
2018-11-23 23:10:09, 146566 records sent, 29301.5 records/sec (14.31 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-23 23:10:14, 146566 records sent, 29313.2 records/sec (14.31 MB/sec), 1.7 ms avg latency, 18.0 max latency.
2018-11-23 23:10:20, 95381 records sent, 15608.1 records/sec (7.62 MB/sec), 1.9 ms avg latency, 2858.0 max latency.
2018-11-23 23:10:25, 230188 records sent, 46037.6 records/sec (22.48 MB/sec), 833.0 ms avg latency, 2860.0 max latency.
2018-11-23 23:10:30, 146543 records sent, 29308.6 records/sec (14.31 MB/sec), 1.6 ms avg latency, 13.0 max latency.
2018-11-23 23:10:35, 146496 records sent, 29299.2 records/sec (14.31 MB/sec), 1.5 ms avg latency, 9.0 max latency.
2018-11-23 23:10:40, 146518 records sent, 29297.7 records/sec (14.31 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-23 23:10:45, 146531 records sent, 29306.2 records/sec (14.31 MB/sec), 1.7 ms avg latency, 14.0 max latency.
2018-11-23 23:10:50, 146546 records sent, 29297.5 records/sec (14.31 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-23 23:10:55, 146529 records sent, 29305.8 records/sec (14.31 MB/sec), 1.6 ms avg latency, 16.0 max latency.
2018-11-23 23:11:00, 146519 records sent, 29297.9 records/sec (14.31 MB/sec), 1.6 ms avg latency, 15.0 max latency.
2018-11-23 23:11:05, 146509 records sent, 29301.8 records/sec (14.31 MB/sec), 1.7 ms avg latency, 9.0 max latency.
2018-11-23 23:11:10, 146539 records sent, 29307.8 records/sec (14.31 MB/sec), 1.7 ms avg latency, 17.0 max latency.
2018-11-23 23:11:15, 146497 records sent, 29299.4 records/sec (14.31 MB/sec), 1.7 ms avg latency, 19.0 max latency.
2018-11-23 23:11:20, 146580 records sent, 29304.3 records/sec (14.31 MB/sec), 1.7 ms avg latency, 9.0 max latency.
2018-11-23 23:11:25, 146539 records sent, 29307.8 records/sec (14.31 MB/sec), 1.7 ms avg latency, 15.0 max latency.
2018-11-23 23:11:30, 126348 records sent, 25269.6 records/sec (12.34 MB/sec), 1371.3 ms avg latency, 2802.0 max latency.
2018-11-23 23:11:35, 166641 records sent, 33328.2 records/sec (16.27 MB/sec), 70.8 ms avg latency, 692.0 max latency.
2018-11-23 23:11:40, 146509 records sent, 29301.8 records/sec (14.31 MB/sec), 1.6 ms avg latency, 16.0 max latency.
2018-11-23 23:11:45, 146509 records sent, 29301.8 records/sec (14.31 MB/sec), 1.6 ms avg latency, 11.0 max latency.
