2018-12-22 02:41:50, id: test-024150-006, starting producer #0
2018-12-22 02:41:50, id: test-024150-006, starting producer #0, channel #0
2018-12-22 02:41:51, id: test-024150-006, time: 1.000s, sent: 6882 msg/s
2018-12-22 02:41:52, id: test-024150-006, time: 2.056s, sent: 9851 msg/s
2018-12-22 02:41:53, id: test-024150-006, time: 3.056s, sent: 6519 msg/s
2018-12-22 02:41:54, id: test-024150-006, time: 4.160s, sent: 6594 msg/s
2018-12-22 02:41:55, id: test-024150-006, time: 5.375s, sent: 6218 msg/s
2018-12-22 02:41:56, id: test-024150-006, time: 6.375s, sent: 8752 msg/s
2018-12-22 02:41:57, id: test-024150-006, time: 7.400s, sent: 6205 msg/s
2018-12-22 02:41:58, id: test-024150-006, time: 8.451s, sent: 7189 msg/s
2018-12-22 02:41:59, id: test-024150-006, time: 9.580s, sent: 7759 msg/s
2018-12-22 02:42:00, id: test-024150-006, time: 10.631s, sent: 7190 msg/s
2018-12-22 02:42:01, id: test-024150-006, time: 11.632s, sent: 7548 msg/s
2018-12-22 02:42:02, id: test-024150-006, time: 12.812s, sent: 6404 msg/s
2018-12-22 02:42:04, id: test-024150-006, time: 13.964s, sent: 6559 msg/s
2018-12-22 02:42:05, id: test-024150-006, time: 15.044s, sent: 6996 msg/s
2018-12-22 02:42:06, id: test-024150-006, time: 16.203s, sent: 6520 msg/s
2018-12-22 02:42:07, id: test-024150-006, time: 17.272s, sent: 7068 msg/s
2018-12-22 02:42:08, id: test-024150-006, time: 18.272s, sent: 6788 msg/s
2018-12-22 02:42:09, id: test-024150-006, time: 19.380s, sent: 6327 msg/s
2018-12-22 02:42:10, id: test-024150-006, time: 20.543s, sent: 6496 msg/s
2018-12-22 02:42:11, id: test-024150-006, time: 21.744s, sent: 6291 msg/s
2018-12-22 02:42:12, id: test-024150-006, time: 22.827s, sent: 6977 msg/s
2018-12-22 02:42:13, id: test-024150-006, time: 23.827s, sent: 7026 msg/s
2018-12-22 02:42:14, id: test-024150-006, time: 24.900s, sent: 6311 msg/s
2018-12-22 02:42:16, id: test-024150-006, time: 26.036s, sent: 6652 msg/s
2018-12-22 02:42:17, id: test-024150-006, time: 27.171s, sent: 7814 msg/s
2018-12-22 02:42:18, id: test-024150-006, time: 28.231s, sent: 7129 msg/s
2018-12-22 02:42:19, id: test-024150-006, time: 29.296s, sent: 7094 msg/s
2018-12-22 02:42:20, id: test-024150-006, time: 30.436s, sent: 7685 msg/s
2018-12-22 02:42:21, id: test-024150-006, time: 31.464s, sent: 7350 msg/s
2018-12-22 02:42:22, id: test-024150-006, time: 32.464s, sent: 7557 msg/s
2018-12-22 02:42:23, id: test-024150-006, time: 33.471s, sent: 6198 msg/s
