2018-12-22 02:41:49, id: test-024149-609, starting consumer #0
2018-12-22 02:41:49, id: test-024149-609, starting consumer #0, channel #0
2018-12-22 02:41:50, id: test-024149-609, time: 1.000s, received: 2623 msg/s
2018-12-22 02:41:51, id: test-024149-609, time: 2.000s, received: 6452 msg/s
2018-12-22 02:41:52, id: test-024149-609, time: 3.000s, received: 6502 msg/s
2018-12-22 02:41:53, id: test-024149-609, time: 4.000s, received: 6500 msg/s
2018-12-22 02:41:54, id: test-024149-609, time: 5.000s, received: 6825 msg/s
2018-12-22 02:41:55, id: test-024149-609, time: 6.000s, received: 6263 msg/s
2018-12-22 02:41:56, id: test-024149-609, time: 7.000s, received: 7549 msg/s
2018-12-22 02:41:57, id: test-024149-609, time: 8.001s, received: 7445 msg/s
2018-12-22 02:41:58, id: test-024149-609, time: 9.002s, received: 7384 msg/s
2018-12-22 02:41:59, id: test-024149-609, time: 10.002s, received: 7573 msg/s
2018-12-22 02:42:00, id: test-024149-609, time: 11.002s, received: 7330 msg/s
2018-12-22 02:42:01, id: test-024149-609, time: 12.002s, received: 7257 msg/s
2018-12-22 02:42:02, id: test-024149-609, time: 13.004s, received: 6697 msg/s
2018-12-22 02:42:03, id: test-024149-609, time: 14.004s, received: 6535 msg/s
2018-12-22 02:42:04, id: test-024149-609, time: 15.004s, received: 6768 msg/s
2018-12-22 02:42:05, id: test-024149-609, time: 16.004s, received: 6716 msg/s
2018-12-22 02:42:06, id: test-024149-609, time: 17.004s, received: 6688 msg/s
2018-12-22 02:42:07, id: test-024149-609, time: 18.004s, received: 6792 msg/s
2018-12-22 02:42:08, id: test-024149-609, time: 19.004s, received: 6590 msg/s
2018-12-22 02:42:09, id: test-024149-609, time: 20.004s, received: 6544 msg/s
2018-12-22 02:42:10, id: test-024149-609, time: 21.004s, received: 6600 msg/s
2018-12-22 02:42:11, id: test-024149-609, time: 22.004s, received: 6426 msg/s
2018-12-22 02:42:12, id: test-024149-609, time: 23.004s, received: 6809 msg/s
2018-12-22 02:42:13, id: test-024149-609, time: 24.004s, received: 6499 msg/s
2018-12-22 02:42:14, id: test-024149-609, time: 25.005s, received: 6695 msg/s
2018-12-22 02:42:15, id: test-024149-609, time: 26.007s, received: 6820 msg/s
2018-12-22 02:42:16, id: test-024149-609, time: 27.007s, received: 7153 msg/s
2018-12-22 02:42:17, id: test-024149-609, time: 28.007s, received: 7381 msg/s
2018-12-22 02:42:18, id: test-024149-609, time: 29.007s, received: 7372 msg/s
2018-12-22 02:42:19, id: test-024149-609, time: 30.007s, received: 7449 msg/s
2018-12-22 02:42:20, id: test-024149-609, time: 31.017s, received: 7260 msg/s
2018-12-22 02:42:21, id: test-024149-609, time: 32.017s, received: 7705 msg/s
2018-12-22 02:42:22, id: test-024149-609, time: 33.017s, received: 7011 msg/s
2018-12-22 02:42:23, id: test-024149-609, time: 34.017s, received: 6589 msg/s
2018-12-22 02:42:24, id: test-024149-609, time: 35.017s, received: 6701 msg/s
2018-12-22 02:42:25, id: test-024149-609, time: 36.018s, received: 6628 msg/s
2018-12-22 02:42:26, id: test-024149-609, time: 37.019s, received: 6934 msg/s
2018-12-22 02:42:27, id: test-024149-609, time: 38.019s, received: 6549 msg/s
2018-12-22 02:42:28, id: test-024149-609, time: 39.019s, received: 6574 msg/s
2018-12-22 02:42:29, id: test-024149-609, time: 40.020s, received: 6626 msg/s
2018-12-22 02:42:30, id: test-024149-609, time: 41.020s, received: 6610 msg/s
2018-12-22 02:42:31, id: test-024149-609, time: 42.020s, received: 6633 msg/s
2018-12-22 02:42:32, id: test-024149-609, time: 43.020s, received: 6914 msg/s
2018-12-22 02:42:33, id: test-024149-609, time: 44.020s, received: 6367 msg/s
2018-12-22 02:42:34, id: test-024149-609, time: 45.020s, received: 6597 msg/s
2018-12-22 02:42:35, id: test-024149-609, time: 46.020s, received: 6817 msg/s
2018-12-22 02:42:36, id: test-024149-609, time: 47.020s, received: 6649 msg/s
2018-12-22 02:42:37, id: test-024149-609, time: 48.020s, received: 6798 msg/s
2018-12-22 02:42:38, id: test-024149-609, time: 49.020s, received: 6631 msg/s
2018-12-22 02:42:39, id: test-024149-609, time: 50.020s, received: 6712 msg/s
2018-12-22 02:42:40, id: test-024149-609, time: 51.020s, received: 6617 msg/s
2018-12-22 02:42:41, id: test-024149-609, time: 52.020s, received: 6618 msg/s
2018-12-22 02:42:42, id: test-024149-609, time: 53.020s, received: 6668 msg/s
2018-12-22 02:42:43, id: test-024149-609, time: 54.020s, received: 6713 msg/s
2018-12-22 02:42:44, id: test-024149-609, time: 55.020s, received: 6732 msg/s
2018-12-22 02:42:45, id: test-024149-609, time: 56.020s, received: 6812 msg/s
2018-12-22 02:42:46, id: test-024149-609, time: 57.021s, received: 6655 msg/s
2018-12-22 02:42:47, id: test-024149-609, time: 58.021s, received: 6683 msg/s
2018-12-22 02:42:48, id: test-024149-609, time: 59.021s, received: 6601 msg/s
2018-12-22 02:42:49, id: test-024149-609, time: 60.021s, received: 6574 msg/s
2018-12-22 02:42:50, id: test-024149-609, time: 61.021s, received: 6799 msg/s
2018-12-22 02:42:51, id: test-024149-609, time: 62.021s, received: 6556 msg/s
2018-12-22 02:42:52, id: test-024149-609, time: 63.021s, received: 6508 msg/s
2018-12-22 02:42:53, id: test-024149-609, time: 64.021s, received: 6690 msg/s
2018-12-22 02:42:54, id: test-024149-609, time: 65.021s, received: 6683 msg/s
2018-12-22 02:42:55, id: test-024149-609, time: 66.021s, received: 6763 msg/s
2018-12-22 02:42:56, id: test-024149-609, time: 67.021s, received: 6689 msg/s
2018-12-22 02:42:57, id: test-024149-609, time: 68.021s, received: 6715 msg/s
2018-12-22 02:42:58, id: test-024149-609, time: 69.022s, received: 6536 msg/s
2018-12-22 02:42:59, id: test-024149-609, time: 70.022s, received: 6590 msg/s
2018-12-22 02:43:00, id: test-024149-609, time: 71.023s, received: 6844 msg/s
2018-12-22 02:43:01, id: test-024149-609, time: 72.023s, received: 6677 msg/s
2018-12-22 02:43:02, id: test-024149-609, time: 73.023s, received: 6794 msg/s
2018-12-22 02:43:03, id: test-024149-609, time: 74.023s, received: 6326 msg/s
2018-12-22 02:43:04, id: test-024149-609, time: 75.023s, received: 6704 msg/s
2018-12-22 02:43:05, id: test-024149-609, time: 76.023s, received: 6635 msg/s
2018-12-22 02:43:06, id: test-024149-609, time: 77.023s, received: 6603 msg/s
2018-12-22 02:43:07, id: test-024149-609, time: 78.040s, received: 6699 msg/s
2018-12-22 02:43:08, id: test-024149-609, time: 79.040s, received: 7605 msg/s
2018-12-22 02:43:09, id: test-024149-609, time: 80.040s, received: 6911 msg/s
2018-12-22 02:43:10, id: test-024149-609, time: 81.040s, received: 7325 msg/s
2018-12-22 02:43:11, id: test-024149-609, time: 82.040s, received: 6652 msg/s
2018-12-22 02:43:12, id: test-024149-609, time: 83.040s, received: 6531 msg/s
2018-12-22 02:43:13, id: test-024149-609, time: 84.042s, received: 6688 msg/s
2018-12-22 02:43:14, id: test-024149-609, time: 85.045s, received: 6487 msg/s
2018-12-22 02:43:15, id: test-024149-609, time: 86.045s, received: 6586 msg/s
2018-12-22 02:43:16, id: test-024149-609, time: 87.045s, received: 6943 msg/s
2018-12-22 02:43:17, id: test-024149-609, time: 88.045s, received: 6692 msg/s
2018-12-22 02:43:18, id: test-024149-609, time: 89.045s, received: 6667 msg/s
2018-12-22 02:43:19, id: test-024149-609, time: 90.045s, received: 6481 msg/s
2018-12-22 02:43:20, id: test-024149-609, time: 91.045s, received: 6505 msg/s
2018-12-22 02:43:21, id: test-024149-609, time: 92.045s, received: 6705 msg/s
2018-12-22 02:43:22, id: test-024149-609, time: 93.045s, received: 6685 msg/s
2018-12-22 02:43:23, id: test-024149-609, time: 94.045s, received: 6746 msg/s
2018-12-22 02:43:24, id: test-024149-609, time: 95.046s, received: 6719 msg/s
2018-12-22 02:43:25, id: test-024149-609, time: 96.046s, received: 6698 msg/s
2018-12-22 02:43:26, id: test-024149-609, time: 97.046s, received: 6775 msg/s
2018-12-22 02:43:27, id: test-024149-609, time: 98.046s, received: 6655 msg/s
2018-12-22 02:43:28, id: test-024149-609, time: 99.046s, received: 6807 msg/s
2018-12-22 02:43:29, id: test-024149-609, time: 100.046s, received: 6490 msg/s
2018-12-22 02:43:30, id: test-024149-609, time: 101.046s, received: 6620 msg/s
2018-12-22 02:43:31, id: test-024149-609, time: 102.046s, received: 6730 msg/s
2018-12-22 02:43:32, id: test-024149-609, time: 103.046s, received: 6762 msg/s
2018-12-22 02:43:33, id: test-024149-609, time: 104.046s, received: 6572 msg/s
2018-12-22 02:43:34, id: test-024149-609, time: 105.047s, received: 6737 msg/s
2018-12-22 02:43:35, id: test-024149-609, time: 106.047s, received: 6557 msg/s
2018-12-22 02:43:36, id: test-024149-609, time: 107.047s, received: 6663 msg/s
2018-12-22 02:43:37, id: test-024149-609, time: 108.047s, received: 6604 msg/s
2018-12-22 02:43:38, id: test-024149-609, time: 109.047s, received: 6503 msg/s
2018-12-22 02:43:39, id: test-024149-609, time: 110.048s, received: 6798 msg/s
2018-12-22 02:43:40, id: test-024149-609, time: 111.048s, received: 6632 msg/s
2018-12-22 02:43:41, id: test-024149-609, time: 112.048s, received: 6689 msg/s
2018-12-22 02:43:42, id: test-024149-609, time: 113.048s, received: 6538 msg/s
2018-12-22 02:43:43, id: test-024149-609, time: 114.048s, received: 6540 msg/s
2018-12-22 02:43:44, id: test-024149-609, time: 115.048s, received: 6687 msg/s
2018-12-22 02:43:45, id: test-024149-609, time: 116.048s, received: 6513 msg/s
2018-12-22 02:43:46, id: test-024149-609, time: 117.048s, received: 6795 msg/s
2018-12-22 02:43:47, id: test-024149-609, time: 118.048s, received: 6574 msg/s
2018-12-22 02:43:48, id: test-024149-609, time: 119.048s, received: 6573 msg/s
2018-12-22 02:43:49, id: test-024149-609, time: 120.048s, received: 6770 msg/s
2018-12-22 02:43:50, id: test-024149-609, time: 121.049s, received: 6522 msg/s
2018-12-22 02:43:51, id: test-024149-609, time: 122.049s, received: 6663 msg/s
2018-12-22 02:43:52, id: test-024149-609, time: 123.049s, received: 6617 msg/s
2018-12-22 02:43:53, id: test-024149-609, time: 124.049s, received: 6705 msg/s
2018-12-22 02:43:54, id: test-024149-609, time: 125.049s, received: 6597 msg/s
2018-12-22 02:43:55, id: test-024149-609, time: 126.049s, received: 6520 msg/s
2018-12-22 02:43:56, id: test-024149-609, time: 127.050s, received: 6642 msg/s
2018-12-22 02:43:57, id: test-024149-609, time: 128.050s, received: 6670 msg/s
2018-12-22 02:43:58, id: test-024149-609, time: 129.050s, received: 6535 msg/s
2018-12-22 02:43:59, id: test-024149-609, time: 130.050s, received: 6772 msg/s
2018-12-22 02:44:00, id: test-024149-609, time: 131.050s, received: 6624 msg/s
2018-12-22 02:44:01, id: test-024149-609, time: 132.050s, received: 6654 msg/s
2018-12-22 02:44:02, id: test-024149-609, time: 133.050s, received: 6736 msg/s
2018-12-22 02:44:03, id: test-024149-609, time: 134.050s, received: 6595 msg/s
2018-12-22 02:44:04, id: test-024149-609, time: 135.052s, received: 6773 msg/s
2018-12-22 02:44:05, id: test-024149-609, time: 136.052s, received: 6721 msg/s
2018-12-22 02:44:06, id: test-024149-609, time: 137.052s, received: 7399 msg/s
