time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-25 00:11:35:709, 0, 73.1211, 14.6242, 149752, 29950.4000, 15, 4985, 14.6682, 30040.5216
2018-11-25 00:11:41:137, 0, 150.8853, 14.3265, 309013, 29340.6411, 0, 5428, 14.3265, 29340.6411
2018-11-25 00:11:47:554, 0, 227.1294, 11.8816, 465161, 24333.4892, 0, 6417, 11.8816, 24333.4892
2018-11-25 00:11:52:554, 0, 310.6797, 16.7101, 636272, 34222.2000, 0, 5000, 16.7101, 34222.2000
2018-11-25 00:11:57:554, 0, 401.8838, 18.2408, 823058, 37357.2000, 0, 5000, 18.2408, 37357.2000
2018-11-25 00:12:02:554, 0, 492.5708, 18.1374, 1008785, 37145.4000, 0, 5000, 18.1374, 37145.4000
2018-11-25 00:12:07:554, 0, 588.1743, 19.1207, 1204581, 39159.2000, 0, 5000, 19.1207, 39159.2000
2018-11-25 00:12:12:554, 0, 682.2124, 18.8076, 1397171, 38518.0000, 0, 5000, 18.8076, 38518.0000
2018-11-25 00:12:17:554, 0, 769.7910, 17.5157, 1576532, 35872.2000, 0, 5000, 17.5157, 35872.2000
2018-11-25 00:12:22:554, 0, 859.2437, 17.8905, 1759731, 36639.8000, 0, 5000, 17.8905, 36639.8000
2018-11-25 00:12:27:554, 0, 948.9761, 17.9465, 1943503, 36754.4000, 0, 5000, 17.9465, 36754.4000
2018-11-25 00:12:32:554, 0, 1034.5908, 17.1229, 2118842, 35067.8000, 0, 5000, 17.1229, 35067.8000
2018-11-25 00:12:37:554, 0, 1122.2998, 17.5418, 2298470, 35925.6000, 0, 5000, 17.5418, 35925.6000
2018-11-25 00:12:42:554, 0, 1133.1489, 2.1698, 2320689, 4443.8000, 0, 5000, 2.1698, 4443.8000
2018-11-25 00:12:47:554, 0, 1217.6792, 16.9061, 2493807, 34623.6000, 0, 5000, 16.9061, 34623.6000
2018-11-25 00:12:52:554, 0, 1302.6260, 16.9894, 2667778, 34794.2000, 0, 5000, 16.9894, 34794.2000
2018-11-25 00:12:57:554, 0, 1387.5488, 16.9846, 2841700, 34784.4000, 0, 5000, 16.9846, 34784.4000
2018-11-25 00:13:02:554, 0, 1475.8862, 17.6675, 3022615, 36183.0000, 0, 5000, 17.6675, 36183.0000
2018-11-25 00:13:07:554, 0, 1564.2847, 17.6797, 3203655, 36208.0000, 0, 5000, 17.6797, 36208.0000
2018-11-25 00:13:12:554, 0, 1652.6294, 17.6689, 3384585, 36186.0000, 0, 5000, 17.6689, 36186.0000
2018-11-25 00:13:17:554, 0, 1739.4351, 17.3611, 3562363, 35555.6000, 0, 5000, 17.3611, 35555.6000
2018-11-25 00:13:22:554, 0, 1827.1494, 17.5429, 3742002, 35927.8000, 0, 5000, 17.5429, 35927.8000
2018-11-25 00:13:27:554, 0, 1917.4756, 18.0652, 3926990, 36997.6000, 0, 5000, 18.0652, 36997.6000
2018-11-25 00:13:32:554, 0, 2013.0186, 19.1086, 4122662, 39134.4000, 0, 5000, 19.1086, 39134.4000
2018-11-25 00:13:37:554, 0, 2106.8813, 18.7726, 4314893, 38446.2000, 0, 5000, 18.7726, 38446.2000
2018-11-25 00:13:42:554, 0, 2201.7734, 18.9784, 4509232, 38867.8000, 0, 5000, 18.9784, 38867.8000
2018-11-25 00:13:47:554, 0, 2294.8794, 18.6212, 4699913, 38136.2000, 0, 5000, 18.6212, 38136.2000
2018-11-25 00:13:52:554, 0, 2387.1982, 18.4638, 4888982, 37813.8000, 0, 5000, 18.4638, 37813.8000
2018-11-25 00:13:57:554, 0, 2479.6714, 18.4946, 5078367, 37877.0000, 0, 5000, 18.4946, 37877.0000
2018-11-25 00:14:02:554, 0, 2566.9790, 17.4615, 5257173, 35761.2000, 0, 5000, 17.4615, 35761.2000
2018-11-25 00:14:07:554, 0, 2653.5186, 17.3079, 5434406, 35446.6000, 0, 5000, 17.3079, 35446.6000
2018-11-25 00:14:12:554, 0, 2741.4482, 17.5859, 5614486, 36016.0000, 0, 5000, 17.5859, 36016.0000
2018-11-25 00:14:17:554, 0, 2831.0122, 17.9128, 5797913, 36685.4000, 0, 5000, 17.9128, 36685.4000
2018-11-25 00:14:22:554, 0, 2920.1909, 17.8357, 5980551, 36527.6000, 0, 5000, 17.8357, 36527.6000
2018-11-25 00:14:27:554, 0, 3008.9521, 17.7522, 6162334, 36356.6000, 0, 5000, 17.7522, 36356.6000
2018-11-25 00:14:32:554, 0, 3095.7339, 17.3563, 6340063, 35545.8000, 0, 5000, 17.3563, 35545.8000
2018-11-25 00:14:37:554, 0, 3182.9336, 17.4399, 6518648, 35717.0000, 0, 5000, 17.4399, 35717.0000
2018-11-25 00:14:42:554, 0, 3271.4126, 17.6958, 6699853, 36241.0000, 0, 5000, 17.6958, 36241.0000
2018-11-25 00:14:47:554, 0, 3360.9189, 17.9013, 6883162, 36661.8000, 0, 5000, 17.9013, 36661.8000
2018-11-25 00:14:52:554, 0, 3448.1812, 17.4524, 7061875, 35742.6000, 0, 5000, 17.4524, 35742.6000
