2018-11-25 12:26:39, 97599 records sent, 19515.9 records/sec (9.53 MB/sec), 4.8 ms avg latency, 253.0 max latency.
2018-11-25 12:26:44, 97733 records sent, 19546.6 records/sec (9.54 MB/sec), 34.8 ms avg latency, 492.0 max latency.
2018-11-25 12:26:49, 97733 records sent, 19538.8 records/sec (9.54 MB/sec), 1.6 ms avg latency, 9.0 max latency.
2018-11-25 12:26:54, 97692 records sent, 19538.4 records/sec (9.54 MB/sec), 1.6 ms avg latency, 8.0 max latency.
2018-11-25 12:26:59, 97677 records sent, 19535.4 records/sec (9.54 MB/sec), 1.7 ms avg latency, 15.0 max latency.
2018-11-25 12:27:04, 97674 records sent, 19534.8 records/sec (9.54 MB/sec), 1.6 ms avg latency, 4.0 max latency.
2018-11-25 12:27:09, 97694 records sent, 19534.9 records/sec (9.54 MB/sec), 1.7 ms avg latency, 17.0 max latency.
2018-11-25 12:27:15, 84765 records sent, 13973.8 records/sec (6.82 MB/sec), 1.7 ms avg latency, 1728.0 max latency.
2018-11-25 12:27:20, 131365 records sent, 26246.8 records/sec (12.82 MB/sec), 304.6 ms avg latency, 1731.0 max latency.
2018-11-25 12:27:25, 97893 records sent, 19578.6 records/sec (9.56 MB/sec), 1.6 ms avg latency, 12.0 max latency.
2018-11-25 12:27:30, 97652 records sent, 19526.5 records/sec (9.53 MB/sec), 1.6 ms avg latency, 6.0 max latency.
2018-11-25 12:27:35, 97694 records sent, 19538.8 records/sec (9.54 MB/sec), 1.7 ms avg latency, 16.0 max latency.
2018-11-25 12:27:40, 97694 records sent, 19534.9 records/sec (9.54 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-25 12:27:45, 97714 records sent, 19535.0 records/sec (9.54 MB/sec), 1.7 ms avg latency, 16.0 max latency.
2018-11-25 12:27:51, 81525 records sent, 13347.2 records/sec (6.52 MB/sec), 1.7 ms avg latency, 1937.0 max latency.
2018-11-25 12:27:56, 135503 records sent, 27100.6 records/sec (13.23 MB/sec), 386.6 ms avg latency, 1939.0 max latency.
2018-11-25 12:28:01, 97686 records sent, 19537.2 records/sec (9.54 MB/sec), 1.6 ms avg latency, 17.0 max latency.
2018-11-25 12:28:06, 97653 records sent, 19530.6 records/sec (9.54 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 12:28:11, 97704 records sent, 19533.0 records/sec (9.54 MB/sec), 1.7 ms avg latency, 16.0 max latency.
2018-11-25 12:28:16, 97706 records sent, 19541.2 records/sec (9.54 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 12:28:21, 97651 records sent, 19530.2 records/sec (9.54 MB/sec), 1.7 ms avg latency, 13.0 max latency.
2018-11-25 12:28:26, 97667 records sent, 19533.4 records/sec (9.54 MB/sec), 1.7 ms avg latency, 18.0 max latency.
2018-11-25 12:28:31, 97713 records sent, 19534.8 records/sec (9.54 MB/sec), 1.7 ms avg latency, 4.0 max latency.
2018-11-25 12:28:36, 97733 records sent, 19542.7 records/sec (9.54 MB/sec), 1.7 ms avg latency, 17.0 max latency.
2018-11-25 12:28:41, 97677 records sent, 19535.4 records/sec (9.54 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-25 12:28:46, 97678 records sent, 19535.6 records/sec (9.54 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 12:28:52, 86126 records sent, 14509.1 records/sec (7.08 MB/sec), 1.7 ms avg latency, 1529.0 max latency.
2018-11-25 12:28:57, 127518 records sent, 25498.5 records/sec (12.45 MB/sec), 364.1 ms avg latency, 1802.0 max latency.
2018-11-25 12:29:02, 97714 records sent, 19535.0 records/sec (9.54 MB/sec), 1.7 ms avg latency, 16.0 max latency.
2018-11-25 12:29:07, 97713 records sent, 19534.8 records/sec (9.54 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-25 12:29:12, 97706 records sent, 19541.2 records/sec (9.54 MB/sec), 1.7 ms avg latency, 15.0 max latency.
2018-11-25 12:29:17, 97683 records sent, 19528.8 records/sec (9.54 MB/sec), 1.7 ms avg latency, 4.0 max latency.
2018-11-25 12:29:22, 97733 records sent, 19538.8 records/sec (9.54 MB/sec), 1.7 ms avg latency, 4.0 max latency.
2018-11-25 12:29:28, 85174 records sent, 15198.8 records/sec (7.42 MB/sec), 1.6 ms avg latency, 1245.0 max latency.
2018-11-25 12:29:33, 121991 records sent, 24393.3 records/sec (11.91 MB/sec), 181.7 ms avg latency, 1247.0 max latency.
2018-11-25 12:29:38, 97686 records sent, 19537.2 records/sec (9.54 MB/sec), 1.6 ms avg latency, 6.0 max latency.
2018-11-25 12:29:43, 97683 records sent, 19536.6 records/sec (9.54 MB/sec), 1.7 ms avg latency, 17.0 max latency.
2018-11-25 12:29:48, 97713 records sent, 19534.8 records/sec (9.54 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 12:29:53, 97714 records sent, 19538.9 records/sec (9.54 MB/sec), 1.7 ms avg latency, 16.0 max latency.
2018-11-25 12:29:58, 97674 records sent, 19530.9 records/sec (9.54 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 12:30:04, 89716 records sent, 13800.3 records/sec (6.74 MB/sec), 1.7 ms avg latency, 1913.0 max latency.
2018-11-25 12:30:09, 134988 records sent, 26992.2 records/sec (13.18 MB/sec), 385.2 ms avg latency, 1915.0 max latency.
2018-11-25 12:30:14, 97714 records sent, 19538.9 records/sec (9.54 MB/sec), 1.6 ms avg latency, 6.0 max latency.
2018-11-25 12:30:19, 97713 records sent, 19538.7 records/sec (9.54 MB/sec), 1.7 ms avg latency, 18.0 max latency.
2018-11-25 12:30:24, 97698 records sent, 19531.8 records/sec (9.54 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-25 12:30:29, 97710 records sent, 19534.2 records/sec (9.54 MB/sec), 1.7 ms avg latency, 19.0 max latency.
2018-11-25 12:30:34, 97714 records sent, 19538.9 records/sec (9.54 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 12:30:40, 75038 records sent, 12926.4 records/sec (6.31 MB/sec), 2.0 ms avg latency, 1965.0 max latency.
2018-11-25 12:30:45, 136033 records sent, 27201.2 records/sec (13.28 MB/sec), 405.2 ms avg latency, 1966.0 max latency.
2018-11-25 12:30:50, 97694 records sent, 19534.9 records/sec (9.54 MB/sec), 1.7 ms avg latency, 7.0 max latency.
2018-11-25 12:30:55, 97714 records sent, 19535.0 records/sec (9.54 MB/sec), 1.7 ms avg latency, 16.0 max latency.
2018-11-25 12:31:00, 97674 records sent, 19534.8 records/sec (9.54 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-25 12:31:05, 97714 records sent, 19535.0 records/sec (9.54 MB/sec), 1.7 ms avg latency, 11.0 max latency.
2018-11-25 12:31:10, 97714 records sent, 19538.9 records/sec (9.54 MB/sec), 1.7 ms avg latency, 17.0 max latency.
2018-11-25 12:31:16, 75370 records sent, 13302.2 records/sec (6.50 MB/sec), 1.7 ms avg latency, 1810.0 max latency.
2018-11-25 12:31:21, 132987 records sent, 26597.4 records/sec (12.99 MB/sec), 450.9 ms avg latency, 2039.0 max latency.
2018-11-25 12:31:26, 97666 records sent, 19533.2 records/sec (9.54 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-25 12:31:31, 97675 records sent, 19535.0 records/sec (9.54 MB/sec), 1.7 ms avg latency, 7.0 max latency.
2018-11-25 12:31:36, 97643 records sent, 19528.6 records/sec (9.54 MB/sec), 1.7 ms avg latency, 19.0 max latency.
2018-11-25 12:31:41, 97694 records sent, 19534.9 records/sec (9.54 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 12:31:46, 97694 records sent, 19534.9 records/sec (9.54 MB/sec), 1.7 ms avg latency, 16.0 max latency.
2018-11-25 12:31:51, 97655 records sent, 19531.0 records/sec (9.54 MB/sec), 1.7 ms avg latency, 12.0 max latency.
2018-11-25 12:31:56, 97694 records sent, 19531.0 records/sec (9.54 MB/sec), 1.7 ms avg latency, 6.0 max latency.
2018-11-25 12:32:01, 97714 records sent, 19538.9 records/sec (9.54 MB/sec), 1.7 ms avg latency, 21.0 max latency.
2018-11-25 12:32:06, 97686 records sent, 19537.2 records/sec (9.54 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-25 12:32:11, 97663 records sent, 19528.7 records/sec (9.54 MB/sec), 1.7 ms avg latency, 18.0 max latency.
2018-11-25 12:32:16, 97706 records sent, 19541.2 records/sec (9.54 MB/sec), 1.6 ms avg latency, 4.0 max latency.
2018-11-25 12:32:22, 92545 records sent, 14760.0 records/sec (7.21 MB/sec), 1.6 ms avg latency, 1533.0 max latency.
2018-11-25 12:32:27, 127597 records sent, 25514.3 records/sec (12.46 MB/sec), 342.5 ms avg latency, 1775.0 max latency.
2018-11-25 12:32:32, 97693 records sent, 19530.8 records/sec (9.54 MB/sec), 1.6 ms avg latency, 5.0 max latency.
2018-11-25 12:32:34, 7031250 records sent, 19529.893757 records/sec (9.54 MB/sec), 54.80 ms avg latency, 2039.00 ms max latency, 2 ms 50th, 260 ms 95th, 1523 ms 99th, 1903 ms 99.9th.
