time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-27 02:05:04:859, 0, 65.4214, 13.0843, 133983, 26796.6000, 15, 4985, 13.1236, 26877.2317
2018-11-27 02:05:09:859, 0, 136.7910, 14.2739, 280148, 29233.0000, 0, 5000, 14.2739, 29233.0000
2018-11-27 02:05:16:924, 0, 185.4404, 6.8860, 379782, 14102.4770, 0, 7065, 6.8860, 14102.4770
2018-11-27 02:05:21:924, 0, 257.5518, 14.4223, 527466, 29536.8000, 0, 5000, 14.4223, 29536.8000
2018-11-27 02:05:26:924, 0, 330.3140, 14.5524, 676483, 29803.4000, 0, 5000, 14.5524, 29803.4000
2018-11-27 02:05:31:924, 0, 403.0459, 14.5464, 825438, 29791.0000, 0, 5000, 14.5464, 29791.0000
2018-11-27 02:05:36:924, 0, 476.7012, 14.7311, 976284, 30169.2000, 0, 5000, 14.7311, 30169.2000
2018-11-27 02:05:41:924, 0, 551.8247, 15.0247, 1130137, 30770.6000, 0, 5000, 15.0247, 30770.6000
2018-11-27 02:05:46:924, 0, 625.5405, 14.7432, 1281107, 30194.0000, 0, 5000, 14.7432, 30194.0000
2018-11-27 02:05:51:924, 0, 699.6196, 14.8158, 1432821, 30342.8000, 0, 5000, 14.8158, 30342.8000
2018-11-27 02:05:56:924, 0, 774.0923, 14.8945, 1585341, 30504.0000, 0, 5000, 14.8945, 30504.0000
2018-11-27 02:06:01:924, 0, 834.0640, 11.9943, 1708163, 24564.4000, 0, 5000, 11.9943, 24564.4000
2018-11-27 02:06:06:924, 0, 907.4922, 14.6856, 1858544, 30076.2000, 0, 5000, 14.6856, 30076.2000
2018-11-27 02:06:11:924, 0, 981.2231, 14.7462, 2009545, 30200.2000, 0, 5000, 14.7462, 30200.2000
2018-11-27 02:06:16:924, 0, 1054.6816, 14.6917, 2159988, 30088.6000, 0, 5000, 14.6917, 30088.6000
2018-11-27 02:06:21:924, 0, 1128.7002, 14.8037, 2311578, 30318.0000, 0, 5000, 14.8037, 30318.0000
2018-11-27 02:06:26:924, 0, 1203.7026, 15.0005, 2465183, 30721.0000, 0, 5000, 15.0005, 30721.0000
2018-11-27 02:06:31:924, 0, 1278.0239, 14.8643, 2617393, 30442.0000, 0, 5000, 14.8643, 30442.0000
2018-11-27 02:06:36:924, 0, 1352.7993, 14.9551, 2770533, 30628.0000, 0, 5000, 14.9551, 30628.0000
2018-11-27 02:06:41:924, 0, 1426.2881, 14.6978, 2921038, 30101.0000, 0, 5000, 14.6978, 30101.0000
2018-11-27 02:06:46:924, 0, 1501.1392, 14.9702, 3074333, 30659.0000, 0, 5000, 14.9702, 30659.0000
2018-11-27 02:06:51:924, 0, 1575.9902, 14.9702, 3227628, 30659.0000, 0, 5000, 14.9702, 30659.0000
2018-11-27 02:06:56:924, 0, 1649.6001, 14.7220, 3378381, 30150.6000, 0, 5000, 14.7220, 30150.6000
2018-11-27 02:07:01:924, 0, 1723.3159, 14.7432, 3529351, 30194.0000, 0, 5000, 14.7432, 30194.0000
2018-11-27 02:07:06:924, 0, 1797.7583, 14.8885, 3681809, 30491.6000, 0, 5000, 14.8885, 30491.6000
2018-11-27 02:07:11:924, 0, 1871.4741, 14.7432, 3832779, 30194.0000, 0, 5000, 14.7432, 30194.0000
2018-11-27 02:07:16:924, 0, 1944.3423, 14.5736, 3982013, 29846.8000, 0, 5000, 14.5736, 29846.8000
2018-11-27 02:07:21:924, 0, 2018.5728, 14.8461, 4134037, 30404.8000, 0, 5000, 14.8461, 30404.8000
2018-11-27 02:07:26:924, 0, 2093.1211, 14.9097, 4286712, 30535.0000, 0, 5000, 14.9097, 30535.0000
2018-11-27 02:07:31:924, 0, 2167.3818, 14.8521, 4438798, 30417.2000, 0, 5000, 14.8521, 30417.2000
2018-11-27 02:07:36:924, 0, 2241.6880, 14.8612, 4590977, 30435.8000, 0, 5000, 14.8612, 30435.8000
2018-11-27 02:07:41:924, 0, 2315.5703, 14.7765, 4742288, 30262.2000, 0, 5000, 14.7765, 30262.2000
2018-11-27 02:07:46:924, 0, 2389.5435, 14.7946, 4893785, 30299.4000, 0, 5000, 14.7946, 30299.4000
2018-11-27 02:07:51:924, 0, 2463.7285, 14.8370, 5045716, 30386.2000, 0, 5000, 14.8370, 30386.2000
2018-11-27 02:07:56:925, 0, 2538.2466, 14.9006, 5198329, 30516.4967, 0, 5001, 14.9006, 30516.4967
2018-11-27 02:08:01:925, 0, 2612.2954, 14.8098, 5349981, 30330.4000, 0, 5000, 14.8098, 30330.4000
2018-11-27 02:08:06:925, 0, 2674.4316, 12.4272, 5477236, 25451.0000, 0, 5000, 12.4272, 25451.0000
2018-11-27 02:08:11:925, 0, 2748.5713, 14.8279, 5629074, 30367.6000, 0, 5000, 14.8279, 30367.6000
2018-11-27 02:08:16:925, 0, 2822.9683, 14.8794, 5781439, 30473.0000, 0, 5000, 14.8794, 30473.0000
2018-11-27 02:08:21:925, 0, 2897.2896, 14.8643, 5933649, 30442.0000, 0, 5000, 14.8643, 30442.0000
2018-11-27 02:08:26:925, 0, 2971.1265, 14.7674, 6084867, 30243.6000, 0, 5000, 14.7674, 30243.6000
2018-11-27 02:08:31:925, 0, 3045.0542, 14.7855, 6236271, 30280.8000, 0, 5000, 14.7855, 30280.8000
2018-11-27 02:08:36:925, 0, 3119.3301, 14.8552, 6388388, 30423.4000, 0, 5000, 14.8552, 30423.4000
2018-11-27 02:08:41:925, 0, 3193.8027, 14.8945, 6540908, 30504.0000, 0, 5000, 14.8945, 30504.0000
