2018-12-19 21:23:48, id: test-212348-155, starting producer #0
2018-12-19 21:23:48, id: test-212348-155, starting producer #0, channel #0
2018-12-19 21:23:49, id: test-212348-155, time: 1.000s, sent: 15586 msg/s
2018-12-19 21:23:50, id: test-212348-155, time: 2.109s, sent: 13990 msg/s
2018-12-19 21:23:51, id: test-212348-155, time: 3.120s, sent: 14322 msg/s
2018-12-19 21:23:52, id: test-212348-155, time: 4.165s, sent: 13751 msg/s
2018-12-19 21:23:53, id: test-212348-155, time: 5.185s, sent: 13550 msg/s
2018-12-19 21:23:54, id: test-212348-155, time: 6.257s, sent: 14735 msg/s
2018-12-19 21:23:55, id: test-212348-155, time: 7.364s, sent: 13774 msg/s
2018-12-19 21:23:56, id: test-212348-155, time: 8.421s, sent: 14321 msg/s
2018-12-19 21:23:57, id: test-212348-155, time: 9.513s, sent: 13863 msg/s
2018-12-19 21:23:58, id: test-212348-155, time: 10.597s, sent: 14571 msg/s
2018-12-19 21:23:59, id: test-212348-155, time: 11.641s, sent: 13659 msg/s
2018-12-19 21:24:00, id: test-212348-155, time: 12.709s, sent: 14276 msg/s
2018-12-19 21:24:01, id: test-212348-155, time: 13.749s, sent: 14028 msg/s
2018-12-19 21:24:03, id: test-212348-155, time: 14.843s, sent: 14840 msg/s
2018-12-19 21:24:04, id: test-212348-155, time: 15.945s, sent: 13736 msg/s
2018-12-19 21:24:05, id: test-212348-155, time: 17.029s, sent: 13965 msg/s
2018-12-19 21:24:06, id: test-212348-155, time: 18.061s, sent: 14136 msg/s
2018-12-19 21:24:07, id: test-212348-155, time: 19.145s, sent: 14369 msg/s
2018-12-19 21:24:08, id: test-212348-155, time: 20.175s, sent: 14271 msg/s
2018-12-19 21:24:09, id: test-212348-155, time: 21.175s, sent: 14936 msg/s
2018-12-19 21:24:10, id: test-212348-155, time: 22.261s, sent: 13519 msg/s
2018-12-19 21:24:11, id: test-212348-155, time: 23.320s, sent: 14709 msg/s
2018-12-19 21:24:12, id: test-212348-155, time: 24.373s, sent: 14376 msg/s
2018-12-19 21:24:13, id: test-212348-155, time: 25.434s, sent: 14371 msg/s
2018-12-19 21:24:14, id: test-212348-155, time: 26.553s, sent: 14116 msg/s
2018-12-19 21:24:15, id: test-212348-155, time: 27.553s, sent: 14590 msg/s
2018-12-19 21:24:16, id: test-212348-155, time: 28.565s, sent: 14091 msg/s
2018-12-19 21:24:17, id: test-212348-155, time: 29.565s, sent: 15571 msg/s
2018-12-19 21:24:18, id: test-212348-155, time: 30.653s, sent: 13011 msg/s
2018-12-19 21:24:19, id: test-212348-155, time: 31.693s, sent: 14028 msg/s
2018-12-19 21:24:20, id: test-212348-155, time: 32.698s, sent: 14407 msg/s
2018-12-19 21:24:21, id: test-212348-155, time: 33.720s, sent: 14168 msg/s
2018-12-19 21:24:23, id: test-212348-155, time: 34.809s, sent: 13800 msg/s
2018-12-19 21:24:24, id: test-212348-155, time: 35.886s, sent: 14564 msg/s
