procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  28250    149   3179    0    0     0     4    0    0  1  0 98  0  0 2018-12-19 21:48:01
 0  0      0  28252    149   3179    0    0     0     0  162  253  0  0 100  0  0 2018-12-19 21:48:02
 0  0      0  28252    149   3179    0    0     0   572  515  692  0  0 97  3  0 2018-12-19 21:48:03
 0  0      0  28253    149   3179    0    0     0     0   99  161  0  0 100  0  0 2018-12-19 21:48:04
 0  0      0  28253    149   3179    0    0     0     0  357  638  0  0 100  0  0 2018-12-19 21:48:05
 2  0      0  28249    149   3179    0    0     0     0 14259 18202  7  2 91  0  0 2018-12-19 21:48:06
 2  0      0  28243    149   3179    0    0     0     0 38318 48884 18  6 76  0  0 2018-12-19 21:48:07
 2  0      0  28245    149   3179    0    0     0     0 39355 48289 19  6 75  0  0 2018-12-19 21:48:08
 2  0      0  28247    149   3179    0    0     0     0 39013 48977 18  7 75  0  0 2018-12-19 21:48:09
 3  0      0  28247    149   3179    0    0     0     0 37698 46985 18  6 76  0  0 2018-12-19 21:48:10
 3  0      0  28245    149   3179    0    0     0     0 39204 48590 19  6 75  0  0 2018-12-19 21:48:11
 3  0      0  28246    149   3179    0    0     0     0 37539 45177 17  6 77  0  0 2018-12-19 21:48:12
 2  0      0  28247    149   3179    0    0     0     0 40092 48629 19  6 75  0  0 2018-12-19 21:48:13
 3  0      0  28247    149   3179    0    0     0     0 38129 47839 18  6 77  0  0 2018-12-19 21:48:14
 4  0      0  28246    149   3179    0    0     0     0 38896 46793 17  7 76  0  0 2018-12-19 21:48:15
 5  0      0  28246    149   3179    0    0     0     0 39551 47709 18  6 75  0  0 2018-12-19 21:48:16
 3  0      0  28247    149   3179    0    0     0     0 38784 49246 19  6 75  0  0 2018-12-19 21:48:17
 3  0      0  28246    149   3179    0    0     0     0 38147 47808 19  5 76  0  0 2018-12-19 21:48:18
 5  0      0  28245    149   3179    0    0     0     0 38177 46374 18  6 76  0  0 2018-12-19 21:48:19
 4  0      0  28248    149   3179    0    0     0     0 39696 48492 18  5 76  0  0 2018-12-19 21:48:20
 2  0      0  28250    149   3179    0    0     0     0 38680 52210 19  7 74  0  0 2018-12-19 21:48:21
 2  0      0  28247    149   3179    0    0     0     0 39061 47307 18  6 76  0  0 2018-12-19 21:48:22
 5  0      0  28249    149   3179    0    0     0     0 39578 47791 18  6 76  0  0 2018-12-19 21:48:23
 4  0      0  28249    149   3179    0    0     0     0 40084 48326 18  6 77  0  0 2018-12-19 21:48:24
 4  0      0  28248    149   3179    0    0     0     0 39079 48226 18  6 76  0  0 2018-12-19 21:48:25
 2  0      0  28247    149   3179    0    0     0     0 37148 47254 18  6 76  0  0 2018-12-19 21:48:26
 5  0      0  28248    149   3179    0    0     0     0 38539 49365 19  6 76  0  0 2018-12-19 21:48:27
 4  0      0  28247    149   3179    0    0     0     0 37419 46983 18  7 76  0  0 2018-12-19 21:48:28
 3  0      0  28246    149   3179    0    0     0    16 37007 47503 18  6 76  0  0 2018-12-19 21:48:29
 4  0      0  28247    149   3179    0    0     0     0 37532 47010 18  7 76  0  0 2018-12-19 21:48:30
 4  0      0  28249    149   3179    0    0     0  2824 39637 48317 18  6 75  1  0 2018-12-19 21:48:31
 3  0      0  28245    149   3179    0    0     0     0 36788 45590 18  6 77  0  0 2018-12-19 21:48:32
 3  0      0  28247    149   3179    0    0     0     0 37220 47540 18  6 76  0  0 2018-12-19 21:48:33
 4  0      0  28250    149   3179    0    0     0     8 38036 48964 18  6 75  0  0 2018-12-19 21:48:34
 3  0      0  28249    149   3179    0    0     0     0 41362 48431 18  6 75  0  0 2018-12-19 21:48:35
 3  0      0  28248    149   3179    0    0     0     0 40004 46626 18  6 76  0  0 2018-12-19 21:48:36
 4  0      0  28251    149   3179    0    0     0     0 39729 47079 18  6 76  0  0 2018-12-19 21:48:37
 3  0      0  28248    149   3179    0    0     0     0 40871 48552 19  6 76  0  0 2018-12-19 21:48:38
 5  0      0  28246    149   3179    0    0     0     0 40267 48337 19  6 75  0  0 2018-12-19 21:48:39
 2  0      0  28244    149   3179    0    0     0     0 38735 47497 18  6 76  0  0 2018-12-19 21:48:40
 3  0      0  28245    149   3179    0    0     0     0 41269 48827 19  6 75  0  0 2018-12-19 21:48:41
 3  0      0  28243    149   3179    0    0     0     0 39593 46905 18  6 76  0  0 2018-12-19 21:48:42
 6  0      0  28247    149   3179    0    0     0     0 39202 49330 19  6 76  0  0 2018-12-19 21:48:43
 3  0      0  28248    149   3179    0    0     0     0 39002 48645 18  6 76  0  0 2018-12-19 21:48:44
 4  0      0  28246    149   3179    0    0     0     0 39499 48337 19  6 75  0  0 2018-12-19 21:48:45
 3  0      0  28246    149   3179    0    0     0     0 37543 46637 18  6 76  0  0 2018-12-19 21:48:46
 3  0      0  28245    149   3179    0    0     0     0 37779 45858 19  5 76  0  0 2018-12-19 21:48:47
 4  0      0  28246    149   3179    0    0     0     0 38870 46748 18  6 76  0  0 2018-12-19 21:48:48
 3  0      0  28244    149   3179    0    0     0     0 39067 48177 18  6 77  0  0 2018-12-19 21:48:49
 5  0      0  28247    149   3179    0    0     0     0 37603 47001 18  5 77  0  0 2018-12-19 21:48:50
 2  0      0  28247    149   3179    0    0     0     0 37172 47280 19  6 76  0  0 2018-12-19 21:48:51
 3  0      0  28245    149   3179    0    0     0     0 39182 49544 18  7 75  0  0 2018-12-19 21:48:52
 5  0      0  28246    149   3179    0    0     0     0 38395 48450 18  6 76  0  0 2018-12-19 21:48:53
 3  0      0  28246    149   3179    0    0     0     0 38346 47690 18  6 76  0  0 2018-12-19 21:48:54
 3  0      0  28245    149   3179    0    0     0     0 37244 47040 18  6 77  0  0 2018-12-19 21:48:55
 4  0      0  28247    149   3179    0    0     0     0 38864 48116 19  6 76  0  0 2018-12-19 21:48:56
 2  0      0  28247    149   3179    0    0     0     0 40122 48775 18  6 75  0  0 2018-12-19 21:48:57
 3  0      0  28246    149   3179    0    0     0     0 39221 47225 18  6 76  0  0 2018-12-19 21:48:58
 3  0      0  28249    149   3179    0    0     0     0 39447 47950 18  6 76  0  0 2018-12-19 21:48:59
 5  0      0  28249    149   3179    0    0     0     0 38095 47668 18  6 76  0  0 2018-12-19 21:49:00
 3  0      0  28249    149   3179    0    0     0     0 38288 48308 18  6 76  0  0 2018-12-19 21:49:01
 3  0      0  28248    149   3179    0    0     0     0 41247 49037 18  6 75  0  0 2018-12-19 21:49:02
 0  0      0  28247    149   3179    0    0     0     0 36679 45694 17  5 77  0  0 2018-12-19 21:49:03
 2  0      0  28247    149   3179    0    0     0     0 41146 48736 18  7 76  0  0 2018-12-19 21:49:04
 2  0      0  28248    149   3179    0    0     0     0 37398 47415 18  6 76  0  0 2018-12-19 21:49:05
 3  0      0  28248    149   3179    0    0     0     0 39785 47806 18  6 75  0  0 2018-12-19 21:49:06
 3  0      0  28247    149   3179    0    0     0  2088 37594 48267 18  6 75  0  0 2018-12-19 21:49:07
 2  0      0  28248    149   3179    0    0     0     0 38635 48448 18  6 76  0  0 2018-12-19 21:49:08
 4  0      0  28244    149   3179    0    0     0     0 37966 46524 18  5 77  0  0 2018-12-19 21:49:09
 3  0      0  28250    149   3179    0    0     0     0 38929 48135 18  6 76  0  0 2018-12-19 21:49:10
 3  0      0  28244    149   3179    0    0     0     0 37432 45640 17  6 77  0  0 2018-12-19 21:49:11
 3  0      0  28249    149   3179    0    0     0     0 38998 48117 18  6 76  0  0 2018-12-19 21:49:12
 4  0      0  28249    149   3179    0    0     0     0 39939 48577 18  6 76  0  0 2018-12-19 21:49:13
 3  0      0  28248    149   3179    0    0     0     0 38523 47531 18  6 76  0  0 2018-12-19 21:49:14
 3  0      0  28245    149   3179    0    0     0     0 39414 48031 19  6 76  0  0 2018-12-19 21:49:15
 1  0      0  28248    149   3179    0    0     0     0 39416 48225 18  6 76  0  0 2018-12-19 21:49:16
 4  0      0  28244    149   3179    0    0     0     0 37700 47376 18  6 76  0  0 2018-12-19 21:49:17
 3  0      0  28247    149   3179    0    0     0     0 38337 47765 18  6 76  0  0 2018-12-19 21:49:18
 3  0      0  28246    149   3179    0    0     0     0 39033 47915 19  5 76  0  0 2018-12-19 21:49:19
 3  0      0  28246    149   3179    0    0     0     0 39561 48975 19  6 75  0  0 2018-12-19 21:49:20
 3  0      0  28245    149   3179    0    0     0     0 39433 51641 19  7 74  0  0 2018-12-19 21:49:21
 1  0      0  28248    149   3179    0    0     0     0 39160 50259 19  5 75  0  0 2018-12-19 21:49:22
 2  0      0  28244    149   3179    0    0     0     0 38389 46615 18  6 76  0  0 2018-12-19 21:49:23
 2  0      0  28245    149   3179    0    0     0     0 37200 46885 19  6 76  0  0 2018-12-19 21:49:24
 4  0      0  28244    149   3179    0    0     0     0 38200 46732 18  6 76  0  0 2018-12-19 21:49:25
 3  0      0  28245    149   3179    0    0     0     0 39066 48066 18  5 76  0  0 2018-12-19 21:49:26
 1  0      0  28246    149   3179    0    0     0     0 38470 47989 18  6 75  0  0 2018-12-19 21:49:27
 3  0      0  28246    149   3179    0    0     0     0 37700 48091 18  7 76  0  0 2018-12-19 21:49:28
 4  0      0  28246    149   3179    0    0     0     0 38682 48877 19  6 75  0  0 2018-12-19 21:49:29
 2  0      0  28248    149   3179    0    0     0     0 38498 48483 18  6 76  0  0 2018-12-19 21:49:30
 3  0      0  28246    149   3179    0    0     0     0 39231 48987 19  6 75  0  0 2018-12-19 21:49:31
 3  0      0  28249    149   3179    0    0     0     0 41246 48869 18  6 76  0  0 2018-12-19 21:49:32
 3  0      0  28245    149   3179    0    0     0     0 39740 47877 18  6 76  0  0 2018-12-19 21:49:33
 3  0      0  28247    149   3179    0    0     0     0 40372 47609 18  6 76  0  0 2018-12-19 21:49:34
 4  0      0  28247    149   3179    0    0     0     0 38421 48117 18  7 76  0  0 2018-12-19 21:49:35
 3  0      0  28244    149   3179    0    0     0     0 37006 46092 18  6 76  0  0 2018-12-19 21:49:36
 4  0      0  28245    149   3179    0    0     0     0 37455 46394 18  6 77  0  0 2018-12-19 21:49:37
 3  0      0  28246    149   3179    0    0     0     0 36873 45762 18  5 76  0  0 2018-12-19 21:49:38
 4  0      0  28244    149   3179    0    0     0     0 38218 48520 19  6 75  0  0 2018-12-19 21:49:39
