procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 1  0      0  30250      4   1334    0    0     8    18  246  331 41  8 51  0  0 2018-12-24 21:35:31
 0  0      0  30251      4   1335    0    0     0  3172  718  865  0  0 97  2  0 2018-12-24 21:35:32
 0  0      0  30252      4   1335    0    0     0     8  271  366  0  0 100  0  0 2018-12-24 21:35:33
 0  0      0  30252      4   1335    0    0     0   148  513 1107  1  0 98  1  0 2018-12-24 21:35:34
 0  0      0  30254      4   1335    0    0     0   220  536 1099  1  0 98  1  0 2018-12-24 21:35:35
 0  0      0  30256      4   1335    0    0     0    72  292  487  1  0 99  0  0 2018-12-24 21:35:36
 0  0      0  30258      4   1335    0    0     0    76  302  470  0  0 99  0  0 2018-12-24 21:35:37
11  0      0  30158      4   1335    0    0     0     0 104515 60735 68 12 21  0  0 2018-12-24 21:35:38
12  0      0  30192      4   1335    0    0     0     0 151003 78216 75 15 10  0  0 2018-12-24 21:35:39
13  0      0  30198      4   1335    0    0     0     0 196889 91221 84 14  1  0  0 2018-12-24 21:35:40
12  0      0  30205      4   1335    0    0     0     0 202138 99510 82 16  2  0  0 2018-12-24 21:35:41
15  0      0  30182      4   1335    0    0     0     0 197922 106319 77 15  8  0  0 2018-12-24 21:35:42
11  0      0  30216      4   1335    0    0     0     0 179773 108297 77 15  8  0  0 2018-12-24 21:35:43
 7  0      0  30218      4   1335    0    0     0     0 209263 105750 82 16  2  0  0 2018-12-24 21:35:44
12  0      0  30219      4   1335    0    0     0     0 205966 107112 82 16  2  0  0 2018-12-24 21:35:45
12  0      0  30222      4   1335    0    0     0     0 211592 104459 83 15  2  0  0 2018-12-24 21:35:46
 7  0      0  30221      4   1335    0    0     0     0 210667 109210 82 16  3  0  0 2018-12-24 21:35:47
13  0      0  30224      4   1335    0    0     0     0 207492 100962 81 17  2  0  0 2018-12-24 21:35:48
13  0      0  30225      4   1335    0    0     0     0 212884 106146 82 15  2  0  0 2018-12-24 21:35:49
 7  0      0  30225      4   1335    0    0     0     0 207702 105132 83 15  2  0  0 2018-12-24 21:35:50
12  0      0  30227      4   1335    0    0     0     0 204995 100799 83 15  2  0  0 2018-12-24 21:35:51
12  0      0  30227      4   1335    0    0     0     0 203007 102145 82 16  2  0  0 2018-12-24 21:35:52
12  0      0  30222      4   1335    0    0     0     0 199815 97696 83 15  2  0  0 2018-12-24 21:35:53
12  0      0  30226      4   1335    0    0     0     0 204259 101198 83 15  2  0  0 2018-12-24 21:35:54
12  0      0  30223      4   1335    0    0     0     0 202286 96683 83 15  2  0  0 2018-12-24 21:35:55
11  0      0  30226      4   1335    0    0     0     0 202579 105448 82 16  2  0  0 2018-12-24 21:35:56
10  0      0  30229      4   1335    0    0     0     0 209495 99951 83 16  2  0  0 2018-12-24 21:35:57
13  0      0  30230      4   1335    0    0     0     0 200798 93748 84 14  2  0  0 2018-12-24 21:35:58
12  0      0  30231      4   1335    0    0     0     0 203717 96452 82 16  2  0  0 2018-12-24 21:35:59
10  0      0  30233      4   1335    0    0     0     0 203414 95502 84 15  2  0  0 2018-12-24 21:36:00
12  0      0  30232      4   1335    0    0     0     0 204250 103749 82 15  2  0  0 2018-12-24 21:36:01
13  0      0  30231      4   1335    0    0     0     0 210398 98232 83 15  2  0  0 2018-12-24 21:36:02
13  0      0  30232      4   1335    0    0     0  1800 202936 95406 84 15  2  0  0 2018-12-24 21:36:03
11  0      0  30232      4   1335    0    0     0    56 209075 102755 81 17  2  0  0 2018-12-24 21:36:04
