2018-12-24 21:35:37, id: test-213537-107, starting producer #0
2018-12-24 21:35:37, id: test-213537-107, starting producer #0, channel #0
2018-12-24 21:35:38, id: test-213537-107, time: 1.004s, sent: 13091 msg/s
2018-12-24 21:35:39, id: test-213537-107, time: 2.108s, sent: 12917 msg/s
2018-12-24 21:35:40, id: test-213537-107, time: 3.168s, sent: 12521 msg/s
2018-12-24 21:35:41, id: test-213537-107, time: 4.224s, sent: 12673 msg/s
2018-12-24 21:35:42, id: test-213537-107, time: 5.320s, sent: 10208 msg/s
2018-12-24 21:35:43, id: test-213537-107, time: 6.436s, sent: 12581 msg/s
2018-12-24 21:35:44, id: test-213537-107, time: 7.496s, sent: 12418 msg/s
2018-12-24 21:35:45, id: test-213537-107, time: 8.580s, sent: 12142 msg/s
2018-12-24 21:35:46, id: test-213537-107, time: 9.580s, sent: 13790 msg/s
2018-12-24 21:35:47, id: test-213537-107, time: 10.696s, sent: 10841 msg/s
2018-12-24 21:35:49, id: test-213537-107, time: 11.816s, sent: 12341 msg/s
2018-12-24 21:35:50, id: test-213537-107, time: 12.924s, sent: 12573 msg/s
2018-12-24 21:35:51, id: test-213537-107, time: 13.924s, sent: 12527 msg/s
2018-12-24 21:35:52, id: test-213537-107, time: 14.932s, sent: 11949 msg/s
2018-12-24 21:35:53, id: test-213537-107, time: 16.032s, sent: 12665 msg/s
2018-12-24 21:35:54, id: test-213537-107, time: 17.180s, sent: 11944 msg/s
2018-12-24 21:35:55, id: test-213537-107, time: 18.184s, sent: 12674 msg/s
2018-12-24 21:35:56, id: test-213537-107, time: 19.184s, sent: 12367 msg/s
2018-12-24 21:35:57, id: test-213537-107, time: 20.188s, sent: 11610 msg/s
2018-12-24 21:35:58, id: test-213537-107, time: 21.188s, sent: 12944 msg/s
2018-12-24 21:35:59, id: test-213537-107, time: 22.228s, sent: 11601 msg/s
2018-12-24 21:36:00, id: test-213537-107, time: 23.268s, sent: 12763 msg/s
2018-12-24 21:36:01, id: test-213537-107, time: 24.300s, sent: 12861 msg/s
