2018-11-24 23:06:27, 195171 records sent, 39034.2 records/sec (19.06 MB/sec), 16.6 ms avg latency, 257.0 max latency.
2018-11-24 23:06:32, 195490 records sent, 39098.0 records/sec (19.09 MB/sec), 81.3 ms avg latency, 609.0 max latency.
2018-11-24 23:06:37, 195412 records sent, 39082.4 records/sec (19.08 MB/sec), 74.6 ms avg latency, 603.0 max latency.
2018-11-24 23:06:42, 195365 records sent, 39057.4 records/sec (19.07 MB/sec), 1.8 ms avg latency, 18.0 max latency.
2018-11-24 23:06:47, 195349 records sent, 39069.8 records/sec (19.08 MB/sec), 1.9 ms avg latency, 18.0 max latency.
2018-11-24 23:06:52, 195411 records sent, 39082.2 records/sec (19.08 MB/sec), 1.8 ms avg latency, 15.0 max latency.
2018-11-24 23:06:57, 195365 records sent, 39073.0 records/sec (19.08 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-24 23:07:02, 195352 records sent, 39070.4 records/sec (19.08 MB/sec), 1.8 ms avg latency, 10.0 max latency.
2018-11-24 23:07:08, 97965 records sent, 16584.6 records/sec (8.10 MB/sec), 1.9 ms avg latency, 3403.0 max latency.
2018-11-24 23:07:13, 328269 records sent, 65653.8 records/sec (32.06 MB/sec), 1149.2 ms avg latency, 3408.0 max latency.
2018-11-24 23:07:18, 195372 records sent, 39074.4 records/sec (19.08 MB/sec), 1.8 ms avg latency, 16.0 max latency.
2018-11-24 23:07:23, 195326 records sent, 39065.2 records/sec (19.07 MB/sec), 1.8 ms avg latency, 6.0 max latency.
2018-11-24 23:07:28, 195380 records sent, 39076.0 records/sec (19.08 MB/sec), 1.8 ms avg latency, 13.0 max latency.
2018-11-24 23:07:33, 195326 records sent, 39065.2 records/sec (19.07 MB/sec), 1.8 ms avg latency, 6.0 max latency.
2018-11-24 23:07:38, 195387 records sent, 39077.4 records/sec (19.08 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-24 23:07:43, 195350 records sent, 39062.2 records/sec (19.07 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-24 23:07:49, 104029 records sent, 16846.8 records/sec (8.23 MB/sec), 2.4 ms avg latency, 3517.0 max latency.
2018-11-24 23:07:54, 332590 records sent, 66518.0 records/sec (32.48 MB/sec), 1129.1 ms avg latency, 3518.0 max latency.
2018-11-24 23:07:59, 195404 records sent, 39073.0 records/sec (19.08 MB/sec), 1.8 ms avg latency, 5.0 max latency.
2018-11-24 23:08:04, 195465 records sent, 39093.0 records/sec (19.09 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-24 23:08:09, 195311 records sent, 39062.2 records/sec (19.07 MB/sec), 1.8 ms avg latency, 16.0 max latency.
2018-11-24 23:08:14, 195311 records sent, 39062.2 records/sec (19.07 MB/sec), 1.8 ms avg latency, 15.0 max latency.
2018-11-24 23:08:19, 195388 records sent, 39069.8 records/sec (19.08 MB/sec), 1.8 ms avg latency, 7.0 max latency.
2018-11-24 23:08:24, 195408 records sent, 39073.8 records/sec (19.08 MB/sec), 1.8 ms avg latency, 15.0 max latency.
2018-11-24 23:08:29, 195368 records sent, 39065.8 records/sec (19.08 MB/sec), 1.8 ms avg latency, 6.0 max latency.
