procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  28328     73   3130    0    0     0   120    1    1  2  1 97  0  0 2018-12-15 23:35:47
 0  0      0  28330     73   3130    0    0     0   504  677  859  1  0 97  2  0 2018-12-15 23:35:48
 0  0      0  28332     73   3130    0    0     0     0  158  198  0  0 100  0  0 2018-12-15 23:35:49
 0  0      0  28333     73   3130    0    0     0   152  365  511  0  0 99  0  0 2018-12-15 23:35:50
 2  0      0  28329     73   3130    0    0     0  3336 9026 12431  5  2 92  1  0 2018-12-15 23:35:51
 2  0      0  28308     73   3130    0    0     0     0 27222 39029 17  5 78  0  0 2018-12-15 23:35:52
 5  0      0  28330     73   3130    0    0     0    80 25261 36261 17  5 78  0  0 2018-12-15 23:35:53
 3  0      0  28303     73   3130    0    0     0     0 26093 38499 17  5 78  0  0 2018-12-15 23:35:54
 3  0      0  28318     73   3130    0    0     0     0 27661 39604 17  5 78  0  0 2018-12-15 23:35:55
 2  0      0  28322     73   3130    0    0     0   136 26003 37912 16  5 79  0  0 2018-12-15 23:35:56
 2  0      0  28305     73   3130    0    0     0     0 25949 37800 17  5 78  0  0 2018-12-15 23:35:57
 3  0      0  28333     73   3130    0    0     0    72 26485 37010 17  5 77  0  0 2018-12-15 23:35:58
 3  0      0  28306     73   3130    0    0     0     0 26300 38696 18  5 78  0  0 2018-12-15 23:35:59
 3  0      0  28319     73   3130    0    0     0    72 26362 37571 17  5 78  0  0 2018-12-15 23:36:00
 2  0      0  28308     73   3130    0    0     0    72 25131 36754 17  4 79  0  0 2018-12-15 23:36:01
 2  0      0  28313     73   3130    0    0     0     0 27177 39497 17  5 78  0  0 2018-12-15 23:36:02
 5  0      0  28331     73   3130    0    0     0    76 25914 37264 16  5 78  0  0 2018-12-15 23:36:03
 3  0      0  28307     73   3130    0    0     0     0 25673 41140 18  5 76  0  0 2018-12-15 23:36:04
 3  0      0  28324     73   3130    0    0     0    72 26918 38806 17  5 78  0  0 2018-12-15 23:36:05
 2  0      0  28310     73   3130    0    0     0    72 25577 37390 17  5 79  0  0 2018-12-15 23:36:06
 3  0      0  28317     73   3130    0    0     0     0 27020 38416 17  5 78  0  0 2018-12-15 23:36:07
 4  0      0  28334     73   3130    0    0     0    80 25932 37276 16  5 79  0  0 2018-12-15 23:36:08
 3  0      0  28306     73   3130    0    0     0     0 26511 37829 17  5 78  0  0 2018-12-15 23:36:09
 3  0      0  28329     73   3130    0    0     0  8296 22862 33007 14  5 80  1  0 2018-12-15 23:36:10
 3  0      0  28306     73   3130    0    0     0     0 25763 37045 16  6 78  0  0 2018-12-15 23:36:11
 3  0      0  28323     73   3130    0    0     0    72 26247 38226 17  5 78  0  0 2018-12-15 23:36:12
 2  0      0  28311     73   3130    0    0     0    76 25395 37127 17  5 78  0  0 2018-12-15 23:36:13
 3  0      0  28316     73   3130    0    0     0     0 25983 37407 17  5 79  0  0 2018-12-15 23:36:14
 3  0      0  28334     73   3130    0    0     0    72 25367 36481 16  5 79  0  0 2018-12-15 23:36:15
 2  0      0  28309     73   3130    0    0     0     0 26301 38538 17  4 79  0  0 2018-12-15 23:36:16
 3  0      0  28324     73   3130    0    0     0    72 26347 38508 18  5 77  0  0 2018-12-15 23:36:17
 2  0      0  28310     73   3130    0    0     0    76 24941 36140 16  5 79  0  0 2018-12-15 23:36:18
