time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-26 22:55:40:005, 0, 73.2925, 14.6585, 150103, 30020.6000, 52, 4948, 14.8125, 30336.0954
2018-11-26 22:55:45:005, 0, 160.2227, 17.3860, 328136, 35606.6000, 0, 5000, 17.3860, 35606.6000
2018-11-26 22:55:50:005, 0, 252.2993, 18.4153, 516709, 37714.6000, 0, 5000, 18.4153, 37714.6000
2018-11-26 22:55:55:005, 0, 339.7593, 17.4920, 695827, 35823.6000, 0, 5000, 17.4920, 35823.6000
2018-11-26 22:56:00:005, 0, 428.6421, 17.7766, 877859, 36406.4000, 0, 5000, 17.7766, 36406.4000
2018-11-26 22:56:05:005, 0, 521.8843, 18.6484, 1068819, 38192.0000, 0, 5000, 18.6484, 38192.0000
2018-11-26 22:56:10:005, 0, 613.4614, 18.3154, 1256369, 37510.0000, 0, 5000, 18.3154, 37510.0000
2018-11-26 22:56:15:005, 0, 705.4170, 18.3911, 1444694, 37665.0000, 0, 5000, 18.3911, 37665.0000
2018-11-26 22:56:20:005, 0, 794.8750, 17.8916, 1627904, 36642.0000, 0, 5000, 17.8916, 36642.0000
2018-11-26 22:56:25:005, 0, 886.1191, 18.2488, 1814772, 37373.6000, 0, 5000, 18.2488, 37373.6000
2018-11-26 22:56:30:005, 0, 976.5762, 18.0914, 2000028, 37051.2000, 0, 5000, 18.0914, 37051.2000
2018-11-26 22:56:35:005, 0, 1065.3379, 17.7523, 2181812, 36356.8000, 0, 5000, 17.7523, 36356.8000
2018-11-26 22:56:40:005, 0, 1156.6274, 18.2579, 2368773, 37392.2000, 0, 5000, 18.2579, 37392.2000
2018-11-26 22:56:45:005, 0, 1246.9937, 18.0732, 2553843, 37014.0000, 0, 5000, 18.0732, 37014.0000
2018-11-26 22:56:50:005, 0, 1337.3296, 18.0672, 2738851, 37001.6000, 0, 5000, 18.0672, 37001.6000
2018-11-26 22:56:55:005, 0, 1426.6362, 17.8613, 2921751, 36580.0000, 0, 5000, 17.8613, 36580.0000
2018-11-26 22:57:00:005, 0, 1516.0791, 17.8886, 3104930, 36635.8000, 0, 5000, 17.8886, 36635.8000
2018-11-26 22:57:05:005, 0, 1607.0659, 18.1974, 3291271, 37268.2000, 0, 5000, 18.1974, 37268.2000
2018-11-26 22:57:10:005, 0, 1699.3696, 18.4607, 3480309, 37807.6000, 0, 5000, 18.4607, 37807.6000
2018-11-26 22:57:15:005, 0, 1789.2515, 17.9764, 3664387, 36815.6000, 0, 5000, 17.9764, 36815.6000
2018-11-26 22:57:20:005, 0, 1879.0425, 17.9582, 3848279, 36778.4000, 0, 5000, 17.9582, 36778.4000
2018-11-26 22:57:25:005, 0, 1969.1514, 18.0218, 4032822, 36908.6000, 0, 5000, 18.0218, 36908.6000
