procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  28334    149   3064    0    0     0     4    1    1  1  0 99  0  0 2018-12-17 17:42:14
 0  0      0  28337    149   3064    0    0     0     0  157  234  0  0 100  0  0 2018-12-17 17:42:15
 0  0      0  28338    149   3064    0    0     0   572  532  730  0  0 98  2  0 2018-12-17 17:42:16
 0  0      0  28340    149   3064    0    0     0     0  107  161  0  0 100  0  0 2018-12-17 17:42:17
 0  0      0  28342    149   3064    0    0     0   156  538  825  0  0 99  1  0 2018-12-17 17:42:18
 2  0      0  28332    149   3064    0    0     0     0 18301 19578  9  3 88  0  0 2018-12-17 17:42:19
 3  0      0  28302    149   3064    0    0     0     0 35825 39000 19  6 76  0  0 2018-12-17 17:42:20
 3  0      0  28325    149   3064    0    0     0    72 35172 37171 17  6 77  0  0 2018-12-17 17:42:21
 0  1      0  28301    149   3064    0    0     0    68 34904 38326 18  6 76  0  0 2018-12-17 17:42:22
 3  0      0  28317    149   3064    0    0     0     4 37447 39133 18  6 76  0  0 2018-12-17 17:42:23
 2  0      0  28299    149   3064    0    0     0 11060 28886 31167 15  4 79  2  0 2018-12-17 17:42:24
 3  0      0  28312    149   3064    0    0     0     0 38213 38566 19  6 76  0  0 2018-12-17 17:42:25
 1  0      0  28312    149   3064    0    0     0    72 34048 35451 17  6 77  0  0 2018-12-17 17:42:26
 1  0      0  28304    149   3064    0    0     0     0 35244 38709 19  6 76  0  0 2018-12-17 17:42:27
 1  0      0  28326    149   3064    0    0     0    88 36343 38166 17  6 76  0  0 2018-12-17 17:42:28
 3  0      0  28298    149   3064    0    0     0     0 37140 40243 18  6 76  0  0 2018-12-17 17:42:29
 3  0      0  28316    149   3064    0    0     0    72 35746 37872 17  6 77  0  0 2018-12-17 17:42:30
 3  0      0  28304    149   3064    0    0     0    76 33479 36400 17  6 77  0  0 2018-12-17 17:42:31
 3  0      0  28308    149   3064    0    0     0     0 36368 38574 18  5 77  0  0 2018-12-17 17:42:32
 4  0      0  28319    149   3064    0    0     0    72 35867 37752 17  6 77  0  0 2018-12-17 17:42:33
 2  0      0  28318    149   3066    0    0     0  2168 34255 35704 17  6 77  0  0 2018-12-17 17:42:34
 3  0      0  28330    149   3064    0    0     0    68 36554 38536 18  5 76  0  0 2018-12-17 17:42:35
 3  0      0  28308    149   3064    0    0     0     0 36962 39606 19  5 76  0  0 2018-12-17 17:42:36
 5  0      0  28319    149   3064    0    0     0    72 34510 35948 16  6 78  0  0 2018-12-17 17:42:37
 2  0      0  28298    149   3064    0    0     0     0 32857 36207 18  5 77  0  0 2018-12-17 17:42:38
 3  0      0  28321    149   3064    0    0     0    72 34837 37031 17  6 76  0  0 2018-12-17 17:42:39
 2  0      0  28310    149   3064    0    0     0    72 33609 36867 17  6 77  0  0 2018-12-17 17:42:40
 1  0      0  28309    149   3064    0    0     0     0 36460 39108 19  6 76  0  0 2018-12-17 17:42:41
 4  0      0  28328    149   3064    0    0     0    76 37292 38255 18  5 76  0  0 2018-12-17 17:42:42
 4  0      0  28300    149   3064    0    0     0    68 35012 37790 18  5 76  0  0 2018-12-17 17:42:43
 3  0      0  28325    149   3064    0    0     0    72 36373 38313 19  5 76  0  0 2018-12-17 17:42:44
 1  0      0  28299    149   3064    0    0     0     0 35911 37002 18  5 77  0  0 2018-12-17 17:42:45
 4  0      0  28319    149   3064    0    0     0    72 36246 38295 18  5 76  0  0 2018-12-17 17:42:46
 3  0      0  28305    149   3064    0    0     0    76 35224 37707 17  5 77  0  0 2018-12-17 17:42:47
 4  0      0  28313    149   3064    0    0     0     0 35896 39214 18  6 76  0  0 2018-12-17 17:42:48
