procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0   9959     59  19952    0    0     0   125    0    3  0  0 99  0  0 2018-11-25 20:42:09
 0  0      0   9959     59  19952    0    0     0     0  280  479  0  0 100  0  0 2018-11-25 20:42:10
 0  0      0   9959     59  19952    0    0     0     0  185  353  0  0 100  0  0 2018-11-25 20:42:11
 0  0      0   9959     59  19952    0    0     0     0  226  428  0  0 100  0  0 2018-11-25 20:42:12
 0  0      0   9959     59  19952    0    0     0     0  203  370  0  0 100  0  0 2018-11-25 20:42:13
 1  0      0   9925     59  19986    0    0     0   144 7266 5280  2  1 97  1  0 2018-11-25 20:42:14
 0  0      0   9898     59  20014    0    0     0     0 7534 5503  2  2 97  0  0 2018-11-25 20:42:15
 0  0      0   9865     59  20046    0    0     0     0 9129 6611  2  1 97  0  0 2018-11-25 20:42:16
 0  0      0   9832     59  20080    0    0     0     0 9343 6944  2  1 97  0  0 2018-11-25 20:42:17
 0  0      0   9799     59  20113    0    0     0     0 9364 6875  2  2 96  0  0 2018-11-25 20:42:18
 1  0      0   9767     59  20145    0    0     0    68 9138 6809  2  1 97  0  0 2018-11-25 20:42:19
 0  0      0   9732     59  20179    0    0     0     0 11861 7360  2  2 96  0  0 2018-11-25 20:42:20
 0  0      0   9698     59  20212    0    0     0     0 9428 6963  2  1 97  0  0 2018-11-25 20:42:21
 2  0      0   9668     59  20243    0    0     0     0 9148 6653  2  2 96  0  0 2018-11-25 20:42:22
 0  0      0   9638     59  20273    0    0     0     0 8887 6341  2  1 97  0  0 2018-11-25 20:42:23
 1  0      0   9608     59  20303    0    0     0  2408 9094 6604  1  2 96  1  0 2018-11-25 20:42:24
 0  0      0   9576     59  20336    0    0     0     0 9343 6956  2  1 97  0  0 2018-11-25 20:42:25
 1  0      0   9544     59  20367    0    0     0     0 9242 6697  2  2 96  0  0 2018-11-25 20:42:26
 0  0      0   9512     59  20399    0    0     0     0 9247 6747  2  2 96  0  0 2018-11-25 20:42:27
 0  0      0   9480     59  20431    0    0     0     0 9105 6552  2  1 97  0  0 2018-11-25 20:42:28
