time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-25 18:58:09:346, 0, 62.1519, 12.4304, 127287, 25457.4000, 46, 4954, 12.5458, 25693.7828
2018-11-25 18:58:14:346, 0, 134.1572, 14.4011, 274754, 29493.4000, 0, 5000, 14.4011, 29493.4000
2018-11-25 18:58:19:346, 0, 207.7065, 14.7099, 425383, 30125.8000, 0, 5000, 14.7099, 30125.8000
2018-11-25 18:58:24:346, 0, 279.7573, 14.4102, 572943, 29512.0000, 0, 5000, 14.4102, 29512.0000
2018-11-25 18:58:29:346, 0, 355.8042, 15.2094, 728687, 31148.8000, 0, 5000, 15.2094, 31148.8000
2018-11-25 18:58:34:346, 0, 436.1802, 16.0752, 893297, 32922.0000, 0, 5000, 16.0752, 32922.0000
2018-11-25 18:58:39:346, 0, 505.3398, 13.8319, 1034936, 28327.8000, 0, 5000, 13.8319, 28327.8000
2018-11-25 18:58:44:346, 0, 579.5703, 14.8461, 1186960, 30404.8000, 0, 5000, 14.8461, 30404.8000
2018-11-25 18:58:49:346, 0, 655.7080, 15.2275, 1342890, 31186.0000, 0, 5000, 15.2275, 31186.0000
2018-11-25 18:58:54:346, 0, 732.0728, 15.2729, 1499285, 31279.0000, 0, 5000, 15.2729, 31279.0000
2018-11-25 18:58:59:346, 0, 808.1348, 15.2124, 1655060, 31155.0000, 0, 5000, 15.2124, 31155.0000
2018-11-25 18:59:04:347, 0, 885.3169, 15.4333, 1813129, 31607.4785, 0, 5001, 15.4333, 31607.4785
2018-11-25 18:59:09:347, 0, 974.6235, 17.8613, 1996029, 36580.0000, 0, 5000, 17.8613, 36580.0000
2018-11-25 18:59:14:347, 0, 1045.0850, 14.0923, 2140334, 28861.0000, 0, 5000, 14.0923, 28861.0000
2018-11-25 18:59:19:347, 0, 1114.8804, 13.9591, 2283275, 28588.2000, 0, 5000, 13.9591, 28588.2000
2018-11-25 18:59:24:347, 0, 1190.4277, 15.1095, 2437996, 30944.2000, 0, 5000, 15.1095, 30944.2000
2018-11-25 18:59:29:347, 0, 1267.1104, 15.3365, 2595042, 31409.2000, 0, 5000, 15.3365, 31409.2000
2018-11-25 18:59:34:347, 0, 1343.3691, 15.2518, 2751220, 31235.6000, 0, 5000, 15.2518, 31235.6000
2018-11-25 18:59:39:348, 0, 1417.4785, 14.8189, 2902996, 30349.1302, 0, 5001, 14.8189, 30349.1302
2018-11-25 18:59:44:348, 0, 1492.9351, 15.0913, 3057531, 30907.0000, 0, 5000, 15.0913, 30907.0000
2018-11-25 18:59:49:348, 0, 1567.9072, 14.9944, 3211074, 30708.6000, 0, 5000, 14.9944, 30708.6000
2018-11-25 18:59:54:348, 0, 1643.3032, 15.0792, 3365485, 30882.2000, 0, 5000, 15.0792, 30882.2000
2018-11-25 18:59:59:348, 0, 1718.6689, 15.0731, 3519834, 30869.8000, 0, 5000, 15.0731, 30869.8000
2018-11-25 19:00:04:348, 0, 1794.0498, 15.0762, 3674214, 30876.0000, 0, 5000, 15.0762, 30876.0000
2018-11-25 19:00:09:348, 0, 1874.9707, 16.1842, 3839940, 33145.2000, 0, 5000, 16.1842, 33145.2000
2018-11-25 19:00:14:349, 0, 1950.1548, 15.0338, 3993917, 30789.2422, 0, 5001, 15.0338, 30789.2422
2018-11-25 19:00:19:349, 0, 2018.3154, 13.6321, 4133510, 27918.6000, 0, 5000, 13.6321, 27918.6000
2018-11-25 19:00:24:349, 0, 2090.5630, 14.4495, 4281473, 29592.6000, 0, 5000, 14.4495, 29592.6000
2018-11-25 19:00:29:350, 0, 2166.3525, 15.1549, 4436690, 31037.1926, 0, 5001, 15.1549, 31037.1926
2018-11-25 19:00:34:350, 0, 2242.6113, 15.2518, 4592868, 31235.6000, 0, 5000, 15.2518, 31235.6000
2018-11-25 19:00:41:286, 0, 2315.5854, 10.5211, 4742319, 21547.1453, 0, 6936, 10.5211, 21547.1453
2018-11-25 19:00:46:286, 0, 2391.1631, 15.1155, 4897102, 30956.6000, 0, 5000, 15.1155, 30956.6000
2018-11-25 19:00:51:286, 0, 2466.8770, 15.1428, 5052164, 31012.4000, 0, 5000, 15.1428, 31012.4000
2018-11-25 19:00:56:286, 0, 2541.6221, 14.9490, 5205242, 30615.6000, 0, 5000, 14.9490, 30615.6000
2018-11-25 19:01:01:286, 0, 2617.3813, 15.1519, 5360397, 31031.0000, 0, 5000, 15.1519, 31031.0000
2018-11-25 19:01:06:286, 0, 2692.8379, 15.0913, 5514932, 30907.0000, 0, 5000, 15.0913, 30907.0000
2018-11-25 19:01:12:476, 0, 2732.7231, 6.4435, 5596617, 13196.2843, 0, 6190, 6.4435, 13196.2843
2018-11-25 19:01:17:476, 0, 2807.3018, 14.9157, 5749354, 30547.4000, 0, 5000, 14.9157, 30547.4000
2018-11-25 19:01:22:476, 0, 2883.2578, 15.1912, 5904912, 31111.6000, 0, 5000, 15.1912, 31111.6000
2018-11-25 19:01:27:476, 0, 2958.2905, 15.0065, 6058579, 30733.4000, 0, 5000, 15.0065, 30733.4000
2018-11-25 19:01:32:476, 0, 3033.3687, 15.0156, 6212339, 30752.0000, 0, 5000, 15.0156, 30752.0000
2018-11-25 19:01:37:476, 0, 3106.4033, 14.6069, 6361914, 29915.0000, 0, 5000, 14.6069, 29915.0000
2018-11-25 19:01:42:476, 0, 3181.2695, 14.9732, 6515240, 30665.2000, 0, 5000, 14.9732, 30665.2000
2018-11-25 19:01:47:476, 0, 3258.4971, 15.4455, 6673402, 31632.4000, 0, 5000, 15.4455, 31632.4000
2018-11-25 19:01:52:476, 0, 3333.4087, 14.9823, 6826821, 30683.8000, 0, 5000, 14.9823, 30683.8000
2018-11-25 19:01:57:476, 0, 3406.6855, 14.6554, 6976892, 30014.2000, 0, 5000, 14.6554, 30014.2000
2018-11-25 19:02:02:476, 0, 3481.3550, 14.9339, 7129815, 30584.6000, 0, 5000, 14.9339, 30584.6000
2018-11-25 19:02:07:476, 0, 3556.9326, 15.1155, 7284598, 30956.6000, 0, 5000, 15.1155, 30956.6000
2018-11-25 19:02:12:476, 0, 3632.0410, 15.0217, 7438420, 30764.4000, 0, 5000, 15.0217, 30764.4000
2018-11-25 19:02:17:476, 0, 3707.5127, 15.0943, 7592986, 30913.2000, 0, 5000, 15.0943, 30913.2000
2018-11-25 19:02:22:476, 0, 3784.3467, 15.3668, 7750342, 31471.2000, 0, 5000, 15.3668, 31471.2000
2018-11-25 19:02:27:476, 0, 3859.7275, 15.0762, 7904722, 30876.0000, 0, 5000, 15.0762, 30876.0000
2018-11-25 19:02:32:476, 0, 3936.0620, 15.2669, 8061055, 31266.6000, 0, 5000, 15.2669, 31266.6000
2018-11-25 19:02:37:476, 0, 4010.5498, 14.8976, 8213606, 30510.2000, 0, 5000, 14.8976, 30510.2000
2018-11-25 19:02:42:476, 0, 4086.1274, 15.1155, 8368389, 30956.6000, 0, 5000, 15.1155, 30956.6000
2018-11-25 19:02:47:476, 0, 4163.8848, 15.5515, 8527636, 31849.4000, 0, 5000, 15.5515, 31849.4000
2018-11-25 19:02:52:476, 0, 4245.3506, 16.2932, 8694478, 33368.4000, 0, 5000, 16.2932, 33368.4000
2018-11-25 19:02:57:477, 0, 4314.8130, 13.8897, 8836737, 28446.1108, 0, 5001, 13.8897, 28446.1108
2018-11-25 19:03:02:477, 0, 4386.1978, 14.2770, 8982933, 29239.2000, 0, 5000, 14.2770, 29239.2000
2018-11-25 19:03:07:477, 0, 4464.8936, 15.7392, 9144102, 32233.8000, 0, 5000, 15.7392, 32233.8000
2018-11-25 19:03:12:477, 0, 4542.0151, 15.4243, 9302047, 31589.0000, 0, 5000, 15.4243, 31589.0000
2018-11-25 19:03:17:477, 0, 4620.3628, 15.6695, 9462503, 32091.2000, 0, 5000, 15.6695, 32091.2000
2018-11-25 19:03:22:477, 0, 4709.4424, 17.8159, 9644938, 36487.0000, 0, 5000, 17.8159, 36487.0000
2018-11-25 19:03:27:477, 0, 4779.9795, 14.1074, 9789398, 28892.0000, 0, 5000, 14.1074, 28892.0000
2018-11-25 19:03:32:477, 0, 4847.9585, 13.5958, 9928619, 27844.2000, 0, 5000, 13.5958, 27844.2000
2018-11-25 19:03:37:477, 0, 4919.6914, 14.3466, 10075528, 29381.8000, 0, 5000, 14.3466, 29381.8000
2018-11-25 19:03:42:478, 0, 4994.6787, 14.9945, 10229102, 30708.6583, 0, 5001, 14.9945, 30708.6583
