2018-12-20 03:13:25, id: test-031324-885, starting consumer #0
2018-12-20 03:13:25, id: test-031324-885, starting consumer #0, channel #0
2018-12-20 03:13:26, id: test-031324-885, time: 1.057s, received: 0.95 msg/s
2018-12-20 03:13:27, id: test-031324-885, time: 2.057s, received: 14781 msg/s
2018-12-20 03:13:28, id: test-031324-885, time: 3.057s, received: 14606 msg/s
2018-12-20 03:13:29, id: test-031324-885, time: 4.057s, received: 14126 msg/s
2018-12-20 03:13:30, id: test-031324-885, time: 5.057s, received: 14168 msg/s
2018-12-20 03:13:31, id: test-031324-885, time: 6.057s, received: 14197 msg/s
2018-12-20 03:13:32, id: test-031324-885, time: 7.057s, received: 14352 msg/s
2018-12-20 03:13:33, id: test-031324-885, time: 8.057s, received: 13982 msg/s
2018-12-20 03:13:34, id: test-031324-885, time: 9.057s, received: 14294 msg/s
2018-12-20 03:13:35, id: test-031324-885, time: 10.057s, received: 14255 msg/s
2018-12-20 03:13:36, id: test-031324-885, time: 11.057s, received: 14086 msg/s
2018-12-20 03:13:37, id: test-031324-885, time: 12.057s, received: 14251 msg/s
2018-12-20 03:13:38, id: test-031324-885, time: 13.057s, received: 14126 msg/s
2018-12-20 03:13:39, id: test-031324-885, time: 14.057s, received: 14354 msg/s
2018-12-20 03:13:40, id: test-031324-885, time: 15.057s, received: 14099 msg/s
2018-12-20 03:13:41, id: test-031324-885, time: 16.057s, received: 14665 msg/s
2018-12-20 03:13:42, id: test-031324-885, time: 17.057s, received: 14537 msg/s
2018-12-20 03:13:43, id: test-031324-885, time: 18.057s, received: 14631 msg/s
2018-12-20 03:13:44, id: test-031324-885, time: 19.057s, received: 14460 msg/s
2018-12-20 03:13:45, id: test-031324-885, time: 20.057s, received: 14442 msg/s
2018-12-20 03:13:46, id: test-031324-885, time: 21.057s, received: 14361 msg/s
2018-12-20 03:13:47, id: test-031324-885, time: 22.057s, received: 14165 msg/s
2018-12-20 03:13:48, id: test-031324-885, time: 23.057s, received: 14037 msg/s
2018-12-20 03:13:49, id: test-031324-885, time: 24.057s, received: 14050 msg/s
2018-12-20 03:13:50, id: test-031324-885, time: 25.057s, received: 14393 msg/s
2018-12-20 03:13:51, id: test-031324-885, time: 26.057s, received: 13947 msg/s
2018-12-20 03:13:52, id: test-031324-885, time: 27.057s, received: 14642 msg/s
