procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  19391     71  10964    0    0     0   242    0    2  1  1 97  0  0 2018-11-28 01:36:14
 0  0      0  19391     71  10964    0    0     0     0  285  514  0  0 100  0  0 2018-11-28 01:36:15
 0  0      0  19391     71  10964    0    0     0    68  203  387  0  0 100  0  0 2018-11-28 01:36:16
 0  0      0  19391     71  10964    0    0     0     0  163  322  0  0 100  0  0 2018-11-28 01:36:17
 0  0      0  19391     71  10964    0    0     0     8  158  300  0  0 100  0  0 2018-11-28 01:36:18
 1  0      0  19362     71  10993    0    0     0    68 4480 6366  4  2 94  0  0 2018-11-28 01:36:19
 1  0      0  19328     71  11029    0    0     0     0 12857 14613  7  4 89  0  0 2018-11-28 01:36:20
 1  0      0  19291     71  11068    0    0     0    68 33016 29599 13  7 80  0  0 2018-11-28 01:36:21
 3  0      0  19258     71  11100    0    0     0     0 62295 40544 15  9 76  0  0 2018-11-28 01:36:22
 2  0      0  19239     71  11119    0    0     0     8 70805 38955 14  9 77  0  0 2018-11-28 01:36:23
 4  0      0  19225     71  11133    0    0     0     0 74814 37674 14  9 76  0  0 2018-11-28 01:36:24
 4  0      0  19212     71  11145    0    0     0     0 76919 37488 14 10 77  0  0 2018-11-28 01:36:25
 2  0      0  19200     71  11158    0    0     0   132 76398 37038 14 10 75  0  0 2018-11-28 01:36:26
 4  0      0  19188     71  11170    0    0     0     0 76411 36553 13 10 77  0  0 2018-11-28 01:36:27
 0  0      0  19176     71  11182    0    0     0     0 76008 36708 14 10 76  0  0 2018-11-28 01:36:28
 1  0      0  19163     71  11193    0    0     0     0 75885 36594 14 11 75  0  0 2018-11-28 01:36:29
 3  0      0  19153     71  11205    0    0     0     0 76540 36634 14 10 76  0  0 2018-11-28 01:36:30
 4  0      0  19141     71  11216    0    0     0  3532 76763 36967 14  9 76  1  0 2018-11-28 01:36:31
 2  0      0  19129     71  11228    0    0     0     0 76600 36619 13 10 77  0  0 2018-11-28 01:36:32
 3  0      0  19118     71  11238    0    0     0     0 76506 36155 14 10 77  0  0 2018-11-28 01:36:33
 2  0      0  19106     71  11250    0    0     0     0 76022 35995 15  9 75  0  0 2018-11-28 01:36:34
 3  0      0  19094     71  11262    0    0     0     0 76326 36618 14 10 77  0  0 2018-11-28 01:36:35
 2  0      0  19083     71  11273    0    0     0    68 76580 36562 14  9 77  0  0 2018-11-28 01:36:36
 4  0      0  19071     71  11285    0    0     0     0 76750 36660 14 10 76  0  0 2018-11-28 01:36:37
 1  0      0  19060     71  11296    0    0     0     0 76126 36692 14 10 76  0  0 2018-11-28 01:36:38
 1  0      0  19049     71  11307    0    0     0    20 75778 36383 15  9 76  0  0 2018-11-28 01:36:39
 2  0      0  19038     71  11318    0    0     0    68 76613 36211 14 10 75  0  0 2018-11-28 01:36:40
 3  0      0  19026     71  11329    0    0     0    68 76534 36337 14 10 76  0  0 2018-11-28 01:36:41
 1  0      0  19015     71  11341    0    0     0     0 76475 36593 15  9 77  0  0 2018-11-28 01:36:42
 4  0      0  19003     71  11353    0    0     0     0 76819 36442 14 10 76  0  0 2018-11-28 01:36:43
 1  0      0  18993     71  11362    0    0     0 33496 76045 36483 16 10 72  2  0 2018-11-28 01:36:44
 3  0      0  18982     71  11374    0    0     0     0 76285 36721 13 10 77  0  0 2018-11-28 01:36:45
 4  0      0  18972     71  11385    0    0     0    68 76166 36649 14  9 76  0  0 2018-11-28 01:36:46
