2018-12-12 23:22:45, id: test-232245-228, starting consumer #0
2018-12-12 23:22:45, id: test-232245-228, starting consumer #0, channel #0
2018-12-12 23:22:46, id: test-232245-228, time: 1.000s, received: 2832 msg/s
2018-12-12 23:22:47, id: test-232245-228, time: 2.000s, received: 7676 msg/s
2018-12-12 23:22:48, id: test-232245-228, time: 3.001s, received: 7218 msg/s
2018-12-12 23:22:49, id: test-232245-228, time: 4.001s, received: 7260 msg/s
2018-12-12 23:22:50, id: test-232245-228, time: 5.038s, received: 7499 msg/s
2018-12-12 23:22:51, id: test-232245-228, time: 6.038s, received: 7377 msg/s
2018-12-12 23:22:52, id: test-232245-228, time: 7.038s, received: 7268 msg/s
2018-12-12 23:22:53, id: test-232245-228, time: 8.038s, received: 7206 msg/s
2018-12-12 23:22:54, id: test-232245-228, time: 9.038s, received: 7729 msg/s
2018-12-12 23:22:55, id: test-232245-228, time: 10.038s, received: 7149 msg/s
2018-12-12 23:22:56, id: test-232245-228, time: 11.038s, received: 7177 msg/s
2018-12-12 23:22:57, id: test-232245-228, time: 12.038s, received: 7501 msg/s
2018-12-12 23:22:58, id: test-232245-228, time: 13.038s, received: 7438 msg/s
2018-12-12 23:22:59, id: test-232245-228, time: 14.038s, received: 7191 msg/s
2018-12-12 23:23:00, id: test-232245-228, time: 15.038s, received: 7556 msg/s
2018-12-12 23:23:01, id: test-232245-228, time: 16.038s, received: 7487 msg/s
2018-12-12 23:23:02, id: test-232245-228, time: 17.038s, received: 7761 msg/s
2018-12-12 23:23:03, id: test-232245-228, time: 18.040s, received: 7490 msg/s
2018-12-12 23:23:04, id: test-232245-228, time: 19.040s, received: 7433 msg/s
2018-12-12 23:23:05, id: test-232245-228, time: 20.040s, received: 7525 msg/s
2018-12-12 23:23:06, id: test-232245-228, time: 21.040s, received: 7499 msg/s
2018-12-12 23:23:07, id: test-232245-228, time: 22.040s, received: 7603 msg/s
2018-12-12 23:23:08, id: test-232245-228, time: 23.041s, received: 7340 msg/s
2018-12-12 23:23:09, id: test-232245-228, time: 24.044s, received: 7471 msg/s
2018-12-12 23:23:10, id: test-232245-228, time: 25.044s, received: 7346 msg/s
2018-12-12 23:23:11, id: test-232245-228, time: 26.044s, received: 7315 msg/s
2018-12-12 23:23:12, id: test-232245-228, time: 27.044s, received: 7591 msg/s
2018-12-12 23:23:13, id: test-232245-228, time: 28.046s, received: 7478 msg/s
2018-12-12 23:23:14, id: test-232245-228, time: 29.046s, received: 7463 msg/s
2018-12-12 23:23:15, id: test-232245-228, time: 30.046s, received: 7375 msg/s
2018-12-12 23:23:16, id: test-232245-228, time: 31.046s, received: 7534 msg/s
2018-12-12 23:23:17, id: test-232245-228, time: 32.046s, received: 7176 msg/s
2018-12-12 23:23:18, id: test-232245-228, time: 33.046s, received: 7530 msg/s
2018-12-12 23:23:19, id: test-232245-228, time: 34.046s, received: 7572 msg/s
2018-12-12 23:23:20, id: test-232245-228, time: 35.047s, received: 7358 msg/s
2018-12-12 23:23:21, id: test-232245-228, time: 36.047s, received: 7686 msg/s
2018-12-12 23:23:22, id: test-232245-228, time: 37.047s, received: 7388 msg/s
2018-12-12 23:23:23, id: test-232245-228, time: 38.047s, received: 7289 msg/s
2018-12-12 23:23:24, id: test-232245-228, time: 39.047s, received: 7262 msg/s
2018-12-12 23:23:25, id: test-232245-228, time: 40.048s, received: 7419 msg/s
2018-12-12 23:23:26, id: test-232245-228, time: 41.048s, received: 7373 msg/s
2018-12-12 23:23:27, id: test-232245-228, time: 42.048s, received: 7705 msg/s
2018-12-12 23:23:28, id: test-232245-228, time: 43.048s, received: 7631 msg/s
2018-12-12 23:23:29, id: test-232245-228, time: 44.048s, received: 7678 msg/s
2018-12-12 23:23:30, id: test-232245-228, time: 45.048s, received: 7689 msg/s
2018-12-12 23:23:31, id: test-232245-228, time: 46.048s, received: 7702 msg/s
2018-12-12 23:23:32, id: test-232245-228, time: 47.048s, received: 7422 msg/s
2018-12-12 23:23:33, id: test-232245-228, time: 48.049s, received: 7617 msg/s
2018-12-12 23:23:34, id: test-232245-228, time: 49.049s, received: 7489 msg/s
2018-12-12 23:23:35, id: test-232245-228, time: 50.049s, received: 7530 msg/s
2018-12-12 23:23:36, id: test-232245-228, time: 51.049s, received: 7349 msg/s
2018-12-12 23:23:37, id: test-232245-228, time: 52.049s, received: 7432 msg/s
2018-12-12 23:23:38, id: test-232245-228, time: 53.049s, received: 7437 msg/s
2018-12-12 23:23:39, id: test-232245-228, time: 54.049s, received: 7328 msg/s
2018-12-12 23:23:40, id: test-232245-228, time: 55.049s, received: 7330 msg/s
2018-12-12 23:23:41, id: test-232245-228, time: 56.052s, received: 7516 msg/s
2018-12-12 23:23:42, id: test-232245-228, time: 57.052s, received: 7560 msg/s
2018-12-12 23:23:43, id: test-232245-228, time: 58.052s, received: 7265 msg/s
2018-12-12 23:23:44, id: test-232245-228, time: 59.052s, received: 7349 msg/s
2018-12-12 23:23:45, id: test-232245-228, time: 60.052s, received: 7985 msg/s
2018-12-12 23:23:46, id: test-232245-228, time: 61.053s, received: 7319 msg/s
2018-12-12 23:23:47, id: test-232245-228, time: 62.056s, received: 7425 msg/s
2018-12-12 23:23:48, id: test-232245-228, time: 63.056s, received: 7299 msg/s
2018-12-12 23:23:49, id: test-232245-228, time: 64.056s, received: 7362 msg/s
2018-12-12 23:23:50, id: test-232245-228, time: 65.057s, received: 7320 msg/s
2018-12-12 23:23:51, id: test-232245-228, time: 66.057s, received: 7427 msg/s
2018-12-12 23:23:52, id: test-232245-228, time: 67.057s, received: 7241 msg/s
2018-12-12 23:23:53, id: test-232245-228, time: 68.057s, received: 7618 msg/s
2018-12-12 23:23:54, id: test-232245-228, time: 69.057s, received: 7232 msg/s
2018-12-12 23:23:55, id: test-232245-228, time: 70.057s, received: 7366 msg/s
2018-12-12 23:23:56, id: test-232245-228, time: 71.057s, received: 7533 msg/s
2018-12-12 23:23:57, id: test-232245-228, time: 72.057s, received: 7587 msg/s
2018-12-12 23:23:58, id: test-232245-228, time: 73.057s, received: 7251 msg/s
2018-12-12 23:23:59, id: test-232245-228, time: 74.057s, received: 7533 msg/s
2018-12-12 23:24:00, id: test-232245-228, time: 75.057s, received: 7577 msg/s
2018-12-12 23:24:01, id: test-232245-228, time: 76.057s, received: 7258 msg/s
2018-12-12 23:24:02, id: test-232245-228, time: 77.057s, received: 7535 msg/s
2018-12-12 23:24:03, id: test-232245-228, time: 78.057s, received: 8162 msg/s
2018-12-12 23:24:04, id: test-232245-228, time: 79.058s, received: 7903 msg/s
2018-12-12 23:24:05, id: test-232245-228, time: 80.058s, received: 7485 msg/s
2018-12-12 23:24:06, id: test-232245-228, time: 81.058s, received: 7384 msg/s
2018-12-12 23:24:07, id: test-232245-228, time: 82.058s, received: 7529 msg/s
2018-12-12 23:24:08, id: test-232245-228, time: 83.058s, received: 7223 msg/s
2018-12-12 23:24:09, id: test-232245-228, time: 84.058s, received: 7677 msg/s
2018-12-12 23:24:10, id: test-232245-228, time: 85.059s, received: 7430 msg/s
2018-12-12 23:24:11, id: test-232245-228, time: 86.060s, received: 7515 msg/s
2018-12-12 23:24:12, id: test-232245-228, time: 87.060s, received: 7549 msg/s
2018-12-12 23:24:13, id: test-232245-228, time: 88.060s, received: 7459 msg/s
2018-12-12 23:24:14, id: test-232245-228, time: 89.060s, received: 7380 msg/s
2018-12-12 23:24:15, id: test-232245-228, time: 90.060s, received: 7862 msg/s
2018-12-12 23:24:16, id: test-232245-228, time: 91.060s, received: 7530 msg/s
2018-12-12 23:24:17, id: test-232245-228, time: 92.060s, received: 7642 msg/s
2018-12-12 23:24:18, id: test-232245-228, time: 93.060s, received: 7608 msg/s
2018-12-12 23:24:19, id: test-232245-228, time: 94.060s, received: 7675 msg/s
2018-12-12 23:24:20, id: test-232245-228, time: 95.060s, received: 7543 msg/s
2018-12-12 23:24:21, id: test-232245-228, time: 96.060s, received: 7387 msg/s
2018-12-12 23:24:22, id: test-232245-228, time: 97.061s, received: 7654 msg/s
2018-12-12 23:24:23, id: test-232245-228, time: 98.061s, received: 7510 msg/s
2018-12-12 23:24:24, id: test-232245-228, time: 99.061s, received: 7495 msg/s
2018-12-12 23:24:25, id: test-232245-228, time: 100.061s, received: 7385 msg/s
2018-12-12 23:24:26, id: test-232245-228, time: 101.061s, received: 7522 msg/s
2018-12-12 23:24:27, id: test-232245-228, time: 102.062s, received: 7440 msg/s
2018-12-12 23:24:28, id: test-232245-228, time: 103.062s, received: 7202 msg/s
2018-12-12 23:24:29, id: test-232245-228, time: 104.063s, received: 7368 msg/s
2018-12-12 23:24:30, id: test-232245-228, time: 105.063s, received: 7622 msg/s
2018-12-12 23:24:31, id: test-232245-228, time: 106.063s, received: 7659 msg/s
2018-12-12 23:24:32, id: test-232245-228, time: 107.063s, received: 7402 msg/s
2018-12-12 23:24:33, id: test-232245-228, time: 108.063s, received: 7332 msg/s
2018-12-12 23:24:34, id: test-232245-228, time: 109.063s, received: 7401 msg/s
