2018-12-11 23:01:53, id: test-230153-376, starting producer #0
2018-12-11 23:01:53, id: test-230153-376, starting producer #0, channel #0
2018-12-11 23:01:54, id: test-230153-376, time: 1.019s, sent: 20706 msg/s
2018-12-11 23:01:55, id: test-230153-376, time: 2.019s, sent: 22077 msg/s
2018-12-11 23:01:56, id: test-230153-376, time: 3.031s, sent: 19375 msg/s
2018-12-11 23:01:57, id: test-230153-376, time: 4.043s, sent: 20703 msg/s
2018-12-11 23:01:58, id: test-230153-376, time: 5.043s, sent: 22006 msg/s
2018-12-11 23:01:59, id: test-230153-376, time: 6.043s, sent: 19637 msg/s
2018-12-11 23:02:00, id: test-230153-376, time: 7.075s, sent: 20130 msg/s
2018-12-11 23:02:01, id: test-230153-376, time: 8.086s, sent: 20398 msg/s
2018-12-11 23:02:02, id: test-230153-376, time: 9.094s, sent: 20567 msg/s
2018-12-11 23:02:03, id: test-230153-376, time: 10.128s, sent: 20369 msg/s
2018-12-11 23:02:04, id: test-230153-376, time: 11.132s, sent: 20540 msg/s
2018-12-11 23:02:05, id: test-230153-376, time: 12.176s, sent: 19964 msg/s
2018-12-11 23:02:06, id: test-230153-376, time: 13.197s, sent: 20521 msg/s
2018-12-11 23:02:07, id: test-230153-376, time: 14.208s, sent: 20398 msg/s
2018-12-11 23:02:08, id: test-230153-376, time: 15.228s, sent: 19788 msg/s
2018-12-11 23:02:09, id: test-230153-376, time: 16.251s, sent: 20266 msg/s
2018-12-11 23:02:10, id: test-230153-376, time: 17.266s, sent: 20533 msg/s
2018-12-11 23:02:11, id: test-230153-376, time: 18.290s, sent: 20247 msg/s
2018-12-11 23:02:12, id: test-230153-376, time: 19.337s, sent: 19906 msg/s
2018-12-11 23:02:13, id: test-230153-376, time: 20.344s, sent: 20698 msg/s
2018-12-11 23:02:14, id: test-230153-376, time: 21.389s, sent: 19839 msg/s
2018-12-11 23:02:15, id: test-230153-376, time: 22.423s, sent: 20157 msg/s
2018-12-11 23:02:16, id: test-230153-376, time: 23.449s, sent: 20313 msg/s
2018-12-11 23:02:17, id: test-230153-376, time: 24.466s, sent: 20386 msg/s
2018-12-11 23:02:18, id: test-230153-376, time: 25.485s, sent: 20453 msg/s
2018-12-11 23:02:19, id: test-230153-376, time: 26.495s, sent: 20527 msg/s
2018-12-11 23:02:20, id: test-230153-376, time: 27.517s, sent: 20394 msg/s
2018-12-11 23:02:22, id: test-230153-376, time: 28.558s, sent: 20021 msg/s
2018-12-11 23:02:23, id: test-230153-376, time: 29.563s, sent: 20629 msg/s
2018-12-11 23:02:24, id: test-230153-376, time: 30.599s, sent: 20117 msg/s
2018-12-11 23:02:25, id: test-230153-376, time: 31.636s, sent: 19993 msg/s
2018-12-11 23:02:26, id: test-230153-376, time: 32.636s, sent: 20842 msg/s
2018-12-11 23:02:27, id: test-230153-376, time: 33.660s, sent: 20354 msg/s
2018-12-11 23:02:28, id: test-230153-376, time: 34.678s, sent: 20366 msg/s
2018-12-11 23:02:29, id: test-230153-376, time: 35.692s, sent: 20554 msg/s
2018-12-11 23:02:30, id: test-230153-376, time: 36.705s, sent: 20574 msg/s
2018-12-11 23:02:31, id: test-230153-376, time: 37.734s, sent: 20148 msg/s
2018-12-11 23:02:32, id: test-230153-376, time: 38.750s, sent: 20514 msg/s
2018-12-11 23:02:33, id: test-230153-376, time: 39.775s, sent: 20226 msg/s
2018-12-11 23:02:34, id: test-230153-376, time: 40.803s, sent: 20275 msg/s
2018-12-11 23:02:35, id: test-230153-376, time: 41.803s, sent: 21494 msg/s
2018-12-11 23:02:36, id: test-230153-376, time: 42.837s, sent: 19420 msg/s
2018-12-11 23:02:37, id: test-230153-376, time: 43.889s, sent: 19811 msg/s
2018-12-11 23:02:38, id: test-230153-376, time: 44.908s, sent: 20346 msg/s
2018-12-11 23:02:39, id: test-230153-376, time: 45.939s, sent: 20215 msg/s
2018-12-11 23:02:40, id: test-230153-376, time: 46.976s, sent: 20099 msg/s
2018-12-11 23:02:41, id: test-230153-376, time: 47.985s, sent: 20548 msg/s
2018-12-11 23:02:42, id: test-230153-376, time: 49.001s, sent: 20513 msg/s
2018-12-11 23:02:43, id: test-230153-376, time: 50.031s, sent: 20129 msg/s
2018-12-11 23:02:44, id: test-230153-376, time: 51.035s, sent: 20758 msg/s
2018-12-11 23:02:45, id: test-230153-376, time: 52.056s, sent: 20414 msg/s
2018-12-11 23:02:46, id: test-230153-376, time: 53.080s, sent: 20246 msg/s
2018-12-11 23:02:47, id: test-230153-376, time: 54.095s, sent: 20534 msg/s
2018-12-11 23:02:48, id: test-230153-376, time: 55.123s, sent: 20274 msg/s
2018-12-11 23:02:49, id: test-230153-376, time: 56.155s, sent: 20090 msg/s
2018-12-11 23:02:50, id: test-230153-376, time: 57.158s, sent: 20779 msg/s
2018-12-11 23:02:51, id: test-230153-376, time: 58.185s, sent: 20295 msg/s
2018-12-11 23:02:52, id: test-230153-376, time: 59.204s, sent: 20345 msg/s
2018-12-11 23:02:53, id: test-230153-376, time: 60.274s, sent: 20812 msg/s
2018-12-11 23:02:54, id: test-230153-376, time: 61.305s, sent: 20002 msg/s
2018-12-11 23:02:55, id: test-230153-376, time: 62.323s, sent: 20473 msg/s
2018-12-11 23:02:56, id: test-230153-376, time: 63.332s, sent: 20548 msg/s
2018-12-11 23:02:57, id: test-230153-376, time: 64.346s, sent: 20555 msg/s
2018-12-11 23:02:58, id: test-230153-376, time: 65.367s, sent: 20413 msg/s
2018-12-11 23:02:59, id: test-230153-376, time: 66.386s, sent: 20346 msg/s
2018-12-11 23:03:00, id: test-230153-376, time: 67.395s, sent: 20547 msg/s
2018-12-11 23:03:01, id: test-230153-376, time: 68.414s, sent: 20454 msg/s
2018-12-11 23:03:02, id: test-230153-376, time: 69.430s, sent: 20513 msg/s
2018-12-11 23:03:03, id: test-230153-376, time: 70.460s, sent: 20129 msg/s
2018-12-11 23:03:04, id: test-230153-376, time: 71.498s, sent: 20078 msg/s
2018-12-11 23:03:05, id: test-230153-376, time: 72.507s, sent: 20657 msg/s
2018-12-11 23:03:06, id: test-230153-376, time: 73.520s, sent: 20466 msg/s
2018-12-11 23:03:08, id: test-230153-376, time: 74.549s, sent: 20254 msg/s
2018-12-11 23:03:09, id: test-230153-376, time: 75.569s, sent: 20326 msg/s
2018-12-11 23:03:10, id: test-230153-376, time: 76.600s, sent: 20215 msg/s
2018-12-11 23:03:11, id: test-230153-376, time: 77.624s, sent: 20354 msg/s
2018-12-11 23:03:12, id: test-230153-376, time: 78.637s, sent: 20465 msg/s
2018-12-11 23:03:13, id: test-230153-376, time: 79.645s, sent: 20677 msg/s
2018-12-11 23:03:14, id: test-230153-376, time: 80.657s, sent: 20594 msg/s
2018-12-11 23:03:15, id: test-230153-376, time: 81.657s, sent: 20733 msg/s
2018-12-11 23:03:16, id: test-230153-376, time: 82.665s, sent: 20676 msg/s
2018-12-11 23:03:17, id: test-230153-376, time: 83.701s, sent: 20118 msg/s
2018-12-11 23:03:18, id: test-230153-376, time: 84.727s, sent: 20206 msg/s
2018-12-11 23:03:19, id: test-230153-376, time: 85.773s, sent: 19821 msg/s
2018-12-11 23:03:20, id: test-230153-376, time: 86.799s, sent: 20421 msg/s
2018-12-11 23:03:21, id: test-230153-376, time: 87.814s, sent: 20426 msg/s
2018-12-11 23:03:22, id: test-230153-376, time: 88.826s, sent: 20487 msg/s
2018-12-11 23:03:23, id: test-230153-376, time: 89.858s, sent: 20195 msg/s
2018-12-11 23:03:24, id: test-230153-376, time: 90.938s, sent: 20415 msg/s
2018-12-11 23:03:25, id: test-230153-376, time: 91.942s, sent: 20759 msg/s
2018-12-11 23:03:26, id: test-230153-376, time: 92.974s, sent: 20089 msg/s
2018-12-11 23:03:27, id: test-230153-376, time: 94.002s, sent: 20275 msg/s
2018-12-11 23:03:28, id: test-230153-376, time: 95.034s, sent: 20090 msg/s
2018-12-11 23:03:29, id: test-230153-376, time: 96.062s, sent: 20274 msg/s
2018-12-11 23:03:30, id: test-230153-376, time: 97.090s, sent: 20274 msg/s
2018-12-11 23:03:31, id: test-230153-376, time: 98.117s, sent: 20187 msg/s
2018-12-11 23:03:32, id: test-230153-376, time: 99.143s, sent: 20314 msg/s
2018-12-11 23:03:33, id: test-230153-376, time: 100.170s, sent: 20294 msg/s
2018-12-11 23:03:34, id: test-230153-376, time: 101.174s, sent: 20650 msg/s
2018-12-11 23:03:35, id: test-230153-376, time: 102.188s, sent: 20554 msg/s
2018-12-11 23:03:36, id: test-230153-376, time: 103.210s, sent: 20286 msg/s
2018-12-11 23:03:37, id: test-230153-376, time: 104.222s, sent: 20594 msg/s
2018-12-11 23:03:38, id: test-230153-376, time: 105.250s, sent: 20275 msg/s
2018-12-11 23:03:39, id: test-230153-376, time: 106.274s, sent: 20246 msg/s
2018-12-11 23:03:40, id: test-230153-376, time: 107.275s, sent: 20822 msg/s
2018-12-11 23:03:41, id: test-230153-376, time: 108.299s, sent: 20247 msg/s
2018-12-11 23:03:42, id: test-230153-376, time: 109.330s, sent: 20215 msg/s
2018-12-11 23:03:43, id: test-230153-376, time: 110.361s, sent: 20215 msg/s
2018-12-11 23:03:44, id: test-230153-376, time: 111.378s, sent: 20386 msg/s
2018-12-11 23:03:45, id: test-230153-376, time: 112.394s, sent: 20514 msg/s
2018-12-11 23:03:46, id: test-230153-376, time: 113.401s, sent: 20697 msg/s
2018-12-11 23:03:47, id: test-230153-376, time: 114.423s, sent: 20286 msg/s
2018-12-11 23:03:48, id: test-230153-376, time: 115.446s, sent: 20373 msg/s
2018-12-11 23:03:49, id: test-230153-376, time: 116.446s, sent: 20733 msg/s
2018-12-11 23:03:50, id: test-230153-376, time: 117.457s, sent: 20615 msg/s
2018-12-11 23:03:51, id: test-230153-376, time: 118.462s, sent: 20739 msg/s
2018-12-11 23:03:52, id: test-230153-376, time: 119.492s, sent: 20128 msg/s
2018-12-11 23:03:54, id: test-230153-376, time: 120.557s, sent: 20704 msg/s
2018-12-11 23:03:55, id: test-230153-376, time: 121.606s, sent: 19868 msg/s
2018-12-11 23:03:56, id: test-230153-376, time: 122.627s, sent: 20413 msg/s
2018-12-11 23:03:57, id: test-230153-376, time: 123.663s, sent: 20012 msg/s
2018-12-11 23:03:58, id: test-230153-376, time: 124.697s, sent: 20157 msg/s
2018-12-11 23:03:59, id: test-230153-376, time: 125.711s, sent: 20445 msg/s
2018-12-11 23:04:00, id: test-230153-376, time: 126.740s, sent: 20255 msg/s
2018-12-11 23:04:01, id: test-230153-376, time: 127.777s, sent: 20098 msg/s
2018-12-11 23:04:02, id: test-230153-376, time: 128.790s, sent: 20466 msg/s
2018-12-11 23:04:03, id: test-230153-376, time: 129.828s, sent: 20078 msg/s
2018-12-11 23:04:04, id: test-230153-376, time: 130.865s, sent: 19993 msg/s
2018-12-11 23:04:05, id: test-230153-376, time: 131.872s, sent: 20697 msg/s
2018-12-11 23:04:06, id: test-230153-376, time: 132.898s, sent: 20314 msg/s
2018-12-11 23:04:07, id: test-230153-376, time: 133.943s, sent: 19840 msg/s
2018-12-11 23:04:08, id: test-230153-376, time: 134.989s, sent: 19925 msg/s
2018-12-11 23:04:09, id: test-230153-376, time: 136.019s, sent: 20234 msg/s
2018-12-11 23:04:10, id: test-230153-376, time: 137.050s, sent: 20109 msg/s
2018-12-11 23:04:11, id: test-230153-376, time: 138.052s, sent: 20801 msg/s
2018-12-11 23:04:12, id: test-230153-376, time: 139.072s, sent: 20325 msg/s
2018-12-11 23:04:13, id: test-230153-376, time: 140.092s, sent: 20434 msg/s
2018-12-11 23:04:14, id: test-230153-376, time: 141.092s, sent: 22279 msg/s
2018-12-11 23:04:15, id: test-230153-376, time: 142.101s, sent: 19123 msg/s
2018-12-11 23:04:16, id: test-230153-376, time: 143.118s, sent: 20493 msg/s
2018-12-11 23:04:17, id: test-230153-376, time: 144.118s, sent: 20733 msg/s
2018-12-11 23:04:18, id: test-230153-376, time: 145.139s, sent: 20413 msg/s
2018-12-11 23:04:19, id: test-230153-376, time: 146.169s, sent: 20235 msg/s
2018-12-11 23:04:20, id: test-230153-376, time: 147.184s, sent: 20426 msg/s
2018-12-11 23:04:21, id: test-230153-376, time: 148.221s, sent: 20098 msg/s
2018-12-11 23:04:22, id: test-230153-376, time: 149.257s, sent: 20117 msg/s
2018-12-11 23:04:23, id: test-230153-376, time: 150.294s, sent: 20627 msg/s
2018-12-11 23:04:24, id: test-230153-376, time: 151.310s, sent: 20514 msg/s
2018-12-11 23:04:25, id: test-230153-376, time: 152.345s, sent: 20243 msg/s
2018-12-11 23:04:26, id: test-230153-376, time: 153.358s, sent: 20358 msg/s
2018-12-11 23:04:27, id: test-230153-376, time: 154.394s, sent: 20012 msg/s
2018-12-11 23:04:28, id: test-230153-376, time: 155.419s, sent: 20547 msg/s
2018-12-11 23:04:29, id: test-230153-376, time: 156.428s, sent: 20331 msg/s
2018-12-11 23:04:30, id: test-230153-376, time: 157.441s, sent: 20574 msg/s
2018-12-11 23:04:31, id: test-230153-376, time: 158.475s, sent: 20263 msg/s
2018-12-11 23:04:32, id: test-230153-376, time: 159.484s, sent: 20439 msg/s
2018-12-11 23:04:33, id: test-230153-376, time: 160.507s, sent: 20374 msg/s
2018-12-11 23:04:34, id: test-230153-376, time: 161.520s, sent: 20683 msg/s
2018-12-11 23:04:35, id: test-230153-376, time: 162.527s, sent: 20479 msg/s
2018-12-11 23:04:36, id: test-230153-376, time: 163.539s, sent: 20594 msg/s
2018-12-11 23:04:38, id: test-230153-376, time: 164.585s, sent: 20031 msg/s
2018-12-11 23:04:39, id: test-230153-376, time: 165.597s, sent: 20378 msg/s
2018-12-11 23:04:40, id: test-230153-376, time: 166.620s, sent: 20373 msg/s
2018-12-11 23:04:41, id: test-230153-376, time: 167.674s, sent: 19878 msg/s
2018-12-11 23:04:42, id: test-230153-376, time: 168.740s, sent: 20478 msg/s
2018-12-11 23:04:43, id: test-230153-376, time: 169.763s, sent: 20373 msg/s
2018-12-11 23:04:44, id: test-230153-376, time: 170.805s, sent: 20002 msg/s
2018-12-11 23:04:45, id: test-230153-376, time: 171.809s, sent: 20649 msg/s
2018-12-11 23:04:46, id: test-230153-376, time: 172.809s, sent: 20661 msg/s
2018-12-11 23:04:47, id: test-230153-376, time: 173.847s, sent: 19620 msg/s
2018-12-11 23:04:48, id: test-230153-376, time: 174.847s, sent: 21986 msg/s
2018-12-11 23:04:49, id: test-230153-376, time: 175.854s, sent: 19452 msg/s
2018-12-11 23:04:50, id: test-230153-376, time: 176.876s, sent: 20394 msg/s
2018-12-11 23:04:51, id: test-230153-376, time: 177.879s, sent: 20669 msg/s
2018-12-11 23:04:52, id: test-230153-376, time: 178.895s, sent: 20514 msg/s
2018-12-11 23:04:53, id: test-230153-376, time: 179.922s, sent: 20294 msg/s
2018-12-11 23:04:54, id: test-230153-376, time: 180.942s, sent: 20326 msg/s
2018-12-11 23:04:55, id: test-230153-376, time: 181.971s, sent: 20254 msg/s
2018-12-11 23:04:56, id: test-230153-376, time: 182.999s, sent: 20275 msg/s
2018-12-11 23:04:57, id: test-230153-376, time: 184.023s, sent: 20246 msg/s
2018-12-11 23:04:58, id: test-230153-376, time: 185.052s, sent: 20255 msg/s
2018-12-11 23:04:59, id: test-230153-376, time: 186.081s, sent: 20254 msg/s
2018-12-11 23:05:00, id: test-230153-376, time: 187.088s, sent: 20479 msg/s
2018-12-11 23:05:01, id: test-230153-376, time: 188.120s, sent: 20196 msg/s
2018-12-11 23:05:02, id: test-230153-376, time: 189.162s, sent: 20001 msg/s
2018-12-11 23:05:03, id: test-230153-376, time: 190.172s, sent: 20636 msg/s
2018-12-11 23:05:04, id: test-230153-376, time: 191.194s, sent: 20285 msg/s
2018-12-11 23:05:05, id: test-230153-376, time: 192.204s, sent: 20201 msg/s
2018-12-11 23:05:06, id: test-230153-376, time: 193.223s, sent: 20238 msg/s
2018-12-11 23:05:07, id: test-230153-376, time: 194.259s, sent: 20012 msg/s
2018-12-11 23:05:08, id: test-230153-376, time: 195.285s, sent: 20528 msg/s
2018-12-11 23:05:09, id: test-230153-376, time: 196.285s, sent: 20799 msg/s
2018-12-11 23:05:10, id: test-230153-376, time: 197.315s, sent: 19957 msg/s
2018-12-11 23:05:11, id: test-230153-376, time: 198.340s, sent: 20440 msg/s
2018-12-11 23:05:12, id: test-230153-376, time: 199.358s, sent: 20258 msg/s
2018-12-11 23:05:13, id: test-230153-376, time: 200.382s, sent: 20354 msg/s
2018-12-11 23:05:14, id: test-230153-376, time: 201.418s, sent: 20223 msg/s
2018-12-11 23:05:15, id: test-230153-376, time: 202.418s, sent: 20623 msg/s
2018-12-11 23:05:16, id: test-230153-376, time: 203.427s, sent: 20656 msg/s
2018-12-11 23:05:17, id: test-230153-376, time: 204.461s, sent: 20264 msg/s
2018-12-11 23:05:18, id: test-230153-376, time: 205.466s, sent: 20520 msg/s
2018-12-11 23:05:19, id: test-230153-376, time: 206.497s, sent: 20215 msg/s
2018-12-11 23:05:20, id: test-230153-376, time: 207.536s, sent: 20165 msg/s
2018-12-11 23:05:22, id: test-230153-376, time: 208.567s, sent: 20002 msg/s
2018-12-11 23:05:23, id: test-230153-376, time: 209.604s, sent: 19993 msg/s
2018-12-11 23:05:24, id: test-230153-376, time: 210.636s, sent: 20408 msg/s
2018-12-11 23:05:25, id: test-230153-376, time: 211.658s, sent: 20071 msg/s
2018-12-11 23:05:26, id: test-230153-376, time: 212.704s, sent: 19926 msg/s
2018-12-11 23:05:27, id: test-230153-376, time: 213.741s, sent: 20309 msg/s
2018-12-11 23:05:28, id: test-230153-376, time: 214.742s, sent: 20493 msg/s
2018-12-11 23:05:29, id: test-230153-376, time: 215.750s, sent: 20676 msg/s
2018-12-11 23:05:30, id: test-230153-376, time: 216.793s, sent: 20088 msg/s
2018-12-11 23:05:31, id: test-230153-376, time: 217.803s, sent: 20418 msg/s
2018-12-11 23:05:32, id: test-230153-376, time: 218.849s, sent: 19926 msg/s
2018-12-11 23:05:33, id: test-230153-376, time: 219.891s, sent: 20107 msg/s
2018-12-11 23:05:34, id: test-230153-376, time: 220.913s, sent: 20179 msg/s
2018-12-11 23:05:35, id: test-230153-376, time: 221.944s, sent: 20215 msg/s
2018-12-11 23:05:36, id: test-230153-376, time: 222.951s, sent: 20806 msg/s
2018-12-11 23:05:37, id: test-230153-376, time: 223.956s, sent: 20520 msg/s
2018-12-11 23:05:38, id: test-230153-376, time: 224.993s, sent: 20099 msg/s
2018-12-11 23:05:39, id: test-230153-376, time: 226.014s, sent: 20521 msg/s
2018-12-11 23:05:40, id: test-230153-376, time: 227.014s, sent: 20845 msg/s
2018-12-11 23:05:41, id: test-230153-376, time: 228.042s, sent: 19952 msg/s
2018-12-11 23:05:42, id: test-230153-376, time: 229.066s, sent: 20568 msg/s
2018-12-11 23:05:43, id: test-230153-376, time: 230.087s, sent: 20198 msg/s
2018-12-11 23:05:44, id: test-230153-376, time: 231.124s, sent: 19992 msg/s
2018-12-11 23:05:45, id: test-230153-376, time: 232.145s, sent: 20628 msg/s
2018-12-11 23:05:46, id: test-230153-376, time: 233.145s, sent: 21052 msg/s
2018-12-11 23:05:47, id: test-230153-376, time: 234.164s, sent: 19925 msg/s
2018-12-11 23:05:48, id: test-230153-376, time: 235.200s, sent: 20223 msg/s
2018-12-11 23:05:49, id: test-230153-376, time: 236.201s, sent: 20602 msg/s
2018-12-11 23:05:50, id: test-230153-376, time: 237.230s, sent: 20254 msg/s
2018-12-11 23:05:51, id: test-230153-376, time: 238.258s, sent: 20382 msg/s
2018-12-11 23:05:52, id: test-230153-376, time: 239.277s, sent: 20238 msg/s
2018-12-11 23:05:53, id: test-230153-376, time: 240.280s, sent: 20341 msg/s
2018-12-11 23:05:54, id: test-230153-376, time: 241.314s, sent: 19944 msg/s
