procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 1  0      0  26692     61   4797    0    0     0    62    1    1  0  0 100  0  0 2018-12-11 21:39:37
 0  0      0  26693     61   4797    0    0     0   572  603  821  1  0 98  1  0 2018-12-11 21:39:38
 2  1      0  26694     61   4797    0    0     0    68  209  442  0  0 100  0  0 2018-12-11 21:39:39
 3  0      0  26688     61   4797    0    0     0     4 17988 18080 14  3 83  0  0 2018-12-11 21:39:40
 4  0      0  26686     61   4797    0    0     0     0 32393 30835 28  6 67  0  0 2018-12-11 21:39:41
 4  0      0  26686     61   4797    0    0     0     0 32758 31489 28  5 67  0  0 2018-12-11 21:39:42
 5  0      0  26687     61   4797    0    0     0     0 33401 31885 28  6 66  0  0 2018-12-11 21:39:43
 7  0      0  26687     61   4797    0    0     0     0 33330 31525 29  5 66  0  0 2018-12-11 21:39:44
 4  0      0  26685     61   4797    0    0     0     0 33572 32412 27  6 67  0  0 2018-12-11 21:39:45
 4  0      0  26687     61   4797    0    0     0     0 33998 32410 28  6 66  0  0 2018-12-11 21:39:46
 6  0      0  26688     61   4797    0    0     0     0 33205 31817 29  5 66  0  0 2018-12-11 21:39:47
 4  0      0  26690     61   4797    0    0     0     0 33467 31956 27  6 67  0  0 2018-12-11 21:39:48
 2  0      0  26687     61   4797    0    0     0     0 32797 31798 28  6 67  0  0 2018-12-11 21:39:49
 4  0      0  26689     61   4797    0    0     0     0 32614 31771 28  6 67  0  0 2018-12-11 21:39:50
 5  0      0  26687     61   4797    0    0     0     0 33279 31459 29  5 66  0  0 2018-12-11 21:39:51
 5  0      0  26685     61   4797    0    0     0     0 32333 31218 27  6 67  0  0 2018-12-11 21:39:52
 3  0      0  26683     61   4797    0    0     0     0 32368 31206 28  7 66  0  0 2018-12-11 21:39:53
 5  0      0  26687     61   4797    0    0     0     0 32347 31509 29  5 66  0  0 2018-12-11 21:39:54
 3  0      0  26689     61   4797    0    0     0     0 32903 31541 29  5 66  0  0 2018-12-11 21:39:55
 4  0      0  26687     61   4797    0    0     0     0 32808 31838 29  5 66  0  0 2018-12-11 21:39:56
 5  0      0  26686     61   4797    0    0     0     0 33540 32149 28  6 66  0  0 2018-12-11 21:39:57
 4  0      0  26687     61   4797    0    0     0     0 33064 31819 28  6 66  0  0 2018-12-11 21:39:58
 2  0      0  26690     61   4797    0    0     0     0 32474 31084 28  6 67  0  0 2018-12-11 21:39:59
