procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  27832     73   3524    0    0     0   108    0    1  2  1 97  0  0 2018-12-19 20:11:22
 0  1      0  27831     73   3524    0    0     0   548  274  381  0  0 98  2  0 2018-12-19 20:11:23
 0  0      0  27831     73   3524    0    0     0  1156  583  762  0  0 96  4  0 2018-12-19 20:11:24
 0  0      0  27832     73   3524    0    0     0     0   88  121  0  0 100  0  0 2018-12-19 20:11:25
 0  0      0  27834     73   3524    0    0     0     0  326  511  0  0 99  0  0 2018-12-19 20:11:26
 3  0      0  27828     73   3524    0    0     0     0 10951 14765  6  1 93  0  0 2018-12-19 20:11:27
 3  0      0  27825     73   3524    0    0     0     0 36198 48189 19  5 75  0  0 2018-12-19 20:11:28
 5  0      0  27821     73   3524    0    0     0     0 36614 47380 18  5 77  0  0 2018-12-19 20:11:29
 3  0      0  27823     73   3524    0    0     0     0 36047 48172 18  6 76  0  0 2018-12-19 20:11:30
 2  0      0  27824     73   3524    0    0     0     0 36786 47375 18  7 76  0  0 2018-12-19 20:11:31
 3  0      0  27823     73   3524    0    0     0     0 35222 46808 18  6 76  0  0 2018-12-19 20:11:32
 2  0      0  27823     73   3524    0    0     0     0 36534 47201 17  7 76  0  0 2018-12-19 20:11:33
 5  0      0  27824     73   3524    0    0     0     0 34651 47349 18  6 76  0  0 2018-12-19 20:11:34
 3  0      0  27824     73   3524    0    0     0     0 33113 46267 17  6 77  0  0 2018-12-19 20:11:35
 2  0      0  27823     73   3524    0    0     0     0 35508 48185 19  6 76  0  0 2018-12-19 20:11:36
 4  0      0  27822     73   3524    0    0     0     0 35320 48632 19  6 75  0  0 2018-12-19 20:11:37
 3  0      0  27827     73   3524    0    0     0     0 34692 48246 18  6 76  0  0 2018-12-19 20:11:38
 3  0      0  27826     73   3524    0    0     0     0 34930 49110 18  6 76  0  0 2018-12-19 20:11:39
 1  0      0  27828     73   3524    0    0     0     0 35186 48529 19  6 75  0  0 2018-12-19 20:11:40
 3  0      0  27828     73   3524    0    0     0     0 34681 47328 18  6 76  0  0 2018-12-19 20:11:41
 3  0      0  27826     73   3524    0    0     0     0 35066 47767 18  6 75  0  0 2018-12-19 20:11:42
 3  0      0  27825     73   3524    0    0     0     0 34497 46884 18  6 76  0  0 2018-12-19 20:11:43
 3  0      0  27823     73   3524    0    0     0     0 33555 46449 18  6 76  0  0 2018-12-19 20:11:44
 2  0      0  27825     73   3524    0    0     0     0 35027 48511 19  6 75  0  0 2018-12-19 20:11:45
 3  0      0  27826     73   3524    0    0     0     0 35036 47644 18  6 75  0  0 2018-12-19 20:11:46
 2  0      0  27825     73   3524    0    0     0    28 35013 47614 17  6 76  0  0 2018-12-19 20:11:47
 2  0      0  27823     73   3524    0    0     0     0 34042 46880 18  6 77  0  0 2018-12-19 20:11:48
 3  0      0  27822     73   3524    0    0     0     0 34815 47594 18  6 76  0  0 2018-12-19 20:11:49
 2  0      0  27824     73   3524    0    0     0  3176 35517 46796 18  6 76  1  0 2018-12-19 20:11:50
 2  0      0  27823     73   3524    0    0     0     0 34977 45904 18  5 76  0  0 2018-12-19 20:11:51
 3  0      0  27820     73   3524    0    0     0     0 32834 45195 17  6 77  0  0 2018-12-19 20:11:52
 3  0      0  27822     73   3524    0    0     0    36 34460 48148 19  6 76  0  0 2018-12-19 20:11:53
 2  0      0  27823     73   3524    0    0     0     0 34207 47334 18  6 76  0  0 2018-12-19 20:11:54
 3  0      0  27826     73   3524    0    0     0     0 35659 48241 18  6 75  0  0 2018-12-19 20:11:55
 3  0      0  27823     73   3524    0    0     0     0 34131 46977 18  6 76  0  0 2018-12-19 20:11:56
 2  0      0  27825     73   3524    0    0     0     0 35867 49242 18  7 75  0  0 2018-12-19 20:11:57
 2  0      0  27826     73   3524    0    0     0     0 34011 46447 17  6 78  0  0 2018-12-19 20:11:58
 3  0      0  27826     73   3524    0    0     0     0 35932 48459 19  6 75  0  0 2018-12-19 20:11:59
 3  0      0  27826     73   3524    0    0     0     0 35394 49194 18  7 75  0  0 2018-12-19 20:12:00
 5  0      0  27825     73   3524    0    0     0     0 35946 48815 20  5 75  0  0 2018-12-19 20:12:01
 3  0      0  27822     73   3524    0    0     0     0 35631 47953 19  6 75  0  0 2018-12-19 20:12:02
