2018-11-23 21:49:28, 48788 records sent, 9757.6 records/sec (4.76 MB/sec), 2.1 ms avg latency, 231.0 max latency.
2018-11-23 21:49:33, 48932 records sent, 9784.4 records/sec (4.78 MB/sec), 1.3 ms avg latency, 13.0 max latency.
2018-11-23 21:49:38, 48864 records sent, 9768.9 records/sec (4.77 MB/sec), 1.3 ms avg latency, 9.0 max latency.
2018-11-23 21:49:43, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.4 ms avg latency, 9.0 max latency.
2018-11-23 21:49:48, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.4 ms avg latency, 6.0 max latency.
2018-11-23 21:49:53, 48854 records sent, 9770.8 records/sec (4.77 MB/sec), 1.4 ms avg latency, 8.0 max latency.
2018-11-23 21:49:58, 48845 records sent, 9767.0 records/sec (4.77 MB/sec), 697.1 ms avg latency, 2464.0 max latency.
2018-11-23 21:50:03, 48844 records sent, 9766.8 records/sec (4.77 MB/sec), 1.3 ms avg latency, 10.0 max latency.
2018-11-23 21:50:08, 48864 records sent, 9772.8 records/sec (4.77 MB/sec), 1.3 ms avg latency, 15.0 max latency.
2018-11-23 21:50:13, 48855 records sent, 9767.1 records/sec (4.77 MB/sec), 1.4 ms avg latency, 3.0 max latency.
2018-11-23 21:50:18, 48844 records sent, 9768.8 records/sec (4.77 MB/sec), 1.3 ms avg latency, 7.0 max latency.
2018-11-23 21:50:23, 48854 records sent, 9768.8 records/sec (4.77 MB/sec), 1.4 ms avg latency, 9.0 max latency.
2018-11-23 21:50:28, 48855 records sent, 9769.0 records/sec (4.77 MB/sec), 1.3 ms avg latency, 13.0 max latency.
2018-11-23 21:50:33, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.4 ms avg latency, 4.0 max latency.
2018-11-23 21:50:38, 48825 records sent, 9765.0 records/sec (4.77 MB/sec), 1.4 ms avg latency, 3.0 max latency.
2018-11-23 21:50:43, 48864 records sent, 9768.9 records/sec (4.77 MB/sec), 1.4 ms avg latency, 10.0 max latency.
2018-11-23 21:50:48, 48843 records sent, 9768.6 records/sec (4.77 MB/sec), 1.3 ms avg latency, 5.0 max latency.
2018-11-23 21:50:53, 48826 records sent, 9765.2 records/sec (4.77 MB/sec), 1.4 ms avg latency, 4.0 max latency.
2018-11-23 21:50:58, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.4 ms avg latency, 9.0 max latency.
2018-11-23 21:51:03, 46133 records sent, 9226.6 records/sec (4.51 MB/sec), 479.7 ms avg latency, 1984.0 max latency.
2018-11-23 21:51:08, 51556 records sent, 10309.1 records/sec (5.03 MB/sec), 9.8 ms avg latency, 280.0 max latency.
2018-11-23 21:51:13, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 1.4 ms avg latency, 4.0 max latency.
2018-11-23 21:51:18, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.4 ms avg latency, 10.0 max latency.
2018-11-23 21:51:23, 48860 records sent, 9772.0 records/sec (4.77 MB/sec), 1.3 ms avg latency, 3.0 max latency.
2018-11-23 21:51:28, 48829 records sent, 9763.8 records/sec (4.77 MB/sec), 1.4 ms avg latency, 3.0 max latency.
2018-11-23 21:51:33, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 1.4 ms avg latency, 7.0 max latency.
2018-11-23 21:51:39, 34705 records sent, 6196.2 records/sec (3.03 MB/sec), 1.5 ms avg latency, 2050.0 max latency.
2018-11-23 21:51:44, 68853 records sent, 13765.1 records/sec (6.72 MB/sec), 347.0 ms avg latency, 2051.0 max latency.
2018-11-23 21:51:49, 48864 records sent, 9768.9 records/sec (4.77 MB/sec), 1.4 ms avg latency, 4.0 max latency.
2018-11-23 21:51:54, 48845 records sent, 9767.0 records/sec (4.77 MB/sec), 1.4 ms avg latency, 10.0 max latency.
2018-11-23 21:51:59, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.3 ms avg latency, 3.0 max latency.
2018-11-23 21:52:04, 48854 records sent, 9768.8 records/sec (4.77 MB/sec), 1.4 ms avg latency, 5.0 max latency.
2018-11-23 21:52:09, 48854 records sent, 9770.8 records/sec (4.77 MB/sec), 1.4 ms avg latency, 5.0 max latency.
2018-11-23 21:52:14, 48855 records sent, 9767.1 records/sec (4.77 MB/sec), 1.3 ms avg latency, 13.0 max latency.
2018-11-23 21:52:19, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 1.4 ms avg latency, 3.0 max latency.
2018-11-23 21:52:24, 48846 records sent, 9769.2 records/sec (4.77 MB/sec), 1.3 ms avg latency, 6.0 max latency.
2018-11-23 21:52:29, 48833 records sent, 9766.6 records/sec (4.77 MB/sec), 1.3 ms avg latency, 10.0 max latency.
2018-11-23 21:52:34, 48845 records sent, 9769.0 records/sec (4.77 MB/sec), 1.3 ms avg latency, 3.0 max latency.
2018-11-23 21:52:39, 48834 records sent, 9764.8 records/sec (4.77 MB/sec), 1.3 ms avg latency, 9.0 max latency.
2018-11-23 21:52:45, 43777 records sent, 6993.1 records/sec (3.41 MB/sec), 1.4 ms avg latency, 1781.0 max latency.
2018-11-23 21:52:50, 66216 records sent, 13243.2 records/sec (6.47 MB/sec), 280.4 ms avg latency, 1783.0 max latency.
2018-11-23 21:52:55, 48864 records sent, 9768.9 records/sec (4.77 MB/sec), 1.2 ms avg latency, 7.0 max latency.
2018-11-23 21:53:00, 48855 records sent, 9765.1 records/sec (4.77 MB/sec), 1.3 ms avg latency, 6.0 max latency.
2018-11-23 21:53:05, 48844 records sent, 9766.8 records/sec (4.77 MB/sec), 1.3 ms avg latency, 11.0 max latency.
2018-11-23 21:53:10, 48864 records sent, 9766.9 records/sec (4.77 MB/sec), 1.3 ms avg latency, 4.0 max latency.
2018-11-23 21:53:15, 48864 records sent, 9772.8 records/sec (4.77 MB/sec), 1.3 ms avg latency, 5.0 max latency.
2018-11-23 21:53:21, 40017 records sent, 6600.2 records/sec (3.22 MB/sec), 1.3 ms avg latency, 1967.0 max latency.
2018-11-23 21:53:26, 68049 records sent, 13609.8 records/sec (6.65 MB/sec), 331.9 ms avg latency, 1969.0 max latency.
2018-11-23 21:53:31, 48809 records sent, 9761.8 records/sec (4.77 MB/sec), 1.2 ms avg latency, 4.0 max latency.
2018-11-23 21:53:36, 48864 records sent, 9766.9 records/sec (4.77 MB/sec), 1.2 ms avg latency, 3.0 max latency.
2018-11-23 21:53:41, 48825 records sent, 9765.0 records/sec (4.77 MB/sec), 1.2 ms avg latency, 7.0 max latency.
2018-11-23 21:53:46, 48845 records sent, 9769.0 records/sec (4.77 MB/sec), 1.2 ms avg latency, 2.0 max latency.
2018-11-23 21:53:51, 48834 records sent, 9766.8 records/sec (4.77 MB/sec), 1.2 ms avg latency, 11.0 max latency.
2018-11-23 21:53:56, 48855 records sent, 9767.1 records/sec (4.77 MB/sec), 101.1 ms avg latency, 926.0 max latency.
2018-11-23 21:54:01, 48844 records sent, 9766.8 records/sec (4.77 MB/sec), 1.2 ms avg latency, 5.0 max latency.
2018-11-23 21:54:06, 48825 records sent, 9765.0 records/sec (4.77 MB/sec), 1.2 ms avg latency, 6.0 max latency.
2018-11-23 21:54:11, 48864 records sent, 9768.9 records/sec (4.77 MB/sec), 1.2 ms avg latency, 2.0 max latency.
2018-11-23 21:54:16, 48843 records sent, 9768.6 records/sec (4.77 MB/sec), 1.2 ms avg latency, 3.0 max latency.
2018-11-23 21:54:21, 48827 records sent, 9765.4 records/sec (4.77 MB/sec), 1.2 ms avg latency, 4.0 max latency.
2018-11-23 21:54:26, 48835 records sent, 9765.0 records/sec (4.77 MB/sec), 1.2 ms avg latency, 5.0 max latency.
2018-11-23 21:54:32, 45426 records sent, 7989.1 records/sec (3.90 MB/sec), 1.1 ms avg latency, 1035.0 max latency.
2018-11-23 21:54:37, 58932 records sent, 11786.4 records/sec (5.76 MB/sec), 103.0 ms avg latency, 1036.0 max latency.
2018-11-23 21:54:42, 48864 records sent, 9766.9 records/sec (4.77 MB/sec), 1.1 ms avg latency, 12.0 max latency.
2018-11-23 21:54:47, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.2 ms avg latency, 12.0 max latency.
2018-11-23 21:54:52, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.2 ms avg latency, 2.0 max latency.
2018-11-23 21:54:57, 48854 records sent, 9764.9 records/sec (4.77 MB/sec), 1.2 ms avg latency, 5.0 max latency.
2018-11-23 21:55:02, 48845 records sent, 9765.1 records/sec (4.77 MB/sec), 1.2 ms avg latency, 2.0 max latency.
2018-11-23 21:55:08, 46637 records sent, 8598.3 records/sec (4.20 MB/sec), 1.2 ms avg latency, 650.0 max latency.
