time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-24 07:12:38:231, 0, 84.5542, 16.9108, 173167, 34633.4000, 15, 4985, 16.9617, 34737.6128
2018-11-24 07:12:43:231, 0, 183.2305, 19.7353, 375256, 40417.8000, 0, 5000, 19.7353, 40417.8000
2018-11-24 07:12:48:231, 0, 280.0903, 19.3720, 573625, 39673.8000, 0, 5000, 19.3720, 39673.8000
2018-11-24 07:12:53:231, 0, 377.8887, 19.5597, 773916, 40058.2000, 0, 5000, 19.5597, 40058.2000
2018-11-24 07:12:58:231, 0, 472.7959, 18.9814, 968286, 38874.0000, 0, 5000, 18.9814, 38874.0000
2018-11-24 07:13:03:231, 0, 571.4419, 19.7292, 1170313, 40405.4000, 0, 5000, 19.7292, 40405.4000
2018-11-24 07:13:08:231, 0, 674.8862, 20.6889, 1382167, 42370.8000, 0, 5000, 20.6889, 42370.8000
2018-11-24 07:13:13:231, 0, 772.7300, 19.5688, 1582551, 40076.8000, 0, 5000, 19.5688, 40076.8000
2018-11-24 07:13:18:231, 0, 868.6211, 19.1782, 1778936, 39277.0000, 0, 5000, 19.1782, 39277.0000
2018-11-24 07:13:23:231, 0, 965.8594, 19.4477, 1978080, 39828.8000, 0, 5000, 19.4477, 39828.8000
2018-11-24 07:13:28:231, 0, 1062.3560, 19.2993, 2175705, 39525.0000, 0, 5000, 19.2993, 39525.0000
2018-11-24 07:13:33:231, 0, 1162.2280, 19.9744, 2380243, 40907.6000, 0, 5000, 19.9744, 40907.6000
2018-11-24 07:13:38:231, 0, 1259.9053, 19.5354, 2580286, 40008.6000, 0, 5000, 19.5354, 40008.6000
2018-11-24 07:13:43:231, 0, 1356.5986, 19.3387, 2778314, 39605.6000, 0, 5000, 19.3387, 39605.6000
2018-11-24 07:13:48:231, 0, 1452.8833, 19.2569, 2975505, 39438.2000, 0, 5000, 19.2569, 39438.2000
2018-11-24 07:13:53:231, 0, 1550.3789, 19.4991, 3175176, 39934.2000, 0, 5000, 19.4991, 39934.2000
2018-11-24 07:13:58:231, 0, 1649.2520, 19.7746, 3377668, 40498.4000, 0, 5000, 19.7746, 40498.4000
2018-11-24 07:14:03:231, 0, 1746.1118, 19.3720, 3576037, 39673.8000, 0, 5000, 19.3720, 39673.8000
2018-11-24 07:14:08:231, 0, 1844.9092, 19.7595, 3778374, 40467.4000, 0, 5000, 19.7595, 40467.4000
2018-11-24 07:14:13:231, 0, 1942.4956, 19.5173, 3978231, 39971.4000, 0, 5000, 19.5173, 39971.4000
2018-11-24 07:14:18:231, 0, 2040.9902, 19.6989, 4179948, 40343.4000, 0, 5000, 19.6989, 40343.4000
2018-11-24 07:14:23:231, 0, 2138.1982, 19.4416, 4379030, 39816.4000, 0, 5000, 19.4416, 39816.4000
2018-11-24 07:14:28:231, 0, 2234.9219, 19.3447, 4577120, 39618.0000, 0, 5000, 19.3447, 39618.0000
2018-11-24 07:14:33:231, 0, 2330.0410, 19.0238, 4771924, 38960.8000, 0, 5000, 19.0238, 38960.8000
2018-11-24 07:14:38:231, 0, 2428.0059, 19.5930, 4972556, 40126.4000, 0, 5000, 19.5930, 40126.4000
2018-11-24 07:14:43:231, 0, 2524.0938, 19.2176, 5169344, 39357.6000, 0, 5000, 19.2176, 39357.6000
