2018-12-12 00:07:58, id: test-000757-905, starting consumer #0
2018-12-12 00:07:58, id: test-000757-905, starting consumer #0, channel #0
2018-12-12 00:07:58, id: test-000757-905, time: 1.000s, received: 8295 msg/s
2018-12-12 00:07:59, id: test-000757-905, time: 2.000s, received: 20813 msg/s
2018-12-12 00:08:00, id: test-000757-905, time: 3.000s, received: 20607 msg/s
2018-12-12 00:08:01, id: test-000757-905, time: 4.000s, received: 20466 msg/s
2018-12-12 00:08:02, id: test-000757-905, time: 5.000s, received: 20690 msg/s
2018-12-12 00:08:03, id: test-000757-905, time: 6.000s, received: 20405 msg/s
2018-12-12 00:08:04, id: test-000757-905, time: 7.000s, received: 20993 msg/s
2018-12-12 00:08:05, id: test-000757-905, time: 8.000s, received: 20694 msg/s
2018-12-12 00:08:06, id: test-000757-905, time: 9.000s, received: 20431 msg/s
2018-12-12 00:08:07, id: test-000757-905, time: 10.000s, received: 20809 msg/s
2018-12-12 00:08:08, id: test-000757-905, time: 11.000s, received: 20462 msg/s
2018-12-12 00:08:09, id: test-000757-905, time: 12.000s, received: 20752 msg/s
2018-12-12 00:08:10, id: test-000757-905, time: 13.000s, received: 20688 msg/s
2018-12-12 00:08:11, id: test-000757-905, time: 14.000s, received: 20363 msg/s
2018-12-12 00:08:12, id: test-000757-905, time: 15.000s, received: 20374 msg/s
2018-12-12 00:08:13, id: test-000757-905, time: 16.000s, received: 20534 msg/s
2018-12-12 00:08:14, id: test-000757-905, time: 17.000s, received: 20268 msg/s
2018-12-12 00:08:15, id: test-000757-905, time: 18.000s, received: 20323 msg/s
2018-12-12 00:08:16, id: test-000757-905, time: 19.000s, received: 20243 msg/s
2018-12-12 00:08:17, id: test-000757-905, time: 20.000s, received: 20808 msg/s
2018-12-12 00:08:18, id: test-000757-905, time: 21.000s, received: 20300 msg/s
2018-12-12 00:08:19, id: test-000757-905, time: 22.000s, received: 20521 msg/s
2018-12-12 00:08:20, id: test-000757-905, time: 23.000s, received: 20231 msg/s
