2018-11-24 22:27:11, 146394 records sent, 29272.9 records/sec (14.29 MB/sec), 9.5 ms avg latency, 263.0 max latency.
2018-11-24 22:27:16, 146744 records sent, 29337.1 records/sec (14.32 MB/sec), 1.8 ms avg latency, 16.0 max latency.
2018-11-24 22:27:21, 146597 records sent, 29313.5 records/sec (14.31 MB/sec), 1.7 ms avg latency, 12.0 max latency.
2018-11-24 22:27:26, 146538 records sent, 29301.7 records/sec (14.31 MB/sec), 7.8 ms avg latency, 179.0 max latency.
2018-11-24 22:27:32, 122666 records sent, 20623.1 records/sec (10.07 MB/sec), 1.8 ms avg latency, 1766.0 max latency.
2018-11-24 22:27:37, 198214 records sent, 39634.9 records/sec (19.35 MB/sec), 436.6 ms avg latency, 1768.0 max latency.
2018-11-24 22:27:42, 146597 records sent, 29313.5 records/sec (14.31 MB/sec), 1.7 ms avg latency, 13.0 max latency.
2018-11-24 22:27:47, 146536 records sent, 29307.2 records/sec (14.31 MB/sec), 1.8 ms avg latency, 13.0 max latency.
2018-11-24 22:27:52, 146541 records sent, 29302.3 records/sec (14.31 MB/sec), 1.8 ms avg latency, 18.0 max latency.
2018-11-24 22:27:57, 146570 records sent, 29314.0 records/sec (14.31 MB/sec), 1.7 ms avg latency, 14.0 max latency.
2018-11-24 22:28:02, 146507 records sent, 29301.4 records/sec (14.31 MB/sec), 1.8 ms avg latency, 17.0 max latency.
2018-11-24 22:28:09, 120641 records sent, 17109.8 records/sec (8.35 MB/sec), 1.7 ms avg latency, 2936.0 max latency.
2018-11-24 22:28:14, 232510 records sent, 46502.0 records/sec (22.71 MB/sec), 938.4 ms avg latency, 2941.0 max latency.
2018-11-24 22:28:19, 146523 records sent, 29304.6 records/sec (14.31 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-24 22:28:24, 146523 records sent, 29304.6 records/sec (14.31 MB/sec), 1.8 ms avg latency, 17.0 max latency.
2018-11-24 22:28:29, 146553 records sent, 29298.9 records/sec (14.31 MB/sec), 1.8 ms avg latency, 3.0 max latency.
2018-11-24 22:28:34, 146509 records sent, 29301.8 records/sec (14.31 MB/sec), 1.7 ms avg latency, 4.0 max latency.
2018-11-24 22:28:39, 146560 records sent, 29312.0 records/sec (14.31 MB/sec), 1.7 ms avg latency, 17.0 max latency.
2018-11-24 22:28:44, 146497 records sent, 29299.4 records/sec (14.31 MB/sec), 1.8 ms avg latency, 17.0 max latency.
2018-11-24 22:28:50, 92619 records sent, 15826.9 records/sec (7.73 MB/sec), 2.1 ms avg latency, 2692.0 max latency.
2018-11-24 22:28:55, 225380 records sent, 45067.0 records/sec (22.01 MB/sec), 797.0 ms avg latency, 2694.0 max latency.
2018-11-24 22:29:00, 146542 records sent, 29308.4 records/sec (14.31 MB/sec), 1.8 ms avg latency, 18.0 max latency.
2018-11-24 22:29:05, 146509 records sent, 29301.8 records/sec (14.31 MB/sec), 1.7 ms avg latency, 6.0 max latency.
2018-11-24 22:29:10, 146532 records sent, 29300.5 records/sec (14.31 MB/sec), 1.8 ms avg latency, 18.0 max latency.
2018-11-24 22:29:15, 146571 records sent, 29302.5 records/sec (14.31 MB/sec), 1.7 ms avg latency, 10.0 max latency.
2018-11-24 22:29:20, 146539 records sent, 29301.9 records/sec (14.31 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-24 22:29:27, 102561 records sent, 15735.0 records/sec (7.68 MB/sec), 1.8 ms avg latency, 3020.0 max latency.
2018-11-24 22:29:32, 234929 records sent, 46985.8 records/sec (22.94 MB/sec), 952.2 ms avg latency, 3022.0 max latency.
2018-11-24 22:29:37, 146541 records sent, 29308.2 records/sec (14.31 MB/sec), 1.8 ms avg latency, 18.0 max latency.
2018-11-24 22:29:42, 146566 records sent, 29313.2 records/sec (14.31 MB/sec), 1.8 ms avg latency, 7.0 max latency.
2018-11-24 22:29:47, 146538 records sent, 29301.7 records/sec (14.31 MB/sec), 1.7 ms avg latency, 17.0 max latency.
2018-11-24 22:29:52, 146542 records sent, 29308.4 records/sec (14.31 MB/sec), 1.8 ms avg latency, 5.0 max latency.
2018-11-24 22:29:57, 146508 records sent, 29301.6 records/sec (14.31 MB/sec), 1.8 ms avg latency, 17.0 max latency.
2018-11-24 22:30:03, 86597 records sent, 14630.3 records/sec (7.14 MB/sec), 1.9 ms avg latency, 2965.0 max latency.
2018-11-24 22:30:08, 233314 records sent, 46662.8 records/sec (22.78 MB/sec), 903.3 ms avg latency, 2972.0 max latency.
2018-11-24 22:30:13, 146509 records sent, 29301.8 records/sec (14.31 MB/sec), 1.8 ms avg latency, 17.0 max latency.
2018-11-24 22:30:18, 146571 records sent, 29314.2 records/sec (14.31 MB/sec), 1.8 ms avg latency, 4.0 max latency.
2018-11-24 22:30:23, 146523 records sent, 29298.7 records/sec (14.31 MB/sec), 1.7 ms avg latency, 18.0 max latency.
2018-11-24 22:30:28, 146518 records sent, 29303.6 records/sec (14.31 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-24 22:30:33, 146513 records sent, 29290.9 records/sec (14.30 MB/sec), 1.8 ms avg latency, 19.0 max latency.
2018-11-24 22:30:39, 83993 records sent, 13657.4 records/sec (6.67 MB/sec), 1.9 ms avg latency, 3287.0 max latency.
2018-11-24 22:30:44, 242716 records sent, 48543.2 records/sec (23.70 MB/sec), 1063.7 ms avg latency, 3288.0 max latency.
2018-11-24 22:30:49, 146509 records sent, 29295.9 records/sec (14.30 MB/sec), 1.8 ms avg latency, 13.0 max latency.
2018-11-24 22:30:54, 146480 records sent, 29296.0 records/sec (14.30 MB/sec), 1.8 ms avg latency, 7.0 max latency.
2018-11-24 22:30:59, 146539 records sent, 29307.8 records/sec (14.31 MB/sec), 1.8 ms avg latency, 18.0 max latency.
2018-11-24 22:31:04, 146511 records sent, 29302.2 records/sec (14.31 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-24 22:31:09, 146478 records sent, 29289.7 records/sec (14.30 MB/sec), 1.7 ms avg latency, 19.0 max latency.
2018-11-24 22:31:15, 82206 records sent, 14237.3 records/sec (6.95 MB/sec), 2.5 ms avg latency, 2972.0 max latency.
2018-11-24 22:31:20, 233488 records sent, 46697.6 records/sec (22.80 MB/sec), 936.3 ms avg latency, 2973.0 max latency.
2018-11-24 22:31:25, 146520 records sent, 29304.0 records/sec (14.31 MB/sec), 1.8 ms avg latency, 3.0 max latency.
2018-11-24 22:31:30, 146528 records sent, 29299.7 records/sec (14.31 MB/sec), 1.8 ms avg latency, 5.0 max latency.
2018-11-24 22:31:35, 146539 records sent, 29301.9 records/sec (14.31 MB/sec), 1.8 ms avg latency, 17.0 max latency.
2018-11-24 22:31:40, 146508 records sent, 29301.6 records/sec (14.31 MB/sec), 1.8 ms avg latency, 13.0 max latency.
2018-11-24 22:31:45, 146510 records sent, 29302.0 records/sec (14.31 MB/sec), 1.8 ms avg latency, 17.0 max latency.
2018-11-24 22:31:50, 146539 records sent, 29301.9 records/sec (14.31 MB/sec), 1.8 ms avg latency, 15.0 max latency.
2018-11-24 22:31:55, 146508 records sent, 29301.6 records/sec (14.31 MB/sec), 1.8 ms avg latency, 15.0 max latency.
2018-11-24 22:32:00, 146509 records sent, 29301.8 records/sec (14.31 MB/sec), 1.7 ms avg latency, 3.0 max latency.
2018-11-24 22:32:05, 146497 records sent, 29299.4 records/sec (14.31 MB/sec), 1.8 ms avg latency, 15.0 max latency.
2018-11-24 22:32:10, 146464 records sent, 29292.8 records/sec (14.30 MB/sec), 1.8 ms avg latency, 16.0 max latency.
2018-11-24 22:32:15, 146540 records sent, 29308.0 records/sec (14.31 MB/sec), 1.8 ms avg latency, 5.0 max latency.
2018-11-24 22:32:20, 146510 records sent, 29302.0 records/sec (14.31 MB/sec), 1.8 ms avg latency, 19.0 max latency.
2018-11-24 22:32:25, 139177 records sent, 27835.4 records/sec (13.59 MB/sec), 1436.9 ms avg latency, 2814.0 max latency.
2018-11-24 22:32:30, 153781 records sent, 30756.2 records/sec (15.02 MB/sec), 12.2 ms avg latency, 253.0 max latency.
2018-11-24 22:32:35, 146514 records sent, 29302.8 records/sec (14.31 MB/sec), 1.8 ms avg latency, 3.0 max latency.
2018-11-24 22:32:40, 146475 records sent, 29289.1 records/sec (14.30 MB/sec), 1.8 ms avg latency, 16.0 max latency.
2018-11-24 22:32:45, 146569 records sent, 29302.1 records/sec (14.31 MB/sec), 1.8 ms avg latency, 18.0 max latency.
2018-11-24 22:32:50, 146570 records sent, 29314.0 records/sec (14.31 MB/sec), 1.8 ms avg latency, 4.0 max latency.
2018-11-24 22:32:55, 146479 records sent, 29295.8 records/sec (14.30 MB/sec), 1.8 ms avg latency, 16.0 max latency.
2018-11-24 22:33:00, 91345 records sent, 18269.0 records/sec (8.92 MB/sec), 1717.6 ms avg latency, 3055.0 max latency.
2018-11-24 22:33:05, 201643 records sent, 40328.6 records/sec (19.69 MB/sec), 379.2 ms avg latency, 1011.0 max latency.
2018-11-24 22:33:06, 10546875 records sent, 29294.271065 records/sec (14.30 MB/sec), 175.19 ms avg latency, 3288.00 ms max latency, 2 ms 50th, 1412 ms 95th, 2724 ms 99th, 3080 ms 99.9th.
