2018-12-17 18:09:36, id: test-180936-422, starting producer #0
2018-12-17 18:09:36, id: test-180936-422, starting producer #0, channel #0
2018-12-17 18:09:37, id: test-180936-422, time: 1.067s, sent: 6822 msg/s
2018-12-17 18:09:38, id: test-180936-422, time: 2.135s, sent: 8511 msg/s
2018-12-17 18:09:39, id: test-180936-422, time: 3.143s, sent: 6300 msg/s
2018-12-17 18:09:40, id: test-180936-422, time: 4.215s, sent: 5925 msg/s
2018-12-17 18:09:41, id: test-180936-422, time: 5.239s, sent: 6309 msg/s
2018-12-17 18:09:42, id: test-180936-422, time: 6.303s, sent: 5867 msg/s
2018-12-17 18:09:43, id: test-180936-422, time: 7.315s, sent: 6384 msg/s
2018-12-17 18:09:44, id: test-180936-422, time: 8.354s, sent: 6324 msg/s
2018-12-17 18:09:45, id: test-180936-422, time: 9.359s, sent: 5775 msg/s
2018-12-17 18:09:47, id: test-180936-422, time: 10.551s, sent: 6155 msg/s
2018-12-17 18:09:48, id: test-180936-422, time: 11.735s, sent: 6011 msg/s
2018-12-17 18:09:49, id: test-180936-422, time: 12.768s, sent: 6573 msg/s
2018-12-17 18:09:50, id: test-180936-422, time: 13.803s, sent: 6560 msg/s
2018-12-17 18:09:51, id: test-180936-422, time: 14.943s, sent: 5764 msg/s
2018-12-17 18:09:52, id: test-180936-422, time: 16.127s, sent: 6196 msg/s
2018-12-17 18:09:53, id: test-180936-422, time: 17.127s, sent: 6352 msg/s
2018-12-17 18:09:54, id: test-180936-422, time: 18.268s, sent: 6046 msg/s
2018-12-17 18:09:55, id: test-180936-422, time: 19.384s, sent: 6280 msg/s
2018-12-17 18:09:56, id: test-180936-422, time: 20.407s, sent: 6101 msg/s
2018-12-17 18:09:58, id: test-180936-422, time: 21.503s, sent: 6294 msg/s
2018-12-17 18:09:59, id: test-180936-422, time: 22.595s, sent: 6318 msg/s
2018-12-17 18:10:00, id: test-180936-422, time: 23.623s, sent: 5432 msg/s
2018-12-17 18:10:01, id: test-180936-422, time: 24.751s, sent: 5727 msg/s
2018-12-17 18:10:02, id: test-180936-422, time: 25.775s, sent: 6630 msg/s
2018-12-17 18:10:03, id: test-180936-422, time: 26.855s, sent: 5982 msg/s
2018-12-17 18:10:04, id: test-180936-422, time: 27.855s, sent: 6096 msg/s
2018-12-17 18:10:05, id: test-180936-422, time: 28.867s, sent: 5664 msg/s
2018-12-17 18:10:06, id: test-180936-422, time: 29.867s, sent: 7101 msg/s
2018-12-17 18:10:07, id: test-180936-422, time: 30.986s, sent: 5495 msg/s
2018-12-17 18:10:08, id: test-180936-422, time: 32.082s, sent: 6294 msg/s
2018-12-17 18:10:09, id: test-180936-422, time: 33.244s, sent: 5937 msg/s
2018-12-17 18:10:10, id: test-180936-422, time: 34.307s, sent: 6078 msg/s
2018-12-17 18:10:12, id: test-180936-422, time: 35.506s, sent: 6211 msg/s
2018-12-17 18:10:13, id: test-180936-422, time: 36.671s, sent: 5922 msg/s
2018-12-17 18:10:14, id: test-180936-422, time: 37.804s, sent: 6089 msg/s
2018-12-17 18:10:15, id: test-180936-422, time: 38.807s, sent: 5786 msg/s
2018-12-17 18:10:16, id: test-180936-422, time: 39.923s, sent: 6574 msg/s
2018-12-17 18:10:17, id: test-180936-422, time: 41.107s, sent: 6012 msg/s
2018-12-17 18:10:18, id: test-180936-422, time: 42.367s, sent: 5996 msg/s
2018-12-17 18:10:20, id: test-180936-422, time: 43.507s, sent: 6435 msg/s
2018-12-17 18:10:21, id: test-180936-422, time: 44.583s, sent: 6005 msg/s
2018-12-17 18:10:22, id: test-180936-422, time: 45.687s, sent: 6249 msg/s
2018-12-17 18:10:23, id: test-180936-422, time: 46.867s, sent: 6311 msg/s
2018-12-17 18:10:24, id: test-180936-422, time: 47.979s, sent: 6303 msg/s
2018-12-17 18:10:25, id: test-180936-422, time: 49.139s, sent: 6041 msg/s
2018-12-17 18:10:26, id: test-180936-422, time: 50.331s, sent: 6339 msg/s
2018-12-17 18:10:27, id: test-180936-422, time: 51.439s, sent: 6226 msg/s
2018-12-17 18:10:29, id: test-180936-422, time: 52.511s, sent: 6435 msg/s
2018-12-17 18:10:30, id: test-180936-422, time: 53.599s, sent: 6341 msg/s
2018-12-17 18:10:31, id: test-180936-422, time: 54.747s, sent: 6009 msg/s
2018-12-17 18:10:32, id: test-180936-422, time: 55.759s, sent: 6167 msg/s
2018-12-17 18:10:33, id: test-180936-422, time: 56.886s, sent: 6219 msg/s
2018-12-17 18:10:34, id: test-180936-422, time: 57.889s, sent: 6223 msg/s
2018-12-17 18:10:35, id: test-180936-422, time: 58.892s, sent: 6333 msg/s
2018-12-17 18:10:36, id: test-180936-422, time: 59.935s, sent: 6614 msg/s
2018-12-17 18:10:37, id: test-180936-422, time: 61.115s, sent: 6311 msg/s
2018-12-17 18:10:38, id: test-180936-422, time: 62.123s, sent: 5757 msg/s
2018-12-17 18:10:39, id: test-180936-422, time: 63.133s, sent: 6831 msg/s
2018-12-17 18:10:40, id: test-180936-422, time: 64.359s, sent: 5716 msg/s
2018-12-17 18:10:41, id: test-180936-422, time: 65.411s, sent: 6558 msg/s
2018-12-17 18:10:43, id: test-180936-422, time: 66.651s, sent: 6093 msg/s
2018-12-17 18:10:44, id: test-180936-422, time: 67.747s, sent: 6294 msg/s
2018-12-17 18:10:45, id: test-180936-422, time: 68.884s, sent: 6549 msg/s
2018-12-17 18:10:46, id: test-180936-422, time: 70.043s, sent: 6425 msg/s
2018-12-17 18:10:47, id: test-180936-422, time: 71.207s, sent: 6021 msg/s
2018-12-17 18:10:48, id: test-180936-422, time: 72.325s, sent: 6269 msg/s
2018-12-17 18:10:49, id: test-180936-422, time: 73.325s, sent: 6576 msg/s
2018-12-17 18:10:50, id: test-180936-422, time: 74.487s, sent: 5555 msg/s
2018-12-17 18:10:52, id: test-180936-422, time: 75.527s, sent: 5580 msg/s
2018-12-17 18:10:53, id: test-180936-422, time: 76.671s, sent: 6604 msg/s
2018-12-17 18:10:54, id: test-180936-422, time: 77.795s, sent: 6137 msg/s
2018-12-17 18:10:55, id: test-180936-422, time: 78.983s, sent: 5808 msg/s
2018-12-17 18:10:56, id: test-180936-422, time: 80.165s, sent: 6392 msg/s
2018-12-17 18:10:57, id: test-180936-422, time: 81.319s, sent: 5978 msg/s
2018-12-17 18:10:59, id: test-180936-422, time: 82.539s, sent: 6104 msg/s
2018-12-17 18:11:00, id: test-180936-422, time: 83.623s, sent: 6465 msg/s
2018-12-17 18:11:01, id: test-180936-422, time: 84.743s, sent: 5768 msg/s
2018-12-17 18:11:02, id: test-180936-422, time: 85.911s, sent: 6470 msg/s
2018-12-17 18:11:03, id: test-180936-422, time: 86.911s, sent: 6998 msg/s
2018-12-17 18:11:04, id: test-180936-422, time: 87.939s, sent: 5975 msg/s
2018-12-17 18:11:05, id: test-180936-422, time: 89.083s, sent: 6509 msg/s
2018-12-17 18:11:06, id: test-180936-422, time: 90.181s, sent: 5884 msg/s
2018-12-17 18:11:07, id: test-180936-422, time: 91.205s, sent: 5989 msg/s
2018-12-17 18:11:08, id: test-180936-422, time: 92.247s, sent: 6620 msg/s
2018-12-17 18:11:09, id: test-180936-422, time: 93.331s, sent: 5961 msg/s
2018-12-17 18:11:11, id: test-180936-422, time: 94.551s, sent: 6193 msg/s
2018-12-17 18:11:12, id: test-180936-422, time: 95.707s, sent: 6536 msg/s
2018-12-17 18:11:13, id: test-180936-422, time: 96.799s, sent: 6318 msg/s
