2018-11-23 23:58:34, 195230 records sent, 39038.2 records/sec (19.06 MB/sec), 9.8 ms avg latency, 253.0 max latency.
2018-11-23 23:58:39, 195471 records sent, 39094.2 records/sec (19.09 MB/sec), 6.7 ms avg latency, 164.0 max latency.
2018-11-23 23:58:44, 195411 records sent, 39082.2 records/sec (19.08 MB/sec), 309.0 ms avg latency, 1202.0 max latency.
2018-11-23 23:58:49, 195365 records sent, 39073.0 records/sec (19.08 MB/sec), 1.8 ms avg latency, 18.0 max latency.
2018-11-23 23:58:54, 195427 records sent, 39069.8 records/sec (19.08 MB/sec), 1.7 ms avg latency, 18.0 max latency.
2018-11-23 23:58:59, 195388 records sent, 39069.8 records/sec (19.08 MB/sec), 1.7 ms avg latency, 8.0 max latency.
2018-11-23 23:59:04, 195388 records sent, 39077.6 records/sec (19.08 MB/sec), 1.7 ms avg latency, 15.0 max latency.
2018-11-23 23:59:09, 195337 records sent, 39067.4 records/sec (19.08 MB/sec), 1.7 ms avg latency, 7.0 max latency.
2018-11-23 23:59:14, 195322 records sent, 39064.4 records/sec (19.07 MB/sec), 1.7 ms avg latency, 18.0 max latency.
2018-11-23 23:59:21, 129573 records sent, 17845.1 records/sec (8.71 MB/sec), 1.7 ms avg latency, 3947.0 max latency.
2018-11-23 23:59:26, 349523 records sent, 69904.6 records/sec (34.13 MB/sec), 1133.5 ms avg latency, 3953.0 max latency.
2018-11-23 23:59:31, 195393 records sent, 39070.8 records/sec (19.08 MB/sec), 1.7 ms avg latency, 8.0 max latency.
2018-11-23 23:59:36, 195445 records sent, 39089.0 records/sec (19.09 MB/sec), 1.6 ms avg latency, 14.0 max latency.
2018-11-23 23:59:41, 195326 records sent, 39065.2 records/sec (19.07 MB/sec), 1.6 ms avg latency, 7.0 max latency.
2018-11-23 23:59:46, 195388 records sent, 39069.8 records/sec (19.08 MB/sec), 1.7 ms avg latency, 16.0 max latency.
2018-11-23 23:59:51, 195330 records sent, 39066.0 records/sec (19.08 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-23 23:59:56, 195361 records sent, 39072.2 records/sec (19.08 MB/sec), 1.7 ms avg latency, 12.0 max latency.
2018-11-24 00:00:03, 82723 records sent, 12608.3 records/sec (6.16 MB/sec), 2.2 ms avg latency, 4447.0 max latency.
2018-11-24 00:00:08, 368968 records sent, 73793.6 records/sec (36.03 MB/sec), 1238.3 ms avg latency, 4449.0 max latency.
2018-11-24 00:00:13, 195417 records sent, 39075.6 records/sec (19.08 MB/sec), 1.7 ms avg latency, 21.0 max latency.
2018-11-24 00:00:18, 195422 records sent, 39076.6 records/sec (19.08 MB/sec), 1.6 ms avg latency, 15.0 max latency.
2018-11-24 00:00:23, 195387 records sent, 39077.4 records/sec (19.08 MB/sec), 1.7 ms avg latency, 13.0 max latency.
2018-11-24 00:00:28, 195278 records sent, 39055.6 records/sec (19.07 MB/sec), 1.7 ms avg latency, 6.0 max latency.
2018-11-24 00:00:33, 195427 records sent, 39077.6 records/sec (19.08 MB/sec), 1.7 ms avg latency, 14.0 max latency.
2018-11-24 00:00:38, 195412 records sent, 39082.4 records/sec (19.08 MB/sec), 1.7 ms avg latency, 12.0 max latency.
2018-11-24 00:00:43, 195326 records sent, 39065.2 records/sec (19.07 MB/sec), 1.7 ms avg latency, 14.0 max latency.
2018-11-24 00:00:48, 73144 records sent, 12685.4 records/sec (6.19 MB/sec), 1.9 ms avg latency, 3896.0 max latency.
2018-11-24 00:00:53, 347537 records sent, 69507.4 records/sec (33.94 MB/sec), 1055.1 ms avg latency, 3899.0 max latency.
2018-11-24 00:00:58, 195380 records sent, 39076.0 records/sec (19.08 MB/sec), 1.7 ms avg latency, 8.0 max latency.
2018-11-24 00:01:03, 195315 records sent, 39063.0 records/sec (19.07 MB/sec), 1.7 ms avg latency, 14.0 max latency.
2018-11-24 00:01:08, 195329 records sent, 39065.8 records/sec (19.08 MB/sec), 1.6 ms avg latency, 17.0 max latency.
2018-11-24 00:01:13, 195399 records sent, 39079.8 records/sec (19.08 MB/sec), 1.7 ms avg latency, 15.0 max latency.
2018-11-24 00:01:18, 195347 records sent, 39069.4 records/sec (19.08 MB/sec), 1.6 ms avg latency, 7.0 max latency.
2018-11-24 00:01:23, 195324 records sent, 39064.8 records/sec (19.07 MB/sec), 1.6 ms avg latency, 16.0 max latency.
2018-11-24 00:01:28, 195358 records sent, 39071.6 records/sec (19.08 MB/sec), 1.7 ms avg latency, 8.0 max latency.
2018-11-24 00:01:33, 195451 records sent, 39090.2 records/sec (19.09 MB/sec), 1.8 ms avg latency, 13.0 max latency.
2018-11-24 00:01:38, 195317 records sent, 39063.4 records/sec (19.07 MB/sec), 1.7 ms avg latency, 5.0 max latency.
2018-11-24 00:01:45, 104123 records sent, 15778.6 records/sec (7.70 MB/sec), 2.2 ms avg latency, 3936.0 max latency.
2018-11-24 00:01:50, 349051 records sent, 69796.2 records/sec (34.08 MB/sec), 1176.7 ms avg latency, 3938.0 max latency.
2018-11-24 00:01:55, 195310 records sent, 39062.0 records/sec (19.07 MB/sec), 1.7 ms avg latency, 8.0 max latency.
2018-11-24 00:02:00, 195349 records sent, 39069.8 records/sec (19.08 MB/sec), 1.7 ms avg latency, 15.0 max latency.
2018-11-24 00:02:05, 195368 records sent, 39073.6 records/sec (19.08 MB/sec), 1.7 ms avg latency, 5.0 max latency.
2018-11-24 00:02:10, 195353 records sent, 39070.6 records/sec (19.08 MB/sec), 1.7 ms avg latency, 14.0 max latency.
2018-11-24 00:02:15, 195287 records sent, 39057.4 records/sec (19.07 MB/sec), 1.6 ms avg latency, 16.0 max latency.
2018-11-24 00:02:20, 195419 records sent, 39083.8 records/sec (19.08 MB/sec), 1.7 ms avg latency, 13.0 max latency.
2018-11-24 00:02:25, 195279 records sent, 39055.8 records/sec (19.07 MB/sec), 1.7 ms avg latency, 7.0 max latency.
2018-11-24 00:02:30, 195310 records sent, 39062.0 records/sec (19.07 MB/sec), 1.7 ms avg latency, 14.0 max latency.
