procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  28061     73   3352    0    0     0   114    0    1  2  1 97  0  0 2018-12-17 16:20:29
 1  0      0  28061     73   3352    0    0     0   972  378  461  0  0 98  2  0 2018-12-17 16:20:30
 0  0      0  28062     73   3352    0    0     0  4196  528  670  0  0 97  3  0 2018-12-17 16:20:31
 0  0      0  28062     73   3352    0    0     0     0   97  136  0  0 100  0  0 2018-12-17 16:20:32
 0  0      0  28065     73   3352    0    0     0     0   95  119  0  0 100  0  0 2018-12-17 16:20:33
 0  0      0  28066     73   3352    0    0     0   156  439  725  0  0 99  0  0 2018-12-17 16:20:34
 3  0      0  28047     73   3352    0    0     0     0 27802 34171 16  6 79  0  0 2018-12-17 16:20:35
 0  0      0  28025     73   3352    0    0     0    72 28172 36281 18  5 77  0  0 2018-12-17 16:20:36
 4  0      0  28037     73   3352    0    0     0     0 30893 38508 19  5 76  0  0 2018-12-17 16:20:37
 3  0      0  28050     73   3352    0    0     0    72 29340 36419 18  5 77  0  0 2018-12-17 16:20:38
 3  0      0  28024     73   3352    0    0     0     0 30565 38409 18  6 76  0  0 2018-12-17 16:20:39
 3  0      0  28056     73   3352    0    0     0   144 31467 35395 17  6 76  1  0 2018-12-17 16:20:40
 1  0      0  28030     73   3352    0    0     0     0 32441 37473 19  5 76  0  0 2018-12-17 16:20:41
 3  0      0  28046     73   3352    0    0     0    76 33199 37690 18  5 76  0  0 2018-12-17 16:20:42
 3  0      0  28037     73   3352    0    0     0    72 31266 36101 17  6 77  0  0 2018-12-17 16:20:43
 3  0      0  28032     73   3352    0    0     0     0 33446 38551 18  6 76  0  0 2018-12-17 16:20:44
 3  0      0  28055     73   3352    0    0     0    72 29642 36096 17  6 77  0  0 2018-12-17 16:20:45
 2  0      0  28029     73   3352    0    0     0     0 30715 38068 19  6 75  0  0 2018-12-17 16:20:46
 3  0      0  28051     73   3352    0    0     0    76 30271 37581 17  6 77  0  0 2018-12-17 16:20:47
 4  0      0  28024     73   3352    0    0     0     0 30313 37951 18  5 76  0  0 2018-12-17 16:20:48
 4  0      0  28044     73   3352    0    0     0    72 29790 36409 18  5 77  0  0 2018-12-17 16:20:49
 3  0      0  28026     73   3352    0    0     0    72 29897 36601 19  5 77  0  0 2018-12-17 16:20:50
 3  0      0  28034     73   3352    0    0     0     0 31297 39168 19  6 75  0  0 2018-12-17 16:20:51
 7  0      0  28051     73   3352    0    0     0    72 31082 37669 18  5 76  0  0 2018-12-17 16:20:52
 0  0      0  28023     73   3352    0    0     0     0 30358 37237 18  5 76  0  0 2018-12-17 16:20:53
 4  0      0  28048     73   3352    0    0     0    72 31111 36823 18  6 76  0  0 2018-12-17 16:20:54
 4  0      0  28028     73   3352    0    0     0   120 29740 36849 17  6 77  0  0 2018-12-17 16:20:55
 3  0      0  28036     73   3352    0    0     0     0 32204 38606 19  6 76  0  0 2018-12-17 16:20:56
 1  0      0  28040     73   3352    0    0     0    76 29408 36421 17  5 77  0  0 2018-12-17 16:20:57
 4  0      0  28029     73   3352    0    0     0     0 30842 38658 18  6 76  0  0 2018-12-17 16:20:58
 2  0      0  28051     73   3352    0    0     0    72 29974 36900 18  6 77  0  0 2018-12-17 16:20:59
 4  0      0  28027     73   3352    0    0     0    20 30763 36277 17  6 77  0  0 2018-12-17 16:21:00
 3  1      0  28044     73   3352    0    0     0  2664 32807 35799 17  6 77  1  0 2018-12-17 16:21:01
 2  0      0  28024     73   3352    0    0     0    84 32072 35688 17  5 77  1  0 2018-12-17 16:21:02
 3  0      0  28037     73   3352    0    0     0     0 34280 38388 17  6 77  0  0 2018-12-17 16:21:03
 5  0      0  28055     73   3352    0    0     0    76 33189 39629 19  6 75  0  0 2018-12-17 16:21:04
 2  0      0  28029     73   3352    0    0     0     0 29387 36826 18  5 77  0  0 2018-12-17 16:21:05
