2018-12-14 23:01:38, id: test-230138-716, starting producer #0
2018-12-14 23:01:38, id: test-230138-716, starting producer #0, channel #0
2018-12-14 23:01:39, id: test-230138-716, time: 1.000s, sent: 18561 msg/s
2018-12-14 23:01:40, id: test-230138-716, time: 2.022s, sent: 15608 msg/s
2018-12-14 23:01:41, id: test-230138-716, time: 3.026s, sent: 16175 msg/s
2018-12-14 23:01:42, id: test-230138-716, time: 4.108s, sent: 14797 msg/s
2018-12-14 23:01:43, id: test-230138-716, time: 5.108s, sent: 16271 msg/s
2018-12-14 23:01:44, id: test-230138-716, time: 6.192s, sent: 14640 msg/s
2018-12-14 23:01:46, id: test-230138-716, time: 7.299s, sent: 15160 msg/s
2018-12-14 23:01:47, id: test-230138-716, time: 8.400s, sent: 15443 msg/s
2018-12-14 23:01:48, id: test-230138-716, time: 9.479s, sent: 15962 msg/s
2018-12-14 23:01:49, id: test-230138-716, time: 10.584s, sent: 15287 msg/s
2018-12-14 23:01:50, id: test-230138-716, time: 11.608s, sent: 14890 msg/s
2018-12-14 23:01:51, id: test-230138-716, time: 12.691s, sent: 15598 msg/s
2018-12-14 23:01:52, id: test-230138-716, time: 13.796s, sent: 15387 msg/s
2018-12-14 23:01:53, id: test-230138-716, time: 14.802s, sent: 15048 msg/s
2018-12-14 23:01:54, id: test-230138-716, time: 15.902s, sent: 15457 msg/s
2018-12-14 23:01:55, id: test-230138-716, time: 16.902s, sent: 16411 msg/s
2018-12-14 23:01:56, id: test-230138-716, time: 17.916s, sent: 13782 msg/s
2018-12-14 23:01:57, id: test-230138-716, time: 18.944s, sent: 14725 msg/s
2018-12-14 23:01:58, id: test-230138-716, time: 20.040s, sent: 15513 msg/s
2018-12-14 23:01:59, id: test-230138-716, time: 21.115s, sent: 15102 msg/s
2018-12-14 23:02:01, id: test-230138-716, time: 22.224s, sent: 15529 msg/s
2018-12-14 23:02:02, id: test-230138-716, time: 23.304s, sent: 15540 msg/s
2018-12-14 23:02:03, id: test-230138-716, time: 24.304s, sent: 14480 msg/s
2018-12-14 23:02:04, id: test-230138-716, time: 25.304s, sent: 15138 msg/s
2018-12-14 23:02:05, id: test-230138-716, time: 26.304s, sent: 16508 msg/s
2018-12-14 23:02:06, id: test-230138-716, time: 27.403s, sent: 14324 msg/s
2018-12-14 23:02:07, id: test-230138-716, time: 28.520s, sent: 15222 msg/s
2018-12-14 23:02:08, id: test-230138-716, time: 29.608s, sent: 15728 msg/s
2018-12-14 23:02:09, id: test-230138-716, time: 30.703s, sent: 15527 msg/s
2018-12-14 23:02:10, id: test-230138-716, time: 31.804s, sent: 15443 msg/s
2018-12-14 23:02:11, id: test-230138-716, time: 32.906s, sent: 15529 msg/s
2018-12-14 23:02:12, id: test-230138-716, time: 33.906s, sent: 16597 msg/s
2018-12-14 23:02:13, id: test-230138-716, time: 35.022s, sent: 13928 msg/s
2018-12-14 23:02:14, id: test-230138-716, time: 36.128s, sent: 15373 msg/s
2018-12-14 23:02:16, id: test-230138-716, time: 37.214s, sent: 15555 msg/s
2018-12-14 23:02:17, id: test-230138-716, time: 38.248s, sent: 14640 msg/s
2018-12-14 23:02:18, id: test-230138-716, time: 39.336s, sent: 15728 msg/s
2018-12-14 23:02:19, id: test-230138-716, time: 40.427s, sent: 15484 msg/s
2018-12-14 23:02:20, id: test-230138-716, time: 41.427s, sent: 16076 msg/s
2018-12-14 23:02:21, id: test-230138-716, time: 42.427s, sent: 14386 msg/s
2018-12-14 23:02:22, id: test-230138-716, time: 43.428s, sent: 14937 msg/s
2018-12-14 23:02:23, id: test-230138-716, time: 44.544s, sent: 15334 msg/s
2018-12-14 23:02:24, id: test-230138-716, time: 45.580s, sent: 15777 msg/s
2018-12-14 23:02:25, id: test-230138-716, time: 46.694s, sent: 15164 msg/s
2018-12-14 23:02:26, id: test-230138-716, time: 47.694s, sent: 15421 msg/s
2018-12-14 23:02:27, id: test-230138-716, time: 48.800s, sent: 15117 msg/s
2018-12-14 23:02:28, id: test-230138-716, time: 49.812s, sent: 15067 msg/s
2018-12-14 23:02:29, id: test-230138-716, time: 50.812s, sent: 16549 msg/s
2018-12-14 23:02:30, id: test-230138-716, time: 51.892s, sent: 13929 msg/s
2018-12-14 23:02:31, id: test-230138-716, time: 52.982s, sent: 15599 msg/s
2018-12-14 23:02:32, id: test-230138-716, time: 54.080s, sent: 15385 msg/s
2018-12-14 23:02:33, id: test-230138-716, time: 55.105s, sent: 14768 msg/s
2018-12-14 23:02:35, id: test-230138-716, time: 56.216s, sent: 15403 msg/s
2018-12-14 23:02:36, id: test-230138-716, time: 57.277s, sent: 15405 msg/s
2018-12-14 23:02:37, id: test-230138-716, time: 58.376s, sent: 15571 msg/s
2018-12-14 23:02:38, id: test-230138-716, time: 59.478s, sent: 15329 msg/s
2018-12-14 23:02:39, id: test-230138-716, time: 60.576s, sent: 15585 msg/s
2018-12-14 23:02:40, id: test-230138-716, time: 61.576s, sent: 15739 msg/s
2018-12-14 23:02:41, id: test-230138-716, time: 62.682s, sent: 14730 msg/s
2018-12-14 23:02:42, id: test-230138-716, time: 63.776s, sent: 15442 msg/s
2018-12-14 23:02:43, id: test-230138-716, time: 64.784s, sent: 15235 msg/s
2018-12-14 23:02:44, id: test-230138-716, time: 65.880s, sent: 15413 msg/s
