2018-12-24 20:25:35, id: test-202534-917, starting producer #0
2018-12-24 20:25:35, id: test-202534-917, starting producer #0, channel #0
2018-12-24 20:25:36, id: test-202534-917, time: 1.000s, sent: 20874 msg/s
2018-12-24 20:25:37, id: test-202534-917, time: 2.046s, sent: 21537 msg/s
2018-12-24 20:25:38, id: test-202534-917, time: 3.051s, sent: 21284 msg/s
2018-12-24 20:25:39, id: test-202534-917, time: 4.095s, sent: 20594 msg/s
2018-12-24 20:25:40, id: test-202534-917, time: 5.161s, sent: 20065 msg/s
2018-12-24 20:25:41, id: test-202534-917, time: 6.195s, sent: 20687 msg/s
2018-12-24 20:25:42, id: test-202534-917, time: 7.245s, sent: 20477 msg/s
2018-12-24 20:25:43, id: test-202534-917, time: 8.287s, sent: 20528 msg/s
2018-12-24 20:25:44, id: test-202534-917, time: 9.368s, sent: 19990 msg/s
2018-12-24 20:25:45, id: test-202534-917, time: 10.374s, sent: 21154 msg/s
2018-12-24 20:25:46, id: test-202534-917, time: 11.409s, sent: 20667 msg/s
2018-12-24 20:25:47, id: test-202534-917, time: 12.469s, sent: 20800 msg/s
2018-12-24 20:25:48, id: test-202534-917, time: 13.479s, sent: 20636 msg/s
2018-12-24 20:25:49, id: test-202534-917, time: 14.517s, sent: 20607 msg/s
2018-12-24 20:25:50, id: test-202534-917, time: 15.578s, sent: 20781 msg/s
2018-12-24 20:25:51, id: test-202534-917, time: 16.646s, sent: 19720 msg/s
2018-12-24 20:25:52, id: test-202534-917, time: 17.727s, sent: 21309 msg/s
2018-12-24 20:25:53, id: test-202534-917, time: 18.779s, sent: 20959 msg/s
2018-12-24 20:25:54, id: test-202534-917, time: 19.822s, sent: 20614 msg/s
2018-12-24 20:25:55, id: test-202534-917, time: 20.871s, sent: 19973 msg/s
2018-12-24 20:25:56, id: test-202534-917, time: 21.909s, sent: 21135 msg/s
2018-12-24 20:25:57, id: test-202534-917, time: 22.962s, sent: 20314 msg/s
2018-12-24 20:25:58, id: test-202534-917, time: 23.995s, sent: 20707 msg/s
2018-12-24 20:26:00, id: test-202534-917, time: 25.060s, sent: 20188 msg/s
2018-12-24 20:26:01, id: test-202534-917, time: 26.090s, sent: 20767 msg/s
2018-12-24 20:26:02, id: test-202534-917, time: 27.115s, sent: 20868 msg/s
2018-12-24 20:26:03, id: test-202534-917, time: 28.135s, sent: 20542 msg/s
