procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 1  0      0  19850     71  10509    0    0     0   223    3    2  1  0 99  0  0 2018-11-27 03:00:17
 0  0      0  19851     71  10509    0    0     0     0  404  739  0  0 100  0  0 2018-11-27 03:00:18
 0  0      0  19851     71  10509    0    0     0     0  351  781  0  0 100  0  0 2018-11-27 03:00:19
 0  0      0  19851     71  10509    0    0     0     0  367  784  0  0 100  0  0 2018-11-27 03:00:20
 1  0      0  19825     71  10536    0    0     0   136 5826 6138  3  2 95  0  0 2018-11-27 03:00:21
 2  0      0  19789     71  10572    0    0     0     0 10936 11653  7  4 89  0  0 2018-11-27 03:00:22
 1  0      0  19751     71  10613    0    0     0     0 24369 22237 10  5 85  0  0 2018-11-27 03:00:23
 3  0      0  19712     71  10651    0    0     0     0 36181 31506 12  8 80  0  0 2018-11-27 03:00:24
 4  0      0  19673     71  10689    0    0     0     0 45696 37310 15  8 77  0  0 2018-11-27 03:00:25
 1  0      0  19633     71  10729    0    0     0    68 51874 40448 17  8 75  0  0 2018-11-27 03:00:26
 3  0      0  19593     71  10769    0    0     0     0 55577 40954 16  9 75  0  0 2018-11-27 03:00:27
 1  0      0  19553     71  10809    0    0     0     4 57196 40681 15  8 77  0  0 2018-11-27 03:00:28
 4  0      0  19517     71  10845    0    0     0  3528 57508 40869 15  8 76  1  0 2018-11-27 03:00:29
 3  0      0  19478     71  10884    0    0     0     0 57318 41033 16  9 75  0  0 2018-11-27 03:00:30
 2  0      0  19439     71  10923    0    0     0    68 58392 41412 15  9 76  0  0 2018-11-27 03:00:31
 5  0      0  19401     71  10961    0    0     0     0 58587 41644 15  9 76  0  0 2018-11-27 03:00:32
 2  0      0  19363     71  10999    0    0     0     0 58209 41107 18  9 73  0  0 2018-11-27 03:00:33
 6  0      0  19325     71  11037    0    0     0     0 59469 41765 16  9 75  0  0 2018-11-27 03:00:34
 4  0      0  19284     71  11077    0    0     0     0 59540 41770 15  9 76  0  0 2018-11-27 03:00:35
 3  0      0  19247     71  11115    0    0     0    68 59651 41790 16  9 75  0  0 2018-11-27 03:00:36
 4  0      0  19208     71  11154    0    0     0     0 58650 41153 17  9 74  0  0 2018-11-27 03:00:37
 2  0      0  19171     71  11191    0    0     0     0 59288 41814 17  8 75  0  0 2018-11-27 03:00:38
 3  0      0  19133     71  11229    0    0     0     0 59400 41888 16  9 75  0  0 2018-11-27 03:00:39
 2  0      0  19093     71  11268    0    0     0    68 58975 41349 16  9 75  0  0 2018-11-27 03:00:40
 1  0      0  19056     71  11306    0    0     0    68 59600 41453 16  9 75  0  0 2018-11-27 03:00:41
 1  0      0  19018     71  11343    0    0     0     0 59091 41439 17  8 75  0  0 2018-11-27 03:00:42
 2  0      0  18987     71  11375    0    0     0 33624 58987 40241 16 10 73  2  0 2018-11-27 03:00:43
 6  0      0  18947     71  11414    0    0     0     0 59634 41577 16  8 75  0  0 2018-11-27 03:00:44
 1  0      0  18910     71  11452    0    0     0     0 59260 41585 15  9 76  0  0 2018-11-27 03:00:45
 2  0      0  18869     71  11492    0    0     0    68 59285 41724 16  9 75  0  0 2018-11-27 03:00:46
 3  0      0  18833     71  11528    0    0     0     0 58712 41159 18  9 74  0  0 2018-11-27 03:00:47
 2  2      0  18791     71  11571    0    0     0 339980 59568 40936 16 10 69  5  0 2018-11-27 03:00:48
