procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  28096     73   3324    0    0     0   114    0    1  2  1 97  0  0 2018-12-17 15:53:42
 0  0      0  28095     73   3324    0    0     0   636  296  384  0  0 98  2  0 2018-12-17 15:53:43
 0  0      0  28095     73   3324    0    0     0  1152  499  687  0  0 96  3  0 2018-12-17 15:53:44
 0  0      0  28096     73   3323    0    0     0     0  162  212  0  0 100  0  0 2018-12-17 15:53:45
 0  0      0  28098     73   3323    0    0     0     0  190  295  0  0 100  0  0 2018-12-17 15:53:46
 2  0      0  28094     73   3324    0    0     0   156 11599 12556  6  2 92  0  0 2018-12-17 15:53:47
 4  0      0  28072     73   3324    0    0     0  3048 33537 38004 18  6 76  1  0 2018-12-17 15:53:48
 1  0      0  28097     73   3324    0    0     0    72 31222 35641 17  6 77  0  0 2018-12-17 15:53:49
 3  0      0  28066     73   3324    0    0     0     0 31853 36920 18  5 77  0  0 2018-12-17 15:53:50
 3  0      0  28088     73   3324    0    0     0    72 31621 36994 18  6 76  0  0 2018-12-17 15:53:51
 3  0      0  28065     73   3324    0    0     0    68 30624 37055 18  5 77  0  0 2018-12-17 15:53:52
 2  0      0  28079     73   3324    0    0     0     0 33301 36819 18  6 76  0  0 2018-12-17 15:53:53
 3  0      0  28085     73   3324    0    0     0    72 32142 36551 18  6 76  0  0 2018-12-17 15:53:54
 3  0      0  28074     73   3324    0    0     0     0 32012 37051 18  5 77  0  0 2018-12-17 15:53:55
 3  0      0  28094     73   3324    0    0     0    72 31567 37533 17  6 77  0  0 2018-12-17 15:53:56
 2  0      0  28067     73   3324    0    0     0     0 32213 37342 18  6 77  0  0 2018-12-17 15:53:57
 4  0      0  28087     73   3324    0    0     0    72 32042 36812 18  6 76  0  0 2018-12-17 15:53:58
 5  0      0  28036     73   3324    0    0     0    76 31446 37656 19  6 74  0  0 2018-12-17 15:53:59
 2  0      0  28080     73   3324    0    0     0     0 33776 39573 19  6 76  0  0 2018-12-17 15:54:00
 3  0      0  28091     73   3324    0    0     0    72 30617 35636 17  5 78  0  0 2018-12-17 15:54:01
 1  0      0  28070     73   3324    0    0     0     0 32297 37030 18  6 77  0  0 2018-12-17 15:54:02
 5  0      0  28096     73   3324    0    0     0    72 30865 35602 17  5 77  0  0 2018-12-17 15:54:03
 3  0      0  28067     73   3324    0    0     0     0 32116 37777 17  6 77  0  0 2018-12-17 15:54:04
 2  0      0  28089     73   3324    0    0     0    76 31859 36046 17  6 77  0  0 2018-12-17 15:54:05
 3  0      0  28063     73   3324    0    0     0    68 30579 36188 17  5 77  0  0 2018-12-17 15:54:06
 5  0      0  28080     73   3324    0    0     0     0 33471 37460 19  5 76  0  0 2018-12-17 15:54:07
 4  0      0  28087     73   3324    0    0     0   116 32341 37212 18  5 77  0  0 2018-12-17 15:54:08
 3  0      0  28076     73   3324    0    0     0     0 32257 37085 18  6 76  0  0 2018-12-17 15:54:09
 4  0      0  28093     73   3324    0    0     0    76 32288 37535 18  5 77  0  0 2018-12-17 15:54:10
 2  0      0  28067     73   3324    0    0     0     0 31980 37053 18  5 77  0  0 2018-12-17 15:54:11
 6  0      0  28087     73   3324    0    0     0    72 31903 36223 17  5 77  0  0 2018-12-17 15:54:12
 3  0      0  28069     73   3324    0    0     0    92 31740 36693 19  4 77  0  0 2018-12-17 15:54:13
 5  0      0  28081     73   3324    0    0     0     0 32775 37129 17  6 77  0  0 2018-12-17 15:54:14
 3  0      0  28087     73   3324    0    0     0    76 31524 36845 17  5 77  0  0 2018-12-17 15:54:15
 2  0      0  28079     73   3324    0    0     0     0 32522 37099 18  5 77  0  0 2018-12-17 15:54:16
 2  0      0  28095     73   3324    0    0     0    68 32693 36250 18  6 76  0  0 2018-12-17 15:54:17
 2  0      0  28070     73   3324    0    0     0  2856 32144 37008 18  5 76  1  0 2018-12-17 15:54:18
 1  0      0  28090     73   3324    0    0     0    72 32313 36203 18  5 77  0  0 2018-12-17 15:54:19
 2  0      0  28075     73   3324    0    0     0    76 30921 35889 18  5 77  0  0 2018-12-17 15:54:20
 1  0      0  28085     73   3324    0    0     0     0 33257 37530 19  6 76  0  0 2018-12-17 15:54:21
 4  0      0  28085     73   3324    0    0     0    72 32545 36683 18  5 77  0  0 2018-12-17 15:54:22
 3  0      0  28074     73   3324    0    0     0     0 32020 36817 18  5 77  0  0 2018-12-17 15:54:23
 3  0      0  28093     73   3324    0    0     0    72 32226 36033 18  6 76  0  0 2018-12-17 15:54:24
 2  0      0  28065     73   3324    0    0     0     0 32248 35331 17  5 78  0  0 2018-12-17 15:54:25
 2  0      0  28088     73   3324    0    0     0    80 31777 35239 17  5 77  0  0 2018-12-17 15:54:26
 3  0      0  28066     73   3324    0    0     0    72 32659 36492 18  5 77  0  0 2018-12-17 15:54:27
 3  0      0  28079     73   3324    0    0     0     0 33867 38283 19  5 76  0  0 2018-12-17 15:54:28
 3  0      0  28081     73   3324    0    0     0    72 31992 36448 18  5 77  0  0 2018-12-17 15:54:29
 2  0      0  28073     73   3324    0    0     0     0 32424 37725 18  5 77  0  0 2018-12-17 15:54:30
 3  0      0  28091     73   3324    0    0     0    76 32392 37299 17  6 77  0  0 2018-12-17 15:54:31
 3  0      0  28067     73   3324    0    0     0     0 31374 36730 18  6 76  0  0 2018-12-17 15:54:32
 3  0      0  28089     73   3324    0    0     0    76 31919 36222 18  5 77  0  0 2018-12-17 15:54:33
 2  0      0  28068     73   3324    0    0     0    72 31061 36598 17  5 77  0  0 2018-12-17 15:54:34
 4  0      0  28081     73   3324    0    0     0     0 33940 38012 18  6 76  0  0 2018-12-17 15:54:35
 3  0      0  28085     73   3324    0    0     0    76 31430 35798 17  5 77  0  0 2018-12-17 15:54:36
 3  0      0  28069     73   3324    0    0     0     0 32790 37315 18  6 76  0  0 2018-12-17 15:54:37
