2018-12-14 22:28:38, id: test-222838-317, starting consumer #0
2018-12-14 22:28:38, id: test-222838-317, starting consumer #0, channel #0
2018-12-14 22:28:39, id: test-222838-317, time: 1.000s, received: 6070 msg/s
2018-12-14 22:28:40, id: test-222838-317, time: 2.000s, received: 15630 msg/s
2018-12-14 22:28:41, id: test-222838-317, time: 3.000s, received: 15510 msg/s
2018-12-14 22:28:42, id: test-222838-317, time: 4.000s, received: 15531 msg/s
2018-12-14 22:28:43, id: test-222838-317, time: 5.000s, received: 15129 msg/s
2018-12-14 22:28:44, id: test-222838-317, time: 6.000s, received: 15175 msg/s
2018-12-14 22:28:45, id: test-222838-317, time: 7.000s, received: 15395 msg/s
2018-12-14 22:28:46, id: test-222838-317, time: 8.000s, received: 15026 msg/s
2018-12-14 22:28:47, id: test-222838-317, time: 9.000s, received: 15650 msg/s
2018-12-14 22:28:48, id: test-222838-317, time: 10.000s, received: 15560 msg/s
2018-12-14 22:28:49, id: test-222838-317, time: 11.000s, received: 15423 msg/s
2018-12-14 22:28:50, id: test-222838-317, time: 12.000s, received: 15645 msg/s
2018-12-14 22:28:51, id: test-222838-317, time: 13.000s, received: 14878 msg/s
2018-12-14 22:28:52, id: test-222838-317, time: 14.000s, received: 14912 msg/s
2018-12-14 22:28:53, id: test-222838-317, time: 15.000s, received: 15036 msg/s
2018-12-14 22:28:54, id: test-222838-317, time: 16.000s, received: 15198 msg/s
2018-12-14 22:28:55, id: test-222838-317, time: 17.000s, received: 15635 msg/s
2018-12-14 22:28:56, id: test-222838-317, time: 18.000s, received: 15623 msg/s
2018-12-14 22:28:57, id: test-222838-317, time: 19.000s, received: 15523 msg/s
2018-12-14 22:28:58, id: test-222838-317, time: 20.000s, received: 15488 msg/s
2018-12-14 22:28:59, id: test-222838-317, time: 21.000s, received: 15701 msg/s
2018-12-14 22:29:00, id: test-222838-317, time: 22.000s, received: 15180 msg/s
2018-12-14 22:29:01, id: test-222838-317, time: 23.000s, received: 14563 msg/s
2018-12-14 22:29:02, id: test-222838-317, time: 24.000s, received: 14654 msg/s
2018-12-14 22:29:03, id: test-222838-317, time: 25.000s, received: 15486 msg/s
2018-12-14 22:29:04, id: test-222838-317, time: 26.000s, received: 15221 msg/s
2018-12-14 22:29:05, id: test-222838-317, time: 27.000s, received: 15193 msg/s
2018-12-14 22:29:06, id: test-222838-317, time: 28.000s, received: 14966 msg/s
2018-12-14 22:29:07, id: test-222838-317, time: 29.000s, received: 15367 msg/s
2018-12-14 22:29:08, id: test-222838-317, time: 30.000s, received: 15476 msg/s
2018-12-14 22:29:09, id: test-222838-317, time: 31.001s, received: 15553 msg/s
2018-12-14 22:29:10, id: test-222838-317, time: 32.001s, received: 15599 msg/s
2018-12-14 22:29:11, id: test-222838-317, time: 33.001s, received: 15460 msg/s
2018-12-14 22:29:12, id: test-222838-317, time: 34.001s, received: 15450 msg/s
2018-12-14 22:29:13, id: test-222838-317, time: 35.001s, received: 15475 msg/s
2018-12-14 22:29:14, id: test-222838-317, time: 36.001s, received: 15561 msg/s
2018-12-14 22:29:15, id: test-222838-317, time: 37.001s, received: 15859 msg/s
2018-12-14 22:29:16, id: test-222838-317, time: 38.001s, received: 15521 msg/s
2018-12-14 22:29:17, id: test-222838-317, time: 39.001s, received: 15585 msg/s
2018-12-14 22:29:18, id: test-222838-317, time: 40.001s, received: 14979 msg/s
2018-12-14 22:29:19, id: test-222838-317, time: 41.001s, received: 15654 msg/s
2018-12-14 22:29:20, id: test-222838-317, time: 42.001s, received: 15767 msg/s
2018-12-14 22:29:21, id: test-222838-317, time: 43.001s, received: 15283 msg/s
2018-12-14 22:29:22, id: test-222838-317, time: 44.001s, received: 15117 msg/s
2018-12-14 22:29:23, id: test-222838-317, time: 45.001s, received: 15377 msg/s
2018-12-14 22:29:24, id: test-222838-317, time: 46.001s, received: 15473 msg/s
2018-12-14 22:29:25, id: test-222838-317, time: 47.001s, received: 15144 msg/s
2018-12-14 22:29:26, id: test-222838-317, time: 48.001s, received: 14896 msg/s
2018-12-14 22:29:27, id: test-222838-317, time: 49.001s, received: 15332 msg/s
2018-12-14 22:29:28, id: test-222838-317, time: 50.001s, received: 15806 msg/s
2018-12-14 22:29:29, id: test-222838-317, time: 51.002s, received: 15551 msg/s
2018-12-14 22:29:30, id: test-222838-317, time: 52.002s, received: 15627 msg/s
2018-12-14 22:29:31, id: test-222838-317, time: 53.002s, received: 15053 msg/s
2018-12-14 22:29:32, id: test-222838-317, time: 54.002s, received: 15465 msg/s
2018-12-14 22:29:33, id: test-222838-317, time: 55.002s, received: 15085 msg/s
2018-12-14 22:29:34, id: test-222838-317, time: 56.002s, received: 15135 msg/s
2018-12-14 22:29:35, id: test-222838-317, time: 57.002s, received: 15565 msg/s
2018-12-14 22:29:36, id: test-222838-317, time: 58.002s, received: 14992 msg/s
2018-12-14 22:29:37, id: test-222838-317, time: 59.002s, received: 15561 msg/s
2018-12-14 22:29:38, id: test-222838-317, time: 60.002s, received: 15380 msg/s
2018-12-14 22:29:39, id: test-222838-317, time: 61.002s, received: 15526 msg/s
2018-12-14 22:29:40, id: test-222838-317, time: 62.002s, received: 15499 msg/s
2018-12-14 22:29:41, id: test-222838-317, time: 63.002s, received: 15543 msg/s
2018-12-14 22:29:42, id: test-222838-317, time: 64.002s, received: 15608 msg/s
2018-12-14 22:29:43, id: test-222838-317, time: 65.002s, received: 15476 msg/s
2018-12-14 22:29:44, id: test-222838-317, time: 66.002s, received: 15430 msg/s
2018-12-14 22:29:45, id: test-222838-317, time: 67.002s, received: 15646 msg/s
2018-12-14 22:29:46, id: test-222838-317, time: 68.002s, received: 15380 msg/s
2018-12-14 22:29:47, id: test-222838-317, time: 69.002s, received: 15477 msg/s
2018-12-14 22:29:48, id: test-222838-317, time: 70.002s, received: 15173 msg/s
2018-12-14 22:29:49, id: test-222838-317, time: 71.002s, received: 15841 msg/s
2018-12-14 22:29:50, id: test-222838-317, time: 72.002s, received: 15833 msg/s
2018-12-14 22:29:51, id: test-222838-317, time: 73.002s, received: 15578 msg/s
2018-12-14 22:29:52, id: test-222838-317, time: 74.002s, received: 15592 msg/s
2018-12-14 22:29:53, id: test-222838-317, time: 75.002s, received: 15003 msg/s
2018-12-14 22:29:54, id: test-222838-317, time: 76.002s, received: 15107 msg/s
2018-12-14 22:29:55, id: test-222838-317, time: 77.002s, received: 15449 msg/s
2018-12-14 22:29:56, id: test-222838-317, time: 78.002s, received: 15569 msg/s
2018-12-14 22:29:57, id: test-222838-317, time: 79.002s, received: 15633 msg/s
2018-12-14 22:29:58, id: test-222838-317, time: 80.002s, received: 15257 msg/s
2018-12-14 22:29:59, id: test-222838-317, time: 81.002s, received: 15223 msg/s
2018-12-14 22:30:00, id: test-222838-317, time: 82.002s, received: 15366 msg/s
2018-12-14 22:30:01, id: test-222838-317, time: 83.002s, received: 15336 msg/s
2018-12-14 22:30:02, id: test-222838-317, time: 84.002s, received: 15494 msg/s
2018-12-14 22:30:03, id: test-222838-317, time: 85.002s, received: 14918 msg/s
2018-12-14 22:30:04, id: test-222838-317, time: 86.002s, received: 15391 msg/s
2018-12-14 22:30:05, id: test-222838-317, time: 87.002s, received: 15345 msg/s
2018-12-14 22:30:06, id: test-222838-317, time: 88.002s, received: 15486 msg/s
2018-12-14 22:30:07, id: test-222838-317, time: 89.002s, received: 15218 msg/s
2018-12-14 22:30:08, id: test-222838-317, time: 90.002s, received: 15197 msg/s
2018-12-14 22:30:09, id: test-222838-317, time: 91.002s, received: 15115 msg/s
2018-12-14 22:30:10, id: test-222838-317, time: 92.002s, received: 15466 msg/s
2018-12-14 22:30:11, id: test-222838-317, time: 93.002s, received: 15310 msg/s
2018-12-14 22:30:12, id: test-222838-317, time: 94.002s, received: 14949 msg/s
2018-12-14 22:30:13, id: test-222838-317, time: 95.002s, received: 15277 msg/s
2018-12-14 22:30:14, id: test-222838-317, time: 96.002s, received: 14857 msg/s
2018-12-14 22:30:15, id: test-222838-317, time: 97.002s, received: 15150 msg/s
2018-12-14 22:30:16, id: test-222838-317, time: 98.002s, received: 15213 msg/s
2018-12-14 22:30:17, id: test-222838-317, time: 99.002s, received: 15423 msg/s
2018-12-14 22:30:18, id: test-222838-317, time: 100.002s, received: 15339 msg/s
2018-12-14 22:30:19, id: test-222838-317, time: 101.002s, received: 15086 msg/s
2018-12-14 22:30:20, id: test-222838-317, time: 102.002s, received: 15206 msg/s
2018-12-14 22:30:21, id: test-222838-317, time: 103.002s, received: 15262 msg/s
2018-12-14 22:30:22, id: test-222838-317, time: 104.002s, received: 15158 msg/s
2018-12-14 22:30:23, id: test-222838-317, time: 105.002s, received: 15232 msg/s
2018-12-14 22:30:24, id: test-222838-317, time: 106.002s, received: 15065 msg/s
2018-12-14 22:30:25, id: test-222838-317, time: 107.002s, received: 15430 msg/s
2018-12-14 22:30:26, id: test-222838-317, time: 108.002s, received: 15137 msg/s
2018-12-14 22:30:27, id: test-222838-317, time: 109.002s, received: 14995 msg/s
2018-12-14 22:30:28, id: test-222838-317, time: 110.002s, received: 15313 msg/s
2018-12-14 22:30:29, id: test-222838-317, time: 111.002s, received: 15222 msg/s
2018-12-14 22:30:30, id: test-222838-317, time: 112.002s, received: 15266 msg/s
2018-12-14 22:30:31, id: test-222838-317, time: 113.002s, received: 15331 msg/s
2018-12-14 22:30:32, id: test-222838-317, time: 114.002s, received: 15577 msg/s
2018-12-14 22:30:33, id: test-222838-317, time: 115.002s, received: 15291 msg/s
2018-12-14 22:30:34, id: test-222838-317, time: 116.002s, received: 15154 msg/s
2018-12-14 22:30:35, id: test-222838-317, time: 117.002s, received: 15439 msg/s
2018-12-14 22:30:36, id: test-222838-317, time: 118.002s, received: 15431 msg/s
2018-12-14 22:30:37, id: test-222838-317, time: 119.002s, received: 15276 msg/s
2018-12-14 22:30:38, id: test-222838-317, time: 120.002s, received: 15189 msg/s
2018-12-14 22:30:39, id: test-222838-317, time: 121.002s, received: 15181 msg/s
2018-12-14 22:30:40, id: test-222838-317, time: 122.002s, received: 15262 msg/s
2018-12-14 22:30:41, id: test-222838-317, time: 123.002s, received: 15724 msg/s
2018-12-14 22:30:42, id: test-222838-317, time: 124.002s, received: 15400 msg/s
2018-12-14 22:30:43, id: test-222838-317, time: 125.002s, received: 14961 msg/s
2018-12-14 22:30:44, id: test-222838-317, time: 126.002s, received: 15453 msg/s
2018-12-14 22:30:45, id: test-222838-317, time: 127.002s, received: 15408 msg/s
2018-12-14 22:30:46, id: test-222838-317, time: 128.002s, received: 15215 msg/s
2018-12-14 22:30:47, id: test-222838-317, time: 129.002s, received: 14924 msg/s
2018-12-14 22:30:48, id: test-222838-317, time: 130.002s, received: 15388 msg/s
2018-12-14 22:30:49, id: test-222838-317, time: 131.002s, received: 15342 msg/s
2018-12-14 22:30:50, id: test-222838-317, time: 132.002s, received: 15256 msg/s
2018-12-14 22:30:51, id: test-222838-317, time: 133.002s, received: 15247 msg/s
2018-12-14 22:30:52, id: test-222838-317, time: 134.002s, received: 15514 msg/s
2018-12-14 22:30:53, id: test-222838-317, time: 135.002s, received: 15604 msg/s
2018-12-14 22:30:54, id: test-222838-317, time: 136.002s, received: 15128 msg/s
2018-12-14 22:30:55, id: test-222838-317, time: 137.002s, received: 15171 msg/s
2018-12-14 22:30:56, id: test-222838-317, time: 138.002s, received: 15118 msg/s
2018-12-14 22:30:57, id: test-222838-317, time: 139.002s, received: 15516 msg/s
2018-12-14 22:30:58, id: test-222838-317, time: 140.002s, received: 15069 msg/s
2018-12-14 22:30:59, id: test-222838-317, time: 141.002s, received: 15273 msg/s
2018-12-14 22:31:00, id: test-222838-317, time: 142.002s, received: 15265 msg/s
2018-12-14 22:31:01, id: test-222838-317, time: 143.002s, received: 15556 msg/s
2018-12-14 22:31:02, id: test-222838-317, time: 144.002s, received: 15289 msg/s
2018-12-14 22:31:03, id: test-222838-317, time: 145.002s, received: 15452 msg/s
2018-12-14 22:31:04, id: test-222838-317, time: 146.002s, received: 15596 msg/s
2018-12-14 22:31:05, id: test-222838-317, time: 147.002s, received: 15188 msg/s
2018-12-14 22:31:06, id: test-222838-317, time: 148.002s, received: 15533 msg/s
2018-12-14 22:31:07, id: test-222838-317, time: 149.002s, received: 15768 msg/s
2018-12-14 22:31:08, id: test-222838-317, time: 150.002s, received: 15428 msg/s
2018-12-14 22:31:09, id: test-222838-317, time: 151.002s, received: 15344 msg/s
2018-12-14 22:31:10, id: test-222838-317, time: 152.002s, received: 15656 msg/s
2018-12-14 22:31:11, id: test-222838-317, time: 153.002s, received: 15317 msg/s
2018-12-14 22:31:12, id: test-222838-317, time: 154.002s, received: 15360 msg/s
2018-12-14 22:31:13, id: test-222838-317, time: 155.002s, received: 14950 msg/s
2018-12-14 22:31:14, id: test-222838-317, time: 156.002s, received: 15548 msg/s
