2018-12-15 23:35:51, id: test-233550-965, starting producer #0
2018-12-15 23:35:51, id: test-233550-965, starting producer #0, channel #0
2018-12-15 23:35:52, id: test-233550-965, time: 1.029s, sent: 7645 msg/s
2018-12-15 23:35:53, id: test-233550-965, time: 2.038s, sent: 10202 msg/s
2018-12-15 23:35:54, id: test-233550-965, time: 3.266s, sent: 6332 msg/s
2018-12-15 23:35:55, id: test-233550-965, time: 4.458s, sent: 6982 msg/s
2018-12-15 23:35:56, id: test-233550-965, time: 5.538s, sent: 6286 msg/s
2018-12-15 23:35:57, id: test-233550-965, time: 6.581s, sent: 6615 msg/s
2018-12-15 23:35:58, id: test-233550-965, time: 7.838s, sent: 6011 msg/s
2018-12-15 23:36:00, id: test-233550-965, time: 9.034s, sent: 6867 msg/s
2018-12-15 23:36:01, id: test-233550-965, time: 10.266s, sent: 6221 msg/s
2018-12-15 23:36:02, id: test-233550-965, time: 11.458s, sent: 6339 msg/s
2018-12-15 23:36:03, id: test-233550-965, time: 12.458s, sent: 7686 msg/s
2018-12-15 23:36:04, id: test-233550-965, time: 13.464s, sent: 5314 msg/s
2018-12-15 23:36:05, id: test-233550-965, time: 14.606s, sent: 6616 msg/s
2018-12-15 23:36:06, id: test-233550-965, time: 15.771s, sent: 6486 msg/s
2018-12-15 23:36:08, id: test-233550-965, time: 17.058s, sent: 6381 msg/s
2018-12-15 23:36:09, id: test-233550-965, time: 18.122s, sent: 6587 msg/s
2018-12-15 23:36:10, id: test-233550-965, time: 19.312s, sent: 5245 msg/s
2018-12-15 23:36:11, id: test-233550-965, time: 20.410s, sent: 6981 msg/s
2018-12-15 23:36:12, id: test-233550-965, time: 21.482s, sent: 5822 msg/s
2018-12-15 23:36:13, id: test-233550-965, time: 22.530s, sent: 6479 msg/s
2018-12-15 23:36:14, id: test-233550-965, time: 23.578s, sent: 6583 msg/s
2018-12-15 23:36:15, id: test-233550-965, time: 24.638s, sent: 6095 msg/s
2018-12-15 23:36:16, id: test-233550-965, time: 25.882s, sent: 6514 msg/s
2018-12-15 23:36:18, id: test-233550-965, time: 27.130s, sent: 6669 msg/s
2018-12-15 23:36:19, id: test-233550-965, time: 28.178s, sent: 6479 msg/s
2018-12-15 23:36:20, id: test-233550-965, time: 29.230s, sent: 6557 msg/s
2018-12-15 23:36:21, id: test-233550-965, time: 30.278s, sent: 6166 msg/s
2018-12-15 23:36:22, id: test-233550-965, time: 31.326s, sent: 6478 msg/s
2018-12-15 23:36:23, id: test-233550-965, time: 32.546s, sent: 6642 msg/s
2018-12-15 23:36:24, id: test-233550-965, time: 33.598s, sent: 6142 msg/s
2018-12-15 23:36:25, id: test-233550-965, time: 34.662s, sent: 6380 msg/s
2018-12-15 23:36:26, id: test-233550-965, time: 35.662s, sent: 7407 msg/s
2018-12-15 23:36:27, id: test-233550-965, time: 36.746s, sent: 5896 msg/s
2018-12-15 23:36:29, id: test-233550-965, time: 38.018s, sent: 6456 msg/s
2018-12-15 23:36:30, id: test-233550-965, time: 39.314s, sent: 6422 msg/s
2018-12-15 23:36:31, id: test-233550-965, time: 40.496s, sent: 7319 msg/s
2018-12-15 23:36:32, id: test-233550-965, time: 41.514s, sent: 6239 msg/s
2018-12-15 23:36:33, id: test-233550-965, time: 42.562s, sent: 6687 msg/s
2018-12-15 23:36:34, id: test-233550-965, time: 43.562s, sent: 7698 msg/s
2018-12-15 23:36:35, id: test-233550-965, time: 44.806s, sent: 5960 msg/s
2018-12-15 23:36:36, id: test-233550-965, time: 45.846s, sent: 6528 msg/s
2018-12-15 23:36:37, id: test-233550-965, time: 46.846s, sent: 7871 msg/s
2018-12-15 23:36:39, id: test-233550-965, time: 47.962s, sent: 4919 msg/s
2018-12-15 23:36:40, id: test-233550-965, time: 48.990s, sent: 6604 msg/s
2018-12-15 23:36:41, id: test-233550-965, time: 50.014s, sent: 6310 msg/s
2018-12-15 23:36:42, id: test-233550-965, time: 51.058s, sent: 6502 msg/s
2018-12-15 23:36:43, id: test-233550-965, time: 52.338s, sent: 6502 msg/s
2018-12-15 23:36:44, id: test-233550-965, time: 53.422s, sent: 6263 msg/s
2018-12-15 23:36:45, id: test-233550-965, time: 54.594s, sent: 5886 msg/s
2018-12-15 23:36:46, id: test-233550-965, time: 55.818s, sent: 6710 msg/s
2018-12-15 23:36:47, id: test-233550-965, time: 56.834s, sent: 6790 msg/s
2018-12-15 23:36:48, id: test-233550-965, time: 57.910s, sent: 6004 msg/s
2018-12-15 23:36:50, id: test-233550-965, time: 59.110s, sent: 6662 msg/s
2018-12-15 23:36:51, id: test-233550-965, time: 60.184s, sent: 7851 msg/s
2018-12-15 23:36:52, id: test-233550-965, time: 61.219s, sent: 5819 msg/s
2018-12-15 23:36:53, id: test-233550-965, time: 62.262s, sent: 6195 msg/s
2018-12-15 23:36:54, id: test-233550-965, time: 63.426s, sent: 6867 msg/s
2018-12-15 23:36:55, id: test-233550-965, time: 64.486s, sent: 6199 msg/s
2018-12-15 23:36:56, id: test-233550-965, time: 65.486s, sent: 7807 msg/s
2018-12-15 23:36:57, id: test-233550-965, time: 66.538s, sent: 5070 msg/s
2018-12-15 23:36:58, id: test-233550-965, time: 67.590s, sent: 6454 msg/s
2018-12-15 23:36:59, id: test-233550-965, time: 68.590s, sent: 7917 msg/s
2018-12-15 23:37:00, id: test-233550-965, time: 69.590s, sent: 6399 msg/s
2018-12-15 23:37:01, id: test-233550-965, time: 70.690s, sent: 4806 msg/s
2018-12-15 23:37:02, id: test-233550-965, time: 71.726s, sent: 6554 msg/s
2018-12-15 23:37:03, id: test-233550-965, time: 72.786s, sent: 6715 msg/s
2018-12-15 23:37:05, id: test-233550-965, time: 74.071s, sent: 6221 msg/s
2018-12-15 23:37:06, id: test-233550-965, time: 75.166s, sent: 6400 msg/s
2018-12-15 23:37:07, id: test-233550-965, time: 76.430s, sent: 6498 msg/s
2018-12-15 23:37:08, id: test-233550-965, time: 77.510s, sent: 6387 msg/s
2018-12-15 23:37:09, id: test-233550-965, time: 78.510s, sent: 7286 msg/s
2018-12-15 23:37:10, id: test-233550-965, time: 79.514s, sent: 5941 msg/s
2018-12-15 23:37:11, id: test-233550-965, time: 80.590s, sent: 6310 msg/s
2018-12-15 23:37:12, id: test-233550-965, time: 81.642s, sent: 6557 msg/s
2018-12-15 23:37:13, id: test-233550-965, time: 82.678s, sent: 6131 msg/s
2018-12-15 23:37:14, id: test-233550-965, time: 83.678s, sent: 6899 msg/s
2018-12-15 23:37:15, id: test-233550-965, time: 84.850s, sent: 6540 msg/s
2018-12-15 23:37:16, id: test-233550-965, time: 85.922s, sent: 6435 msg/s
2018-12-15 23:37:18, id: test-233550-965, time: 87.007s, sent: 6258 msg/s
2018-12-15 23:37:19, id: test-233550-965, time: 88.040s, sent: 6149 msg/s
2018-12-15 23:37:20, id: test-233550-965, time: 89.254s, sent: 6675 msg/s
2018-12-15 23:37:21, id: test-233550-965, time: 90.440s, sent: 6370 msg/s
2018-12-15 23:37:22, id: test-233550-965, time: 91.684s, sent: 6602 msg/s
2018-12-15 23:37:23, id: test-233550-965, time: 92.710s, sent: 6297 msg/s
2018-12-15 23:37:24, id: test-233550-965, time: 93.754s, sent: 6503 msg/s
2018-12-15 23:37:26, id: test-233550-965, time: 94.966s, sent: 6685 msg/s
2018-12-15 23:37:27, id: test-233550-965, time: 95.990s, sent: 6416 msg/s
2018-12-15 23:37:28, id: test-233550-965, time: 97.054s, sent: 6381 msg/s
2018-12-15 23:37:29, id: test-233550-965, time: 98.318s, sent: 6497 msg/s
2018-12-15 23:37:30, id: test-233550-965, time: 99.442s, sent: 6723 msg/s
2018-12-15 23:37:31, id: test-233550-965, time: 100.586s, sent: 5839 msg/s
2018-12-15 23:37:32, id: test-233550-965, time: 101.842s, sent: 6277 msg/s
2018-12-15 23:37:33, id: test-233550-965, time: 102.870s, sent: 6605 msg/s
2018-12-15 23:37:34, id: test-233550-965, time: 103.898s, sent: 6605 msg/s
2018-12-15 23:37:35, id: test-233550-965, time: 104.910s, sent: 6384 msg/s
2018-12-15 23:37:36, id: test-233550-965, time: 105.941s, sent: 6585 msg/s
2018-12-15 23:37:38, id: test-233550-965, time: 107.102s, sent: 5565 msg/s
2018-12-15 23:37:39, id: test-233550-965, time: 108.306s, sent: 6730 msg/s
2018-12-15 23:37:40, id: test-233550-965, time: 109.394s, sent: 6240 msg/s
2018-12-15 23:37:41, id: test-233550-965, time: 110.426s, sent: 6790 msg/s
2018-12-15 23:37:42, id: test-233550-965, time: 111.514s, sent: 5939 msg/s
2018-12-15 23:37:43, id: test-233550-965, time: 112.606s, sent: 6117 msg/s
2018-12-15 23:37:44, id: test-233550-965, time: 113.806s, sent: 6935 msg/s
2018-12-15 23:37:45, id: test-233550-965, time: 114.850s, sent: 6608 msg/s
2018-12-15 23:37:47, id: test-233550-965, time: 116.002s, sent: 5988 msg/s
2018-12-15 23:37:48, id: test-233550-965, time: 117.038s, sent: 6765 msg/s
2018-12-15 23:37:49, id: test-233550-965, time: 118.186s, sent: 6391 msg/s
2018-12-15 23:37:50, id: test-233550-965, time: 119.226s, sent: 6212 msg/s
2018-12-15 23:37:51, id: test-233550-965, time: 120.410s, sent: 6381 msg/s
2018-12-15 23:37:52, id: test-233550-965, time: 121.498s, sent: 6340 msg/s
2018-12-15 23:37:53, id: test-233550-965, time: 122.502s, sent: 6326 msg/s
2018-12-15 23:37:54, id: test-233550-965, time: 123.578s, sent: 6310 msg/s
2018-12-15 23:37:55, id: test-233550-965, time: 124.627s, sent: 6576 msg/s
2018-12-15 23:37:56, id: test-233550-965, time: 125.802s, sent: 6524 msg/s
2018-12-15 23:37:57, id: test-233550-965, time: 126.850s, sent: 6479 msg/s
2018-12-15 23:37:58, id: test-233550-965, time: 127.882s, sent: 6685 msg/s
2018-12-15 23:37:59, id: test-233550-965, time: 128.930s, sent: 6165 msg/s
2018-12-15 23:38:01, id: test-233550-965, time: 130.038s, sent: 6128 msg/s
2018-12-15 23:38:02, id: test-233550-965, time: 131.041s, sent: 6879 msg/s
2018-12-15 23:38:03, id: test-233550-965, time: 132.143s, sent: 6260 msg/s
2018-12-15 23:38:04, id: test-233550-965, time: 133.174s, sent: 6691 msg/s
2018-12-15 23:38:05, id: test-233550-965, time: 134.190s, sent: 6359 msg/s
2018-12-15 23:38:06, id: test-233550-965, time: 135.266s, sent: 6412 msg/s
2018-12-15 23:38:07, id: test-233550-965, time: 136.299s, sent: 6572 msg/s
2018-12-15 23:38:08, id: test-233550-965, time: 137.314s, sent: 6366 msg/s
2018-12-15 23:38:09, id: test-233550-965, time: 138.414s, sent: 6171 msg/s
2018-12-15 23:38:10, id: test-233550-965, time: 139.473s, sent: 6515 msg/s
2018-12-15 23:38:11, id: test-233550-965, time: 140.714s, sent: 6618 msg/s
2018-12-15 23:38:12, id: test-233550-965, time: 141.743s, sent: 6172 msg/s
2018-12-15 23:38:13, id: test-233550-965, time: 142.743s, sent: 7834 msg/s
2018-12-15 23:38:14, id: test-233550-965, time: 143.770s, sent: 5167 msg/s
2018-12-15 23:38:15, id: test-233550-965, time: 144.818s, sent: 6583 msg/s
2018-12-15 23:38:16, id: test-233550-965, time: 145.830s, sent: 6384 msg/s
2018-12-15 23:38:17, id: test-233550-965, time: 146.942s, sent: 6106 msg/s
2018-12-15 23:38:18, id: test-233550-965, time: 147.942s, sent: 7953 msg/s
2018-12-15 23:38:20, id: test-233550-965, time: 148.966s, sent: 5280 msg/s
2018-12-15 23:38:21, id: test-233550-965, time: 150.187s, sent: 5651 msg/s
2018-12-15 23:38:22, id: test-233550-965, time: 151.202s, sent: 6257 msg/s
2018-12-15 23:38:23, id: test-233550-965, time: 152.286s, sent: 6263 msg/s
2018-12-15 23:38:24, id: test-233550-965, time: 153.314s, sent: 6711 msg/s
2018-12-15 23:38:25, id: test-233550-965, time: 154.442s, sent: 6117 msg/s
2018-12-15 23:38:26, id: test-233550-965, time: 155.518s, sent: 6513 msg/s
2018-12-15 23:38:27, id: test-233550-965, time: 156.630s, sent: 6204 msg/s
2018-12-15 23:38:28, id: test-233550-965, time: 157.686s, sent: 6533 msg/s
2018-12-15 23:38:29, id: test-233550-965, time: 158.921s, sent: 6651 msg/s
2018-12-15 23:38:31, id: test-233550-965, time: 160.114s, sent: 6792 msg/s
2018-12-15 23:38:32, id: test-233550-965, time: 161.182s, sent: 5947 msg/s
2018-12-15 23:38:33, id: test-233550-965, time: 162.214s, sent: 6579 msg/s
2018-12-15 23:38:34, id: test-233550-965, time: 163.226s, sent: 6493 msg/s
2018-12-15 23:38:35, id: test-233550-965, time: 164.226s, sent: 7576 msg/s
2018-12-15 23:38:36, id: test-233550-965, time: 165.270s, sent: 5330 msg/s
2018-12-15 23:38:37, id: test-233550-965, time: 166.382s, sent: 6598 msg/s
2018-12-15 23:38:38, id: test-233550-965, time: 167.486s, sent: 6347 msg/s
2018-12-15 23:38:39, id: test-233550-965, time: 168.510s, sent: 6738 msg/s
2018-12-15 23:38:40, id: test-233550-965, time: 169.558s, sent: 6060 msg/s
2018-12-15 23:38:41, id: test-233550-965, time: 170.698s, sent: 7205 msg/s
2018-12-15 23:38:42, id: test-233550-965, time: 171.894s, sent: 5311 msg/s
2018-12-15 23:38:44, id: test-233550-965, time: 173.002s, sent: 6127 msg/s
2018-12-15 23:38:45, id: test-233550-965, time: 174.274s, sent: 6543 msg/s
2018-12-15 23:38:46, id: test-233550-965, time: 175.310s, sent: 6660 msg/s
2018-12-15 23:38:47, id: test-233550-965, time: 176.398s, sent: 6239 msg/s
2018-12-15 23:38:48, id: test-233550-965, time: 177.502s, sent: 6348 msg/s
2018-12-15 23:38:49, id: test-233550-965, time: 178.582s, sent: 6388 msg/s
