2018-12-20 13:51:56, id: test-135156-325, starting consumer #0
2018-12-20 13:51:56, id: test-135156-325, starting consumer #0, channel #0
2018-12-20 13:51:57, id: test-135156-325, time: 1.258s, received: 0.79 msg/s
2018-12-20 13:51:58, id: test-135156-325, time: 2.258s, received: 6322 msg/s
2018-12-20 13:51:59, id: test-135156-325, time: 3.258s, received: 6163 msg/s
2018-12-20 13:52:00, id: test-135156-325, time: 4.258s, received: 6594 msg/s
2018-12-20 13:52:01, id: test-135156-325, time: 5.258s, received: 6028 msg/s
2018-12-20 13:52:02, id: test-135156-325, time: 6.258s, received: 6220 msg/s
2018-12-20 13:52:03, id: test-135156-325, time: 7.258s, received: 5910 msg/s
2018-12-20 13:52:04, id: test-135156-325, time: 8.282s, received: 6304 msg/s
2018-12-20 13:52:05, id: test-135156-325, time: 9.282s, received: 6210 msg/s
2018-12-20 13:52:06, id: test-135156-325, time: 10.282s, received: 6333 msg/s
2018-12-20 13:52:07, id: test-135156-325, time: 11.282s, received: 6437 msg/s
2018-12-20 13:52:08, id: test-135156-325, time: 12.282s, received: 6346 msg/s
2018-12-20 13:52:09, id: test-135156-325, time: 13.282s, received: 6337 msg/s
2018-12-20 13:52:10, id: test-135156-325, time: 14.283s, received: 5705 msg/s
2018-12-20 13:52:11, id: test-135156-325, time: 15.288s, received: 6286 msg/s
2018-12-20 13:52:12, id: test-135156-325, time: 16.288s, received: 6466 msg/s
2018-12-20 13:52:13, id: test-135156-325, time: 17.288s, received: 5225 msg/s
2018-12-20 13:52:14, id: test-135156-325, time: 18.289s, received: 6319 msg/s
2018-12-20 13:52:15, id: test-135156-325, time: 19.289s, received: 6170 msg/s
2018-12-20 13:52:16, id: test-135156-325, time: 20.289s, received: 6503 msg/s
2018-12-20 13:52:17, id: test-135156-325, time: 21.289s, received: 6416 msg/s
2018-12-20 13:52:18, id: test-135156-325, time: 22.289s, received: 6314 msg/s
2018-12-20 13:52:19, id: test-135156-325, time: 23.289s, received: 6379 msg/s
2018-12-20 13:52:20, id: test-135156-325, time: 24.289s, received: 6396 msg/s
2018-12-20 13:52:21, id: test-135156-325, time: 25.290s, received: 6252 msg/s
2018-12-20 13:52:22, id: test-135156-325, time: 26.290s, received: 6161 msg/s
2018-12-20 13:52:23, id: test-135156-325, time: 27.290s, received: 6108 msg/s
2018-12-20 13:52:24, id: test-135156-325, time: 28.290s, received: 6394 msg/s
2018-12-20 13:52:25, id: test-135156-325, time: 29.292s, received: 6361 msg/s
2018-12-20 13:52:26, id: test-135156-325, time: 30.292s, received: 6545 msg/s
2018-12-20 13:52:27, id: test-135156-325, time: 31.292s, received: 5994 msg/s
2018-12-20 13:52:28, id: test-135156-325, time: 32.292s, received: 6290 msg/s
2018-12-20 13:52:29, id: test-135156-325, time: 33.293s, received: 6042 msg/s
2018-12-20 13:52:30, id: test-135156-325, time: 34.295s, received: 6424 msg/s
2018-12-20 13:52:31, id: test-135156-325, time: 35.295s, received: 6070 msg/s
2018-12-20 13:52:32, id: test-135156-325, time: 36.309s, received: 6114 msg/s
2018-12-20 13:52:33, id: test-135156-325, time: 37.309s, received: 6071 msg/s
2018-12-20 13:52:34, id: test-135156-325, time: 38.309s, received: 6204 msg/s
2018-12-20 13:52:35, id: test-135156-325, time: 39.309s, received: 6252 msg/s
2018-12-20 13:52:36, id: test-135156-325, time: 40.316s, received: 6168 msg/s
2018-12-20 13:52:37, id: test-135156-325, time: 41.318s, received: 6353 msg/s
2018-12-20 13:52:38, id: test-135156-325, time: 42.318s, received: 6429 msg/s
2018-12-20 13:52:39, id: test-135156-325, time: 43.341s, received: 6065 msg/s
2018-12-20 13:52:40, id: test-135156-325, time: 44.341s, received: 6373 msg/s
2018-12-20 13:52:41, id: test-135156-325, time: 45.341s, received: 6055 msg/s
2018-12-20 13:52:42, id: test-135156-325, time: 46.341s, received: 6419 msg/s
2018-12-20 13:52:43, id: test-135156-325, time: 47.341s, received: 6193 msg/s
2018-12-20 13:52:44, id: test-135156-325, time: 48.341s, received: 6358 msg/s
2018-12-20 13:52:45, id: test-135156-325, time: 49.341s, received: 6176 msg/s
2018-12-20 13:52:46, id: test-135156-325, time: 50.345s, received: 6209 msg/s
2018-12-20 13:52:47, id: test-135156-325, time: 51.345s, received: 5443 msg/s
2018-12-20 13:52:48, id: test-135156-325, time: 52.345s, received: 6261 msg/s
2018-12-20 13:52:49, id: test-135156-325, time: 53.345s, received: 6283 msg/s
2018-12-20 13:52:50, id: test-135156-325, time: 54.345s, received: 6137 msg/s
2018-12-20 13:52:51, id: test-135156-325, time: 55.350s, received: 6037 msg/s
2018-12-20 13:52:52, id: test-135156-325, time: 56.350s, received: 6162 msg/s
2018-12-20 13:52:53, id: test-135156-325, time: 57.357s, received: 6194 msg/s
2018-12-20 13:52:54, id: test-135156-325, time: 58.357s, received: 6044 msg/s
2018-12-20 13:52:55, id: test-135156-325, time: 59.357s, received: 6350 msg/s
2018-12-20 13:52:56, id: test-135156-325, time: 60.357s, received: 6208 msg/s
2018-12-20 13:52:57, id: test-135156-325, time: 61.357s, received: 6283 msg/s
2018-12-20 13:52:58, id: test-135156-325, time: 62.357s, received: 6305 msg/s
2018-12-20 13:52:59, id: test-135156-325, time: 63.357s, received: 6388 msg/s
2018-12-20 13:53:00, id: test-135156-325, time: 64.357s, received: 6264 msg/s
2018-12-20 13:53:01, id: test-135156-325, time: 65.357s, received: 6155 msg/s
2018-12-20 13:53:02, id: test-135156-325, time: 66.357s, received: 6030 msg/s
2018-12-20 13:53:03, id: test-135156-325, time: 67.357s, received: 6120 msg/s
2018-12-20 13:53:04, id: test-135156-325, time: 68.357s, received: 6147 msg/s
