2018-12-12 20:22:19, id: test-202219-491, starting producer #0
2018-12-12 20:22:19, id: test-202219-491, starting producer #0, channel #0
2018-12-12 20:22:20, id: test-202219-491, time: 1.044s, sent: 8900 msg/s
2018-12-12 20:22:21, id: test-202219-491, time: 2.273s, sent: 9178 msg/s
2018-12-12 20:22:22, id: test-202219-491, time: 3.395s, sent: 7418 msg/s
2018-12-12 20:22:23, id: test-202219-491, time: 4.403s, sent: 7496 msg/s
2018-12-12 20:22:25, id: test-202219-491, time: 5.576s, sent: 7936 msg/s
2018-12-12 20:22:26, id: test-202219-491, time: 6.642s, sent: 8321 msg/s
2018-12-12 20:22:27, id: test-202219-491, time: 7.811s, sent: 7587 msg/s
2018-12-12 20:22:28, id: test-202219-491, time: 8.995s, sent: 7862 msg/s
2018-12-12 20:22:29, id: test-202219-491, time: 10.062s, sent: 7697 msg/s
2018-12-12 20:22:30, id: test-202219-491, time: 11.119s, sent: 6631 msg/s
2018-12-12 20:22:31, id: test-202219-491, time: 12.211s, sent: 7521 msg/s
2018-12-12 20:22:32, id: test-202219-491, time: 13.287s, sent: 7023 msg/s
2018-12-12 20:22:34, id: test-202219-491, time: 14.472s, sent: 7300 msg/s
2018-12-12 20:22:35, id: test-202219-491, time: 15.595s, sent: 7411 msg/s
2018-12-12 20:22:36, id: test-202219-491, time: 16.651s, sent: 7571 msg/s
2018-12-12 20:22:37, id: test-202219-491, time: 17.653s, sent: 6994 msg/s
2018-12-12 20:22:38, id: test-202219-491, time: 18.772s, sent: 7829 msg/s
2018-12-12 20:22:39, id: test-202219-491, time: 19.777s, sent: 6865 msg/s
2018-12-12 20:22:40, id: test-202219-491, time: 20.891s, sent: 7471 msg/s
2018-12-12 20:22:41, id: test-202219-491, time: 21.951s, sent: 7128 msg/s
2018-12-12 20:22:42, id: test-202219-491, time: 23.002s, sent: 7085 msg/s
2018-12-12 20:22:43, id: test-202219-491, time: 24.111s, sent: 7899 msg/s
2018-12-12 20:22:44, id: test-202219-491, time: 25.175s, sent: 7822 msg/s
2018-12-12 20:22:45, id: test-202219-491, time: 26.317s, sent: 8150 msg/s
2018-12-12 20:22:47, id: test-202219-491, time: 27.467s, sent: 8761 msg/s
2018-12-12 20:22:48, id: test-202219-491, time: 28.507s, sent: 7370 msg/s
2018-12-12 20:22:49, id: test-202219-491, time: 29.571s, sent: 8234 msg/s
2018-12-12 20:22:50, id: test-202219-491, time: 30.634s, sent: 8241 msg/s
2018-12-12 20:22:51, id: test-202219-491, time: 31.707s, sent: 7756 msg/s
2018-12-12 20:22:52, id: test-202219-491, time: 32.815s, sent: 7907 msg/s
2018-12-12 20:22:53, id: test-202219-491, time: 33.952s, sent: 8283 msg/s
2018-12-12 20:22:54, id: test-202219-491, time: 34.997s, sent: 7126 msg/s
2018-12-12 20:22:55, id: test-202219-491, time: 36.050s, sent: 7176 msg/s
2018-12-12 20:22:56, id: test-202219-491, time: 37.150s, sent: 7466 msg/s
2018-12-12 20:22:57, id: test-202219-491, time: 38.242s, sent: 6920 msg/s
2018-12-12 20:22:58, id: test-202219-491, time: 39.401s, sent: 7559 msg/s
2018-12-12 20:23:00, id: test-202219-491, time: 40.583s, sent: 7040 msg/s
2018-12-12 20:23:01, id: test-202219-491, time: 41.626s, sent: 7139 msg/s
2018-12-12 20:23:02, id: test-202219-491, time: 42.626s, sent: 8809 msg/s
2018-12-12 20:23:03, id: test-202219-491, time: 43.626s, sent: 6929 msg/s
2018-12-12 20:23:04, id: test-202219-491, time: 44.737s, sent: 6830 msg/s
2018-12-12 20:23:05, id: test-202219-491, time: 45.827s, sent: 6932 msg/s
2018-12-12 20:23:06, id: test-202219-491, time: 46.871s, sent: 6713 msg/s
2018-12-12 20:23:07, id: test-202219-491, time: 48.023s, sent: 7605 msg/s
2018-12-12 20:23:08, id: test-202219-491, time: 49.123s, sent: 8063 msg/s
2018-12-12 20:23:09, id: test-202219-491, time: 50.231s, sent: 7907 msg/s
2018-12-12 20:23:10, id: test-202219-491, time: 51.252s, sent: 8580 msg/s
2018-12-12 20:23:12, id: test-202219-491, time: 52.443s, sent: 7448 msg/s
2018-12-12 20:23:13, id: test-202219-491, time: 53.487s, sent: 7237 msg/s
2018-12-12 20:23:14, id: test-202219-491, time: 54.511s, sent: 7379 msg/s
2018-12-12 20:23:15, id: test-202219-491, time: 55.661s, sent: 7522 msg/s
2018-12-12 20:23:16, id: test-202219-491, time: 56.823s, sent: 7162 msg/s
2018-12-12 20:23:17, id: test-202219-491, time: 57.939s, sent: 7850 msg/s
2018-12-12 20:23:18, id: test-202219-491, time: 58.986s, sent: 7112 msg/s
2018-12-12 20:23:19, id: test-202219-491, time: 60.048s, sent: 8352 msg/s
2018-12-12 20:23:20, id: test-202219-491, time: 61.057s, sent: 8031 msg/s
2018-12-12 20:23:21, id: test-202219-491, time: 62.191s, sent: 7918 msg/s
2018-12-12 20:23:22, id: test-202219-491, time: 63.192s, sent: 8752 msg/s
