2018-11-23 23:43:36, 195156 records sent, 39031.2 records/sec (19.06 MB/sec), 10.6 ms avg latency, 252.0 max latency.
2018-11-23 23:43:41, 195505 records sent, 39101.0 records/sec (19.09 MB/sec), 91.1 ms avg latency, 668.0 max latency.
2018-11-23 23:43:46, 195329 records sent, 39065.8 records/sec (19.08 MB/sec), 1.6 ms avg latency, 9.0 max latency.
2018-11-23 23:43:51, 195362 records sent, 39072.4 records/sec (19.08 MB/sec), 1.7 ms avg latency, 15.0 max latency.
2018-11-23 23:43:56, 195339 records sent, 39067.8 records/sec (19.08 MB/sec), 1.6 ms avg latency, 9.0 max latency.
2018-11-23 23:44:01, 195374 records sent, 39074.8 records/sec (19.08 MB/sec), 1.6 ms avg latency, 17.0 max latency.
2018-11-23 23:44:06, 195326 records sent, 39065.2 records/sec (19.07 MB/sec), 1.7 ms avg latency, 17.0 max latency.
2018-11-23 23:44:11, 65912 records sent, 12526.0 records/sec (6.12 MB/sec), 1.7 ms avg latency, 3580.0 max latency.
2018-11-23 23:44:16, 335075 records sent, 67001.6 records/sec (32.72 MB/sec), 1029.1 ms avg latency, 3581.0 max latency.
2018-11-23 23:44:21, 195352 records sent, 39070.4 records/sec (19.08 MB/sec), 1.7 ms avg latency, 14.0 max latency.
2018-11-23 23:44:26, 195369 records sent, 39073.8 records/sec (19.08 MB/sec), 1.7 ms avg latency, 15.0 max latency.
2018-11-23 23:44:31, 195365 records sent, 39073.0 records/sec (19.08 MB/sec), 1.7 ms avg latency, 16.0 max latency.
2018-11-23 23:44:36, 195428 records sent, 39070.0 records/sec (19.08 MB/sec), 1.6 ms avg latency, 8.0 max latency.
2018-11-23 23:44:41, 195087 records sent, 39017.4 records/sec (19.05 MB/sec), 1.7 ms avg latency, 29.0 max latency.
2018-11-23 23:44:46, 195650 records sent, 39122.2 records/sec (19.10 MB/sec), 1.6 ms avg latency, 11.0 max latency.
2018-11-23 23:44:51, 195353 records sent, 39070.6 records/sec (19.08 MB/sec), 1.6 ms avg latency, 16.0 max latency.
2018-11-23 23:44:57, 102345 records sent, 17043.3 records/sec (8.32 MB/sec), 2.1 ms avg latency, 3389.0 max latency.
2018-11-23 23:45:02, 327681 records sent, 65536.2 records/sec (32.00 MB/sec), 826.0 ms avg latency, 3392.0 max latency.
2018-11-23 23:45:07, 195378 records sent, 39075.6 records/sec (19.08 MB/sec), 1.7 ms avg latency, 13.0 max latency.
2018-11-23 23:45:12, 195324 records sent, 39064.8 records/sec (19.07 MB/sec), 1.7 ms avg latency, 5.0 max latency.
2018-11-23 23:45:17, 195403 records sent, 39080.6 records/sec (19.08 MB/sec), 1.8 ms avg latency, 22.0 max latency.
2018-11-23 23:45:22, 195334 records sent, 39059.0 records/sec (19.07 MB/sec), 98.1 ms avg latency, 701.0 max latency.
