2018-11-25 12:40:08, 146360 records sent, 29272.0 records/sec (14.29 MB/sec), 10.1 ms avg latency, 264.0 max latency.
2018-11-25 12:40:13, 146576 records sent, 29315.2 records/sec (14.31 MB/sec), 1.9 ms avg latency, 7.0 max latency.
2018-11-25 12:40:18, 146555 records sent, 29311.0 records/sec (14.31 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 12:40:23, 146519 records sent, 29297.9 records/sec (14.31 MB/sec), 320.8 ms avg latency, 1339.0 max latency.
2018-11-25 12:40:28, 146538 records sent, 29307.6 records/sec (14.31 MB/sec), 33.0 ms avg latency, 405.0 max latency.
2018-11-25 12:40:33, 146510 records sent, 29302.0 records/sec (14.31 MB/sec), 1.9 ms avg latency, 7.0 max latency.
2018-11-25 12:40:38, 146540 records sent, 29308.0 records/sec (14.31 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 12:40:43, 146537 records sent, 29301.5 records/sec (14.31 MB/sec), 1.9 ms avg latency, 5.0 max latency.
2018-11-25 12:40:48, 146542 records sent, 29308.4 records/sec (14.31 MB/sec), 1.9 ms avg latency, 13.0 max latency.
2018-11-25 12:40:53, 146507 records sent, 29295.5 records/sec (14.30 MB/sec), 1.7 ms avg latency, 6.0 max latency.
2018-11-25 12:40:58, 112152 records sent, 22430.4 records/sec (10.95 MB/sec), 1010.9 ms avg latency, 2440.0 max latency.
2018-11-25 12:41:03, 180892 records sent, 36178.4 records/sec (17.67 MB/sec), 193.7 ms avg latency, 1176.0 max latency.
2018-11-25 12:41:08, 146541 records sent, 29296.5 records/sec (14.30 MB/sec), 1.9 ms avg latency, 13.0 max latency.
2018-11-25 12:41:13, 146542 records sent, 29308.4 records/sec (14.31 MB/sec), 1.9 ms avg latency, 10.0 max latency.
2018-11-25 12:41:18, 146477 records sent, 29295.4 records/sec (14.30 MB/sec), 1.8 ms avg latency, 15.0 max latency.
2018-11-25 12:41:23, 146569 records sent, 29313.8 records/sec (14.31 MB/sec), 1.8 ms avg latency, 4.0 max latency.
2018-11-25 12:41:28, 146479 records sent, 29295.8 records/sec (14.30 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-25 12:41:33, 146533 records sent, 29306.6 records/sec (14.31 MB/sec), 1.9 ms avg latency, 10.0 max latency.
2018-11-25 12:41:38, 146529 records sent, 29299.9 records/sec (14.31 MB/sec), 1.8 ms avg latency, 10.0 max latency.
2018-11-25 12:41:43, 146528 records sent, 29305.6 records/sec (14.31 MB/sec), 1.7 ms avg latency, 8.0 max latency.
2018-11-25 12:41:48, 81470 records sent, 14711.1 records/sec (7.18 MB/sec), 2.3 ms avg latency, 2759.0 max latency.
2018-11-25 12:41:53, 227335 records sent, 45448.8 records/sec (22.19 MB/sec), 839.4 ms avg latency, 2762.0 max latency.
2018-11-25 12:41:58, 146573 records sent, 29314.6 records/sec (14.31 MB/sec), 1.9 ms avg latency, 18.0 max latency.
2018-11-25 12:42:03, 146477 records sent, 29295.4 records/sec (14.30 MB/sec), 1.9 ms avg latency, 4.0 max latency.
2018-11-25 12:42:08, 146537 records sent, 29307.4 records/sec (14.31 MB/sec), 1.9 ms avg latency, 10.0 max latency.
2018-11-25 12:42:13, 146542 records sent, 29308.4 records/sec (14.31 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-25 12:42:18, 146509 records sent, 29301.8 records/sec (14.31 MB/sec), 1.9 ms avg latency, 4.0 max latency.
2018-11-25 12:42:24, 93422 records sent, 15418.7 records/sec (7.53 MB/sec), 1.9 ms avg latency, 2872.0 max latency.
2018-11-25 12:42:29, 230647 records sent, 46120.2 records/sec (22.52 MB/sec), 931.8 ms avg latency, 2874.0 max latency.
2018-11-25 12:42:34, 146539 records sent, 29301.9 records/sec (14.31 MB/sec), 1.8 ms avg latency, 12.0 max latency.
2018-11-25 12:42:39, 146525 records sent, 29305.0 records/sec (14.31 MB/sec), 1.9 ms avg latency, 7.0 max latency.
2018-11-25 12:42:44, 146523 records sent, 29298.7 records/sec (14.31 MB/sec), 1.9 ms avg latency, 13.0 max latency.
2018-11-25 12:42:49, 146538 records sent, 29307.6 records/sec (14.31 MB/sec), 1.9 ms avg latency, 9.0 max latency.
2018-11-25 12:42:54, 146539 records sent, 29301.9 records/sec (14.31 MB/sec), 1.9 ms avg latency, 11.0 max latency.
2018-11-25 12:43:00, 90612 records sent, 15129.7 records/sec (7.39 MB/sec), 2.4 ms avg latency, 2898.0 max latency.
2018-11-25 12:43:05, 231413 records sent, 46282.6 records/sec (22.60 MB/sec), 922.8 ms avg latency, 2900.0 max latency.
2018-11-25 12:43:10, 146508 records sent, 29301.6 records/sec (14.31 MB/sec), 1.7 ms avg latency, 5.0 max latency.
2018-11-25 12:43:15, 146507 records sent, 29295.5 records/sec (14.30 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-25 12:43:20, 146539 records sent, 29307.8 records/sec (14.31 MB/sec), 1.8 ms avg latency, 5.0 max latency.
2018-11-25 12:43:25, 146509 records sent, 29295.9 records/sec (14.30 MB/sec), 1.8 ms avg latency, 13.0 max latency.
2018-11-25 12:43:30, 146526 records sent, 29305.2 records/sec (14.31 MB/sec), 1.8 ms avg latency, 11.0 max latency.
2018-11-25 12:43:35, 146463 records sent, 29292.6 records/sec (14.30 MB/sec), 1.9 ms avg latency, 17.0 max latency.
2018-11-25 12:43:40, 146539 records sent, 29301.9 records/sec (14.31 MB/sec), 1.9 ms avg latency, 3.0 max latency.
2018-11-25 12:43:45, 146554 records sent, 29310.8 records/sec (14.31 MB/sec), 1.8 ms avg latency, 12.0 max latency.
