2018-12-24 21:01:28, id: test-210128-420, starting consumer #0
2018-12-24 21:01:28, id: test-210128-420, starting consumer #0, channel #0
2018-12-24 21:01:30, id: test-210128-420, time: 1.873s, received: 0.53 msg/s
2018-12-24 21:01:31, id: test-210128-420, time: 2.873s, received: 14291 msg/s
2018-12-24 21:01:32, id: test-210128-420, time: 3.873s, received: 15861 msg/s
2018-12-24 21:01:33, id: test-210128-420, time: 4.873s, received: 15658 msg/s
2018-12-24 21:01:34, id: test-210128-420, time: 5.873s, received: 15660 msg/s
2018-12-24 21:01:35, id: test-210128-420, time: 6.873s, received: 15847 msg/s
2018-12-24 21:01:36, id: test-210128-420, time: 7.873s, received: 15448 msg/s
2018-12-24 21:01:37, id: test-210128-420, time: 8.873s, received: 15726 msg/s
2018-12-24 21:01:38, id: test-210128-420, time: 9.873s, received: 15599 msg/s
2018-12-24 21:01:39, id: test-210128-420, time: 10.873s, received: 16061 msg/s
2018-12-24 21:01:40, id: test-210128-420, time: 11.873s, received: 16248 msg/s
2018-12-24 21:01:41, id: test-210128-420, time: 12.873s, received: 16233 msg/s
2018-12-24 21:01:42, id: test-210128-420, time: 13.873s, received: 16182 msg/s
2018-12-24 21:01:43, id: test-210128-420, time: 14.873s, received: 16313 msg/s
2018-12-24 21:01:44, id: test-210128-420, time: 15.873s, received: 16415 msg/s
2018-12-24 21:01:45, id: test-210128-420, time: 16.873s, received: 16083 msg/s
2018-12-24 21:01:46, id: test-210128-420, time: 17.873s, received: 15953 msg/s
2018-12-24 21:01:47, id: test-210128-420, time: 18.873s, received: 15926 msg/s
2018-12-24 21:01:48, id: test-210128-420, time: 19.873s, received: 16436 msg/s
2018-12-24 21:01:49, id: test-210128-420, time: 20.873s, received: 16273 msg/s
2018-12-24 21:01:50, id: test-210128-420, time: 21.873s, received: 15878 msg/s
2018-12-24 21:01:51, id: test-210128-420, time: 22.873s, received: 15535 msg/s
2018-12-24 21:01:52, id: test-210128-420, time: 23.873s, received: 15883 msg/s
2018-12-24 21:01:53, id: test-210128-420, time: 24.873s, received: 15715 msg/s
2018-12-24 21:01:54, id: test-210128-420, time: 25.873s, received: 15581 msg/s
2018-12-24 21:01:55, id: test-210128-420, time: 26.873s, received: 16003 msg/s
2018-12-24 21:01:56, id: test-210128-420, time: 27.873s, received: 15931 msg/s
2018-12-24 21:01:57, id: test-210128-420, time: 28.873s, received: 15622 msg/s
2018-12-24 21:01:58, id: test-210128-420, time: 29.873s, received: 16008 msg/s
2018-12-24 21:01:59, id: test-210128-420, time: 30.873s, received: 15800 msg/s
2018-12-24 21:02:00, id: test-210128-420, time: 31.873s, received: 15749 msg/s
2018-12-24 21:02:01, id: test-210128-420, time: 32.873s, received: 15528 msg/s
2018-12-24 21:02:02, id: test-210128-420, time: 33.873s, received: 15951 msg/s
2018-12-24 21:02:03, id: test-210128-420, time: 34.873s, received: 16060 msg/s
2018-12-24 21:02:04, id: test-210128-420, time: 35.873s, received: 16230 msg/s
2018-12-24 21:02:05, id: test-210128-420, time: 36.873s, received: 15673 msg/s
2018-12-24 21:02:06, id: test-210128-420, time: 37.873s, received: 15836 msg/s
2018-12-24 21:02:07, id: test-210128-420, time: 38.873s, received: 15830 msg/s
2018-12-24 21:02:08, id: test-210128-420, time: 39.873s, received: 16277 msg/s
2018-12-24 21:02:09, id: test-210128-420, time: 40.873s, received: 15569 msg/s
2018-12-24 21:02:10, id: test-210128-420, time: 41.873s, received: 15764 msg/s
2018-12-24 21:02:11, id: test-210128-420, time: 42.873s, received: 15889 msg/s
2018-12-24 21:02:12, id: test-210128-420, time: 43.873s, received: 15750 msg/s
2018-12-24 21:02:13, id: test-210128-420, time: 44.873s, received: 15903 msg/s
2018-12-24 21:02:14, id: test-210128-420, time: 45.873s, received: 15781 msg/s
2018-12-24 21:02:15, id: test-210128-420, time: 46.873s, received: 15977 msg/s
2018-12-24 21:02:16, id: test-210128-420, time: 47.873s, received: 15801 msg/s
2018-12-24 21:02:17, id: test-210128-420, time: 48.873s, received: 15826 msg/s
2018-12-24 21:02:18, id: test-210128-420, time: 49.873s, received: 16008 msg/s
2018-12-24 21:02:19, id: test-210128-420, time: 50.873s, received: 15888 msg/s
2018-12-24 21:02:20, id: test-210128-420, time: 51.873s, received: 15832 msg/s
2018-12-24 21:02:21, id: test-210128-420, time: 52.873s, received: 15673 msg/s
2018-12-24 21:02:22, id: test-210128-420, time: 53.873s, received: 15708 msg/s
2018-12-24 21:02:23, id: test-210128-420, time: 54.873s, received: 15659 msg/s
2018-12-24 21:02:24, id: test-210128-420, time: 55.873s, received: 15799 msg/s
2018-12-24 21:02:25, id: test-210128-420, time: 56.873s, received: 15768 msg/s
2018-12-24 21:02:26, id: test-210128-420, time: 57.873s, received: 15956 msg/s
2018-12-24 21:02:27, id: test-210128-420, time: 58.873s, received: 15762 msg/s
2018-12-24 21:02:28, id: test-210128-420, time: 59.873s, received: 15684 msg/s
2018-12-24 21:02:29, id: test-210128-420, time: 60.873s, received: 14954 msg/s
2018-12-24 21:02:30, id: test-210128-420, time: 61.873s, received: 15961 msg/s
2018-12-24 21:02:31, id: test-210128-420, time: 62.873s, received: 15778 msg/s
2018-12-24 21:02:32, id: test-210128-420, time: 63.873s, received: 15763 msg/s
2018-12-24 21:02:33, id: test-210128-420, time: 64.873s, received: 16258 msg/s
2018-12-24 21:02:34, id: test-210128-420, time: 65.873s, received: 16103 msg/s
2018-12-24 21:02:35, id: test-210128-420, time: 66.873s, received: 16043 msg/s
2018-12-24 21:02:36, id: test-210128-420, time: 67.873s, received: 15910 msg/s
2018-12-24 21:02:37, id: test-210128-420, time: 68.873s, received: 16111 msg/s
2018-12-24 21:02:38, id: test-210128-420, time: 69.873s, received: 15624 msg/s
2018-12-24 21:02:39, id: test-210128-420, time: 70.873s, received: 15822 msg/s
2018-12-24 21:02:40, id: test-210128-420, time: 71.873s, received: 16016 msg/s
2018-12-24 21:02:41, id: test-210128-420, time: 72.873s, received: 15975 msg/s
2018-12-24 21:02:42, id: test-210128-420, time: 73.873s, received: 16107 msg/s
2018-12-24 21:02:43, id: test-210128-420, time: 74.873s, received: 15955 msg/s
2018-12-24 21:02:44, id: test-210128-420, time: 75.873s, received: 16350 msg/s
2018-12-24 21:02:45, id: test-210128-420, time: 76.873s, received: 16044 msg/s
2018-12-24 21:02:46, id: test-210128-420, time: 77.873s, received: 15791 msg/s
2018-12-24 21:02:47, id: test-210128-420, time: 78.873s, received: 16213 msg/s
2018-12-24 21:02:48, id: test-210128-420, time: 79.873s, received: 15803 msg/s
2018-12-24 21:02:49, id: test-210128-420, time: 80.873s, received: 15976 msg/s
2018-12-24 21:02:50, id: test-210128-420, time: 81.873s, received: 15888 msg/s
2018-12-24 21:02:51, id: test-210128-420, time: 82.873s, received: 16043 msg/s
2018-12-24 21:02:52, id: test-210128-420, time: 83.873s, received: 15989 msg/s
2018-12-24 21:02:53, id: test-210128-420, time: 84.873s, received: 16346 msg/s
2018-12-24 21:02:54, id: test-210128-420, time: 85.873s, received: 15885 msg/s
2018-12-24 21:02:55, id: test-210128-420, time: 86.873s, received: 15992 msg/s
2018-12-24 21:02:56, id: test-210128-420, time: 87.873s, received: 15909 msg/s
2018-12-24 21:02:57, id: test-210128-420, time: 88.873s, received: 15884 msg/s
2018-12-24 21:02:58, id: test-210128-420, time: 89.873s, received: 16079 msg/s
