time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-27 01:08:49:281, 0, 70.1138, 14.0228, 143593, 28718.6000, 19, 4981, 14.0762, 28828.1470
2018-11-27 01:08:54:281, 0, 150.4897, 16.0752, 308203, 32922.0000, 0, 5000, 16.0752, 32922.0000
2018-11-27 01:08:59:281, 0, 234.3926, 16.7806, 480036, 34366.6000, 0, 5000, 16.7806, 34366.6000
2018-11-27 01:09:04:281, 0, 316.7969, 16.4809, 648800, 33752.8000, 0, 5000, 16.4809, 33752.8000
2018-11-27 01:09:09:281, 0, 402.0620, 17.0530, 823423, 34924.6000, 0, 5000, 17.0530, 34924.6000
2018-11-27 01:09:14:281, 0, 486.8579, 16.9592, 997085, 34732.4000, 0, 5000, 16.9592, 34732.4000
2018-11-27 01:09:19:281, 0, 574.3784, 17.5041, 1176327, 35848.4000, 0, 5000, 17.5041, 35848.4000
2018-11-27 01:09:24:281, 0, 662.0503, 17.5344, 1355879, 35910.4000, 0, 5000, 17.5344, 35910.4000
2018-11-27 01:09:29:281, 0, 747.3760, 17.0651, 1530626, 34949.4000, 0, 5000, 17.0651, 34949.4000
2018-11-27 01:09:34:281, 0, 831.7783, 16.8805, 1703482, 34571.2000, 0, 5000, 16.8805, 34571.2000
2018-11-27 01:09:39:281, 0, 917.1797, 17.0803, 1878384, 34980.4000, 0, 5000, 17.0803, 34980.4000
2018-11-27 01:09:44:281, 0, 1004.4883, 17.4617, 2057192, 35761.6000, 0, 5000, 17.4617, 35761.6000
2018-11-27 01:09:49:281, 0, 1091.7969, 17.4617, 2236000, 35761.6000, 0, 5000, 17.4617, 35761.6000
2018-11-27 01:09:54:281, 0, 1177.8794, 17.2165, 2412297, 35259.4000, 0, 5000, 17.2165, 35259.4000
2018-11-27 01:09:59:281, 0, 1263.5532, 17.1348, 2587757, 35092.0000, 0, 5000, 17.1348, 35092.0000
2018-11-27 01:10:04:281, 0, 1348.8184, 17.0530, 2762380, 34924.6000, 0, 5000, 17.0530, 34924.6000
2018-11-27 01:10:09:281, 0, 1434.1289, 17.0621, 2937096, 34943.2000, 0, 5000, 17.0621, 34943.2000
2018-11-27 01:10:14:281, 0, 1519.9995, 17.1741, 3112959, 35172.6000, 0, 5000, 17.1741, 35172.6000
2018-11-27 01:10:19:281, 0, 1606.7329, 17.3467, 3290589, 35526.0000, 0, 5000, 17.3467, 35526.0000
2018-11-27 01:10:24:281, 0, 1693.2695, 17.3073, 3467816, 35445.4000, 0, 5000, 17.3073, 35445.4000
2018-11-27 01:10:29:282, 0, 1779.7759, 17.2978, 3644981, 35425.9148, 0, 5001, 17.2978, 35425.9148
2018-11-27 01:10:34:282, 0, 1866.4790, 17.3406, 3822549, 35513.6000, 0, 5000, 17.3406, 35513.6000
2018-11-27 01:10:39:282, 0, 1952.8491, 17.2740, 3999435, 35377.2000, 0, 5000, 17.2740, 35377.2000
2018-11-27 01:10:44:282, 0, 2039.2949, 17.2892, 4176476, 35408.2000, 0, 5000, 17.2892, 35408.2000
2018-11-27 01:10:49:282, 0, 2127.2998, 17.6010, 4356710, 36046.8000, 0, 5000, 17.6010, 36046.8000
2018-11-27 01:10:54:282, 0, 2213.7153, 17.2831, 4533689, 35395.8000, 0, 5000, 17.2831, 35395.8000
2018-11-27 01:10:59:282, 0, 2297.9814, 16.8532, 4706266, 34515.4000, 0, 5000, 16.8532, 34515.4000
2018-11-27 01:11:04:282, 0, 2383.9429, 17.1923, 4882315, 35209.8000, 0, 5000, 17.1923, 35209.8000
2018-11-27 01:11:09:282, 0, 2470.3281, 17.2771, 5059232, 35383.4000, 0, 5000, 17.2771, 35383.4000
2018-11-27 01:11:14:282, 0, 2556.8042, 17.2952, 5236335, 35420.6000, 0, 5000, 17.2952, 35420.6000
2018-11-27 01:11:19:282, 0, 2643.0684, 17.2528, 5413004, 35333.8000, 0, 5000, 17.2528, 35333.8000
2018-11-27 01:11:24:282, 0, 2730.2710, 17.4405, 5591595, 35718.2000, 0, 5000, 17.4405, 35718.2000
2018-11-27 01:11:29:282, 0, 2817.4585, 17.4375, 5770155, 35712.0000, 0, 5000, 17.4375, 35712.0000
2018-11-27 01:11:34:282, 0, 2903.0869, 17.1257, 5945522, 35073.4000, 0, 5000, 17.1257, 35073.4000
2018-11-27 01:11:39:282, 0, 2989.3813, 17.2589, 6122253, 35346.2000, 0, 5000, 17.2589, 35346.2000
2018-11-27 01:11:44:282, 0, 3076.0391, 17.3315, 6299728, 35495.0000, 0, 5000, 17.3315, 35495.0000
2018-11-27 01:11:49:282, 0, 3162.4697, 17.2861, 6476738, 35402.0000, 0, 5000, 17.2861, 35402.0000
2018-11-27 01:11:54:282, 0, 3248.1436, 17.1348, 6652198, 35092.0000, 0, 5000, 17.1348, 35092.0000
2018-11-27 01:11:59:282, 0, 3334.2109, 17.2135, 6828464, 35253.2000, 0, 5000, 17.2135, 35253.2000
2018-11-27 01:12:04:282, 0, 3420.6113, 17.2801, 7005412, 35389.6000, 0, 5000, 17.2801, 35389.6000
2018-11-27 01:12:09:282, 0, 3507.8594, 17.4496, 7184096, 35736.8000, 0, 5000, 17.4496, 35736.8000
2018-11-27 01:12:14:282, 0, 3593.7451, 17.1771, 7359990, 35178.8000, 0, 5000, 17.1771, 35178.8000
2018-11-27 01:12:19:282, 0, 3678.1475, 16.8805, 7532846, 34571.2000, 0, 5000, 16.8805, 34571.2000
2018-11-27 01:12:24:282, 0, 3763.2915, 17.0288, 7707221, 34875.0000, 0, 5000, 17.0288, 34875.0000
2018-11-27 01:12:29:282, 0, 3851.2661, 17.5949, 7887393, 36034.4000, 0, 5000, 17.5949, 36034.4000
2018-11-27 01:12:34:283, 0, 3937.1216, 17.1677, 8063225, 35159.3681, 0, 5001, 17.1677, 35159.3681
2018-11-27 01:12:39:283, 0, 4026.1104, 17.7978, 8245474, 36449.8000, 0, 5000, 17.7978, 36449.8000
2018-11-27 01:12:44:283, 0, 4113.4189, 17.4617, 8424282, 35761.6000, 0, 5000, 17.4617, 35761.6000
2018-11-27 01:12:49:283, 0, 4201.3027, 17.5768, 8604268, 35997.2000, 0, 5000, 17.5768, 35997.2000
2018-11-27 01:12:54:283, 0, 4288.5054, 17.4405, 8782859, 35718.2000, 0, 5000, 17.4405, 35718.2000
2018-11-27 01:12:59:283, 0, 4377.6455, 17.8280, 8965418, 36511.8000, 0, 5000, 17.8280, 36511.8000
2018-11-27 01:13:04:283, 0, 4465.3022, 17.5313, 9144939, 35904.2000, 0, 5000, 17.5313, 35904.2000
2018-11-27 01:13:09:283, 0, 4554.9116, 17.9219, 9328459, 36704.0000, 0, 5000, 17.9219, 36704.0000
2018-11-27 01:13:14:284, 0, 4642.8105, 17.5763, 9508476, 35996.2008, 0, 5001, 17.5763, 35996.2008
2018-11-27 01:13:19:284, 0, 4729.2866, 17.2952, 9685579, 35420.6000, 0, 5000, 17.2952, 35420.6000
2018-11-27 01:13:24:284, 0, 4818.6084, 17.8644, 9868510, 36586.2000, 0, 5000, 17.8644, 36586.2000
2018-11-27 01:13:29:284, 0, 4906.0835, 17.4950, 10047659, 35829.8000, 0, 5000, 17.4950, 35829.8000
2018-11-27 01:13:34:284, 0, 4992.4536, 17.2740, 10224545, 35377.2000, 0, 5000, 17.2740, 35377.2000
2018-11-27 01:13:39:284, 0, 5080.3979, 17.5889, 10404655, 36022.0000, 0, 5000, 17.5889, 36022.0000
2018-11-27 01:13:44:284, 0, 5167.1313, 17.3467, 10582285, 35526.0000, 0, 5000, 17.3467, 35526.0000
2018-11-27 01:13:49:284, 0, 5253.7134, 17.3164, 10759605, 35464.0000, 0, 5000, 17.3164, 35464.0000
2018-11-27 01:13:54:284, 0, 5340.9160, 17.4405, 10938196, 35718.2000, 0, 5000, 17.4405, 35718.2000
2018-11-27 01:13:59:284, 0, 5428.4517, 17.5071, 11117469, 35854.6000, 0, 5000, 17.5071, 35854.6000
2018-11-27 01:14:04:284, 0, 5516.5625, 17.6222, 11297920, 36090.2000, 0, 5000, 17.6222, 36090.2000
2018-11-27 01:14:09:284, 0, 5605.1577, 17.7190, 11479363, 36288.6000, 0, 5000, 17.7190, 36288.6000
2018-11-27 01:14:14:284, 0, 5691.7397, 17.3164, 11656683, 35464.0000, 0, 5000, 17.3164, 35464.0000
2018-11-27 01:14:19:284, 0, 5778.5337, 17.3588, 11834437, 35550.8000, 0, 5000, 17.3588, 35550.8000
2018-11-27 01:14:24:284, 0, 5866.0693, 17.5071, 12013710, 35854.6000, 0, 5000, 17.5071, 35854.6000
2018-11-27 01:14:29:284, 0, 5954.4678, 17.6797, 12194750, 36208.0000, 0, 5000, 17.6797, 36208.0000
2018-11-27 01:14:34:284, 0, 6044.1226, 17.9310, 12378363, 36722.6000, 0, 5000, 17.9310, 36722.6000
2018-11-27 01:14:39:284, 0, 6134.8823, 18.1520, 12564239, 37175.2000, 0, 5000, 18.1520, 37175.2000
2018-11-27 01:14:44:284, 0, 6223.4170, 17.7069, 12745558, 36263.8000, 0, 5000, 17.7069, 36263.8000
2018-11-27 01:14:49:284, 0, 6310.1050, 17.3376, 12923095, 35507.4000, 0, 5000, 17.3376, 35507.4000
2018-11-27 01:14:54:284, 0, 6397.3076, 17.4405, 13101686, 35718.2000, 0, 5000, 17.4405, 35718.2000
2018-11-27 01:14:59:284, 0, 6485.4487, 17.6282, 13282199, 36102.6000, 0, 5000, 17.6282, 36102.6000
2018-11-27 01:15:04:284, 0, 6574.9976, 17.9098, 13465595, 36679.2000, 0, 5000, 17.9098, 36679.2000
2018-11-27 01:15:09:284, 0, 6662.2153, 17.4436, 13644217, 35724.4000, 0, 5000, 17.4436, 35724.4000
