2018-11-25 13:15:45, 195195 records sent, 39031.2 records/sec (19.06 MB/sec), 26.0 ms avg latency, 251.0 max latency.
2018-11-25 13:15:50, 195525 records sent, 39105.0 records/sec (19.09 MB/sec), 1.9 ms avg latency, 17.0 max latency.
2018-11-25 13:15:55, 195337 records sent, 39059.6 records/sec (19.07 MB/sec), 1.9 ms avg latency, 16.0 max latency.
2018-11-25 13:16:00, 195381 records sent, 39076.2 records/sec (19.08 MB/sec), 1.8 ms avg latency, 15.0 max latency.
2018-11-25 13:16:05, 195403 records sent, 39080.6 records/sec (19.08 MB/sec), 1.8 ms avg latency, 12.0 max latency.
2018-11-25 13:16:10, 195295 records sent, 39059.0 records/sec (19.07 MB/sec), 6.8 ms avg latency, 161.0 max latency.
2018-11-25 13:16:16, 117030 records sent, 18857.6 records/sec (9.21 MB/sec), 1.8 ms avg latency, 3212.0 max latency.
2018-11-25 13:16:21, 320870 records sent, 64174.0 records/sec (31.33 MB/sec), 1106.9 ms avg latency, 3217.0 max latency.
2018-11-25 13:16:26, 195341 records sent, 39068.2 records/sec (19.08 MB/sec), 1.9 ms avg latency, 14.0 max latency.
2018-11-25 13:16:31, 195349 records sent, 39069.8 records/sec (19.08 MB/sec), 1.8 ms avg latency, 7.0 max latency.
2018-11-25 13:16:36, 195303 records sent, 39060.6 records/sec (19.07 MB/sec), 1.9 ms avg latency, 13.0 max latency.
2018-11-25 13:16:41, 195411 records sent, 39082.2 records/sec (19.08 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-25 13:16:46, 195380 records sent, 39076.0 records/sec (19.08 MB/sec), 1.8 ms avg latency, 7.0 max latency.
2018-11-25 13:16:51, 195365 records sent, 39073.0 records/sec (19.08 MB/sec), 1.9 ms avg latency, 16.0 max latency.
2018-11-25 13:16:56, 195340 records sent, 39068.0 records/sec (19.08 MB/sec), 1.8 ms avg latency, 7.0 max latency.
2018-11-25 13:17:01, 195367 records sent, 39065.6 records/sec (19.07 MB/sec), 1.9 ms avg latency, 14.0 max latency.
2018-11-25 13:17:07, 121388 records sent, 18063.7 records/sec (8.82 MB/sec), 2.3 ms avg latency, 3616.0 max latency.
2018-11-25 13:17:12, 336535 records sent, 67293.5 records/sec (32.86 MB/sec), 1190.0 ms avg latency, 3618.0 max latency.
2018-11-25 13:17:17, 195388 records sent, 39069.8 records/sec (19.08 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 13:17:22, 195378 records sent, 39075.6 records/sec (19.08 MB/sec), 1.8 ms avg latency, 16.0 max latency.
2018-11-25 13:17:27, 195373 records sent, 39074.6 records/sec (19.08 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 13:17:32, 195430 records sent, 39086.0 records/sec (19.08 MB/sec), 1.9 ms avg latency, 17.0 max latency.
2018-11-25 13:17:37, 195345 records sent, 39061.2 records/sec (19.07 MB/sec), 1.8 ms avg latency, 4.0 max latency.
2018-11-25 13:17:42, 195411 records sent, 39082.2 records/sec (19.08 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 13:17:47, 195294 records sent, 39058.8 records/sec (19.07 MB/sec), 1.9 ms avg latency, 16.0 max latency.
2018-11-25 13:17:52, 195369 records sent, 39073.8 records/sec (19.08 MB/sec), 1.8 ms avg latency, 8.0 max latency.
2018-11-25 13:17:59, 110452 records sent, 17158.9 records/sec (8.38 MB/sec), 2.2 ms avg latency, 3613.0 max latency.
2018-11-25 13:18:04, 336418 records sent, 67270.1 records/sec (32.85 MB/sec), 1171.2 ms avg latency, 3615.0 max latency.
2018-11-25 13:18:09, 195427 records sent, 39077.6 records/sec (19.08 MB/sec), 1.9 ms avg latency, 17.0 max latency.
2018-11-25 13:18:14, 195411 records sent, 39082.2 records/sec (19.08 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 13:18:19, 195326 records sent, 39065.2 records/sec (19.07 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 13:18:24, 195349 records sent, 39069.8 records/sec (19.08 MB/sec), 1.9 ms avg latency, 16.0 max latency.
2018-11-25 13:18:29, 195333 records sent, 39066.6 records/sec (19.08 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 13:18:34, 195372 records sent, 39074.4 records/sec (19.08 MB/sec), 1.8 ms avg latency, 4.0 max latency.
2018-11-25 13:18:39, 195343 records sent, 39068.6 records/sec (19.08 MB/sec), 2.0 ms avg latency, 22.0 max latency.
2018-11-25 13:18:44, 195349 records sent, 39069.8 records/sec (19.08 MB/sec), 1.9 ms avg latency, 6.0 max latency.
2018-11-25 13:18:49, 195348 records sent, 39069.6 records/sec (19.08 MB/sec), 1.9 ms avg latency, 17.0 max latency.
2018-11-25 13:18:56, 115231 records sent, 16688.1 records/sec (8.15 MB/sec), 2.3 ms avg latency, 3959.0 max latency.
2018-11-25 13:19:01, 349881 records sent, 69976.2 records/sec (34.17 MB/sec), 1259.7 ms avg latency, 3961.0 max latency.
2018-11-25 13:19:06, 195393 records sent, 39078.6 records/sec (19.08 MB/sec), 1.9 ms avg latency, 16.0 max latency.
2018-11-25 13:19:11, 195266 records sent, 39053.2 records/sec (19.07 MB/sec), 1.9 ms avg latency, 16.0 max latency.
2018-11-25 13:19:16, 195388 records sent, 39077.6 records/sec (19.08 MB/sec), 1.8 ms avg latency, 6.0 max latency.
2018-11-25 13:19:21, 195349 records sent, 39062.0 records/sec (19.07 MB/sec), 1.9 ms avg latency, 17.0 max latency.
2018-11-25 13:19:26, 195325 records sent, 39065.0 records/sec (19.07 MB/sec), 1.9 ms avg latency, 17.0 max latency.
2018-11-25 13:19:31, 195310 records sent, 39062.0 records/sec (19.07 MB/sec), 1.9 ms avg latency, 7.0 max latency.
2018-11-25 13:19:36, 195365 records sent, 39073.0 records/sec (19.08 MB/sec), 1.8 ms avg latency, 14.0 max latency.
2018-11-25 13:19:41, 195348 records sent, 39069.6 records/sec (19.08 MB/sec), 1.8 ms avg latency, 5.0 max latency.
2018-11-25 13:19:47, 97336 records sent, 15345.4 records/sec (7.49 MB/sec), 2.3 ms avg latency, 3854.0 max latency.
2018-11-25 13:19:52, 345832 records sent, 69138.7 records/sec (33.76 MB/sec), 1241.5 ms avg latency, 3856.0 max latency.
2018-11-25 13:19:57, 195372 records sent, 39074.4 records/sec (19.08 MB/sec), 1.8 ms avg latency, 6.0 max latency.
2018-11-25 13:20:02, 195224 records sent, 39029.2 records/sec (19.06 MB/sec), 1.9 ms avg latency, 18.0 max latency.
2018-11-25 13:20:07, 195527 records sent, 39105.4 records/sec (19.09 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 13:20:12, 195366 records sent, 39073.2 records/sec (19.08 MB/sec), 1.8 ms avg latency, 13.0 max latency.
2018-11-25 13:20:17, 195334 records sent, 39066.8 records/sec (19.08 MB/sec), 1.9 ms avg latency, 16.0 max latency.
2018-11-25 13:20:22, 195302 records sent, 39060.4 records/sec (19.07 MB/sec), 1.8 ms avg latency, 10.0 max latency.
2018-11-25 13:20:27, 195318 records sent, 39063.6 records/sec (19.07 MB/sec), 1.8 ms avg latency, 17.0 max latency.
2018-11-25 13:20:32, 195428 records sent, 39077.8 records/sec (19.08 MB/sec), 1.8 ms avg latency, 15.0 max latency.
2018-11-25 13:20:39, 101233 records sent, 15493.3 records/sec (7.57 MB/sec), 2.1 ms avg latency, 3946.0 max latency.
2018-11-25 13:20:44, 349423 records sent, 69884.6 records/sec (34.12 MB/sec), 1282.8 ms avg latency, 3947.0 max latency.
2018-11-25 13:20:49, 195319 records sent, 39063.8 records/sec (19.07 MB/sec), 1.9 ms avg latency, 22.0 max latency.
2018-11-25 13:20:54, 195310 records sent, 39062.0 records/sec (19.07 MB/sec), 1.9 ms avg latency, 14.0 max latency.
2018-11-25 13:20:59, 195263 records sent, 39052.6 records/sec (19.07 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 13:21:04, 195341 records sent, 39068.2 records/sec (19.08 MB/sec), 1.8 ms avg latency, 4.0 max latency.
2018-11-25 13:21:09, 195326 records sent, 39065.2 records/sec (19.07 MB/sec), 1.9 ms avg latency, 14.0 max latency.
2018-11-25 13:21:14, 195278 records sent, 39055.6 records/sec (19.07 MB/sec), 1.9 ms avg latency, 12.0 max latency.
2018-11-25 13:21:19, 195366 records sent, 39073.2 records/sec (19.08 MB/sec), 1.8 ms avg latency, 7.0 max latency.
2018-11-25 13:21:24, 195279 records sent, 39055.8 records/sec (19.07 MB/sec), 1.9 ms avg latency, 15.0 max latency.
2018-11-25 13:21:30, 98042 records sent, 16056.7 records/sec (7.84 MB/sec), 2.1 ms avg latency, 3599.0 max latency.
2018-11-25 13:21:35, 335881 records sent, 67176.2 records/sec (32.80 MB/sec), 1159.1 ms avg latency, 3601.0 max latency.
2018-11-25 13:21:40, 14062500 records sent, 39059.787515 records/sec (19.07 MB/sec), 205.15 ms avg latency, 3961.00 ms max latency, 2 ms 50th, 922 ms 95th, 3506 ms 99th, 3871 ms 99.9th.
