time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-24 22:07:06:355, 0, 66.7930, 13.3533, 136792, 27347.4610, 15, 4987, 13.3934, 27429.7173
2018-11-24 22:07:11:355, 0, 140.1216, 14.6657, 286969, 30035.4000, 0, 5000, 14.6657, 30035.4000
2018-11-24 22:07:16:355, 0, 203.4893, 12.6735, 416746, 25955.4000, 0, 5000, 12.6735, 25955.4000
2018-11-24 22:07:21:355, 0, 259.7603, 11.2542, 531989, 23048.6000, 0, 5000, 11.2542, 23048.6000
2018-11-24 22:07:26:355, 0, 335.4292, 15.1338, 686959, 30994.0000, 0, 5000, 15.1338, 30994.0000
2018-11-24 22:07:31:355, 0, 421.2412, 17.1624, 862702, 35148.6000, 0, 5000, 17.1624, 35148.6000
2018-11-24 22:07:36:355, 0, 497.8027, 15.3123, 1019500, 31359.6000, 0, 5000, 15.3123, 31359.6000
2018-11-24 22:07:41:355, 0, 569.3403, 14.3075, 1166009, 29301.8000, 0, 5000, 14.3075, 29301.8000
2018-11-24 22:07:46:355, 0, 640.8604, 14.3040, 1312482, 29294.6000, 0, 5000, 14.3040, 29294.6000
2018-11-24 22:07:51:355, 0, 712.4009, 14.3081, 1458997, 29303.0000, 0, 5000, 14.3081, 29303.0000
2018-11-24 22:07:59:214, 0, 782.6240, 8.9354, 1602814, 18299.6564, 0, 7859, 8.9354, 18299.6564
2018-11-24 22:08:04:214, 0, 844.1489, 12.3050, 1728817, 25200.6000, 0, 5000, 12.3050, 25200.6000
2018-11-24 22:08:09:214, 0, 932.6650, 17.7032, 1910098, 36256.2000, 0, 5000, 17.7032, 36256.2000
2018-11-24 22:08:14:214, 0, 1021.7832, 17.8236, 2092612, 36502.8000, 0, 5000, 17.8236, 36502.8000
2018-11-24 22:08:19:214, 0, 1108.1123, 17.2658, 2269414, 35360.4000, 0, 5000, 17.2658, 35360.4000
2018-11-24 22:08:24:214, 0, 1182.4248, 14.8625, 2421606, 30438.4000, 0, 5000, 14.8625, 30438.4000
