procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  28263    149   3165    0    0     0     4    1    1  1  0 99  0  0 2018-12-19 19:59:01
 0  0      0  28264    149   3165    0    0     0     0  196  276  0  0 100  0  0 2018-12-19 19:59:02
 0  0      0  28265    149   3165    0    0     0   572  511  686  1  0 98  2  0 2018-12-19 19:59:03
 0  0      0  28265    149   3165    0    0     0     0  130  172  0  0 100  0  0 2018-12-19 19:59:04
 0  0      0  28266    149   3165    0    0     0     0  379  581  0  0 100  0  0 2018-12-19 19:59:05
 4  0      0  28255    149   3165    0    0     0     0 18307 22329  8  3 89  0  0 2018-12-19 19:59:06
 4  0      0  28257    149   3165    0    0     0     0 37724 47603 18  6 76  0  0 2018-12-19 19:59:07
 3  0      0  28259    149   3165    0    0     0     0 37934 48049 19  6 76  0  0 2018-12-19 19:59:08
 4  0      0  28262    149   3165    0    0     0     0 39739 47675 18  6 75  0  0 2018-12-19 19:59:09
 5  0      0  28259    149   3165    0    0     0     0 40863 48165 19  6 76  0  0 2018-12-19 19:59:10
 2  0      0  28257    149   3165    0    0     0     0 40254 47180 18  6 76  0  0 2018-12-19 19:59:11
 2  0      0  28253    149   3165    0    0     0     0 38169 46586 17  6 77  0  0 2018-12-19 19:59:12
 4  0      0  28257    149   3165    0    0     0     0 37866 47528 19  5 76  0  0 2018-12-19 19:59:13
 3  0      0  28260    149   3165    0    0     0     0 39879 47734 18  6 76  0  0 2018-12-19 19:59:14
 4  0      0  28259    149   3165    0    0     0     0 39334 47533 18  6 76  0  0 2018-12-19 19:59:15
 3  0      0  28258    149   3165    0    0     0     0 38071 47813 18  6 76  0  0 2018-12-19 19:59:16
 1  0      0  28259    149   3165    0    0     0     0 38407 48693 19  6 76  0  0 2018-12-19 19:59:17
 1  0      0  28262    149   3165    0    0     0     0 38728 48225 18  6 76  0  0 2018-12-19 19:59:18
 3  0      0  28263    149   3165    0    0     0     0 38265 46769 18  5 77  0  0 2018-12-19 19:59:19
 3  0      0  28256    149   3165    0    0     0     0 38684 45432 16  6 77  0  0 2018-12-19 19:59:20
 3  0      0  28259    149   3165    0    0     0     0 40288 48332 18  6 76  0  0 2018-12-19 19:59:21
 4  0      0  28262    149   3165    0    0     0     0 39835 47946 19  5 76  0  0 2018-12-19 19:59:22
 3  0      0  28260    149   3166    0    0     0     0 40505 48265 19  5 76  0  0 2018-12-19 19:59:23
 1  0      0  28263    149   3166    0    0     0     0 39405 47080 18  6 76  0  0 2018-12-19 19:59:24
 2  0      0  28262    149   3165    0    0     0     0 41115 48478 19  6 76  0  0 2018-12-19 19:59:25
 2  0      0  28261    149   3165    0    0     0     0 40676 48879 19  6 76  0  0 2018-12-19 19:59:26
 3  0      0  28261    149   3165    0    0     0     0 38743 46481 19  5 76  0  0 2018-12-19 19:59:27
 3  0      0  28257    149   3165    0    0     0  2312 38517 49094 18  6 76  1  0 2018-12-19 19:59:28
 3  0      0  28260    149   3165    0    0     0    20 40474 48026 20  5 75  0  0 2018-12-19 19:59:29
 3  0      0  28261    149   3165    0    0     0     0 40181 47361 18  6 76  0  0 2018-12-19 19:59:30
 1  0      0  28259    149   3165    0    0     0     0 37931 46370 18  6 77  0  0 2018-12-19 19:59:31
 2  0      0  28257    149   3165    0    0     0     0 37976 45544 18  6 77  0  0 2018-12-19 19:59:32
 3  0      0  28258    149   3165    0    0     0     0 39678 47240 19  5 76  0  0 2018-12-19 19:59:33
 2  0      0  28259    149   3165    0    0     0    12 37679 48184 17  6 76  0  0 2018-12-19 19:59:34
 2  0      0  28256    149   3165    0    0     0     0 36999 46760 17  6 77  0  0 2018-12-19 19:59:35
 1  0      0  28258    149   3165    0    0     0     0 40017 47676 18  6 76  0  0 2018-12-19 19:59:36
 3  0      0  28260    149   3165    0    0     0     0 40589 48822 19  7 75  0  0 2018-12-19 19:59:37
 4  0      0  28259    149   3165    0    0     0     0 39988 47858 18  6 76  0  0 2018-12-19 19:59:38
 3  0      0  28259    149   3165    0    0     0     0 39603 47512 18  6 76  0  0 2018-12-19 19:59:39
 3  0      0  28259    149   3165    0    0     0     0 38566 47235 19  5 76  0  0 2018-12-19 19:59:40
 4  0      0  28257    149   3165    0    0     0     0 37238 47347 17  6 77  0  0 2018-12-19 19:59:41
 3  0      0  28259    149   3165    0    0     0     0 37090 46578 18  6 76  0  0 2018-12-19 19:59:42
 2  0      0  28260    149   3165    0    0     0     0 38718 49047 19  6 75  0  0 2018-12-19 19:59:43
 2  0      0  28259    149   3165    0    0     0     0 38001 46932 18  6 77  0  0 2018-12-19 19:59:44
 2  0      0  28257    149   3165    0    0     0     0 38151 45964 17  6 76  0  0 2018-12-19 19:59:45
 3  0      0  28259    149   3165    0    0     0     0 39746 47812 18  7 76  0  0 2018-12-19 19:59:46
 4  0      0  28258    149   3165    0    0     0     0 38826 46817 18  7 76  0  0 2018-12-19 19:59:47
 3  0      0  28260    149   3165    0    0     0     0 40414 49156 19  5 76  0  0 2018-12-19 19:59:48
 3  0      0  28261    149   3165    0    0     0     0 38503 48422 18  6 76  0  0 2018-12-19 19:59:49
 3  0      0  28258    149   3165    0    0     0     0 40646 49119 18  7 76  0  0 2018-12-19 19:59:50
 2  0      0  28262    149   3165    0    0     0     0 39185 48390 19  5 76  0  0 2018-12-19 19:59:51
 3  0      0  28261    149   3165    0    0     0     0 38265 47846 19  5 76  0  0 2018-12-19 19:59:52
 3  0      0  28259    149   3165    0    0     0     0 38940 48102 18  6 76  0  0 2018-12-19 19:59:53
 3  0      0  28260    149   3165    0    0     0     0 38132 45964 18  6 76  0  0 2018-12-19 19:59:54
 3  0      0  28259    149   3165    0    0     0     0 39629 46695 18  5 77  0  0 2018-12-19 19:59:55
 2  0      0  28260    149   3165    0    0     0     0 39144 47908 18  6 76  0  0 2018-12-19 19:59:56
 4  0      0  28259    149   3165    0    0     0     0 36460 46204 18  5 77  0  0 2018-12-19 19:59:57
 2  0      0  28260    149   3165    0    0     0     0 38469 46822 18  6 76  0  0 2018-12-19 19:59:58
 2  0      0  28261    149   3165    0    0     0  2568 37599 47119 18  6 76  1  0 2018-12-19 19:59:59
 5  0      0  28239    149   3165    0    0     0     0 39243 48043 20  6 74  0  0 2018-12-19 20:00:00
 2  0      0  28258    149   3165    0    0     0     0 38405 47886 19  6 75  0  0 2018-12-19 20:00:01
 4  0      0  28249    149   3173    0    0     0   604 36474 46724 18  6 74  1  0 2018-12-19 20:00:02
 3  0      0  28250    149   3173    0    0     0     0 38539 45943 17  6 77  0  0 2018-12-19 20:00:03
 1  0      0  28250    149   3173    0    0     0     0 39809 47008 18  6 76  0  0 2018-12-19 20:00:04
 3  0      0  28248    149   3173    0    0     0     0 39653 47523 18  5 76  0  0 2018-12-19 20:00:05
 2  0      0  28250    149   3173    0    0     0     0 39263 46494 18  6 76  0  0 2018-12-19 20:00:06
 3  0      0  28248    149   3173    0    0     0     0 37158 45275 17  6 77  0  0 2018-12-19 20:00:07
 3  0      0  28250    149   3173    0    0     0     0 36955 46598 18  5 77  0  0 2018-12-19 20:00:08
 3  0      0  28252    149   3173    0    0     0     0 41097 48691 18  6 76  0  0 2018-12-19 20:00:09
 3  0      0  28252    149   3173    0    0     0     0 39412 48108 18  6 76  0  0 2018-12-19 20:00:10
 3  0      0  28252    149   3173    0    0     0     0 37640 47271 18  6 76  0  0 2018-12-19 20:00:11
 1  0      0  28253    149   3173    0    0     0     0 38152 48880 19  5 76  0  0 2018-12-19 20:00:12
 2  0      0  28250    149   3173    0    0     0     0 36014 45082 18  6 77  0  0 2018-12-19 20:00:13
 4  0      0  28248    149   3173    0    0     0     0 36607 47495 18  6 76  0  0 2018-12-19 20:00:14
 3  0      0  28250    149   3173    0    0     0     0 37831 48516 19  6 75  0  0 2018-12-19 20:00:15
 2  0      0  28249    149   3173    0    0     0     0 37833 46149 18  5 77  0  0 2018-12-19 20:00:16
 4  0      0  28253    149   3173    0    0     0     0 38790 49698 18  6 76  0  0 2018-12-19 20:00:17
 2  0      0  28252    149   3173    0    0     0     0 39627 46957 17  6 76  0  0 2018-12-19 20:00:18
 2  0      0  28250    149   3173    0    0     0     0 38621 45279 18  5 77  0  0 2018-12-19 20:00:19
 5  0      0  28250    149   3173    0    0     0     0 37699 47587 18  6 76  0  0 2018-12-19 20:00:20
 3  0      0  28251    149   3174    0    0     0     0 38961 47549 18  6 76  0  0 2018-12-19 20:00:21
 3  0      0  28254    149   3174    0    0     0     0 40560 48710 19  5 76  0  0 2018-12-19 20:00:22
 3  0      0  28253    149   3174    0    0     0     0 39209 47308 19  5 76  0  0 2018-12-19 20:00:23
 3  0      0  28252    149   3173    0    0     0     0 39924 47100 18  6 76  0  0 2018-12-19 20:00:24
 2  0      0  28248    149   3173    0    0     0     0 35694 44462 17  6 77  0  0 2018-12-19 20:00:25
 3  0      0  28249    149   3174    0    0     0     0 39540 48072 17  6 77  0  0 2018-12-19 20:00:26
 3  0      0  28249    149   3174    0    0     0     0 39369 48310 18  6 76  0  0 2018-12-19 20:00:27
 4  0      0  28246    149   3174    0    0     0     0 40399 48227 18  6 76  0  0 2018-12-19 20:00:28
 3  0      0  28247    149   3173    0    0     0     0 37006 47561 18  6 76  0  0 2018-12-19 20:00:29
 4  0      0  28250    149   3173    0    0     0     0 36857 45614 17  6 77  0  0 2018-12-19 20:00:30
 4  0      0  28251    149   3173    0    0     0     0 40672 48326 18  6 76  0  0 2018-12-19 20:00:31
 3  0      0  28249    149   3173    0    0     0     0 39902 46886 18  6 76  0  0 2018-12-19 20:00:32
 4  0      0  28249    149   3174    0    0     0     0 40729 48232 19  5 76  0  0 2018-12-19 20:00:33
 6  0      0  28251    149   3174    0    0     0     0 38451 48489 18  6 75  0  0 2018-12-19 20:00:34
 4  0      0  28252    149   3174    0    0     0 27408 37974 48623 19  5 76  0  0 2018-12-19 20:00:35
 2  0      0  28251    149   3174    0    0     0     0 38953 47304 19  6 76  0  0 2018-12-19 20:00:36
 1  0      0  28248    149   3174    0    0     0     0 40106 48424 18  6 76  0  0 2018-12-19 20:00:37
 3  0      0  28253    149   3174    0    0     0     0 41314 49009 19  6 75  0  0 2018-12-19 20:00:38
 3  0      0  28253    149   3174    0    0     0     0 40137 47500 19  6 76  0  0 2018-12-19 20:00:39
 3  0      0  28251    149   3173    0    0     0     0 37820 45139 18  5 77  0  0 2018-12-19 20:00:40
 2  0      0  28251    149   3174    0    0     0     0 37849 47227 19  5 76  0  0 2018-12-19 20:00:41
 3  0      0  28251    149   3174    0    0     0     0 36959 45826 18  6 76  0  0 2018-12-19 20:00:42
