2018-12-11 21:22:45, id: test-212245-380, starting producer #0
2018-12-11 21:22:45, id: test-212245-380, starting producer #0, channel #0
2018-12-11 21:22:46, id: test-212245-380, time: 1.000s, sent: 15952 msg/s
2018-12-11 21:22:47, id: test-212245-380, time: 2.000s, sent: 19533 msg/s
2018-12-11 21:22:48, id: test-212245-380, time: 3.000s, sent: 19535 msg/s
2018-12-11 21:22:49, id: test-212245-380, time: 4.000s, sent: 19531 msg/s
2018-12-11 21:22:50, id: test-212245-380, time: 5.000s, sent: 19531 msg/s
2018-12-11 21:22:51, id: test-212245-380, time: 6.000s, sent: 19531 msg/s
2018-12-11 21:22:52, id: test-212245-380, time: 7.000s, sent: 19531 msg/s
2018-12-11 21:22:53, id: test-212245-380, time: 8.001s, sent: 19511 msg/s
2018-12-11 21:22:54, id: test-212245-380, time: 9.001s, sent: 19551 msg/s
2018-12-11 21:22:55, id: test-212245-380, time: 10.001s, sent: 19531 msg/s
2018-12-11 21:22:56, id: test-212245-380, time: 11.001s, sent: 19531 msg/s
2018-12-11 21:22:57, id: test-212245-380, time: 12.002s, sent: 19511 msg/s
2018-12-11 21:22:58, id: test-212245-380, time: 13.002s, sent: 19531 msg/s
2018-12-11 21:22:59, id: test-212245-380, time: 14.002s, sent: 19550 msg/s
2018-12-11 21:23:00, id: test-212245-380, time: 15.003s, sent: 19511 msg/s
2018-12-11 21:23:01, id: test-212245-380, time: 16.003s, sent: 19551 msg/s
2018-12-11 21:23:02, id: test-212245-380, time: 17.003s, sent: 19531 msg/s
2018-12-11 21:23:03, id: test-212245-380, time: 18.003s, sent: 19512 msg/s
2018-12-11 21:23:04, id: test-212245-380, time: 19.003s, sent: 19538 msg/s
2018-12-11 21:23:05, id: test-212245-380, time: 20.003s, sent: 19543 msg/s
2018-12-11 21:23:06, id: test-212245-380, time: 21.003s, sent: 19521 msg/s
2018-12-11 21:23:07, id: test-212245-380, time: 22.003s, sent: 19539 msg/s
2018-12-11 21:23:08, id: test-212245-380, time: 23.003s, sent: 19533 msg/s
2018-12-11 21:23:09, id: test-212245-380, time: 24.004s, sent: 19511 msg/s
2018-12-11 21:23:10, id: test-212245-380, time: 25.005s, sent: 19530 msg/s
2018-12-11 21:23:11, id: test-212245-380, time: 26.005s, sent: 19551 msg/s
2018-12-11 21:23:12, id: test-212245-380, time: 27.005s, sent: 19511 msg/s
2018-12-11 21:23:13, id: test-212245-380, time: 28.005s, sent: 19551 msg/s
2018-12-11 21:23:14, id: test-212245-380, time: 29.005s, sent: 19511 msg/s
2018-12-11 21:23:15, id: test-212245-380, time: 30.006s, sent: 19531 msg/s
2018-12-11 21:23:16, id: test-212245-380, time: 31.006s, sent: 19551 msg/s
2018-12-11 21:23:17, id: test-212245-380, time: 32.006s, sent: 19511 msg/s
2018-12-11 21:23:18, id: test-212245-380, time: 33.006s, sent: 19551 msg/s
2018-12-11 21:23:19, id: test-212245-380, time: 34.006s, sent: 19521 msg/s
2018-12-11 21:23:20, id: test-212245-380, time: 35.006s, sent: 19541 msg/s
2018-12-11 21:23:21, id: test-212245-380, time: 36.006s, sent: 19514 msg/s
2018-12-11 21:23:22, id: test-212245-380, time: 37.007s, sent: 19528 msg/s
2018-12-11 21:23:23, id: test-212245-380, time: 38.007s, sent: 19550 msg/s
2018-12-11 21:23:24, id: test-212245-380, time: 39.007s, sent: 19531 msg/s
2018-12-11 21:23:25, id: test-212245-380, time: 40.007s, sent: 19517 msg/s
2018-12-11 21:23:26, id: test-212245-380, time: 41.007s, sent: 19545 msg/s
2018-12-11 21:23:27, id: test-212245-380, time: 42.008s, sent: 19511 msg/s
2018-12-11 21:23:28, id: test-212245-380, time: 43.008s, sent: 19551 msg/s
2018-12-11 21:23:29, id: test-212245-380, time: 44.008s, sent: 19531 msg/s
2018-12-11 21:23:30, id: test-212245-380, time: 45.008s, sent: 19531 msg/s
2018-12-11 21:23:31, id: test-212245-380, time: 46.008s, sent: 19528 msg/s
2018-12-11 21:23:32, id: test-212245-380, time: 47.008s, sent: 19534 msg/s
2018-12-11 21:23:33, id: test-212245-380, time: 48.008s, sent: 19512 msg/s
2018-12-11 21:23:34, id: test-212245-380, time: 49.008s, sent: 19534 msg/s
2018-12-11 21:23:35, id: test-212245-380, time: 50.008s, sent: 19536 msg/s
2018-12-11 21:23:36, id: test-212245-380, time: 51.009s, sent: 19522 msg/s
2018-12-11 21:23:37, id: test-212245-380, time: 52.009s, sent: 19550 msg/s
2018-12-11 21:23:38, id: test-212245-380, time: 53.009s, sent: 19520 msg/s
2018-12-11 21:23:39, id: test-212245-380, time: 54.009s, sent: 19524 msg/s
2018-12-11 21:23:40, id: test-212245-380, time: 55.009s, sent: 19546 msg/s
2018-12-11 21:23:41, id: test-212245-380, time: 56.009s, sent: 19531 msg/s
2018-12-11 21:23:42, id: test-212245-380, time: 57.010s, sent: 19514 msg/s
2018-12-11 21:23:43, id: test-212245-380, time: 58.010s, sent: 19551 msg/s
2018-12-11 21:23:44, id: test-212245-380, time: 59.011s, sent: 19511 msg/s
2018-12-11 21:23:45, id: test-212245-380, time: 60.011s, sent: 19550 msg/s
2018-12-11 21:23:46, id: test-212245-380, time: 61.011s, sent: 19512 msg/s
2018-12-11 21:23:47, id: test-212245-380, time: 62.011s, sent: 19550 msg/s
2018-12-11 21:23:48, id: test-212245-380, time: 63.011s, sent: 19531 msg/s
2018-12-11 21:23:49, id: test-212245-380, time: 64.011s, sent: 19531 msg/s
2018-12-11 21:23:50, id: test-212245-380, time: 65.011s, sent: 19531 msg/s
2018-12-11 21:23:51, id: test-212245-380, time: 66.011s, sent: 19531 msg/s
2018-12-11 21:23:52, id: test-212245-380, time: 67.011s, sent: 19531 msg/s
2018-12-11 21:23:53, id: test-212245-380, time: 68.011s, sent: 19531 msg/s
2018-12-11 21:23:54, id: test-212245-380, time: 69.012s, sent: 19511 msg/s
2018-12-11 21:23:55, id: test-212245-380, time: 70.012s, sent: 19551 msg/s
2018-12-11 21:23:56, id: test-212245-380, time: 71.012s, sent: 19531 msg/s
2018-12-11 21:23:57, id: test-212245-380, time: 72.013s, sent: 19511 msg/s
2018-12-11 21:23:58, id: test-212245-380, time: 73.014s, sent: 19530 msg/s
2018-12-11 21:23:59, id: test-212245-380, time: 74.014s, sent: 19531 msg/s
2018-12-11 21:24:00, id: test-212245-380, time: 75.014s, sent: 19545 msg/s
