procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 5  0      0  30167      4   1374    0    0     5    13  222  169 53 10 37  0  0 2018-12-24 22:29:33
12  0      0  30161      4   1373    0    0     0   572 181362 109092 81 15  3  0  0 2018-12-24 22:29:34
13  0      0  30174      4   1373    0    0     0     0 193448 114477 81 16  3  0  0 2018-12-24 22:29:35
12  0      0  30162      4   1372    0    0     0     0 189065 116286 80 17  3  0  0 2018-12-24 22:29:36
12  0      0  30178      4   1372    0    0     0     0 194260 113660 81 16  3  0  0 2018-12-24 22:29:37
10  0      0  30171      4   1372    0    0     0     0 197052 118780 81 16  3  0  0 2018-12-24 22:29:38
 7  0      0  30165      4   1372    0    0     0     4 195761 115578 81 16  3  0  0 2018-12-24 22:29:39
11  0      0  30149      4   1372    0    0     0     0 205408 121107 80 17  3  0  0 2018-12-24 22:29:40
12  0      0  30109      4   1372    0    0     0     0 186457 133812 79 17  5  0  0 2018-12-24 22:29:41
12  1      0  30104      4   1372    0    0     0  2752 188235 123609 79 18  3  0  0 2018-12-24 22:29:42
12  0      0  30106      4   1373    0    0     0     8 188215 134194 80 16  4  0  0 2018-12-24 22:29:43
12  0      0  30105      4   1373    0    0     0     0 189113 129015 79 17  4  0  0 2018-12-24 22:29:44
12  0      0  30098      4   1373    0    0     0     0 183328 115638 78 17  5  0  0 2018-12-24 22:29:45
12  0      0  30111      4   1373    0    0     0     0 189488 121653 81 16  3  0  0 2018-12-24 22:29:46
 5  0      0  30100      4   1373    0    0     0     0 184879 113301 81 16  3  0  0 2018-12-24 22:29:47
 8  0      0  30108      4   1373    0    0     0     0 180634 116603 80 15  5  0  0 2018-12-24 22:29:48
12  0      0  30107      4   1373    0    0     0     0 188093 127847 78 18  4  0  0 2018-12-24 22:29:49
12  0      0  30107      4   1373    0    0     0     0 182860 124131 80 16  4  0  0 2018-12-24 22:29:50
 7  0      0  30113      4   1373    0    0     0     0 190134 112202 81 16  3  0  0 2018-12-24 22:29:51
12  0      0  30101      4   1373    0    0     0     0 193559 127945 80 16  4  0  0 2018-12-24 22:29:52
12  0      0  30114      4   1373    0    0     0     0 197171 122349 79 17  4  0  0 2018-12-24 22:29:53
13  0      0  30109      4   1373    0    0     0     0 192630 124253 79 17  4  0  0 2018-12-24 22:29:54
12  0      0  30105      4   1373    0    0     0     0 190459 116263 81 15  4  0  0 2018-12-24 22:29:55
12  0      0  30111      4   1373    0    0     0     0 192824 113765 79 16  4  0  0 2018-12-24 22:29:56
12  0      0  30112      4   1373    0    0     0     0 188263 132159 79 17  4  0  0 2018-12-24 22:29:57
10  0      0  30108      4   1373    0    0     0     0 194010 122635 80 16  4  0  0 2018-12-24 22:29:58
12  0      0  30106      4   1373    0    0     0     0 195180 131439 79 16  5  0  0 2018-12-24 22:29:59
13  0      0  30100      4   1373    0    0     0     0 192951 134316 79 17  4  0  0 2018-12-24 22:30:00
10  0      0  30100      4   1382    0    0     0   604 162042 100530 70 15 14  1  0 2018-12-24 22:30:01
12  0      0  30101      4   1382    0    0     0     0 192757 126796 78 17  5  0  0 2018-12-24 22:30:02
12  0      0  30099      4   1382    0    0     0     0 193064 149873 78 17  5  0  0 2018-12-24 22:30:03
13  0      0  30102      4   1382    0    0     0     0 188358 117872 80 16  4  0  0 2018-12-24 22:30:04
