2018-12-15 22:17:26, id: test-221726-432, starting consumer #0
2018-12-15 22:17:26, id: test-221726-432, starting consumer #0, channel #0
2018-12-15 22:17:27, id: test-221726-432, time: 1.430s, received: 0.70 msg/s
2018-12-15 22:17:28, id: test-221726-432, time: 2.431s, received: 6626 msg/s
2018-12-15 22:17:29, id: test-221726-432, time: 3.431s, received: 6341 msg/s
2018-12-15 22:17:30, id: test-221726-432, time: 4.431s, received: 6500 msg/s
2018-12-15 22:17:31, id: test-221726-432, time: 5.433s, received: 6394 msg/s
2018-12-15 22:17:32, id: test-221726-432, time: 6.433s, received: 6566 msg/s
2018-12-15 22:17:33, id: test-221726-432, time: 7.433s, received: 6144 msg/s
2018-12-15 22:17:34, id: test-221726-432, time: 8.433s, received: 6487 msg/s
2018-12-15 22:17:35, id: test-221726-432, time: 9.433s, received: 6482 msg/s
2018-12-15 22:17:36, id: test-221726-432, time: 10.433s, received: 6237 msg/s
2018-12-15 22:17:37, id: test-221726-432, time: 11.433s, received: 6407 msg/s
2018-12-15 22:17:38, id: test-221726-432, time: 12.433s, received: 6353 msg/s
2018-12-15 22:17:39, id: test-221726-432, time: 13.435s, received: 6430 msg/s
2018-12-15 22:17:40, id: test-221726-432, time: 14.435s, received: 6331 msg/s
2018-12-15 22:17:41, id: test-221726-432, time: 15.435s, received: 6175 msg/s
2018-12-15 22:17:42, id: test-221726-432, time: 16.437s, received: 6513 msg/s
2018-12-15 22:17:43, id: test-221726-432, time: 17.437s, received: 6396 msg/s
2018-12-15 22:17:44, id: test-221726-432, time: 18.437s, received: 6531 msg/s
2018-12-15 22:17:45, id: test-221726-432, time: 19.437s, received: 6093 msg/s
2018-12-15 22:17:46, id: test-221726-432, time: 20.437s, received: 6576 msg/s
2018-12-15 22:17:47, id: test-221726-432, time: 21.437s, received: 6549 msg/s
2018-12-15 22:17:48, id: test-221726-432, time: 22.437s, received: 6095 msg/s
2018-12-15 22:17:49, id: test-221726-432, time: 23.444s, received: 6283 msg/s
2018-12-15 22:17:50, id: test-221726-432, time: 24.444s, received: 6223 msg/s
2018-12-15 22:17:51, id: test-221726-432, time: 25.444s, received: 6373 msg/s
2018-12-15 22:17:52, id: test-221726-432, time: 26.444s, received: 6855 msg/s
2018-12-15 22:17:53, id: test-221726-432, time: 27.444s, received: 6603 msg/s
2018-12-15 22:17:54, id: test-221726-432, time: 28.444s, received: 6784 msg/s
2018-12-15 22:17:55, id: test-221726-432, time: 29.444s, received: 6544 msg/s
2018-12-15 22:17:56, id: test-221726-432, time: 30.444s, received: 6334 msg/s
2018-12-15 22:17:57, id: test-221726-432, time: 31.445s, received: 6774 msg/s
2018-12-15 22:17:58, id: test-221726-432, time: 32.445s, received: 6076 msg/s
2018-12-15 22:17:59, id: test-221726-432, time: 33.446s, received: 6891 msg/s
2018-12-15 22:18:00, id: test-221726-432, time: 34.446s, received: 6508 msg/s
2018-12-15 22:18:01, id: test-221726-432, time: 35.446s, received: 6691 msg/s
2018-12-15 22:18:02, id: test-221726-432, time: 36.446s, received: 6774 msg/s
2018-12-15 22:18:03, id: test-221726-432, time: 37.446s, received: 6494 msg/s
2018-12-15 22:18:04, id: test-221726-432, time: 38.446s, received: 6453 msg/s
2018-12-15 22:18:05, id: test-221726-432, time: 39.447s, received: 6269 msg/s
2018-12-15 22:18:06, id: test-221726-432, time: 40.447s, received: 6500 msg/s
2018-12-15 22:18:07, id: test-221726-432, time: 41.447s, received: 6558 msg/s
2018-12-15 22:18:08, id: test-221726-432, time: 42.447s, received: 5407 msg/s
2018-12-15 22:18:09, id: test-221726-432, time: 43.447s, received: 6727 msg/s
2018-12-15 22:18:10, id: test-221726-432, time: 44.447s, received: 6591 msg/s
2018-12-15 22:18:11, id: test-221726-432, time: 45.448s, received: 6899 msg/s
2018-12-15 22:18:12, id: test-221726-432, time: 46.448s, received: 6715 msg/s
2018-12-15 22:18:13, id: test-221726-432, time: 47.448s, received: 6425 msg/s
2018-12-15 22:18:14, id: test-221726-432, time: 48.449s, received: 6544 msg/s
2018-12-15 22:18:15, id: test-221726-432, time: 49.449s, received: 6383 msg/s
2018-12-15 22:18:16, id: test-221726-432, time: 50.449s, received: 6605 msg/s
2018-12-15 22:18:17, id: test-221726-432, time: 51.449s, received: 6327 msg/s
2018-12-15 22:18:18, id: test-221726-432, time: 52.449s, received: 6594 msg/s
2018-12-15 22:18:19, id: test-221726-432, time: 53.450s, received: 6249 msg/s
2018-12-15 22:18:20, id: test-221726-432, time: 54.450s, received: 5422 msg/s
2018-12-15 22:18:21, id: test-221726-432, time: 55.450s, received: 6547 msg/s
2018-12-15 22:18:22, id: test-221726-432, time: 56.450s, received: 6360 msg/s
2018-12-15 22:18:23, id: test-221726-432, time: 57.463s, received: 6236 msg/s
2018-12-15 22:18:24, id: test-221726-432, time: 58.463s, received: 6714 msg/s
2018-12-15 22:18:25, id: test-221726-432, time: 59.463s, received: 6437 msg/s
2018-12-15 22:18:26, id: test-221726-432, time: 60.463s, received: 6473 msg/s
2018-12-15 22:18:27, id: test-221726-432, time: 61.463s, received: 6067 msg/s
2018-12-15 22:18:28, id: test-221726-432, time: 62.463s, received: 6544 msg/s
2018-12-15 22:18:29, id: test-221726-432, time: 63.471s, received: 6364 msg/s
2018-12-15 22:18:30, id: test-221726-432, time: 64.471s, received: 6230 msg/s
2018-12-15 22:18:31, id: test-221726-432, time: 65.471s, received: 6461 msg/s
2018-12-15 22:18:32, id: test-221726-432, time: 66.471s, received: 6149 msg/s
2018-12-15 22:18:33, id: test-221726-432, time: 67.475s, received: 6708 msg/s
2018-12-15 22:18:34, id: test-221726-432, time: 68.475s, received: 6320 msg/s
2018-12-15 22:18:35, id: test-221726-432, time: 69.475s, received: 6500 msg/s
2018-12-15 22:18:36, id: test-221726-432, time: 70.475s, received: 6604 msg/s
2018-12-15 22:18:37, id: test-221726-432, time: 71.475s, received: 6410 msg/s
2018-12-15 22:18:38, id: test-221726-432, time: 72.475s, received: 6594 msg/s
2018-12-15 22:18:39, id: test-221726-432, time: 73.475s, received: 6324 msg/s
2018-12-15 22:18:40, id: test-221726-432, time: 74.475s, received: 6409 msg/s
2018-12-15 22:18:41, id: test-221726-432, time: 75.475s, received: 6294 msg/s
2018-12-15 22:18:42, id: test-221726-432, time: 76.475s, received: 6353 msg/s
2018-12-15 22:18:43, id: test-221726-432, time: 77.475s, received: 6474 msg/s
2018-12-15 22:18:44, id: test-221726-432, time: 78.475s, received: 6386 msg/s
2018-12-15 22:18:45, id: test-221726-432, time: 79.478s, received: 6503 msg/s
2018-12-15 22:18:46, id: test-221726-432, time: 80.478s, received: 6495 msg/s
2018-12-15 22:18:47, id: test-221726-432, time: 81.478s, received: 5289 msg/s
2018-12-15 22:18:48, id: test-221726-432, time: 82.478s, received: 6437 msg/s
2018-12-15 22:18:49, id: test-221726-432, time: 83.478s, received: 6242 msg/s
2018-12-15 22:18:50, id: test-221726-432, time: 84.478s, received: 6626 msg/s
2018-12-15 22:18:51, id: test-221726-432, time: 85.478s, received: 6374 msg/s
2018-12-15 22:18:53, id: test-221726-432, time: 86.490s, received: 6583 msg/s
2018-12-15 22:18:54, id: test-221726-432, time: 87.490s, received: 6385 msg/s
2018-12-15 22:18:55, id: test-221726-432, time: 88.490s, received: 6606 msg/s
2018-12-15 22:18:56, id: test-221726-432, time: 89.492s, received: 6595 msg/s
2018-12-15 22:18:57, id: test-221726-432, time: 90.492s, received: 6448 msg/s
2018-12-15 22:18:58, id: test-221726-432, time: 91.503s, received: 6678 msg/s
2018-12-15 22:18:59, id: test-221726-432, time: 92.503s, received: 6350 msg/s
2018-12-15 22:19:00, id: test-221726-432, time: 93.503s, received: 6277 msg/s
2018-12-15 22:19:01, id: test-221726-432, time: 94.503s, received: 6447 msg/s
2018-12-15 22:19:02, id: test-221726-432, time: 95.503s, received: 6400 msg/s
2018-12-15 22:19:03, id: test-221726-432, time: 96.503s, received: 6582 msg/s
2018-12-15 22:19:04, id: test-221726-432, time: 97.503s, received: 6355 msg/s
2018-12-15 22:19:05, id: test-221726-432, time: 98.503s, received: 6470 msg/s
2018-12-15 22:19:06, id: test-221726-432, time: 99.503s, received: 6476 msg/s
2018-12-15 22:19:07, id: test-221726-432, time: 100.503s, received: 6232 msg/s
2018-12-15 22:19:08, id: test-221726-432, time: 101.503s, received: 6471 msg/s
2018-12-15 22:19:09, id: test-221726-432, time: 102.503s, received: 6376 msg/s
2018-12-15 22:19:10, id: test-221726-432, time: 103.503s, received: 6243 msg/s
2018-12-15 22:19:11, id: test-221726-432, time: 104.503s, received: 6796 msg/s
2018-12-15 22:19:12, id: test-221726-432, time: 105.503s, received: 6501 msg/s
2018-12-15 22:19:13, id: test-221726-432, time: 106.503s, received: 6581 msg/s
2018-12-15 22:19:14, id: test-221726-432, time: 107.503s, received: 6245 msg/s
2018-12-15 22:19:15, id: test-221726-432, time: 108.503s, received: 6535 msg/s
2018-12-15 22:19:16, id: test-221726-432, time: 109.503s, received: 6365 msg/s
2018-12-15 22:19:17, id: test-221726-432, time: 110.504s, received: 6406 msg/s
2018-12-15 22:19:18, id: test-221726-432, time: 111.506s, received: 6582 msg/s
2018-12-15 22:19:19, id: test-221726-432, time: 112.506s, received: 6344 msg/s
2018-12-15 22:19:20, id: test-221726-432, time: 113.507s, received: 6495 msg/s
2018-12-15 22:19:21, id: test-221726-432, time: 114.508s, received: 6339 msg/s
2018-12-15 22:19:22, id: test-221726-432, time: 115.508s, received: 5594 msg/s
2018-12-15 22:19:23, id: test-221726-432, time: 116.508s, received: 6766 msg/s
2018-12-15 22:19:24, id: test-221726-432, time: 117.508s, received: 5421 msg/s
2018-12-15 22:19:25, id: test-221726-432, time: 118.508s, received: 6486 msg/s
2018-12-15 22:19:26, id: test-221726-432, time: 119.508s, received: 6146 msg/s
2018-12-15 22:19:27, id: test-221726-432, time: 120.508s, received: 6498 msg/s
2018-12-15 22:19:28, id: test-221726-432, time: 121.508s, received: 6297 msg/s
2018-12-15 22:19:29, id: test-221726-432, time: 122.508s, received: 6358 msg/s
2018-12-15 22:19:30, id: test-221726-432, time: 123.508s, received: 6358 msg/s
2018-12-15 22:19:31, id: test-221726-432, time: 124.508s, received: 6421 msg/s
2018-12-15 22:19:32, id: test-221726-432, time: 125.508s, received: 6483 msg/s
2018-12-15 22:19:33, id: test-221726-432, time: 126.508s, received: 5714 msg/s
2018-12-15 22:19:34, id: test-221726-432, time: 127.508s, received: 6544 msg/s
2018-12-15 22:19:35, id: test-221726-432, time: 128.508s, received: 5418 msg/s
2018-12-15 22:19:36, id: test-221726-432, time: 129.508s, received: 6299 msg/s
2018-12-15 22:19:37, id: test-221726-432, time: 130.509s, received: 6605 msg/s
2018-12-15 22:19:38, id: test-221726-432, time: 131.509s, received: 6470 msg/s
2018-12-15 22:19:39, id: test-221726-432, time: 132.509s, received: 6522 msg/s
2018-12-15 22:19:40, id: test-221726-432, time: 133.509s, received: 5824 msg/s
2018-12-15 22:19:41, id: test-221726-432, time: 134.510s, received: 6667 msg/s
2018-12-15 22:19:42, id: test-221726-432, time: 135.510s, received: 6439 msg/s
2018-12-15 22:19:43, id: test-221726-432, time: 136.510s, received: 6480 msg/s
2018-12-15 22:19:44, id: test-221726-432, time: 137.510s, received: 6630 msg/s
2018-12-15 22:19:45, id: test-221726-432, time: 138.510s, received: 6139 msg/s
2018-12-15 22:19:46, id: test-221726-432, time: 139.510s, received: 6425 msg/s
2018-12-15 22:19:47, id: test-221726-432, time: 140.510s, received: 6368 msg/s
2018-12-15 22:19:48, id: test-221726-432, time: 141.510s, received: 6536 msg/s
2018-12-15 22:19:49, id: test-221726-432, time: 142.511s, received: 6639 msg/s
2018-12-15 22:19:50, id: test-221726-432, time: 143.511s, received: 6341 msg/s
2018-12-15 22:19:51, id: test-221726-432, time: 144.511s, received: 6556 msg/s
2018-12-15 22:19:52, id: test-221726-432, time: 145.511s, received: 6131 msg/s
2018-12-15 22:19:53, id: test-221726-432, time: 146.511s, received: 6347 msg/s
2018-12-15 22:19:54, id: test-221726-432, time: 147.511s, received: 6616 msg/s
2018-12-15 22:19:55, id: test-221726-432, time: 148.511s, received: 6329 msg/s
2018-12-15 22:19:56, id: test-221726-432, time: 149.512s, received: 6452 msg/s
2018-12-15 22:19:57, id: test-221726-432, time: 150.512s, received: 6456 msg/s
2018-12-15 22:19:58, id: test-221726-432, time: 151.526s, received: 6626 msg/s
2018-12-15 22:19:59, id: test-221726-432, time: 152.526s, received: 6172 msg/s
2018-12-15 22:20:00, id: test-221726-432, time: 153.526s, received: 6544 msg/s
2018-12-15 22:20:01, id: test-221726-432, time: 154.526s, received: 6464 msg/s
2018-12-15 22:20:02, id: test-221726-432, time: 155.526s, received: 6445 msg/s
2018-12-15 22:20:03, id: test-221726-432, time: 156.526s, received: 6529 msg/s
2018-12-15 22:20:04, id: test-221726-432, time: 157.526s, received: 5400 msg/s
2018-12-15 22:20:05, id: test-221726-432, time: 158.526s, received: 6247 msg/s
2018-12-15 22:20:06, id: test-221726-432, time: 159.526s, received: 6696 msg/s
2018-12-15 22:20:07, id: test-221726-432, time: 160.526s, received: 6137 msg/s
2018-12-15 22:20:08, id: test-221726-432, time: 161.528s, received: 6325 msg/s
2018-12-15 22:20:09, id: test-221726-432, time: 162.528s, received: 6596 msg/s
2018-12-15 22:20:10, id: test-221726-432, time: 163.528s, received: 6440 msg/s
2018-12-15 22:20:11, id: test-221726-432, time: 164.528s, received: 6199 msg/s
2018-12-15 22:20:12, id: test-221726-432, time: 165.528s, received: 6199 msg/s
2018-12-15 22:20:13, id: test-221726-432, time: 166.528s, received: 6538 msg/s
2018-12-15 22:20:14, id: test-221726-432, time: 167.528s, received: 6127 msg/s
2018-12-15 22:20:15, id: test-221726-432, time: 168.528s, received: 6529 msg/s
2018-12-15 22:20:16, id: test-221726-432, time: 169.528s, received: 6648 msg/s
