2018-12-17 14:59:42, id: test-145942-170, starting consumer #0
2018-12-17 14:59:42, id: test-145942-170, starting consumer #0, channel #0
2018-12-17 14:59:43, id: test-145942-170, time: 1.025s, received: 0.98 msg/s
2018-12-17 14:59:44, id: test-145942-170, time: 2.025s, received: 6291 msg/s
2018-12-17 14:59:45, id: test-145942-170, time: 3.026s, received: 5331 msg/s
2018-12-17 14:59:46, id: test-145942-170, time: 4.026s, received: 6326 msg/s
2018-12-17 14:59:47, id: test-145942-170, time: 5.026s, received: 6199 msg/s
2018-12-17 14:59:48, id: test-145942-170, time: 6.027s, received: 6048 msg/s
2018-12-17 14:59:49, id: test-145942-170, time: 7.027s, received: 6208 msg/s
2018-12-17 14:59:50, id: test-145942-170, time: 8.027s, received: 6280 msg/s
2018-12-17 14:59:51, id: test-145942-170, time: 9.028s, received: 6048 msg/s
2018-12-17 14:59:52, id: test-145942-170, time: 10.028s, received: 6074 msg/s
2018-12-17 14:59:53, id: test-145942-170, time: 11.028s, received: 6147 msg/s
2018-12-17 14:59:54, id: test-145942-170, time: 12.028s, received: 6008 msg/s
2018-12-17 14:59:55, id: test-145942-170, time: 13.028s, received: 6257 msg/s
2018-12-17 14:59:56, id: test-145942-170, time: 14.028s, received: 5789 msg/s
2018-12-17 14:59:57, id: test-145942-170, time: 15.028s, received: 6273 msg/s
2018-12-17 14:59:58, id: test-145942-170, time: 16.028s, received: 6129 msg/s
2018-12-17 14:59:59, id: test-145942-170, time: 17.028s, received: 6252 msg/s
2018-12-17 15:00:00, id: test-145942-170, time: 18.030s, received: 5987 msg/s
2018-12-17 15:00:01, id: test-145942-170, time: 19.033s, received: 6302 msg/s
2018-12-17 15:00:02, id: test-145942-170, time: 20.033s, received: 6232 msg/s
2018-12-17 15:00:03, id: test-145942-170, time: 21.033s, received: 5954 msg/s
2018-12-17 15:00:04, id: test-145942-170, time: 22.033s, received: 6346 msg/s
2018-12-17 15:00:05, id: test-145942-170, time: 23.034s, received: 5982 msg/s
2018-12-17 15:00:06, id: test-145942-170, time: 24.034s, received: 6134 msg/s
2018-12-17 15:00:07, id: test-145942-170, time: 25.034s, received: 6078 msg/s
2018-12-17 15:00:08, id: test-145942-170, time: 26.052s, received: 6081 msg/s
2018-12-17 15:00:09, id: test-145942-170, time: 27.052s, received: 6141 msg/s
2018-12-17 15:00:10, id: test-145942-170, time: 28.052s, received: 6102 msg/s
2018-12-17 15:00:11, id: test-145942-170, time: 29.052s, received: 6204 msg/s
2018-12-17 15:00:12, id: test-145942-170, time: 30.052s, received: 5965 msg/s
2018-12-17 15:00:13, id: test-145942-170, time: 31.052s, received: 6079 msg/s
2018-12-17 15:00:14, id: test-145942-170, time: 32.060s, received: 6335 msg/s
2018-12-17 15:00:15, id: test-145942-170, time: 33.060s, received: 6517 msg/s
2018-12-17 15:00:16, id: test-145942-170, time: 34.063s, received: 6026 msg/s
2018-12-17 15:00:17, id: test-145942-170, time: 35.063s, received: 5958 msg/s
2018-12-17 15:00:18, id: test-145942-170, time: 36.063s, received: 6336 msg/s
2018-12-17 15:00:19, id: test-145942-170, time: 37.063s, received: 5960 msg/s
2018-12-17 15:00:20, id: test-145942-170, time: 38.063s, received: 6263 msg/s
2018-12-17 15:00:21, id: test-145942-170, time: 39.063s, received: 6051 msg/s
2018-12-17 15:00:22, id: test-145942-170, time: 40.063s, received: 6125 msg/s
2018-12-17 15:00:23, id: test-145942-170, time: 41.063s, received: 5309 msg/s
2018-12-17 15:00:24, id: test-145942-170, time: 42.063s, received: 6320 msg/s
2018-12-17 15:00:25, id: test-145942-170, time: 43.063s, received: 5968 msg/s
2018-12-17 15:00:26, id: test-145942-170, time: 44.063s, received: 6057 msg/s
2018-12-17 15:00:27, id: test-145942-170, time: 45.073s, received: 6228 msg/s
2018-12-17 15:00:28, id: test-145942-170, time: 46.074s, received: 6393 msg/s
2018-12-17 15:00:29, id: test-145942-170, time: 47.074s, received: 6001 msg/s
2018-12-17 15:00:30, id: test-145942-170, time: 48.074s, received: 6315 msg/s
2018-12-17 15:00:31, id: test-145942-170, time: 49.074s, received: 6343 msg/s
2018-12-17 15:00:32, id: test-145942-170, time: 50.074s, received: 6100 msg/s
2018-12-17 15:00:33, id: test-145942-170, time: 51.074s, received: 6224 msg/s
2018-12-17 15:00:34, id: test-145942-170, time: 52.074s, received: 6285 msg/s
2018-12-17 15:00:35, id: test-145942-170, time: 53.074s, received: 6249 msg/s
2018-12-17 15:00:36, id: test-145942-170, time: 54.074s, received: 6333 msg/s
2018-12-17 15:00:37, id: test-145942-170, time: 55.074s, received: 5945 msg/s
2018-12-17 15:00:38, id: test-145942-170, time: 56.074s, received: 6237 msg/s
2018-12-17 15:00:39, id: test-145942-170, time: 57.074s, received: 5910 msg/s
2018-12-17 15:00:40, id: test-145942-170, time: 58.075s, received: 6188 msg/s
2018-12-17 15:00:41, id: test-145942-170, time: 59.075s, received: 6320 msg/s
2018-12-17 15:00:42, id: test-145942-170, time: 60.075s, received: 5853 msg/s
2018-12-17 15:00:43, id: test-145942-170, time: 61.080s, received: 6457 msg/s
2018-12-17 15:00:44, id: test-145942-170, time: 62.080s, received: 6053 msg/s
2018-12-17 15:00:45, id: test-145942-170, time: 63.080s, received: 6246 msg/s
2018-12-17 15:00:46, id: test-145942-170, time: 64.080s, received: 6186 msg/s
2018-12-17 15:00:47, id: test-145942-170, time: 65.080s, received: 6113 msg/s
2018-12-17 15:00:48, id: test-145942-170, time: 66.080s, received: 6004 msg/s
2018-12-17 15:00:49, id: test-145942-170, time: 67.080s, received: 6063 msg/s
2018-12-17 15:00:50, id: test-145942-170, time: 68.080s, received: 6310 msg/s
2018-12-17 15:00:51, id: test-145942-170, time: 69.080s, received: 5967 msg/s
2018-12-17 15:00:52, id: test-145942-170, time: 70.080s, received: 6388 msg/s
2018-12-17 15:00:53, id: test-145942-170, time: 71.080s, received: 6027 msg/s
2018-12-17 15:00:54, id: test-145942-170, time: 72.080s, received: 6327 msg/s
2018-12-17 15:00:55, id: test-145942-170, time: 73.080s, received: 6003 msg/s
2018-12-17 15:00:56, id: test-145942-170, time: 74.091s, received: 5891 msg/s
2018-12-17 15:00:57, id: test-145942-170, time: 75.092s, received: 6340 msg/s
2018-12-17 15:00:58, id: test-145942-170, time: 76.092s, received: 6012 msg/s
2018-12-17 15:00:59, id: test-145942-170, time: 77.092s, received: 6391 msg/s
2018-12-17 15:01:00, id: test-145942-170, time: 78.092s, received: 6040 msg/s
2018-12-17 15:01:01, id: test-145942-170, time: 79.092s, received: 6251 msg/s
2018-12-17 15:01:02, id: test-145942-170, time: 80.092s, received: 6151 msg/s
2018-12-17 15:01:03, id: test-145942-170, time: 81.092s, received: 6397 msg/s
2018-12-17 15:01:04, id: test-145942-170, time: 82.092s, received: 6025 msg/s
2018-12-17 15:01:05, id: test-145942-170, time: 83.092s, received: 5405 msg/s
2018-12-17 15:01:06, id: test-145942-170, time: 84.092s, received: 6405 msg/s
2018-12-17 15:01:07, id: test-145942-170, time: 85.092s, received: 6074 msg/s
2018-12-17 15:01:08, id: test-145942-170, time: 86.092s, received: 6367 msg/s
2018-12-17 15:01:09, id: test-145942-170, time: 87.092s, received: 5898 msg/s
2018-12-17 15:01:10, id: test-145942-170, time: 88.092s, received: 6363 msg/s
2018-12-17 15:01:11, id: test-145942-170, time: 89.092s, received: 6178 msg/s
2018-12-17 15:01:12, id: test-145942-170, time: 90.092s, received: 6070 msg/s
2018-12-17 15:01:13, id: test-145942-170, time: 91.092s, received: 6370 msg/s
2018-12-17 15:01:14, id: test-145942-170, time: 92.092s, received: 6396 msg/s
2018-12-17 15:01:15, id: test-145942-170, time: 93.092s, received: 6177 msg/s
2018-12-17 15:01:16, id: test-145942-170, time: 94.092s, received: 6032 msg/s
2018-12-17 15:01:17, id: test-145942-170, time: 95.092s, received: 6043 msg/s
2018-12-17 15:01:18, id: test-145942-170, time: 96.093s, received: 6323 msg/s
2018-12-17 15:01:19, id: test-145942-170, time: 97.102s, received: 6222 msg/s
2018-12-17 15:01:20, id: test-145942-170, time: 98.102s, received: 6312 msg/s
2018-12-17 15:01:21, id: test-145942-170, time: 99.102s, received: 6171 msg/s
2018-12-17 15:01:22, id: test-145942-170, time: 100.102s, received: 6354 msg/s
2018-12-17 15:01:23, id: test-145942-170, time: 101.102s, received: 5728 msg/s
2018-12-17 15:01:24, id: test-145942-170, time: 102.102s, received: 6238 msg/s
2018-12-17 15:01:25, id: test-145942-170, time: 103.102s, received: 6151 msg/s
2018-12-17 15:01:26, id: test-145942-170, time: 104.102s, received: 6258 msg/s
2018-12-17 15:01:27, id: test-145942-170, time: 105.102s, received: 6109 msg/s
2018-12-17 15:01:28, id: test-145942-170, time: 106.102s, received: 6147 msg/s
2018-12-17 15:01:29, id: test-145942-170, time: 107.102s, received: 6402 msg/s
2018-12-17 15:01:30, id: test-145942-170, time: 108.102s, received: 6333 msg/s
2018-12-17 15:01:31, id: test-145942-170, time: 109.103s, received: 6347 msg/s
2018-12-17 15:01:32, id: test-145942-170, time: 110.103s, received: 6247 msg/s
2018-12-17 15:01:33, id: test-145942-170, time: 111.116s, received: 6494 msg/s
2018-12-17 15:01:34, id: test-145942-170, time: 112.116s, received: 6221 msg/s
2018-12-17 15:01:35, id: test-145942-170, time: 113.116s, received: 6323 msg/s
2018-12-17 15:01:36, id: test-145942-170, time: 114.116s, received: 6420 msg/s
2018-12-17 15:01:37, id: test-145942-170, time: 115.122s, received: 5775 msg/s
2018-12-17 15:01:38, id: test-145942-170, time: 116.122s, received: 6267 msg/s
2018-12-17 15:01:39, id: test-145942-170, time: 117.122s, received: 6210 msg/s
2018-12-17 15:01:40, id: test-145942-170, time: 118.122s, received: 6309 msg/s
2018-12-17 15:01:41, id: test-145942-170, time: 119.122s, received: 6165 msg/s
2018-12-17 15:01:42, id: test-145942-170, time: 120.122s, received: 6125 msg/s
2018-12-17 15:01:43, id: test-145942-170, time: 121.122s, received: 6343 msg/s
2018-12-17 15:01:44, id: test-145942-170, time: 122.122s, received: 5924 msg/s
2018-12-17 15:01:45, id: test-145942-170, time: 123.122s, received: 6487 msg/s
2018-12-17 15:01:46, id: test-145942-170, time: 124.122s, received: 6313 msg/s
2018-12-17 15:01:47, id: test-145942-170, time: 125.122s, received: 6352 msg/s
2018-12-17 15:01:48, id: test-145942-170, time: 126.122s, received: 6372 msg/s
2018-12-17 15:01:49, id: test-145942-170, time: 127.122s, received: 6391 msg/s
2018-12-17 15:01:50, id: test-145942-170, time: 128.122s, received: 6152 msg/s
2018-12-17 15:01:51, id: test-145942-170, time: 129.122s, received: 6056 msg/s
2018-12-17 15:01:52, id: test-145942-170, time: 130.122s, received: 6312 msg/s
2018-12-17 15:01:53, id: test-145942-170, time: 131.122s, received: 6232 msg/s
2018-12-17 15:01:54, id: test-145942-170, time: 132.144s, received: 6156 msg/s
2018-12-17 15:01:55, id: test-145942-170, time: 133.144s, received: 6376 msg/s
2018-12-17 15:01:56, id: test-145942-170, time: 134.144s, received: 5987 msg/s
2018-12-17 15:01:57, id: test-145942-170, time: 135.144s, received: 6432 msg/s
2018-12-17 15:01:58, id: test-145942-170, time: 136.145s, received: 6314 msg/s
2018-12-17 15:01:59, id: test-145942-170, time: 137.145s, received: 6383 msg/s
2018-12-17 15:02:00, id: test-145942-170, time: 138.145s, received: 6118 msg/s
2018-12-17 15:02:01, id: test-145942-170, time: 139.145s, received: 6267 msg/s
2018-12-17 15:02:02, id: test-145942-170, time: 140.145s, received: 5491 msg/s
2018-12-17 15:02:03, id: test-145942-170, time: 141.145s, received: 6381 msg/s
2018-12-17 15:02:04, id: test-145942-170, time: 142.145s, received: 6501 msg/s
2018-12-17 15:02:05, id: test-145942-170, time: 143.145s, received: 6176 msg/s
2018-12-17 15:02:06, id: test-145942-170, time: 144.145s, received: 6326 msg/s
2018-12-17 15:02:07, id: test-145942-170, time: 145.145s, received: 6113 msg/s
2018-12-17 15:02:08, id: test-145942-170, time: 146.145s, received: 6476 msg/s
2018-12-17 15:02:09, id: test-145942-170, time: 147.145s, received: 6271 msg/s
2018-12-17 15:02:10, id: test-145942-170, time: 148.145s, received: 6477 msg/s
2018-12-17 15:02:11, id: test-145942-170, time: 149.145s, received: 6278 msg/s
2018-12-17 15:02:12, id: test-145942-170, time: 150.145s, received: 6117 msg/s
2018-12-17 15:02:13, id: test-145942-170, time: 151.145s, received: 6360 msg/s
2018-12-17 15:02:14, id: test-145942-170, time: 152.145s, received: 6226 msg/s
2018-12-17 15:02:15, id: test-145942-170, time: 153.145s, received: 6021 msg/s
2018-12-17 15:02:16, id: test-145942-170, time: 154.145s, received: 6073 msg/s
2018-12-17 15:02:17, id: test-145942-170, time: 155.145s, received: 6279 msg/s
2018-12-17 15:02:18, id: test-145942-170, time: 156.145s, received: 6282 msg/s
2018-12-17 15:02:19, id: test-145942-170, time: 157.145s, received: 6451 msg/s
2018-12-17 15:02:20, id: test-145942-170, time: 158.145s, received: 6392 msg/s
2018-12-17 15:02:21, id: test-145942-170, time: 159.145s, received: 6143 msg/s
2018-12-17 15:02:22, id: test-145942-170, time: 160.146s, received: 6064 msg/s
2018-12-17 15:02:23, id: test-145942-170, time: 161.146s, received: 6536 msg/s
2018-12-17 15:02:24, id: test-145942-170, time: 162.146s, received: 6042 msg/s
2018-12-17 15:02:25, id: test-145942-170, time: 163.148s, received: 6318 msg/s
2018-12-17 15:02:26, id: test-145942-170, time: 164.148s, received: 6039 msg/s
2018-12-17 15:02:27, id: test-145942-170, time: 165.148s, received: 6284 msg/s
2018-12-17 15:02:28, id: test-145942-170, time: 166.153s, received: 6245 msg/s
2018-12-17 15:02:29, id: test-145942-170, time: 167.153s, received: 6229 msg/s
2018-12-17 15:02:30, id: test-145942-170, time: 168.153s, received: 5545 msg/s
2018-12-17 15:02:31, id: test-145942-170, time: 169.153s, received: 6038 msg/s
2018-12-17 15:02:32, id: test-145942-170, time: 170.154s, received: 6426 msg/s
2018-12-17 15:02:33, id: test-145942-170, time: 171.154s, received: 6297 msg/s
2018-12-17 15:02:34, id: test-145942-170, time: 172.154s, received: 6319 msg/s
2018-12-17 15:02:35, id: test-145942-170, time: 173.154s, received: 6232 msg/s
2018-12-17 15:02:36, id: test-145942-170, time: 174.155s, received: 6250 msg/s
2018-12-17 15:02:37, id: test-145942-170, time: 175.155s, received: 6258 msg/s
2018-12-17 15:02:38, id: test-145942-170, time: 176.155s, received: 6286 msg/s
2018-12-17 15:02:39, id: test-145942-170, time: 177.155s, received: 6399 msg/s
2018-12-17 15:02:40, id: test-145942-170, time: 178.155s, received: 6224 msg/s
2018-12-17 15:02:41, id: test-145942-170, time: 179.155s, received: 6310 msg/s
2018-12-17 15:02:42, id: test-145942-170, time: 180.156s, received: 6347 msg/s
2018-12-17 15:02:43, id: test-145942-170, time: 181.167s, received: 6296 msg/s
2018-12-17 15:02:44, id: test-145942-170, time: 182.167s, received: 6174 msg/s
2018-12-17 15:02:45, id: test-145942-170, time: 183.167s, received: 6197 msg/s
2018-12-17 15:02:46, id: test-145942-170, time: 184.167s, received: 6436 msg/s
2018-12-17 15:02:47, id: test-145942-170, time: 185.167s, received: 6065 msg/s
2018-12-17 15:02:48, id: test-145942-170, time: 186.169s, received: 6363 msg/s
2018-12-17 15:02:49, id: test-145942-170, time: 187.169s, received: 6223 msg/s
2018-12-17 15:02:50, id: test-145942-170, time: 188.169s, received: 6178 msg/s
2018-12-17 15:02:51, id: test-145942-170, time: 189.170s, received: 5856 msg/s
2018-12-17 15:02:52, id: test-145942-170, time: 190.170s, received: 6185 msg/s
2018-12-17 15:02:53, id: test-145942-170, time: 191.170s, received: 6215 msg/s
2018-12-17 15:02:54, id: test-145942-170, time: 192.170s, received: 6147 msg/s
2018-12-17 15:02:55, id: test-145942-170, time: 193.170s, received: 6149 msg/s
2018-12-17 15:02:56, id: test-145942-170, time: 194.170s, received: 6204 msg/s
2018-12-17 15:02:57, id: test-145942-170, time: 195.176s, received: 6202 msg/s
2018-12-17 15:02:58, id: test-145942-170, time: 196.183s, received: 6158 msg/s
2018-12-17 15:02:59, id: test-145942-170, time: 197.183s, received: 6505 msg/s
2018-12-17 15:03:00, id: test-145942-170, time: 198.183s, received: 6399 msg/s
2018-12-17 15:03:01, id: test-145942-170, time: 199.183s, received: 6213 msg/s
2018-12-17 15:03:02, id: test-145942-170, time: 200.190s, received: 6239 msg/s
2018-12-17 15:03:03, id: test-145942-170, time: 201.191s, received: 6331 msg/s
2018-12-17 15:03:04, id: test-145942-170, time: 202.191s, received: 6357 msg/s
2018-12-17 15:03:05, id: test-145942-170, time: 203.191s, received: 5183 msg/s
2018-12-17 15:03:06, id: test-145942-170, time: 204.191s, received: 6063 msg/s
2018-12-17 15:03:07, id: test-145942-170, time: 205.191s, received: 6459 msg/s
2018-12-17 15:03:08, id: test-145942-170, time: 206.191s, received: 6299 msg/s
2018-12-17 15:03:09, id: test-145942-170, time: 207.191s, received: 6304 msg/s
2018-12-17 15:03:10, id: test-145942-170, time: 208.191s, received: 5262 msg/s
2018-12-17 15:03:11, id: test-145942-170, time: 209.191s, received: 6305 msg/s
2018-12-17 15:03:12, id: test-145942-170, time: 210.191s, received: 6228 msg/s
2018-12-17 15:03:13, id: test-145942-170, time: 211.197s, received: 6165 msg/s
2018-12-17 15:03:14, id: test-145942-170, time: 212.197s, received: 6141 msg/s
2018-12-17 15:03:15, id: test-145942-170, time: 213.197s, received: 5940 msg/s
2018-12-17 15:03:16, id: test-145942-170, time: 214.197s, received: 6426 msg/s
2018-12-17 15:03:17, id: test-145942-170, time: 215.197s, received: 5944 msg/s
2018-12-17 15:03:18, id: test-145942-170, time: 216.197s, received: 6301 msg/s
2018-12-17 15:03:19, id: test-145942-170, time: 217.197s, received: 6091 msg/s
2018-12-17 15:03:20, id: test-145942-170, time: 218.199s, received: 6506 msg/s
2018-12-17 15:03:21, id: test-145942-170, time: 219.199s, received: 6227 msg/s
2018-12-17 15:03:22, id: test-145942-170, time: 220.199s, received: 6204 msg/s
2018-12-17 15:03:23, id: test-145942-170, time: 221.199s, received: 6315 msg/s
2018-12-17 15:03:24, id: test-145942-170, time: 222.199s, received: 6119 msg/s
2018-12-17 15:03:25, id: test-145942-170, time: 223.199s, received: 6201 msg/s
2018-12-17 15:03:26, id: test-145942-170, time: 224.199s, received: 6050 msg/s
2018-12-17 15:03:27, id: test-145942-170, time: 225.199s, received: 6354 msg/s
2018-12-17 15:03:28, id: test-145942-170, time: 226.199s, received: 6167 msg/s
2018-12-17 15:03:29, id: test-145942-170, time: 227.199s, received: 6439 msg/s
2018-12-17 15:03:30, id: test-145942-170, time: 228.199s, received: 6167 msg/s
2018-12-17 15:03:31, id: test-145942-170, time: 229.199s, received: 6372 msg/s
2018-12-17 15:03:32, id: test-145942-170, time: 230.199s, received: 6273 msg/s
2018-12-17 15:03:33, id: test-145942-170, time: 231.199s, received: 6106 msg/s
2018-12-17 15:03:34, id: test-145942-170, time: 232.199s, received: 6196 msg/s
2018-12-17 15:03:35, id: test-145942-170, time: 233.199s, received: 5898 msg/s
2018-12-17 15:03:36, id: test-145942-170, time: 234.199s, received: 6100 msg/s
2018-12-17 15:03:37, id: test-145942-170, time: 235.199s, received: 6094 msg/s
2018-12-17 15:03:38, id: test-145942-170, time: 236.199s, received: 5997 msg/s
2018-12-17 15:03:39, id: test-145942-170, time: 237.199s, received: 6345 msg/s
2018-12-17 15:03:40, id: test-145942-170, time: 238.199s, received: 6142 msg/s
2018-12-17 15:03:41, id: test-145942-170, time: 239.199s, received: 6243 msg/s
2018-12-17 15:03:42, id: test-145942-170, time: 240.199s, received: 6463 msg/s
2018-12-17 15:03:43, id: test-145942-170, time: 241.199s, received: 6245 msg/s
2018-12-17 15:03:44, id: test-145942-170, time: 242.199s, received: 5941 msg/s
2018-12-17 15:03:45, id: test-145942-170, time: 243.199s, received: 6276 msg/s
2018-12-17 15:03:46, id: test-145942-170, time: 244.199s, received: 6424 msg/s
2018-12-17 15:03:47, id: test-145942-170, time: 245.199s, received: 6247 msg/s
2018-12-17 15:03:48, id: test-145942-170, time: 246.199s, received: 6253 msg/s
2018-12-17 15:03:49, id: test-145942-170, time: 247.199s, received: 6031 msg/s
2018-12-17 15:03:50, id: test-145942-170, time: 248.199s, received: 6402 msg/s
2018-12-17 15:03:51, id: test-145942-170, time: 249.199s, received: 6199 msg/s
2018-12-17 15:03:52, id: test-145942-170, time: 250.200s, received: 6034 msg/s
2018-12-17 15:03:53, id: test-145942-170, time: 251.200s, received: 6391 msg/s
2018-12-17 15:03:54, id: test-145942-170, time: 252.200s, received: 6049 msg/s
2018-12-17 15:03:55, id: test-145942-170, time: 253.200s, received: 6418 msg/s
2018-12-17 15:03:56, id: test-145942-170, time: 254.200s, received: 5541 msg/s
2018-12-17 15:03:57, id: test-145942-170, time: 255.200s, received: 6182 msg/s
2018-12-17 15:03:58, id: test-145942-170, time: 256.200s, received: 6168 msg/s
2018-12-17 15:03:59, id: test-145942-170, time: 257.200s, received: 6342 msg/s
2018-12-17 15:04:00, id: test-145942-170, time: 258.200s, received: 6115 msg/s
2018-12-17 15:04:01, id: test-145942-170, time: 259.200s, received: 6012 msg/s
2018-12-17 15:04:02, id: test-145942-170, time: 260.200s, received: 6335 msg/s
2018-12-17 15:04:03, id: test-145942-170, time: 261.201s, received: 6119 msg/s
2018-12-17 15:04:04, id: test-145942-170, time: 262.201s, received: 6411 msg/s
2018-12-17 15:04:05, id: test-145942-170, time: 263.206s, received: 6185 msg/s
2018-12-17 15:04:06, id: test-145942-170, time: 264.207s, received: 6193 msg/s
2018-12-17 15:04:07, id: test-145942-170, time: 265.207s, received: 6332 msg/s
2018-12-17 15:04:08, id: test-145942-170, time: 266.207s, received: 6154 msg/s
2018-12-17 15:04:09, id: test-145942-170, time: 267.207s, received: 6241 msg/s
2018-12-17 15:04:10, id: test-145942-170, time: 268.207s, received: 5971 msg/s
2018-12-17 15:04:11, id: test-145942-170, time: 269.207s, received: 6570 msg/s
2018-12-17 15:04:12, id: test-145942-170, time: 270.207s, received: 6234 msg/s
2018-12-17 15:04:13, id: test-145942-170, time: 271.207s, received: 6452 msg/s
2018-12-17 15:04:14, id: test-145942-170, time: 272.207s, received: 6364 msg/s
2018-12-17 15:04:15, id: test-145942-170, time: 273.211s, received: 6057 msg/s
2018-12-17 15:04:16, id: test-145942-170, time: 274.211s, received: 6328 msg/s
2018-12-17 15:04:17, id: test-145942-170, time: 275.211s, received: 6145 msg/s
2018-12-17 15:04:18, id: test-145942-170, time: 276.211s, received: 6137 msg/s
2018-12-17 15:04:19, id: test-145942-170, time: 277.211s, received: 6052 msg/s
2018-12-17 15:04:20, id: test-145942-170, time: 278.211s, received: 6291 msg/s
2018-12-17 15:04:21, id: test-145942-170, time: 279.215s, received: 6267 msg/s
2018-12-17 15:04:22, id: test-145942-170, time: 280.215s, received: 6257 msg/s
2018-12-17 15:04:23, id: test-145942-170, time: 281.215s, received: 6354 msg/s
2018-12-17 15:04:24, id: test-145942-170, time: 282.215s, received: 6020 msg/s
2018-12-17 15:04:25, id: test-145942-170, time: 283.225s, received: 6260 msg/s
2018-12-17 15:04:26, id: test-145942-170, time: 284.228s, received: 6067 msg/s
2018-12-17 15:04:27, id: test-145942-170, time: 285.228s, received: 6346 msg/s
2018-12-17 15:04:28, id: test-145942-170, time: 286.228s, received: 6315 msg/s
2018-12-17 15:04:29, id: test-145942-170, time: 287.228s, received: 5965 msg/s
2018-12-17 15:04:30, id: test-145942-170, time: 288.228s, received: 6394 msg/s
2018-12-17 15:04:31, id: test-145942-170, time: 289.228s, received: 6067 msg/s
2018-12-17 15:04:32, id: test-145942-170, time: 290.228s, received: 6156 msg/s
