time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-27 04:07:48:763, 0, 43.3521, 8.6687, 88785, 17753.4493, 17, 4984, 8.6982, 17814.0048
2018-11-27 04:07:53:764, 0, 85.7500, 8.4779, 175616, 17362.7275, 0, 5001, 8.4779, 17362.7275
2018-11-27 04:07:58:764, 0, 124.4546, 7.7409, 254883, 15853.4000, 0, 5000, 7.7409, 15853.4000
2018-11-27 04:08:07:655, 0, 164.9907, 4.5592, 337901, 9337.3074, 0, 8891, 4.5592, 9337.3074
2018-11-27 04:08:12:655, 0, 209.5986, 8.9216, 429258, 18271.4000, 0, 5000, 8.9216, 18271.4000
2018-11-27 04:08:17:656, 0, 253.3135, 8.7412, 518786, 17902.0196, 0, 5001, 8.7412, 17902.0196
2018-11-27 04:08:22:657, 0, 297.2402, 8.7836, 608748, 17988.8022, 0, 5001, 8.7836, 17988.8022
2018-11-27 04:08:27:658, 0, 341.2729, 8.8048, 698927, 18032.1936, 0, 5001, 8.8048, 18032.1936
2018-11-27 04:08:32:658, 0, 385.0483, 8.7551, 788579, 17930.4000, 0, 5000, 8.7551, 17930.4000
2018-11-27 04:08:37:658, 0, 427.4160, 8.4735, 875348, 17353.8000, 0, 5000, 8.4735, 17353.8000
2018-11-27 04:08:42:659, 0, 470.6919, 8.6534, 963977, 17722.2555, 0, 5001, 8.6534, 17722.2555
2018-11-27 04:08:47:659, 0, 514.2402, 8.7097, 1053164, 17837.4000, 0, 5000, 8.7097, 17837.4000
2018-11-27 04:08:52:660, 0, 557.6069, 8.6716, 1141979, 17759.4481, 0, 5001, 8.6716, 17759.4481
2018-11-27 04:08:57:660, 0, 600.6104, 8.6007, 1230050, 17614.2000, 0, 5000, 8.6007, 17614.2000
2018-11-27 04:09:02:660, 0, 644.5825, 8.7944, 1320105, 18011.0000, 0, 5000, 8.7944, 18011.0000
2018-11-27 04:09:07:660, 0, 688.3579, 8.7551, 1409757, 17930.4000, 0, 5000, 8.7551, 17930.4000
