2018-12-20 17:12:02, id: test-171202-330, starting consumer #0
2018-12-20 17:12:02, id: test-171202-330, starting consumer #0, channel #0
2018-12-20 17:12:03, id: test-171202-330, time: 1.032s, received: 0.97 msg/s
2018-12-20 17:12:04, id: test-171202-330, time: 2.032s, received: 3961 msg/s
2018-12-20 17:12:05, id: test-171202-330, time: 3.032s, received: 3906 msg/s
2018-12-20 17:12:06, id: test-171202-330, time: 4.032s, received: 3902 msg/s
2018-12-20 17:12:07, id: test-171202-330, time: 5.032s, received: 3910 msg/s
2018-12-20 17:12:08, id: test-171202-330, time: 6.032s, received: 3906 msg/s
2018-12-20 17:12:09, id: test-171202-330, time: 7.032s, received: 3906 msg/s
2018-12-20 17:12:10, id: test-171202-330, time: 8.032s, received: 3906 msg/s
2018-12-20 17:12:11, id: test-171202-330, time: 9.032s, received: 3906 msg/s
2018-12-20 17:12:12, id: test-171202-330, time: 10.032s, received: 3903 msg/s
2018-12-20 17:12:13, id: test-171202-330, time: 11.032s, received: 3909 msg/s
2018-12-20 17:12:14, id: test-171202-330, time: 12.032s, received: 3902 msg/s
2018-12-20 17:12:15, id: test-171202-330, time: 13.032s, received: 3910 msg/s
2018-12-20 17:12:16, id: test-171202-330, time: 14.032s, received: 3906 msg/s
2018-12-20 17:12:17, id: test-171202-330, time: 15.032s, received: 3903 msg/s
2018-12-20 17:12:18, id: test-171202-330, time: 16.032s, received: 3907 msg/s
2018-12-20 17:12:19, id: test-171202-330, time: 17.032s, received: 3905 msg/s
2018-12-20 17:12:20, id: test-171202-330, time: 18.032s, received: 3909 msg/s
2018-12-20 17:12:21, id: test-171202-330, time: 19.032s, received: 3906 msg/s
2018-12-20 17:12:22, id: test-171202-330, time: 20.032s, received: 3906 msg/s
2018-12-20 17:12:23, id: test-171202-330, time: 21.032s, received: 3906 msg/s
2018-12-20 17:12:24, id: test-171202-330, time: 22.032s, received: 3906 msg/s
2018-12-20 17:12:25, id: test-171202-330, time: 23.032s, received: 3906 msg/s
2018-12-20 17:12:26, id: test-171202-330, time: 24.032s, received: 3906 msg/s
2018-12-20 17:12:27, id: test-171202-330, time: 25.032s, received: 3906 msg/s
2018-12-20 17:12:28, id: test-171202-330, time: 26.032s, received: 3902 msg/s
2018-12-20 17:12:29, id: test-171202-330, time: 27.032s, received: 3910 msg/s
2018-12-20 17:12:30, id: test-171202-330, time: 28.032s, received: 3906 msg/s
2018-12-20 17:12:31, id: test-171202-330, time: 29.033s, received: 3902 msg/s
2018-12-20 17:12:32, id: test-171202-330, time: 30.033s, received: 3910 msg/s
2018-12-20 17:12:33, id: test-171202-330, time: 31.033s, received: 3906 msg/s
2018-12-20 17:12:34, id: test-171202-330, time: 32.033s, received: 3906 msg/s
2018-12-20 17:12:35, id: test-171202-330, time: 33.033s, received: 3903 msg/s
2018-12-20 17:12:36, id: test-171202-330, time: 34.033s, received: 3909 msg/s
2018-12-20 17:12:37, id: test-171202-330, time: 35.034s, received: 3902 msg/s
2018-12-20 17:12:38, id: test-171202-330, time: 36.034s, received: 3910 msg/s
2018-12-20 17:12:39, id: test-171202-330, time: 37.034s, received: 3906 msg/s
2018-12-20 17:12:40, id: test-171202-330, time: 38.034s, received: 3903 msg/s
2018-12-20 17:12:41, id: test-171202-330, time: 39.034s, received: 3909 msg/s
2018-12-20 17:12:42, id: test-171202-330, time: 40.034s, received: 3906 msg/s
2018-12-20 17:12:43, id: test-171202-330, time: 41.034s, received: 3902 msg/s
2018-12-20 17:12:44, id: test-171202-330, time: 42.034s, received: 3910 msg/s
2018-12-20 17:12:45, id: test-171202-330, time: 43.034s, received: 3906 msg/s
2018-12-20 17:12:46, id: test-171202-330, time: 44.034s, received: 3906 msg/s
2018-12-20 17:12:47, id: test-171202-330, time: 45.034s, received: 3906 msg/s
2018-12-20 17:12:48, id: test-171202-330, time: 46.034s, received: 3906 msg/s
2018-12-20 17:12:49, id: test-171202-330, time: 47.034s, received: 3906 msg/s
2018-12-20 17:12:50, id: test-171202-330, time: 48.034s, received: 3906 msg/s
2018-12-20 17:12:51, id: test-171202-330, time: 49.034s, received: 3906 msg/s
2018-12-20 17:12:52, id: test-171202-330, time: 50.034s, received: 3902 msg/s
2018-12-20 17:12:53, id: test-171202-330, time: 51.034s, received: 3910 msg/s
2018-12-20 17:12:54, id: test-171202-330, time: 52.034s, received: 3906 msg/s
2018-12-20 17:12:55, id: test-171202-330, time: 53.034s, received: 3906 msg/s
2018-12-20 17:12:56, id: test-171202-330, time: 54.034s, received: 3906 msg/s
2018-12-20 17:12:57, id: test-171202-330, time: 55.034s, received: 3902 msg/s
2018-12-20 17:12:58, id: test-171202-330, time: 56.034s, received: 3910 msg/s
2018-12-20 17:12:59, id: test-171202-330, time: 57.034s, received: 3906 msg/s
2018-12-20 17:13:00, id: test-171202-330, time: 58.035s, received: 3902 msg/s
2018-12-20 17:13:01, id: test-171202-330, time: 59.035s, received: 3910 msg/s
2018-12-20 17:13:02, id: test-171202-330, time: 60.035s, received: 3906 msg/s
2018-12-20 17:13:03, id: test-171202-330, time: 61.035s, received: 3902 msg/s
2018-12-20 17:13:04, id: test-171202-330, time: 62.035s, received: 3910 msg/s
2018-12-20 17:13:05, id: test-171202-330, time: 63.035s, received: 3906 msg/s
2018-12-20 17:13:06, id: test-171202-330, time: 64.035s, received: 3906 msg/s
2018-12-20 17:13:07, id: test-171202-330, time: 65.035s, received: 3902 msg/s
2018-12-20 17:13:08, id: test-171202-330, time: 66.035s, received: 3907 msg/s
2018-12-20 17:13:09, id: test-171202-330, time: 67.035s, received: 3909 msg/s
2018-12-20 17:13:10, id: test-171202-330, time: 68.035s, received: 3906 msg/s
