time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-27 10:47:22:975, 0, 56.4453, 11.2891, 115600, 23120.0000, 14, 4986, 11.3208, 23184.9178
2018-11-27 10:47:27:975, 0, 110.6348, 10.8379, 226580, 22196.0000, 0, 5000, 10.8379, 22196.0000
2018-11-27 10:47:32:975, 0, 167.2915, 11.3313, 342613, 23206.6000, 0, 5000, 11.3313, 23206.6000
2018-11-27 10:47:37:975, 0, 222.6162, 11.0649, 455918, 22661.0000, 0, 5000, 11.0649, 22661.0000
2018-11-27 10:47:45:742, 0, 252.1479, 3.8022, 516399, 7786.9190, 0, 7767, 3.8022, 7786.9190
2018-11-27 10:47:50:743, 0, 306.9277, 10.9538, 628588, 22433.3133, 0, 5001, 10.9538, 22433.3133
2018-11-27 10:47:55:743, 0, 361.3594, 10.8863, 740064, 22295.2000, 0, 5000, 10.8863, 22295.2000
2018-11-27 10:48:00:744, 0, 415.9878, 10.9235, 851943, 22371.3257, 0, 5001, 10.9235, 22371.3257
2018-11-27 10:48:05:744, 0, 470.3892, 10.8803, 963357, 22282.8000, 0, 5000, 10.8803, 22282.8000
2018-11-27 10:48:10:744, 0, 525.8652, 11.0952, 1076972, 22723.0000, 0, 5000, 11.0952, 22723.0000
2018-11-27 10:48:15:744, 0, 580.8418, 10.9953, 1189564, 22518.4000, 0, 5000, 10.9953, 22518.4000
2018-11-27 10:48:20:744, 0, 636.5903, 11.1497, 1303737, 22834.6000, 0, 5000, 11.1497, 22834.6000
2018-11-27 10:48:25:744, 0, 691.0522, 10.8924, 1415275, 22307.6000, 0, 5000, 10.8924, 22307.6000
2018-11-27 10:48:30:744, 0, 746.4980, 11.0892, 1528828, 22710.6000, 0, 5000, 11.0892, 22710.6000
2018-11-27 10:48:35:744, 0, 801.5352, 11.0074, 1641544, 22543.2000, 0, 5000, 11.0074, 22543.2000
2018-11-27 10:48:40:744, 0, 856.1787, 10.9287, 1753454, 22382.0000, 0, 5000, 10.9287, 22382.0000
2018-11-27 10:48:45:744, 0, 910.6104, 10.8863, 1864930, 22295.2000, 0, 5000, 10.8863, 22295.2000
2018-11-27 10:48:50:744, 0, 965.5566, 10.9893, 1977460, 22506.0000, 0, 5000, 10.9893, 22506.0000
2018-11-27 10:48:55:744, 0, 1021.8047, 11.2496, 2092656, 23039.2000, 0, 5000, 11.2496, 23039.2000
2018-11-27 10:49:00:745, 0, 1078.0830, 11.2534, 2207914, 23046.9906, 0, 5001, 11.2534, 23046.9906
2018-11-27 10:49:05:745, 0, 1133.7104, 11.1255, 2321839, 22785.0000, 0, 5000, 11.1255, 22785.0000
2018-11-27 10:49:11:422, 0, 1158.9131, 4.4394, 2373454, 9091.9500, 0, 5677, 4.4394, 9091.9500
2018-11-27 10:49:16:422, 0, 1214.8584, 11.1891, 2488030, 22915.2000, 0, 5000, 11.1891, 22915.2000
2018-11-27 10:49:21:422, 0, 1270.0015, 11.0286, 2600963, 22586.6000, 0, 5000, 11.0286, 22586.6000
2018-11-27 10:49:26:422, 0, 1324.4785, 10.8954, 2712532, 22313.8000, 0, 5000, 10.8954, 22313.8000
2018-11-27 10:49:31:423, 0, 1378.9102, 10.8842, 2824008, 22290.7419, 0, 5001, 10.8842, 22290.7419
2018-11-27 10:49:36:423, 0, 1434.2046, 11.0589, 2937251, 22648.6000, 0, 5000, 11.0589, 22648.6000
2018-11-27 10:49:42:143, 0, 1465.6284, 5.4937, 3001607, 11251.0490, 0, 5720, 5.4937, 11251.0490
2018-11-27 10:49:47:143, 0, 1521.4224, 11.1588, 3115873, 22853.2000, 0, 5000, 11.1588, 22853.2000
2018-11-27 10:49:52:144, 0, 1577.6250, 11.2383, 3230976, 23015.9968, 0, 5001, 11.2383, 23015.9968
2018-11-27 10:49:57:144, 0, 1633.8579, 11.2466, 3346141, 23033.0000, 0, 5000, 11.2466, 23033.0000
2018-11-27 10:50:02:144, 0, 1690.6812, 11.3646, 3462515, 23274.8000, 0, 5000, 11.3646, 23274.8000
2018-11-27 10:50:07:144, 0, 1745.6577, 10.9953, 3575107, 22518.4000, 0, 5000, 10.9953, 22518.4000
2018-11-27 10:50:12:144, 0, 1800.5132, 10.9711, 3687451, 22468.8000, 0, 5000, 10.9711, 22468.8000
2018-11-27 10:50:17:144, 0, 1854.9902, 10.8954, 3799020, 22313.8000, 0, 5000, 10.8954, 22313.8000
2018-11-27 10:50:22:144, 0, 1911.1323, 11.2284, 3913999, 22995.8000, 0, 5000, 11.2284, 22995.8000
2018-11-27 10:50:27:144, 0, 1967.1230, 11.1981, 4028668, 22933.8000, 0, 5000, 11.1981, 22933.8000
2018-11-27 10:50:32:144, 0, 2023.7192, 11.3192, 4144577, 23181.8000, 0, 5000, 11.3192, 23181.8000
2018-11-27 10:50:37:144, 0, 2080.5879, 11.3737, 4261044, 23293.4000, 0, 5000, 11.3737, 23293.4000
2018-11-27 10:50:42:144, 0, 2136.6392, 11.2103, 4375837, 22958.6000, 0, 5000, 11.2103, 22958.6000
2018-11-27 10:50:47:144, 0, 2192.7358, 11.2193, 4490723, 22977.2000, 0, 5000, 11.2193, 22977.2000
2018-11-27 10:50:52:145, 0, 2248.9385, 11.2383, 4605826, 23015.9968, 0, 5001, 11.2383, 23015.9968
2018-11-27 10:50:57:145, 0, 2304.7173, 11.1558, 4720061, 22847.0000, 0, 5000, 11.1558, 22847.0000
2018-11-27 10:51:02:146, 0, 2361.1772, 11.2897, 4835691, 23121.3757, 0, 5001, 11.2897, 23121.3757
2018-11-27 10:51:07:146, 0, 2417.3496, 11.2345, 4950732, 23008.2000, 0, 5000, 11.2345, 23008.2000
2018-11-27 10:51:12:146, 0, 2472.2354, 10.9771, 5063138, 22481.2000, 0, 5000, 10.9771, 22481.2000
2018-11-27 10:51:17:147, 0, 2526.4248, 10.8357, 5174118, 22191.5617, 0, 5001, 10.8357, 22191.5617
2018-11-27 10:51:22:147, 0, 2579.7515, 10.6653, 5283331, 21842.6000, 0, 5000, 10.6653, 21842.6000
2018-11-27 10:51:27:147, 0, 2634.0317, 10.8561, 5394497, 22233.2000, 0, 5000, 10.8561, 22233.2000
2018-11-27 10:51:32:147, 0, 2687.3433, 10.6623, 5503679, 21836.4000, 0, 5000, 10.6623, 21836.4000
2018-11-27 10:51:37:148, 0, 2741.6538, 10.8599, 5614907, 22241.1518, 0, 5001, 10.8599, 22241.1518
2018-11-27 10:51:42:149, 0, 2796.5850, 10.9840, 5727406, 22495.3009, 0, 5001, 10.9840, 22495.3009
2018-11-27 10:51:47:150, 0, 2851.6675, 11.0143, 5840215, 22557.2885, 0, 5001, 11.0143, 22557.2885
2018-11-27 10:51:52:151, 0, 2906.6440, 10.9931, 5952807, 22513.8972, 0, 5001, 10.9931, 22513.8972
2018-11-27 10:51:57:152, 0, 2961.4692, 10.9628, 6065089, 22451.9096, 0, 5001, 10.9628, 22451.9096
2018-11-27 10:52:02:152, 0, 3016.4458, 10.9953, 6177681, 22518.4000, 0, 5000, 10.9953, 22518.4000
2018-11-27 10:52:07:152, 0, 3071.4375, 10.9983, 6290304, 22524.6000, 0, 5000, 10.9983, 22524.6000
2018-11-27 10:52:12:152, 0, 3125.8237, 10.8772, 6401687, 22276.6000, 0, 5000, 10.8772, 22276.6000
2018-11-27 10:52:17:152, 0, 3179.4380, 10.7229, 6511489, 21960.4000, 0, 5000, 10.7229, 21960.4000
2018-11-27 10:52:22:152, 0, 3235.0654, 11.1255, 6625414, 22785.0000, 0, 5000, 11.1255, 22785.0000
2018-11-27 10:52:27:152, 0, 3289.6182, 10.9105, 6737138, 22344.8000, 0, 5000, 10.9105, 22344.8000
2018-11-27 10:52:32:152, 0, 3344.4736, 10.9711, 6849482, 22468.8000, 0, 5000, 10.9711, 22468.8000
2018-11-27 10:52:37:152, 0, 3399.1929, 10.9438, 6961547, 22413.0000, 0, 5000, 10.9438, 22413.0000
2018-11-27 10:52:42:152, 0, 3453.9878, 10.9590, 7073767, 22444.0000, 0, 5000, 10.9590, 22444.0000
2018-11-27 10:52:47:153, 0, 3507.6929, 10.7389, 7183755, 21993.2014, 0, 5001, 10.7389, 21993.2014
2018-11-27 10:52:52:154, 0, 3560.9287, 10.6450, 7292782, 21801.0398, 0, 5001, 10.6450, 21801.0398
2018-11-27 10:52:57:154, 0, 3614.3462, 10.6835, 7402181, 21879.8000, 0, 5000, 10.6835, 21879.8000
2018-11-27 10:53:02:155, 0, 3668.4751, 10.8236, 7513037, 22166.7666, 0, 5001, 10.8236, 22166.7666
2018-11-27 10:53:07:155, 0, 3721.2568, 10.5563, 7621134, 21619.4000, 0, 5000, 10.5563, 21619.4000
2018-11-27 10:53:12:155, 0, 3775.2192, 10.7925, 7731649, 22103.0000, 0, 5000, 10.7925, 22103.0000
2018-11-27 10:53:17:156, 0, 3828.9243, 10.7389, 7841637, 21993.2014, 0, 5001, 10.7389, 21993.2014
2018-11-27 10:53:22:157, 0, 3882.1299, 10.6390, 7950602, 21788.6423, 0, 5001, 10.6390, 21788.6423
2018-11-27 10:53:27:157, 0, 3936.9399, 10.9620, 8062853, 22450.2000, 0, 5000, 10.9620, 22450.2000
2018-11-27 10:53:32:157, 0, 3991.0688, 10.8258, 8173709, 22171.2000, 0, 5000, 10.8258, 22171.2000
2018-11-27 10:53:37:157, 0, 4044.7285, 10.7319, 8283604, 21979.0000, 0, 5000, 10.7319, 21979.0000
2018-11-27 10:53:42:157, 0, 4098.4185, 10.7380, 8393561, 21991.4000, 0, 5000, 10.7380, 21991.4000
2018-11-27 10:53:47:157, 0, 4152.0933, 10.7350, 8503487, 21985.2000, 0, 5000, 10.7350, 21985.2000
2018-11-27 10:53:52:157, 0, 4205.4048, 10.6623, 8612669, 21836.4000, 0, 5000, 10.6623, 21836.4000
2018-11-27 10:53:57:157, 0, 4259.0493, 10.7289, 8722533, 21972.8000, 0, 5000, 10.7289, 21972.8000
2018-11-27 10:54:02:158, 0, 4312.1187, 10.6117, 8831219, 21732.8534, 0, 5001, 10.6117, 21732.8534
2018-11-27 10:54:07:158, 0, 4365.9751, 10.7713, 8941517, 22059.6000, 0, 5000, 10.7713, 22059.6000
2018-11-27 10:54:12:158, 0, 4419.4985, 10.7047, 9051133, 21923.2000, 0, 5000, 10.7047, 21923.2000
2018-11-27 10:54:17:158, 0, 4473.2793, 10.7562, 9161276, 22028.6000, 0, 5000, 10.7562, 22028.6000
2018-11-27 10:54:22:158, 0, 4528.1348, 10.9711, 9273620, 22468.8000, 0, 5000, 10.9711, 22468.8000
2018-11-27 10:54:27:158, 0, 4582.1426, 10.8016, 9384228, 22121.6000, 0, 5000, 10.8016, 22121.6000
2018-11-27 10:54:32:159, 0, 4635.8628, 10.7419, 9494247, 21999.4001, 0, 5001, 10.7419, 21999.4001
2018-11-27 10:54:37:159, 0, 4689.6738, 10.7622, 9604452, 22041.0000, 0, 5000, 10.7622, 22041.0000
2018-11-27 10:54:42:160, 0, 4744.5596, 10.9750, 9716858, 22476.7047, 0, 5001, 10.9750, 22476.7047
2018-11-27 10:54:47:160, 0, 4797.5381, 10.5957, 9825358, 21700.0000, 0, 5000, 10.5957, 21700.0000
2018-11-27 10:54:52:160, 0, 4851.3491, 10.7622, 9935563, 22041.0000, 0, 5000, 10.7622, 22041.0000
2018-11-27 10:54:57:160, 0, 4906.0835, 10.9469, 10047659, 22419.2000, 0, 5000, 10.9469, 22419.2000
2018-11-27 10:55:02:161, 0, 4960.4395, 10.8690, 10158980, 22259.7481, 0, 5001, 10.8690, 22259.7481
2018-11-27 10:55:07:161, 0, 5014.5078, 10.8137, 10269712, 22146.4000, 0, 5000, 10.8137, 22146.4000
2018-11-27 10:55:12:161, 0, 5067.6226, 10.6229, 10378491, 21755.8000, 0, 5000, 10.6229, 21755.8000
2018-11-27 10:55:17:161, 0, 5121.9937, 10.8742, 10489843, 22270.4000, 0, 5000, 10.8742, 22270.4000
2018-11-27 10:55:22:162, 0, 5176.8491, 10.9689, 10602187, 22464.3071, 0, 5001, 10.9689, 22464.3071
2018-11-27 10:55:27:162, 0, 5231.4927, 10.9287, 10714097, 22382.0000, 0, 5000, 10.9287, 22382.0000
2018-11-27 10:55:32:163, 0, 5286.2422, 10.9477, 10826224, 22420.9158, 0, 5001, 10.9477, 22420.9158
2018-11-27 10:55:37:163, 0, 5340.5225, 10.8561, 10937390, 22233.2000, 0, 5000, 10.8561, 22233.2000
2018-11-27 10:55:42:163, 0, 5395.3477, 10.9650, 11049672, 22456.4000, 0, 5000, 10.9650, 22456.4000
2018-11-27 10:55:47:163, 0, 5449.8398, 10.8984, 11161272, 22320.0000, 0, 5000, 10.8984, 22320.0000
2018-11-27 10:55:52:163, 0, 5504.3472, 10.9015, 11272903, 22326.2000, 0, 5000, 10.9015, 22326.2000
2018-11-27 10:55:57:163, 0, 5559.2026, 10.9711, 11385247, 22468.8000, 0, 5000, 10.9711, 22468.8000
2018-11-27 10:56:02:163, 0, 5613.4980, 10.8591, 11496444, 22239.4000, 0, 5000, 10.8591, 22239.4000
2018-11-27 10:56:07:163, 0, 5667.9297, 10.8863, 11607920, 22295.2000, 0, 5000, 10.8863, 22295.2000
2018-11-27 10:56:12:164, 0, 5722.8457, 10.9810, 11720388, 22489.1022, 0, 5001, 10.9810, 22489.1022
2018-11-27 10:56:17:164, 0, 5777.0049, 10.8318, 11831306, 22183.6000, 0, 5000, 10.8318, 22183.6000
2018-11-27 10:56:22:164, 0, 5832.7080, 11.1406, 11945386, 22816.0000, 0, 5000, 11.1406, 22816.0000
2018-11-27 10:56:27:164, 0, 5886.3828, 10.7350, 12055312, 21985.2000, 0, 5000, 10.7350, 21985.2000
2018-11-27 10:56:32:164, 0, 5940.2090, 10.7652, 12165548, 22047.2000, 0, 5000, 10.7652, 22047.2000
2018-11-27 10:56:37:164, 0, 5994.1714, 10.7925, 12276063, 22103.0000, 0, 5000, 10.7925, 22103.0000
2018-11-27 10:56:42:164, 0, 6048.4819, 10.8621, 12387291, 22245.6000, 0, 5000, 10.8621, 22245.6000
2018-11-27 10:56:47:165, 0, 6101.9751, 10.6965, 12496845, 21906.4187, 0, 5001, 10.6965, 21906.4187
2018-11-27 10:56:52:165, 0, 6156.6338, 10.9317, 12608786, 22388.2000, 0, 5000, 10.9317, 22388.2000
2018-11-27 10:56:57:165, 0, 6211.3530, 10.9438, 12720851, 22413.0000, 0, 5000, 10.9438, 22413.0000
2018-11-27 10:57:02:166, 0, 6266.1631, 10.9598, 12833102, 22445.7109, 0, 5001, 10.9598, 22445.7109
2018-11-27 10:57:07:167, 0, 6319.7622, 10.7177, 12942873, 21949.8100, 0, 5001, 10.7177, 21949.8100
2018-11-27 10:57:12:167, 0, 6373.8608, 10.8197, 13053667, 22158.8000, 0, 5000, 10.8197, 22158.8000
2018-11-27 10:57:17:167, 0, 6428.5044, 10.9287, 13165577, 22382.0000, 0, 5000, 10.9287, 22382.0000
2018-11-27 10:57:22:167, 0, 6483.8442, 11.0680, 13278913, 22667.2000, 0, 5000, 11.0680, 22667.2000
2018-11-27 10:57:27:167, 0, 6538.1094, 10.8530, 13390048, 22227.0000, 0, 5000, 10.8530, 22227.0000
2018-11-27 10:57:32:167, 0, 6592.4351, 10.8651, 13501307, 22251.8000, 0, 5000, 10.8651, 22251.8000
2018-11-27 10:57:37:168, 0, 6646.9272, 10.8963, 13612907, 22315.5369, 0, 5001, 10.8963, 22315.5369
2018-11-27 10:57:42:168, 0, 6700.1479, 10.6441, 13721903, 21799.2000, 0, 5000, 10.6441, 21799.2000
2018-11-27 10:57:47:168, 0, 6754.0044, 10.7713, 13832201, 22059.6000, 0, 5000, 10.7713, 22059.6000
2018-11-27 10:57:52:168, 0, 6808.8901, 10.9771, 13944607, 22481.2000, 0, 5000, 10.9771, 22481.2000
2018-11-27 10:57:57:168, 0, 6863.5942, 10.9408, 14056641, 22406.8000, 0, 5000, 10.9408, 22406.8000
2018-11-27 10:58:02:168, 0, 6918.1621, 10.9136, 14168396, 22351.0000, 0, 5000, 10.9136, 22351.0000
2018-11-27 10:58:07:169, 0, 6972.7603, 10.9174, 14280213, 22358.9282, 0, 5001, 10.9174, 22358.9282
