2018-12-11 21:14:08, id: test-211408-418, starting consumer #0
2018-12-11 21:14:08, id: test-211408-418, starting consumer #0, channel #0
2018-12-11 21:14:09, id: test-211408-418, time: 1.000s, received: 7907 msg/s
2018-12-11 21:14:10, id: test-211408-418, time: 2.000s, received: 19502 msg/s
2018-12-11 21:14:11, id: test-211408-418, time: 3.000s, received: 19556 msg/s
2018-12-11 21:14:12, id: test-211408-418, time: 4.000s, received: 19537 msg/s
2018-12-11 21:14:13, id: test-211408-418, time: 5.000s, received: 19537 msg/s
2018-12-11 21:14:14, id: test-211408-418, time: 6.000s, received: 19532 msg/s
2018-12-11 21:14:15, id: test-211408-418, time: 7.000s, received: 19425 msg/s
2018-12-11 21:14:16, id: test-211408-418, time: 8.000s, received: 19633 msg/s
2018-12-11 21:14:17, id: test-211408-418, time: 9.000s, received: 19441 msg/s
2018-12-11 21:14:18, id: test-211408-418, time: 10.000s, received: 19548 msg/s
2018-12-11 21:14:19, id: test-211408-418, time: 11.000s, received: 19574 msg/s
2018-12-11 21:14:20, id: test-211408-418, time: 12.000s, received: 19564 msg/s
2018-12-11 21:14:21, id: test-211408-418, time: 13.000s, received: 19529 msg/s
2018-12-11 21:14:22, id: test-211408-418, time: 14.000s, received: 19491 msg/s
2018-12-11 21:14:23, id: test-211408-418, time: 15.000s, received: 19561 msg/s
2018-12-11 21:14:24, id: test-211408-418, time: 16.000s, received: 19529 msg/s
2018-12-11 21:14:25, id: test-211408-418, time: 17.000s, received: 19546 msg/s
2018-12-11 21:14:26, id: test-211408-418, time: 18.000s, received: 19478 msg/s
2018-12-11 21:14:27, id: test-211408-418, time: 19.000s, received: 19555 msg/s
2018-12-11 21:14:28, id: test-211408-418, time: 20.000s, received: 19524 msg/s
2018-12-11 21:14:29, id: test-211408-418, time: 21.000s, received: 19534 msg/s
2018-12-11 21:14:30, id: test-211408-418, time: 22.001s, received: 19486 msg/s
2018-12-11 21:14:31, id: test-211408-418, time: 23.001s, received: 19564 msg/s
2018-12-11 21:14:32, id: test-211408-418, time: 24.001s, received: 19566 msg/s
2018-12-11 21:14:33, id: test-211408-418, time: 25.001s, received: 19449 msg/s
2018-12-11 21:14:34, id: test-211408-418, time: 26.001s, received: 19616 msg/s
2018-12-11 21:14:35, id: test-211408-418, time: 27.001s, received: 19533 msg/s
2018-12-11 21:14:36, id: test-211408-418, time: 28.001s, received: 19542 msg/s
2018-12-11 21:14:37, id: test-211408-418, time: 29.001s, received: 19511 msg/s
2018-12-11 21:14:38, id: test-211408-418, time: 30.001s, received: 19478 msg/s
2018-12-11 21:14:39, id: test-211408-418, time: 31.001s, received: 19532 msg/s
2018-12-11 21:14:40, id: test-211408-418, time: 32.001s, received: 19590 msg/s
