time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-27 13:54:27:800, 0, 41.3691, 8.2738, 84724, 16944.8000, 17, 4983, 8.3021, 17002.6089
2018-11-27 13:54:32:801, 0, 81.9961, 8.1238, 167928, 16637.4725, 0, 5001, 8.1238, 16637.4725
2018-11-27 13:54:37:801, 0, 117.7490, 7.1506, 241150, 14644.4000, 0, 5000, 7.1506, 14644.4000
2018-11-27 13:54:42:802, 0, 134.2329, 3.2961, 274909, 6750.4499, 0, 5001, 3.2961, 6750.4499
2018-11-27 13:54:47:802, 0, 174.7085, 8.0951, 357803, 16578.8000, 0, 5000, 8.0951, 16578.8000
2018-11-27 13:54:52:802, 0, 215.3960, 8.1375, 441131, 16665.6000, 0, 5000, 8.1375, 16665.6000
2018-11-27 13:54:57:802, 0, 256.1289, 8.1466, 524552, 16684.2000, 0, 5000, 8.1466, 16684.2000
2018-11-27 13:55:02:803, 0, 296.5894, 8.0905, 607415, 16569.2861, 0, 5001, 8.0905, 16569.2861
2018-11-27 13:55:07:804, 0, 337.3223, 8.1450, 690836, 16680.8638, 0, 5001, 8.1450, 16680.8638
2018-11-27 13:55:12:804, 0, 378.0854, 8.1526, 774319, 16696.6000, 0, 5000, 8.1526, 16696.6000
2018-11-27 13:55:17:804, 0, 418.7427, 8.1314, 857585, 16653.2000, 0, 5000, 8.1314, 16653.2000
2018-11-27 13:55:22:805, 0, 459.4302, 8.1359, 940913, 16662.2675, 0, 5001, 8.1359, 16662.2675
2018-11-27 13:55:27:805, 0, 500.1631, 8.1466, 1024334, 16684.2000, 0, 5000, 8.1466, 16684.2000
2018-11-27 13:55:32:806, 0, 540.8354, 8.1328, 1107631, 16656.0688, 0, 5001, 8.1328, 16656.0688
2018-11-27 13:55:37:806, 0, 581.6138, 8.1557, 1191145, 16702.8000, 0, 5000, 8.1557, 16702.8000
2018-11-27 13:55:42:806, 0, 622.3467, 8.1466, 1274566, 16684.2000, 0, 5000, 8.1466, 16684.2000
2018-11-27 13:55:47:807, 0, 663.0796, 8.1450, 1357987, 16680.8638, 0, 5001, 8.1450, 16680.8638
2018-11-27 13:55:52:808, 0, 703.8428, 8.1510, 1441470, 16693.2613, 0, 5001, 8.1510, 16693.2613
2018-11-27 13:55:57:809, 0, 744.7422, 8.1782, 1525232, 16749.0502, 0, 5001, 8.1782, 16749.0502
2018-11-27 13:56:02:810, 0, 785.3994, 8.1298, 1608498, 16649.8700, 0, 5001, 8.1298, 16649.8700
2018-11-27 13:56:07:811, 0, 826.1323, 8.1450, 1691919, 16680.8638, 0, 5001, 8.1450, 16680.8638
2018-11-27 13:56:12:811, 0, 866.8198, 8.1375, 1775247, 16665.6000, 0, 5000, 8.1375, 16665.6000
2018-11-27 13:56:17:811, 0, 907.5981, 8.1557, 1858761, 16702.8000, 0, 5000, 8.1557, 16702.8000
2018-11-27 13:56:22:812, 0, 948.3311, 8.1450, 1942182, 16680.8638, 0, 5001, 8.1450, 16680.8638
2018-11-27 13:56:27:813, 0, 989.0488, 8.1419, 2025572, 16674.6651, 0, 5001, 8.1419, 16674.6651
2018-11-27 13:56:32:814, 0, 1029.7817, 8.1450, 2108993, 16680.8638, 0, 5001, 8.1450, 16680.8638
2018-11-27 13:56:37:814, 0, 1070.4995, 8.1436, 2192383, 16678.0000, 0, 5000, 8.1436, 16678.0000
2018-11-27 13:56:42:815, 0, 1111.3384, 8.1661, 2276021, 16724.2551, 0, 5001, 8.1661, 16724.2551
2018-11-27 13:56:47:815, 0, 1152.0259, 8.1375, 2359349, 16665.6000, 0, 5000, 8.1375, 16665.6000
2018-11-27 13:56:52:815, 0, 1192.8647, 8.1678, 2442987, 16727.6000, 0, 5000, 8.1678, 16727.6000
2018-11-27 13:56:57:816, 0, 1233.5977, 8.1450, 2526408, 16680.8638, 0, 5001, 8.1450, 16680.8638
2018-11-27 13:57:02:816, 0, 1274.1338, 8.1072, 2609426, 16603.6000, 0, 5000, 8.1072, 16603.6000
2018-11-27 13:57:07:816, 0, 1314.8516, 8.1436, 2692816, 16678.0000, 0, 5000, 8.1436, 16678.0000
2018-11-27 13:57:12:817, 0, 1355.5996, 8.1480, 2776268, 16687.0626, 0, 5001, 8.1480, 16687.0626
2018-11-27 13:57:17:818, 0, 1396.2720, 8.1328, 2859565, 16656.0688, 0, 5001, 8.1328, 16656.0688
