time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec
2018-11-25 12:19:58:149, 0, 45.7881, 9.1576, 93774, 18754.8000, 15, 4985, 9.1852, 18811.2337
2018-11-25 12:20:03:149, 0, 93.4727, 9.5369, 191432, 19531.6000, 0, 5000, 9.5369, 19531.6000
2018-11-25 12:20:08:150, 0, 141.1660, 9.5368, 289108, 19531.2937, 0, 5001, 9.5368, 19531.2937
2018-11-25 12:20:13:150, 0, 188.8521, 9.5372, 386769, 19532.2000, 0, 5000, 9.5372, 19532.2000
2018-11-25 12:20:18:150, 0, 236.5278, 9.5352, 484409, 19528.0000, 0, 5000, 9.5352, 19528.0000
2018-11-25 12:20:23:150, 0, 284.2207, 9.5386, 582084, 19535.0000, 0, 5000, 9.5386, 19535.0000
2018-11-25 12:20:28:151, 0, 331.9038, 9.5347, 679739, 19527.0946, 0, 5001, 9.5347, 19527.0946
2018-11-25 12:20:33:151, 0, 378.2939, 9.2780, 774746, 19001.4000, 0, 5000, 9.2780, 19001.4000
2018-11-25 12:20:38:151, 0, 426.2822, 9.5977, 873026, 19656.0000, 0, 5000, 9.5977, 19656.0000
2018-11-25 12:20:43:151, 0, 474.9624, 9.7360, 972723, 19939.4000, 0, 5000, 9.7360, 19939.4000
2018-11-25 12:20:48:151, 0, 522.6401, 9.5355, 1070367, 19528.8000, 0, 5000, 9.5355, 19528.8000
2018-11-25 12:20:53:151, 0, 570.3286, 9.5377, 1168033, 19533.2000, 0, 5000, 9.5377, 19533.2000
2018-11-25 12:20:58:152, 0, 618.0161, 9.5356, 1265697, 19528.8942, 0, 5001, 9.5356, 19528.8942
2018-11-25 12:21:03:153, 0, 665.7139, 9.5376, 1363382, 19533.0934, 0, 5001, 9.5376, 19533.0934
2018-11-25 12:21:08:153, 0, 698.4536, 6.5479, 1430433, 13410.2000, 0, 5000, 6.5479, 13410.2000
2018-11-25 12:21:13:153, 0, 744.3794, 9.1852, 1524489, 18811.2000, 0, 5000, 9.1852, 18811.2000
2018-11-25 12:21:18:153, 0, 808.7666, 12.8774, 1656354, 26373.0000, 0, 5000, 12.8774, 26373.0000
2018-11-25 12:21:23:153, 0, 856.4409, 9.5349, 1753991, 19527.4000, 0, 5000, 9.5349, 19527.4000
2018-11-25 12:21:28:155, 0, 904.1338, 9.5348, 1851666, 19527.1891, 0, 5002, 9.5348, 19527.1891
2018-11-25 12:21:33:155, 0, 942.7378, 7.7208, 1930727, 15812.2000, 0, 5000, 7.7208, 15812.2000
2018-11-25 12:21:38:156, 0, 999.5151, 11.3532, 2047007, 23251.3497, 0, 5001, 11.3532, 23251.3497
2018-11-25 12:21:43:157, 0, 1047.2114, 9.5374, 2144689, 19532.4935, 0, 5001, 9.5374, 19532.4935
2018-11-25 12:21:48:157, 0, 1094.8945, 9.5366, 2242344, 19531.0000, 0, 5000, 9.5366, 19531.0000
