2018-12-19 19:22:11, id: test-192211-164, starting producer #0
2018-12-19 19:22:11, id: test-192211-164, starting producer #0, channel #0
2018-12-19 19:22:12, id: test-192211-164, time: 1.000s, sent: 14802 msg/s
2018-12-19 19:22:13, id: test-192211-164, time: 2.000s, sent: 14385 msg/s
2018-12-19 19:22:14, id: test-192211-164, time: 3.105s, sent: 13303 msg/s
2018-12-19 19:22:15, id: test-192211-164, time: 4.169s, sent: 14021 msg/s
2018-12-19 19:22:16, id: test-192211-164, time: 5.169s, sent: 14935 msg/s
2018-12-19 19:22:17, id: test-192211-164, time: 6.180s, sent: 12895 msg/s
2018-12-19 19:22:18, id: test-192211-164, time: 7.189s, sent: 13589 msg/s
2018-12-19 19:22:19, id: test-192211-164, time: 8.297s, sent: 13663 msg/s
2018-12-19 19:22:20, id: test-192211-164, time: 9.397s, sent: 13262 msg/s
2018-12-19 19:22:21, id: test-192211-164, time: 10.444s, sent: 13935 msg/s
2018-12-19 19:22:22, id: test-192211-164, time: 11.489s, sent: 13856 msg/s
2018-12-19 19:22:23, id: test-192211-164, time: 12.501s, sent: 13658 msg/s
2018-12-19 19:22:24, id: test-192211-164, time: 13.501s, sent: 14411 msg/s
2018-12-19 19:22:25, id: test-192211-164, time: 14.541s, sent: 12723 msg/s
2018-12-19 19:22:26, id: test-192211-164, time: 15.633s, sent: 13260 msg/s
2018-12-19 19:22:27, id: test-192211-164, time: 16.633s, sent: 14685 msg/s
2018-12-19 19:22:28, id: test-192211-164, time: 17.669s, sent: 12720 msg/s
2018-12-19 19:22:29, id: test-192211-164, time: 18.729s, sent: 14695 msg/s
2018-12-19 19:22:31, id: test-192211-164, time: 19.780s, sent: 13882 msg/s
2018-12-19 19:22:32, id: test-192211-164, time: 20.792s, sent: 13766 msg/s
2018-12-19 19:22:33, id: test-192211-164, time: 21.809s, sent: 14237 msg/s
2018-12-19 19:22:34, id: test-192211-164, time: 22.857s, sent: 13187 msg/s
2018-12-19 19:22:35, id: test-192211-164, time: 23.889s, sent: 13925 msg/s
2018-12-19 19:22:36, id: test-192211-164, time: 24.989s, sent: 13960 msg/s
2018-12-19 19:22:37, id: test-192211-164, time: 26.017s, sent: 13872 msg/s
2018-12-19 19:22:38, id: test-192211-164, time: 27.085s, sent: 13763 msg/s
2018-12-19 19:22:39, id: test-192211-164, time: 28.112s, sent: 13458 msg/s
2018-12-19 19:22:40, id: test-192211-164, time: 29.209s, sent: 13799 msg/s
2018-12-19 19:22:41, id: test-192211-164, time: 30.209s, sent: 14942 msg/s
2018-12-19 19:22:42, id: test-192211-164, time: 31.217s, sent: 12710 msg/s
2018-12-19 19:22:43, id: test-192211-164, time: 32.262s, sent: 13856 msg/s
2018-12-19 19:22:44, id: test-192211-164, time: 33.317s, sent: 14348 msg/s
2018-12-19 19:22:45, id: test-192211-164, time: 34.357s, sent: 13395 msg/s
2018-12-19 19:22:46, id: test-192211-164, time: 35.409s, sent: 13138 msg/s
2018-12-19 19:22:47, id: test-192211-164, time: 36.490s, sent: 14003 msg/s
2018-12-19 19:22:48, id: test-192211-164, time: 37.561s, sent: 13520 msg/s
2018-12-19 19:22:49, id: test-192211-164, time: 38.607s, sent: 13214 msg/s
2018-12-19 19:22:50, id: test-192211-164, time: 39.649s, sent: 13264 msg/s
2018-12-19 19:22:51, id: test-192211-164, time: 40.673s, sent: 14248 msg/s
2018-12-19 19:22:52, id: test-192211-164, time: 41.675s, sent: 13903 msg/s
2018-12-19 19:22:53, id: test-192211-164, time: 42.741s, sent: 13995 msg/s
2018-12-19 19:22:55, id: test-192211-164, time: 43.817s, sent: 14068 msg/s
2018-12-19 19:22:56, id: test-192211-164, time: 44.909s, sent: 13963 msg/s
2018-12-19 19:22:57, id: test-192211-164, time: 45.993s, sent: 13964 msg/s
2018-12-19 19:22:58, id: test-192211-164, time: 47.057s, sent: 14125 msg/s
2018-12-19 19:22:59, id: test-192211-164, time: 48.177s, sent: 13516 msg/s
2018-12-19 19:23:00, id: test-192211-164, time: 49.185s, sent: 13820 msg/s
2018-12-19 19:23:01, id: test-192211-164, time: 50.234s, sent: 13281 msg/s
2018-12-19 19:23:02, id: test-192211-164, time: 51.263s, sent: 14071 msg/s
2018-12-19 19:23:03, id: test-192211-164, time: 52.329s, sent: 13480 msg/s
2018-12-19 19:23:04, id: test-192211-164, time: 53.329s, sent: 14987 msg/s
2018-12-19 19:23:05, id: test-192211-164, time: 54.405s, sent: 12374 msg/s
2018-12-19 19:23:06, id: test-192211-164, time: 55.460s, sent: 13932 msg/s
2018-12-19 19:23:07, id: test-192211-164, time: 56.473s, sent: 13537 msg/s
2018-12-19 19:23:08, id: test-192211-164, time: 57.537s, sent: 12989 msg/s
2018-12-19 19:23:09, id: test-192211-164, time: 58.581s, sent: 12818 msg/s
2018-12-19 19:23:10, id: test-192211-164, time: 59.693s, sent: 13515 msg/s
2018-12-19 19:23:11, id: test-192211-164, time: 60.725s, sent: 14031 msg/s
2018-12-19 19:23:12, id: test-192211-164, time: 61.741s, sent: 13604 msg/s
2018-12-19 19:23:14, id: test-192211-164, time: 62.821s, sent: 13610 msg/s
2018-12-19 19:23:15, id: test-192211-164, time: 63.862s, sent: 13277 msg/s
2018-12-19 19:23:16, id: test-192211-164, time: 64.897s, sent: 13248 msg/s
2018-12-19 19:23:17, id: test-192211-164, time: 65.937s, sent: 13500 msg/s
2018-12-19 19:23:18, id: test-192211-164, time: 66.976s, sent: 13303 msg/s
2018-12-19 19:23:19, id: test-192211-164, time: 68.017s, sent: 14015 msg/s
2018-12-19 19:23:20, id: test-192211-164, time: 69.017s, sent: 13822 msg/s
2018-12-19 19:23:21, id: test-192211-164, time: 70.085s, sent: 13558 msg/s
2018-12-19 19:23:22, id: test-192211-164, time: 71.135s, sent: 13790 msg/s
2018-12-19 19:23:23, id: test-192211-164, time: 72.185s, sent: 13790 msg/s
2018-12-19 19:23:24, id: test-192211-164, time: 73.185s, sent: 14875 msg/s
2018-12-19 19:23:25, id: test-192211-164, time: 74.225s, sent: 12909 msg/s
2018-12-19 19:23:26, id: test-192211-164, time: 75.239s, sent: 13631 msg/s
2018-12-19 19:23:27, id: test-192211-164, time: 76.290s, sent: 14403 msg/s
2018-12-19 19:23:28, id: test-192211-164, time: 77.290s, sent: 14278 msg/s
2018-12-19 19:23:29, id: test-192211-164, time: 78.313s, sent: 13279 msg/s
2018-12-19 19:23:30, id: test-192211-164, time: 79.357s, sent: 13765 msg/s
2018-12-19 19:23:31, id: test-192211-164, time: 80.473s, sent: 13663 msg/s
2018-12-19 19:23:32, id: test-192211-164, time: 81.509s, sent: 13976 msg/s
2018-12-19 19:23:33, id: test-192211-164, time: 82.523s, sent: 13738 msg/s
2018-12-19 19:23:34, id: test-192211-164, time: 83.637s, sent: 13982 msg/s
2018-12-19 19:23:35, id: test-192211-164, time: 84.675s, sent: 13526 msg/s
2018-12-19 19:23:36, id: test-192211-164, time: 85.749s, sent: 13482 msg/s
2018-12-19 19:23:38, id: test-192211-164, time: 86.756s, sent: 14379 msg/s
2018-12-19 19:23:39, id: test-192211-164, time: 87.795s, sent: 13936 msg/s
2018-12-19 19:23:40, id: test-192211-164, time: 88.797s, sent: 13904 msg/s
2018-12-19 19:23:41, id: test-192211-164, time: 89.893s, sent: 13612 msg/s
2018-12-19 19:23:42, id: test-192211-164, time: 90.997s, sent: 13811 msg/s
2018-12-19 19:23:43, id: test-192211-164, time: 92.025s, sent: 13551 msg/s
2018-12-19 19:23:44, id: test-192211-164, time: 93.049s, sent: 14033 msg/s
2018-12-19 19:23:45, id: test-192211-164, time: 94.068s, sent: 13780 msg/s
2018-12-19 19:23:46, id: test-192211-164, time: 95.169s, sent: 13151 msg/s
2018-12-19 19:23:47, id: test-192211-164, time: 96.207s, sent: 13210 msg/s
2018-12-19 19:23:48, id: test-192211-164, time: 97.289s, sent: 13990 msg/s
2018-12-19 19:23:49, id: test-192211-164, time: 98.384s, sent: 13925 msg/s
2018-12-19 19:23:50, id: test-192211-164, time: 99.386s, sent: 13684 msg/s
2018-12-19 19:23:51, id: test-192211-164, time: 100.422s, sent: 13553 msg/s
2018-12-19 19:23:52, id: test-192211-164, time: 101.422s, sent: 14187 msg/s
2018-12-19 19:23:53, id: test-192211-164, time: 102.513s, sent: 13540 msg/s
2018-12-19 19:23:54, id: test-192211-164, time: 103.559s, sent: 13214 msg/s
2018-12-19 19:23:55, id: test-192211-164, time: 104.589s, sent: 13951 msg/s
2018-12-19 19:23:56, id: test-192211-164, time: 105.659s, sent: 13738 msg/s
2018-12-19 19:23:57, id: test-192211-164, time: 106.709s, sent: 13162 msg/s
2018-12-19 19:23:59, id: test-192211-164, time: 107.791s, sent: 13890 msg/s
2018-12-19 19:24:00, id: test-192211-164, time: 108.793s, sent: 13356 msg/s
2018-12-19 19:24:01, id: test-192211-164, time: 109.835s, sent: 13896 msg/s
2018-12-19 19:24:02, id: test-192211-164, time: 110.973s, sent: 13302 msg/s
2018-12-19 19:24:03, id: test-192211-164, time: 111.985s, sent: 14308 msg/s
2018-12-19 19:24:04, id: test-192211-164, time: 113.081s, sent: 13111 msg/s
2018-12-19 19:24:05, id: test-192211-164, time: 114.081s, sent: 14938 msg/s
2018-12-19 19:24:06, id: test-192211-164, time: 115.161s, sent: 11866 msg/s
2018-12-19 19:24:07, id: test-192211-164, time: 116.233s, sent: 14018 msg/s
2018-12-19 19:24:08, id: test-192211-164, time: 117.325s, sent: 14064 msg/s
2018-12-19 19:24:09, id: test-192211-164, time: 118.406s, sent: 14003 msg/s
2018-12-19 19:24:10, id: test-192211-164, time: 119.406s, sent: 15159 msg/s
2018-12-19 19:24:11, id: test-192211-164, time: 120.469s, sent: 12260 msg/s
2018-12-19 19:24:12, id: test-192211-164, time: 121.514s, sent: 13436 msg/s
2018-12-19 19:24:13, id: test-192211-164, time: 122.609s, sent: 13223 msg/s
2018-12-19 19:24:14, id: test-192211-164, time: 123.641s, sent: 13925 msg/s
2018-12-19 19:24:15, id: test-192211-164, time: 124.749s, sent: 13662 msg/s
2018-12-19 19:24:17, id: test-192211-164, time: 125.843s, sent: 13335 msg/s
2018-12-19 19:24:18, id: test-192211-164, time: 126.851s, sent: 13604 msg/s
2018-12-19 19:24:19, id: test-192211-164, time: 127.873s, sent: 13738 msg/s
2018-12-19 19:24:20, id: test-192211-164, time: 128.893s, sent: 14196 msg/s
2018-12-19 19:24:21, id: test-192211-164, time: 129.937s, sent: 13869 msg/s
2018-12-19 19:24:22, id: test-192211-164, time: 131.029s, sent: 14264 msg/s
2018-12-19 19:24:23, id: test-192211-164, time: 132.093s, sent: 13814 msg/s
2018-12-19 19:24:24, id: test-192211-164, time: 133.167s, sent: 13482 msg/s
2018-12-19 19:24:25, id: test-192211-164, time: 134.232s, sent: 14214 msg/s
2018-12-19 19:24:26, id: test-192211-164, time: 135.261s, sent: 13432 msg/s
2018-12-19 19:24:27, id: test-192211-164, time: 136.261s, sent: 14338 msg/s
2018-12-19 19:24:28, id: test-192211-164, time: 137.301s, sent: 13321 msg/s
2018-12-19 19:24:29, id: test-192211-164, time: 138.362s, sent: 13854 msg/s
2018-12-19 19:24:30, id: test-192211-164, time: 139.453s, sent: 14478 msg/s
2018-12-19 19:24:31, id: test-192211-164, time: 140.461s, sent: 13603 msg/s
2018-12-19 19:24:32, id: test-192211-164, time: 141.573s, sent: 14303 msg/s
2018-12-19 19:24:33, id: test-192211-164, time: 142.573s, sent: 14316 msg/s
2018-12-19 19:24:34, id: test-192211-164, time: 143.700s, sent: 12993 msg/s
2018-12-19 19:24:36, id: test-192211-164, time: 144.785s, sent: 13952 msg/s
2018-12-19 19:24:37, id: test-192211-164, time: 145.855s, sent: 14763 msg/s
2018-12-19 19:24:38, id: test-192211-164, time: 146.973s, sent: 12951 msg/s
2018-12-19 19:24:39, id: test-192211-164, time: 147.973s, sent: 15379 msg/s
2018-12-19 19:24:40, id: test-192211-164, time: 149.051s, sent: 12496 msg/s
2018-12-19 19:24:41, id: test-192211-164, time: 150.097s, sent: 13214 msg/s
2018-12-19 19:24:42, id: test-192211-164, time: 151.113s, sent: 13819 msg/s
2018-12-19 19:24:43, id: test-192211-164, time: 152.145s, sent: 13393 msg/s
2018-12-19 19:24:44, id: test-192211-164, time: 153.149s, sent: 13766 msg/s
2018-12-19 19:24:45, id: test-192211-164, time: 154.213s, sent: 14227 msg/s
2018-12-19 19:24:46, id: test-192211-164, time: 155.225s, sent: 13007 msg/s
2018-12-19 19:24:47, id: test-192211-164, time: 156.261s, sent: 13553 msg/s
2018-12-19 19:24:48, id: test-192211-164, time: 157.267s, sent: 14174 msg/s
2018-12-19 19:24:49, id: test-192211-164, time: 158.353s, sent: 13535 msg/s
2018-12-19 19:24:50, id: test-192211-164, time: 159.381s, sent: 13338 msg/s
2018-12-19 19:24:51, id: test-192211-164, time: 160.414s, sent: 14017 msg/s
2018-12-19 19:24:52, id: test-192211-164, time: 161.417s, sent: 13342 msg/s
