2018-12-20 10:20:42, id: test-102041-734, starting producer #0
2018-12-20 10:20:42, id: test-102041-734, starting producer #0, channel #0
2018-12-20 10:20:42, id: test-102041-734, time: 1.001s, sent: 1552 msg/s
2018-12-20 10:20:43, id: test-102041-734, time: 2.001s, sent: 1955 msg/s
2018-12-20 10:20:44, id: test-102041-734, time: 3.001s, sent: 1953 msg/s
2018-12-20 10:20:45, id: test-102041-734, time: 4.001s, sent: 1953 msg/s
2018-12-20 10:20:46, id: test-102041-734, time: 5.001s, sent: 1953 msg/s
2018-12-20 10:20:47, id: test-102041-734, time: 6.001s, sent: 1951 msg/s
2018-12-20 10:20:48, id: test-102041-734, time: 7.001s, sent: 1953 msg/s
2018-12-20 10:20:49, id: test-102041-734, time: 8.001s, sent: 1955 msg/s
2018-12-20 10:20:50, id: test-102041-734, time: 9.001s, sent: 1953 msg/s
2018-12-20 10:20:51, id: test-102041-734, time: 10.001s, sent: 1953 msg/s
2018-12-20 10:20:52, id: test-102041-734, time: 11.001s, sent: 1951 msg/s
2018-12-20 10:20:53, id: test-102041-734, time: 12.002s, sent: 1953 msg/s
2018-12-20 10:20:54, id: test-102041-734, time: 13.002s, sent: 1955 msg/s
2018-12-20 10:20:55, id: test-102041-734, time: 14.003s, sent: 1951 msg/s
2018-12-20 10:20:56, id: test-102041-734, time: 15.003s, sent: 1955 msg/s
2018-12-20 10:20:57, id: test-102041-734, time: 16.003s, sent: 1953 msg/s
2018-12-20 10:20:58, id: test-102041-734, time: 17.003s, sent: 1951 msg/s
2018-12-20 10:20:59, id: test-102041-734, time: 18.003s, sent: 1955 msg/s
2018-12-20 10:21:00, id: test-102041-734, time: 19.003s, sent: 1953 msg/s
2018-12-20 10:21:01, id: test-102041-734, time: 20.003s, sent: 1953 msg/s
2018-12-20 10:21:02, id: test-102041-734, time: 21.003s, sent: 1953 msg/s
2018-12-20 10:21:03, id: test-102041-734, time: 22.003s, sent: 1953 msg/s
2018-12-20 10:21:04, id: test-102041-734, time: 23.003s, sent: 1951 msg/s
2018-12-20 10:21:05, id: test-102041-734, time: 24.003s, sent: 1953 msg/s
2018-12-20 10:21:06, id: test-102041-734, time: 25.003s, sent: 1953 msg/s
