2018-12-24 22:54:07, id: test-225407-025, starting producer #0
2018-12-24 22:54:07, id: test-225407-025, starting producer #0, channel #0
2018-12-24 22:54:08, id: test-225407-025, time: 1.029s, sent: 10374 msg/s
2018-12-24 22:54:09, id: test-225407-025, time: 2.181s, sent: 9807 msg/s
2018-12-24 22:54:10, id: test-225407-025, time: 3.229s, sent: 8897 msg/s
2018-12-24 22:54:11, id: test-225407-025, time: 4.237s, sent: 9467 msg/s
2018-12-24 22:54:12, id: test-225407-025, time: 5.365s, sent: 8946 msg/s
2018-12-24 22:54:13, id: test-225407-025, time: 6.434s, sent: 9954 msg/s
2018-12-24 22:54:14, id: test-225407-025, time: 7.485s, sent: 9706 msg/s
2018-12-24 22:54:15, id: test-225407-025, time: 8.629s, sent: 9396 msg/s
2018-12-24 22:54:16, id: test-225407-025, time: 9.685s, sent: 9556 msg/s
2018-12-24 22:54:17, id: test-225407-025, time: 10.685s, sent: 10281 msg/s
2018-12-24 22:54:18, id: test-225407-025, time: 11.733s, sent: 8717 msg/s
2018-12-24 22:54:19, id: test-225407-025, time: 12.785s, sent: 9696 msg/s
2018-12-24 22:54:20, id: test-225407-025, time: 13.857s, sent: 9415 msg/s
2018-12-24 22:54:22, id: test-225407-025, time: 14.948s, sent: 9752 msg/s
2018-12-24 22:54:23, id: test-225407-025, time: 15.989s, sent: 9589 msg/s
2018-12-24 22:54:24, id: test-225407-025, time: 17.080s, sent: 9250 msg/s
2018-12-24 22:54:25, id: test-225407-025, time: 18.177s, sent: 9799 msg/s
2018-12-24 22:54:26, id: test-225407-025, time: 19.337s, sent: 9267 msg/s
2018-12-24 22:54:27, id: test-225407-025, time: 20.364s, sent: 9826 msg/s
2018-12-24 22:54:28, id: test-225407-025, time: 21.364s, sent: 10332 msg/s
2018-12-24 22:54:29, id: test-225407-025, time: 22.393s, sent: 8828 msg/s
2018-12-24 22:54:30, id: test-225407-025, time: 23.484s, sent: 9351 msg/s
2018-12-24 22:54:31, id: test-225407-025, time: 24.517s, sent: 8601 msg/s
2018-12-24 22:54:32, id: test-225407-025, time: 25.541s, sent: 9105 msg/s
2018-12-24 22:54:33, id: test-225407-025, time: 26.605s, sent: 10104 msg/s
2018-12-24 22:54:34, id: test-225407-025, time: 27.713s, sent: 9206 msg/s
2018-12-24 22:54:35, id: test-225407-025, time: 28.861s, sent: 9842 msg/s
2018-12-24 22:54:37, id: test-225407-025, time: 29.933s, sent: 9823 msg/s
2018-12-24 22:54:38, id: test-225407-025, time: 30.988s, sent: 9149 msg/s
2018-12-24 22:54:39, id: test-225407-025, time: 32.029s, sent: 9695 msg/s
2018-12-24 22:54:40, id: test-225407-025, time: 33.113s, sent: 9309 msg/s
2018-12-24 22:54:41, id: test-225407-025, time: 34.210s, sent: 9699 msg/s
2018-12-24 22:54:42, id: test-225407-025, time: 35.241s, sent: 9788 msg/s
2018-12-24 22:54:43, id: test-225407-025, time: 36.252s, sent: 9331 msg/s
2018-12-24 22:54:44, id: test-225407-025, time: 37.323s, sent: 9422 msg/s
2018-12-24 22:54:45, id: test-225407-025, time: 38.375s, sent: 9594 msg/s
2018-12-24 22:54:46, id: test-225407-025, time: 39.408s, sent: 9769 msg/s
2018-12-24 22:54:47, id: test-225407-025, time: 40.523s, sent: 9542 msg/s
2018-12-24 22:54:48, id: test-225407-025, time: 41.673s, sent: 9443 msg/s
2018-12-24 22:54:49, id: test-225407-025, time: 42.789s, sent: 9633 msg/s
2018-12-24 22:54:50, id: test-225407-025, time: 43.824s, sent: 9644 msg/s
2018-12-24 22:54:52, id: test-225407-025, time: 44.921s, sent: 9700 msg/s
2018-12-24 22:54:53, id: test-225407-025, time: 45.945s, sent: 9212 msg/s
2018-12-24 22:54:54, id: test-225407-025, time: 47.035s, sent: 9358 msg/s
2018-12-24 22:54:55, id: test-225407-025, time: 48.125s, sent: 9661 msg/s
2018-12-24 22:54:56, id: test-225407-025, time: 49.194s, sent: 9543 msg/s
2018-12-24 22:54:57, id: test-225407-025, time: 50.194s, sent: 10202 msg/s
2018-12-24 22:54:58, id: test-225407-025, time: 51.305s, sent: 8491 msg/s
2018-12-24 22:54:59, id: test-225407-025, time: 52.403s, sent: 10190 msg/s
2018-12-24 22:55:00, id: test-225407-025, time: 53.471s, sent: 9449 msg/s
2018-12-24 22:55:01, id: test-225407-025, time: 54.505s, sent: 9760 msg/s
2018-12-24 22:55:02, id: test-225407-025, time: 55.573s, sent: 9449 msg/s
