2018-12-24 22:54:04, id: test-225404-607, starting consumer #0
2018-12-24 22:54:04, id: test-225404-607, starting consumer #0, channel #0
2018-12-24 22:54:07, id: test-225404-607, time: 2.639s, received: 0.38 msg/s
2018-12-24 22:54:08, id: test-225404-607, time: 3.639s, received: 9192 msg/s
2018-12-24 22:54:09, id: test-225404-607, time: 4.639s, received: 8040 msg/s
2018-12-24 22:54:10, id: test-225404-607, time: 5.640s, received: 8273 msg/s
2018-12-24 22:54:11, id: test-225404-607, time: 6.643s, received: 9699 msg/s
2018-12-24 22:54:12, id: test-225404-607, time: 7.643s, received: 9239 msg/s
2018-12-24 22:54:13, id: test-225404-607, time: 8.643s, received: 9073 msg/s
2018-12-24 22:54:14, id: test-225404-607, time: 9.643s, received: 10044 msg/s
2018-12-24 22:54:15, id: test-225404-607, time: 10.643s, received: 9509 msg/s
2018-12-24 22:54:16, id: test-225404-607, time: 11.644s, received: 9774 msg/s
2018-12-24 22:54:17, id: test-225404-607, time: 12.644s, received: 9581 msg/s
2018-12-24 22:54:18, id: test-225404-607, time: 13.644s, received: 9211 msg/s
2018-12-24 22:54:19, id: test-225404-607, time: 14.644s, received: 9829 msg/s
2018-12-24 22:54:20, id: test-225404-607, time: 15.644s, received: 9731 msg/s
2018-12-24 22:54:21, id: test-225404-607, time: 16.644s, received: 9247 msg/s
2018-12-24 22:54:22, id: test-225404-607, time: 17.644s, received: 9511 msg/s
2018-12-24 22:54:23, id: test-225404-607, time: 18.644s, received: 9412 msg/s
2018-12-24 22:54:24, id: test-225404-607, time: 19.644s, received: 9623 msg/s
2018-12-24 22:54:25, id: test-225404-607, time: 20.648s, received: 9697 msg/s
2018-12-24 22:54:26, id: test-225404-607, time: 21.648s, received: 9557 msg/s
2018-12-24 22:54:27, id: test-225404-607, time: 22.653s, received: 9257 msg/s
2018-12-24 22:54:28, id: test-225404-607, time: 23.653s, received: 9533 msg/s
2018-12-24 22:54:29, id: test-225404-607, time: 24.656s, received: 9454 msg/s
2018-12-24 22:54:30, id: test-225404-607, time: 25.656s, received: 9578 msg/s
2018-12-24 22:54:31, id: test-225404-607, time: 26.656s, received: 9307 msg/s
2018-12-24 22:54:32, id: test-225404-607, time: 27.656s, received: 9207 msg/s
2018-12-24 22:54:33, id: test-225404-607, time: 28.656s, received: 9305 msg/s
2018-12-24 22:54:34, id: test-225404-607, time: 29.656s, received: 9634 msg/s
2018-12-24 22:54:35, id: test-225404-607, time: 30.656s, received: 9533 msg/s
2018-12-24 22:54:36, id: test-225404-607, time: 31.656s, received: 9707 msg/s
2018-12-24 22:54:37, id: test-225404-607, time: 32.656s, received: 9406 msg/s
2018-12-24 22:54:38, id: test-225404-607, time: 33.656s, received: 9500 msg/s
2018-12-24 22:54:39, id: test-225404-607, time: 34.656s, received: 9644 msg/s
2018-12-24 22:54:40, id: test-225404-607, time: 35.656s, received: 9444 msg/s
2018-12-24 22:54:41, id: test-225404-607, time: 36.657s, received: 9509 msg/s
2018-12-24 22:54:42, id: test-225404-607, time: 37.660s, received: 9750 msg/s
2018-12-24 22:54:43, id: test-225404-607, time: 38.660s, received: 9258 msg/s
2018-12-24 22:54:44, id: test-225404-607, time: 39.660s, received: 9585 msg/s
2018-12-24 22:54:45, id: test-225404-607, time: 40.660s, received: 9461 msg/s
