procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  28111     73   3369    0    0     0   106    1    0  2  1 97  0  0 2018-12-20 11:46:10
 0  1      0  28110     73   3369    0    0     0   432  233  307  0  0 99  1  0 2018-12-20 11:46:11
 0  0      0  28110     73   3369    0    0     0  1228  540  761  0  0 95  4  0 2018-12-20 11:46:12
 0  0      0  28111     73   3369    0    0     0     0  155  168  0  0 100  0  0 2018-12-20 11:46:13
 0  0      0  28112     73   3369    0    0     0     0   81  106  0  0 100  0  0 2018-12-20 11:46:14
 0  0      0  28112     73   3369    0    0     0   156  417  695  0  0 99  1  0 2018-12-20 11:46:15
 3  0      0  28106     73   3369    0    0     0     0 19009 18622  8  3 89  0  0 2018-12-20 11:46:16
 3  0      0  28095     73   3369    0    0     0     0 31527 33381 14  5 81  0  0 2018-12-20 11:46:17
 2  0      0  28075     73   3369    0    0     0     0 32143 37347 16  6 78  0  0 2018-12-20 11:46:18
 2  0      0  28098     73   3369    0    0     0    68 31450 33238 15  4 81  0  0 2018-12-20 11:46:19
 2  0      0  28091     73   3369    0    0     0     0 29556 35015 15  4 80  0  0 2018-12-20 11:46:20
 2  0      0  28074     73   3369    0    0     0     0 27820 32645 14  5 81  0  0 2018-12-20 11:46:21
 4  0      0  28102     73   3369    0    0     0    72 29970 33510 14  5 81  0  0 2018-12-20 11:46:22
 0  0      0  28087     73   3369    0    0     0     0 29662 33984 15  5 80  0  0 2018-12-20 11:46:23
 2  0      0  28079     73   3369    0    0     0   140 26974 32019 14  4 81  0  0 2018-12-20 11:46:24
 0  0      0  28099     73   3369    0    0     0     0 31240 32512 14  4 81  0  0 2018-12-20 11:46:25
 2  0      0  28081     73   3369    0    0     0     0 30976 33170 14  5 81  0  0 2018-12-20 11:46:26
 3  0      0  28080     73   3369    0    0     0    72 31126 32337 15  4 81  0  0 2018-12-20 11:46:27
 3  0      0  28098     73   3369    0    0     0     0 30907 32648 15  5 81  0  0 2018-12-20 11:46:28
 2  0      0  28073     73   3369    0    0     0     0 29077 32708 14  5 81  0  0 2018-12-20 11:46:29
 2  0      0  28083     73   3369    0    0     0    76 30124 33862 14  5 81  0  0 2018-12-20 11:46:30
 3  0      0  28096     73   3369    0    0     0     0 29328 34520 14  5 80  0  0 2018-12-20 11:46:31
 3  0      0  28077     73   3369    0    0     0     0 28257 32715 14  5 81  0  0 2018-12-20 11:46:32
 3  0      0  28093     73   3369    0    0     0    72 28130 31587 14  5 81  0  0 2018-12-20 11:46:33
 0  0      0  28086     73   3369    0    0     0     0 28523 33538 15  5 81  0  0 2018-12-20 11:46:34
 2  0      0  28068     73   3369    0    0     0    28 28097 32562 14  5 82  0  0 2018-12-20 11:46:35
 2  1      0  28097     73   3369    0    0     0  3244 30752 33712 15  5 80  1  0 2018-12-20 11:46:36
 3  0      0  28079     73   3369    0    0     0     8 28770 33879 14  5 81  0  0 2018-12-20 11:46:37
 3  0      0  28074     73   3369    0    0     0    72 27387 31828 14  5 81  0  0 2018-12-20 11:46:38
 0  0      0  28091     73   3369    0    0     0     0 31457 34305 15  5 80  0  0 2018-12-20 11:46:39
 2  0      0  28076     73   3369    0    0     0    36 29726 35021 15  5 81  0  0 2018-12-20 11:46:40
 2  0      0  28074     73   3369    0    0     0     0 30063 33014 16  4 80  0  0 2018-12-20 11:46:41
