2018-11-25 11:39:40, 48817 records sent, 9757.5 records/sec (4.76 MB/sec), 6.8 ms avg latency, 271.0 max latency.
2018-11-25 11:39:45, 48864 records sent, 9768.9 records/sec (4.77 MB/sec), 1.6 ms avg latency, 16.0 max latency.
2018-11-25 11:39:50, 48864 records sent, 9770.8 records/sec (4.77 MB/sec), 1.6 ms avg latency, 17.0 max latency.
2018-11-25 11:39:55, 48845 records sent, 9769.0 records/sec (4.77 MB/sec), 21.7 ms avg latency, 414.0 max latency.
2018-11-25 11:40:00, 48856 records sent, 9771.2 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:40:05, 48823 records sent, 9762.6 records/sec (4.77 MB/sec), 1.6 ms avg latency, 6.0 max latency.
2018-11-25 11:40:10, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.5 ms avg latency, 7.0 max latency.
2018-11-25 11:40:15, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 1.6 ms avg latency, 17.0 max latency.
2018-11-25 11:40:20, 48855 records sent, 9767.1 records/sec (4.77 MB/sec), 1.5 ms avg latency, 5.0 max latency.
2018-11-25 11:40:25, 48864 records sent, 9770.8 records/sec (4.77 MB/sec), 51.7 ms avg latency, 656.0 max latency.
2018-11-25 11:40:30, 48825 records sent, 9765.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 2.0 max latency.
2018-11-25 11:40:35, 48844 records sent, 9766.8 records/sec (4.77 MB/sec), 1.6 ms avg latency, 16.0 max latency.
2018-11-25 11:40:40, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:40:45, 48855 records sent, 9767.1 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:40:50, 48854 records sent, 9768.8 records/sec (4.77 MB/sec), 1.6 ms avg latency, 8.0 max latency.
2018-11-25 11:40:55, 48845 records sent, 9767.0 records/sec (4.77 MB/sec), 79.3 ms avg latency, 827.0 max latency.
2018-11-25 11:41:00, 48844 records sent, 9766.8 records/sec (4.77 MB/sec), 1.5 ms avg latency, 16.0 max latency.
2018-11-25 11:41:05, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:41:10, 48855 records sent, 9767.1 records/sec (4.77 MB/sec), 1.6 ms avg latency, 7.0 max latency.
2018-11-25 11:41:15, 48863 records sent, 9772.6 records/sec (4.77 MB/sec), 1.6 ms avg latency, 8.0 max latency.
2018-11-25 11:41:20, 48845 records sent, 9765.1 records/sec (4.77 MB/sec), 24.2 ms avg latency, 449.0 max latency.
2018-11-25 11:41:25, 48884 records sent, 9770.9 records/sec (4.77 MB/sec), 18.9 ms avg latency, 388.0 max latency.
2018-11-25 11:41:30, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:41:35, 48864 records sent, 9766.9 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:41:40, 48844 records sent, 9768.8 records/sec (4.77 MB/sec), 1.5 ms avg latency, 18.0 max latency.
2018-11-25 11:41:45, 48845 records sent, 9765.1 records/sec (4.77 MB/sec), 1.5 ms avg latency, 4.0 max latency.
2018-11-25 11:41:50, 48844 records sent, 9766.8 records/sec (4.77 MB/sec), 1.6 ms avg latency, 7.0 max latency.
2018-11-25 11:41:55, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 55.7 ms avg latency, 683.0 max latency.
2018-11-25 11:42:00, 48825 records sent, 9765.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 2.0 max latency.
2018-11-25 11:42:05, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 1.6 ms avg latency, 20.0 max latency.
2018-11-25 11:42:10, 48845 records sent, 9767.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:42:15, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:42:20, 48834 records sent, 9766.8 records/sec (4.77 MB/sec), 1.6 ms avg latency, 7.0 max latency.
2018-11-25 11:42:25, 48856 records sent, 9771.2 records/sec (4.77 MB/sec), 89.8 ms avg latency, 879.0 max latency.
2018-11-25 11:42:30, 48814 records sent, 9762.8 records/sec (4.77 MB/sec), 1.5 ms avg latency, 7.0 max latency.
2018-11-25 11:42:35, 48856 records sent, 9771.2 records/sec (4.77 MB/sec), 1.5 ms avg latency, 2.0 max latency.
2018-11-25 11:42:40, 48833 records sent, 9762.7 records/sec (4.77 MB/sec), 1.5 ms avg latency, 3.0 max latency.
2018-11-25 11:42:45, 48844 records sent, 9766.8 records/sec (4.77 MB/sec), 1.5 ms avg latency, 2.0 max latency.
2018-11-25 11:42:50, 48855 records sent, 9767.1 records/sec (4.77 MB/sec), 1.6 ms avg latency, 19.0 max latency.
2018-11-25 11:42:55, 48854 records sent, 9768.8 records/sec (4.77 MB/sec), 25.9 ms avg latency, 462.0 max latency.
2018-11-25 11:43:00, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 28.9 ms avg latency, 486.0 max latency.
2018-11-25 11:43:05, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 1.6 ms avg latency, 14.0 max latency.
2018-11-25 11:43:10, 48845 records sent, 9765.1 records/sec (4.77 MB/sec), 1.6 ms avg latency, 21.0 max latency.
2018-11-25 11:43:15, 48854 records sent, 9768.8 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:43:20, 48864 records sent, 9770.8 records/sec (4.77 MB/sec), 1.5 ms avg latency, 7.0 max latency.
2018-11-25 11:43:25, 48835 records sent, 9765.0 records/sec (4.77 MB/sec), 1.5 ms avg latency, 2.0 max latency.
2018-11-25 11:43:30, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 22.0 max latency.
2018-11-25 11:43:35, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 26.0 ms avg latency, 464.0 max latency.
2018-11-25 11:43:40, 48844 records sent, 9764.9 records/sec (4.77 MB/sec), 20.5 ms avg latency, 410.0 max latency.
2018-11-25 11:43:45, 48825 records sent, 9765.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 13.0 max latency.
2018-11-25 11:43:50, 48845 records sent, 9767.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 2.0 max latency.
2018-11-25 11:43:55, 48825 records sent, 9765.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 21.0 max latency.
2018-11-25 11:44:00, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:44:05, 48844 records sent, 9766.8 records/sec (4.77 MB/sec), 1.5 ms avg latency, 3.0 max latency.
2018-11-25 11:44:10, 48855 records sent, 9769.0 records/sec (4.77 MB/sec), 46.7 ms avg latency, 641.0 max latency.
2018-11-25 11:44:15, 48825 records sent, 9765.0 records/sec (4.77 MB/sec), 1.5 ms avg latency, 3.0 max latency.
2018-11-25 11:44:20, 48854 records sent, 9768.8 records/sec (4.77 MB/sec), 1.6 ms avg latency, 19.0 max latency.
2018-11-25 11:44:25, 48844 records sent, 9764.9 records/sec (4.77 MB/sec), 1.6 ms avg latency, 2.0 max latency.
2018-11-25 11:44:30, 48835 records sent, 9765.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 8.0 max latency.
2018-11-25 11:44:35, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.6 ms avg latency, 7.0 max latency.
2018-11-25 11:44:40, 48854 records sent, 9766.9 records/sec (4.77 MB/sec), 91.5 ms avg latency, 873.0 max latency.
2018-11-25 11:44:45, 48845 records sent, 9765.1 records/sec (4.77 MB/sec), 1.5 ms avg latency, 13.0 max latency.
2018-11-25 11:44:50, 48844 records sent, 9766.8 records/sec (4.77 MB/sec), 1.6 ms avg latency, 3.0 max latency.
2018-11-25 11:44:55, 48847 records sent, 9765.5 records/sec (4.77 MB/sec), 1.6 ms avg latency, 4.0 max latency.
2018-11-25 11:45:00, 48852 records sent, 9766.5 records/sec (4.77 MB/sec), 1.5 ms avg latency, 6.0 max latency.
2018-11-25 11:45:05, 48845 records sent, 9769.0 records/sec (4.77 MB/sec), 1.5 ms avg latency, 14.0 max latency.
2018-11-25 11:45:11, 45309 records sent, 8599.2 records/sec (4.20 MB/sec), 1.5 ms avg latency, 631.0 max latency.
2018-11-25 11:45:16, 54997 records sent, 10997.2 records/sec (5.37 MB/sec), 42.8 ms avg latency, 633.0 max latency.
2018-11-25 11:45:21, 48864 records sent, 9768.9 records/sec (4.77 MB/sec), 1.5 ms avg latency, 3.0 max latency.
2018-11-25 11:45:26, 48835 records sent, 9767.0 records/sec (4.77 MB/sec), 1.5 ms avg latency, 6.0 max latency.
2018-11-25 11:45:31, 48834 records sent, 9764.8 records/sec (4.77 MB/sec), 1.6 ms avg latency, 14.0 max latency.
2018-11-25 11:45:35, 3515625 records sent, 9764.350210 records/sec (4.77 MB/sec), 10.07 ms avg latency, 879.00 ms max latency, 2 ms 50th, 2 ms 95th, 369 ms 99th, 758 ms 99.9th.
