procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 1  0      0  25795     61   5715    0    0     0    47    0    0  2  1 97  0  0 2018-12-21 20:41:51
 0  0      0  25797     61   5715    0    0     0   572  715  954  0  0 98  1  0 2018-12-21 20:41:52
 0  0      0  25797     61   5715    0    0     0     0  229  807  1  0 99  0  0 2018-12-21 20:41:53
 5  0      0  25795     61   5715    0    0     0     0 16068 20918 15  4 81  0  0 2018-12-21 20:41:54
 5  0      0  25792     61   5715    0    0     0     0 18023 24835 20  6 74  0  0 2018-12-21 20:41:55
 4  0      0  25791     61   5715    0    0     0     0 17426 24064 21  5 74  0  0 2018-12-21 20:41:56
 4  0      0  25790     61   5715    0    0     0     0 17453 23991 21  5 74  0  0 2018-12-21 20:41:57
 3  0      0  25790     61   5715    0    0     0     0 17203 23654 20  5 75  0  0 2018-12-21 20:41:58
 3  0      0  25789     61   5715    0    0     0     0 17934 23971 21  4 75  0  0 2018-12-21 20:41:59
 3  0      0  25789     61   5715    0    0     0     0 18691 25370 21  5 74  0  0 2018-12-21 20:42:00
 3  0      0  25789     61   5715    0    0     0     0 17493 24122 21  6 74  0  0 2018-12-21 20:42:01
 3  0      0  25788     61   5715    0    0     0     0 19696 25848 20  5 75  0  0 2018-12-21 20:42:02
 1  0      0  25788     61   5715    0    0     0     0 19228 25011 20  5 75  0  0 2018-12-21 20:42:03
 3  0      0  25787     61   5715    0    0     0     0 20120 27008 21  5 74  0  0 2018-12-21 20:42:04
 4  0      0  25787     61   5715    0    0     0     0 18644 24776 20  5 74  0  0 2018-12-21 20:42:05
 3  0      0  25788     61   5715    0    0     0     0 16888 24337 20  5 75  0  0 2018-12-21 20:42:06
 4  0      0  25788     61   5715    0    0     0     0 17006 23844 20  5 75  0  0 2018-12-21 20:42:07
 3  0      0  25788     61   5715    0    0     0     0 16891 23571 20  5 75  0  0 2018-12-21 20:42:08
 2  0      0  25788     61   5715    0    0     0     0 17660 24171 20  5 74  0  0 2018-12-21 20:42:09
 4  0      0  25789     61   5715    0    0     0     0 17454 22866 20  4 76  0  0 2018-12-21 20:42:10
 3  0      0  25788     61   5715    0    0     0     0 16823 23440 20  5 75  0  0 2018-12-21 20:42:11
 3  0      0  25788     61   5715    0    0     0     0 16511 22795 20  5 75  0  0 2018-12-21 20:42:12
 5  0      0  25788     61   5715    0    0     0     0 16802 23873 20  5 76  0  0 2018-12-21 20:42:13
 3  0      0  25788     61   5715    0    0     0     0 17546 24152 20  5 75  0  0 2018-12-21 20:42:14
 4  0      0  25788     61   5715    0    0     0     0 17009 24294 21  5 74  0  0 2018-12-21 20:42:15
 5  0      0  25787     61   5715    0    0     0     0 17239 28148 22  6 73  0  0 2018-12-21 20:42:16
 3  0      0  25787     61   5715    0    0     0     0 16671 23167 19  5 76  0  0 2018-12-21 20:42:17
 1  0      0  25787     61   5715    0    0     0     0 16808 22931 20  5 75  0  0 2018-12-21 20:42:18
 3  0      0  25788     61   5715    0    0     0     0 16991 23915 21  4 75  0  0 2018-12-21 20:42:19
 3  0      0  25788     61   5715    0    0     0  3360 16936 23977 21  5 74  1  0 2018-12-21 20:42:20
 2  0      0  25788     61   5715    0    0     0     0 18001 25293 20  5 75  0  0 2018-12-21 20:42:21
 3  0      0  25787     61   5715    0    0     0     0 16423 23499 20  5 75  0  0 2018-12-21 20:42:22
 2  0      0  25787     61   5715    0    0     0     0 16546 24031 21  5 75  0  0 2018-12-21 20:42:23
 2  0      0  25787     61   5715    0    0     0     0 16565 23658 20  5 75  0  0 2018-12-21 20:42:24
 4  0      0  25788     61   5715    0    0     0    44 16426 23754 20  4 75  0  0 2018-12-21 20:42:25
 1  0      0  25788     61   5715    0    0     0     0 16567 23708 20  5 75  0  0 2018-12-21 20:42:26
 4  0      0  25788     61   5715    0    0     0     0 16034 22505 20  5 75  0  0 2018-12-21 20:42:27
 2  0      0  25787     61   5715    0    0     0     0 16209 23703 20  5 75  0  0 2018-12-21 20:42:28
 3  0      0  25787     61   5715    0    0     0     0 16221 23310 20  4 76  0  0 2018-12-21 20:42:29
 2  0      0  25786     61   5715    0    0     0     0 16451 22765 19  5 76  0  0 2018-12-21 20:42:30
 0  0      0  25786     61   5715    0    0     0     0 16494 24286 20  5 75  0  0 2018-12-21 20:42:31
 3  0      0  25786     61   5715    0    0     0     0 16129 22740 19  5 76  0  0 2018-12-21 20:42:32
 3  0      0  25786     61   5715    0    0     0     0 16501 23396 20  5 75  0  0 2018-12-21 20:42:33
 3  0      0  25786     61   5715    0    0     0     0 16685 23693 20  5 75  0  0 2018-12-21 20:42:34
 4  0      0  25786     61   5715    0    0     0     0 16843 24513 21  4 75  0  0 2018-12-21 20:42:35
 2  0      0  25785     61   5715    0    0     0     0 16004 21863 20  4 75  0  0 2018-12-21 20:42:36
 3  0      0  25784     61   5715    0    0     0     0 16591 23560 20  5 75  0  0 2018-12-21 20:42:37
 3  0      0  25784     61   5715    0    0     0     0 16493 23116 20  5 75  0  0 2018-12-21 20:42:38
 3  0      0  25784     61   5715    0    0     0     0 16561 23951 21  4 74  0  0 2018-12-21 20:42:39
 3  0      0  25785     61   5715    0    0     0     0 16079 22719 20  4 75  0  0 2018-12-21 20:42:40
 3  0      0  25785     61   5715    0    0     0     0 16445 23257 20  5 75  0  0 2018-12-21 20:42:41
 3  0      0  25784     61   5715    0    0     0     0 16521 23651 20  4 76  0  0 2018-12-21 20:42:42
 4  0      0  25784     61   5715    0    0     0     0 16415 23715 20  5 75  0  0 2018-12-21 20:42:43
 3  0      0  25785     61   5715    0    0     0     0 16379 22915 21  4 74  0  0 2018-12-21 20:42:44
 3  0      0  25785     61   5715    0    0     0     0 16377 22889 19  5 76  0  0 2018-12-21 20:42:45
 3  0      0  25786     61   5715    0    0     0     0 16509 23605 20  4 75  0  0 2018-12-21 20:42:46
 3  0      0  25785     61   5715    0    0     0     0 16676 23738 20  6 74  0  0 2018-12-21 20:42:47
 3  0      0  25782     61   5715    0    0     0     0 16274 23531 19  5 76  0  0 2018-12-21 20:42:48
 3  0      0  25781     61   5715    0    0     0     0 16235 24174 20  4 76  0  0 2018-12-21 20:42:49
 3  0      0  25780     61   5715    0    0     0     0 16040 22241 20  4 76  0  0 2018-12-21 20:42:50
 3  0      0  25780     61   5715    0    0     0     0 16542 22946 20  4 76  0  0 2018-12-21 20:42:51
 2  0      0  25780     61   5715    0    0     0     0 17789 23752 20  5 75  0  0 2018-12-21 20:42:52
 3  0      0  25780     61   5715    0    0     0     0 17816 23690 21  5 75  0  0 2018-12-21 20:42:53
 3  0      0  25780     61   5715    0    0     0     0 16876 23957 21  4 75  0  0 2018-12-21 20:42:54
 3  0      0  25781     61   5715    0    0     0     0 16639 23283 21  4 76  0  0 2018-12-21 20:42:55
 4  0      0  25782     61   5715    0    0     0  2792 16604 23509 20  5 75  0  0 2018-12-21 20:42:56
 4  0      0  25781     61   5715    0    0     0     0 16335 22807 19  5 76  0  0 2018-12-21 20:42:57
 2  0      0  25781     61   5715    0    0     0     0 16139 23029 19  5 76  0  0 2018-12-21 20:42:58
 3  0      0  25782     61   5715    0    0     0     0 16078 23036 20  5 75  0  0 2018-12-21 20:42:59
 4  0      0  25783     61   5715    0    0     0     0 16331 23660 20  5 76  0  0 2018-12-21 20:43:00
 3  0      0  25783     61   5715    0    0     0     0 16542 23675 21  5 75  0  0 2018-12-21 20:43:01
 4  0      0  25784     61   5715    0    0     0     0 16065 23083 20  5 75  0  0 2018-12-21 20:43:02
 3  0      0  25784     61   5715    0    0     0     0 16439 23840 21  5 74  0  0 2018-12-21 20:43:03
 3  0      0  25784     61   5715    0    0     0     0 16746 24312 21  4 75  0  0 2018-12-21 20:43:04
 3  0      0  25785     61   5715    0    0     0     0 16000 22416 19  5 76  0  0 2018-12-21 20:43:05
 4  0      0  25784     61   5715    0    0     0     0 16313 23310 20  5 76  0  0 2018-12-21 20:43:06
 3  0      0  25785     61   5715    0    0     0     0 16407 23912 21  4 75  0  0 2018-12-21 20:43:07
 2  0      0  25784     61   5715    0    0     0     0 16518 23485 20  5 75  0  0 2018-12-21 20:43:08
 3  0      0  25782     61   5715    0    0     0     0 16348 23098 20  5 75  0  0 2018-12-21 20:43:09
 2  0      0  25781     61   5715    0    0     0     0 16366 23548 20  5 75  0  0 2018-12-21 20:43:10
 3  0      0  25781     61   5715    0    0     0     0 16228 23220 19  4 76  0  0 2018-12-21 20:43:11
 4  0      0  25781     61   5715    0    0     0     0 16555 23355 20  4 75  0  0 2018-12-21 20:43:12
 3  0      0  25781     61   5715    0    0     0     0 16016 23181 20  5 75  0  0 2018-12-21 20:43:13
 2  0      0  25782     61   5715    0    0     0     0 16258 23805 20  5 75  0  0 2018-12-21 20:43:14
 4  0      0  25782     61   5715    0    0     0     0 16396 23473 20  5 75  0  0 2018-12-21 20:43:15
 3  0      0  25783     61   5715    0    0     0     0 16859 26727 21  6 73  0  0 2018-12-21 20:43:16
 5  0      0  25783     61   5715    0    0     0     0 16473 23656 20  5 76  0  0 2018-12-21 20:43:17
 3  0      0  25784     61   5715    0    0     0     0 16556 23802 21  4 75  0  0 2018-12-21 20:43:18
 2  0      0  25784     61   5715    0    0     0     0 16596 23732 21  5 75  0  0 2018-12-21 20:43:19
 3  0      0  25785     61   5715    0    0     0     0 16775 23971 20  5 75  0  0 2018-12-21 20:43:20
 3  0      0  25784     61   5715    0    0     0     0 16301 22920 20  4 75  0  0 2018-12-21 20:43:21
 2  0      0  25784     61   5715    0    0     0     0 16370 23496 19  5 75  0  0 2018-12-21 20:43:22
 3  0      0  25784     61   5715    0    0     0     0 16330 23101 21  4 75  0  0 2018-12-21 20:43:23
 3  0      0  25784     61   5715    0    0     0     0 16383 23200 20  4 75  0  0 2018-12-21 20:43:24
 3  0      0  25783     61   5715    0    0     0     0 16402 22758 20  5 75  0  0 2018-12-21 20:43:25
 3  0      0  25783     61   5715    0    0     0     0 16481 24298 20  5 75  0  0 2018-12-21 20:43:26
 3  0      0  25783     61   5715    0    0     0     0 16403 23198 20  5 75  0  0 2018-12-21 20:43:27
 3  0      0  25783     61   5715    0    0     0     0 16591 23556 21  4 75  0  0 2018-12-21 20:43:28
 3  0      0  25784     61   5715    0    0     0     0 16181 23186 20  6 75  0  0 2018-12-21 20:43:29
 4  0      0  25784     61   5715    0    0     0     0 16439 23537 20  4 75  0  0 2018-12-21 20:43:30
 0  0      0  25783     61   5715    0    0     0     0 16173 22867 20  4 76  0  0 2018-12-21 20:43:31
 3  0      0  25783     61   5715    0    0     0     0 16389 23360 20  5 75  0  0 2018-12-21 20:43:32
 3  0      0  25783     61   5715    0    0     0     0 16255 23658 20  5 76  0  0 2018-12-21 20:43:33
 4  0      0  25784     61   5715    0    0     0     0 16311 22973 20  5 75  0  0 2018-12-21 20:43:34
 3  0      0  25784     61   5715    0    0     0     0 16329 23451 19  5 76  0  0 2018-12-21 20:43:35
 3  0      0  25783     61   5715    0    0     0     0 17066 23332 19  5 76  0  0 2018-12-21 20:43:36
 0  0      0  25783     61   5715    0    0     0     0 16417 23499 21  4 75  0  0 2018-12-21 20:43:37
 3  0      0  25782     61   5715    0    0     0     0 16042 22419 20  4 76  0  0 2018-12-21 20:43:38
 0  0      0  25782     61   5715    0    0     0     0 16432 23690 20  5 75  0  0 2018-12-21 20:43:39
 3  0      0  25783     61   5715    0    0     0     0 16079 22415 20  5 75  0  0 2018-12-21 20:43:40
 3  0      0  25782     61   5715    0    0     0     0 16057 22453 20  5 76  0  0 2018-12-21 20:43:41
 2  0      0  25781     61   5715    0    0     0     0 16449 23435 20  5 75  0  0 2018-12-21 20:43:42
 4  0      0  25782     61   5715    0    0     0     0 16419 23204 20  5 75  0  0 2018-12-21 20:43:43
 3  0      0  25782     61   5715    0    0     0     0 16287 23177 21  4 75  0  0 2018-12-21 20:43:44
 4  0      0  25782     61   5715    0    0     0     0 16322 23443 20  5 75  0  0 2018-12-21 20:43:45
 3  0      0  25782     61   5715    0    0     0     0 16153 22917 20  5 75  0  0 2018-12-21 20:43:46
 2  0      0  25781     61   5715    0    0     0     0 16298 23677 20  5 75  0  0 2018-12-21 20:43:47
 6  0      0  25781     61   5715    0    0     0     0 16396 23499 20  5 75  0  0 2018-12-21 20:43:48
 3  0      0  25781     61   5715    0    0     0     0 16472 23818 20  5 75  0  0 2018-12-21 20:43:49
 2  0      0  25781     61   5715    0    0     0     0 16329 22778 20  5 76  0  0 2018-12-21 20:43:50
 5  0      0  25781     61   5715    0    0     0     0 16379 23037 19  5 76  0  0 2018-12-21 20:43:51
 3  0      0  25782     61   5715    0    0     0     0 16638 23114 20  4 76  0  0 2018-12-21 20:43:52
 2  0      0  25782     61   5715    0    0     0     0 16442 22993 20  4 76  0  0 2018-12-21 20:43:53
 3  0      0  25782     61   5715    0    0     0     0 16502 23448 20  5 75  0  0 2018-12-21 20:43:54
 2  0      0  25782     61   5715    0    0     0     0 16724 23589 20  5 75  0  0 2018-12-21 20:43:55
 3  0      0  25782     61   5715    0    0     0     0 16349 23066 20  5 75  0  0 2018-12-21 20:43:56
 5  0      0  25782     61   5715    0    0     0     0 16374 23706 20  5 75  0  0 2018-12-21 20:43:57
 4  0      0  25782     61   5715    0    0     0     0 16181 22406 19  5 76  0  0 2018-12-21 20:43:58
 2  0      0  25781     61   5715    0    0     0     0 16142 22555 20  5 75  0  0 2018-12-21 20:43:59
 3  0      0  25782     61   5715    0    0     0     0 16381 23452 19  5 75  0  0 2018-12-21 20:44:00
 3  0      0  25782     61   5715    0    0     0     0 16342 22954 20  5 76  0  0 2018-12-21 20:44:01
 2  0      0  25782     61   5715    0    0     0     0 16463 23236 20  5 75  0  0 2018-12-21 20:44:02
 3  0      0  25782     61   5715    0    0     0     0 16363 23712 19  5 75  0  0 2018-12-21 20:44:03
 3  0      0  25781     61   5715    0    0     0     0 16303 23159 19  5 75  0  0 2018-12-21 20:44:04
 4  0      0  25781     61   5715    0    0     0     0 16821 23661 20  5 75  0  0 2018-12-21 20:44:05
 4  0      0  25780     61   5715    0    0     0     0 16778 23398 21  4 75  0  0 2018-12-21 20:44:06
 2  0      0  25781     61   5715    0    0     0     0 17030 23651 20  5 75  0  0 2018-12-21 20:44:07
 1  0      0  25780     61   5715    0    0     0     0 16562 22949 20  5 76  0  0 2018-12-21 20:44:08
