2018-12-20 01:59:15, id: test-015915-371, starting producer #0
2018-12-20 01:59:15, id: test-015915-371, starting producer #0, channel #0
2018-12-20 01:59:16, id: test-015915-371, time: 1.000s, sent: 9434 msg/s
2018-12-20 01:59:17, id: test-015915-371, time: 2.000s, sent: 11718 msg/s
2018-12-20 01:59:18, id: test-015915-371, time: 3.000s, sent: 11707 msg/s
2018-12-20 01:59:19, id: test-015915-371, time: 4.000s, sent: 11729 msg/s
2018-12-20 01:59:20, id: test-015915-371, time: 5.000s, sent: 11709 msg/s
2018-12-20 01:59:21, id: test-015915-371, time: 6.000s, sent: 11716 msg/s
2018-12-20 01:59:22, id: test-015915-371, time: 7.000s, sent: 11729 msg/s
2018-12-20 01:59:23, id: test-015915-371, time: 8.000s, sent: 11710 msg/s
2018-12-20 01:59:24, id: test-015915-371, time: 9.000s, sent: 11715 msg/s
2018-12-20 01:59:25, id: test-015915-371, time: 10.000s, sent: 11729 msg/s
2018-12-20 01:59:26, id: test-015915-371, time: 11.000s, sent: 11717 msg/s
2018-12-20 01:59:27, id: test-015915-371, time: 12.000s, sent: 11719 msg/s
2018-12-20 01:59:28, id: test-015915-371, time: 13.000s, sent: 11707 msg/s
2018-12-20 01:59:29, id: test-015915-371, time: 14.000s, sent: 11729 msg/s
2018-12-20 01:59:30, id: test-015915-371, time: 15.000s, sent: 11718 msg/s
2018-12-20 01:59:31, id: test-015915-371, time: 16.000s, sent: 11707 msg/s
2018-12-20 01:59:32, id: test-015915-371, time: 17.000s, sent: 11729 msg/s
2018-12-20 01:59:33, id: test-015915-371, time: 18.000s, sent: 11718 msg/s
2018-12-20 01:59:34, id: test-015915-371, time: 19.000s, sent: 11718 msg/s
2018-12-20 01:59:35, id: test-015915-371, time: 20.001s, sent: 11706 msg/s
2018-12-20 01:59:36, id: test-015915-371, time: 21.001s, sent: 11718 msg/s
2018-12-20 01:59:37, id: test-015915-371, time: 22.001s, sent: 11730 msg/s
2018-12-20 01:59:38, id: test-015915-371, time: 23.001s, sent: 11718 msg/s
2018-12-20 01:59:39, id: test-015915-371, time: 24.001s, sent: 11718 msg/s
2018-12-20 01:59:40, id: test-015915-371, time: 25.001s, sent: 11714 msg/s
2018-12-20 01:59:41, id: test-015915-371, time: 26.001s, sent: 11722 msg/s
2018-12-20 01:59:42, id: test-015915-371, time: 27.001s, sent: 11718 msg/s
2018-12-20 01:59:43, id: test-015915-371, time: 28.001s, sent: 11718 msg/s
2018-12-20 01:59:44, id: test-015915-371, time: 29.001s, sent: 11718 msg/s
2018-12-20 01:59:45, id: test-015915-371, time: 30.001s, sent: 11718 msg/s
2018-12-20 01:59:46, id: test-015915-371, time: 31.001s, sent: 11718 msg/s
2018-12-20 01:59:47, id: test-015915-371, time: 32.001s, sent: 11718 msg/s
2018-12-20 01:59:48, id: test-015915-371, time: 33.001s, sent: 11706 msg/s
2018-12-20 01:59:49, id: test-015915-371, time: 34.001s, sent: 11730 msg/s
2018-12-20 01:59:50, id: test-015915-371, time: 35.001s, sent: 11718 msg/s
2018-12-20 01:59:51, id: test-015915-371, time: 36.001s, sent: 11706 msg/s
2018-12-20 01:59:52, id: test-015915-371, time: 37.001s, sent: 11730 msg/s
2018-12-20 01:59:53, id: test-015915-371, time: 38.001s, sent: 11718 msg/s
2018-12-20 01:59:54, id: test-015915-371, time: 39.001s, sent: 11718 msg/s
2018-12-20 01:59:55, id: test-015915-371, time: 40.002s, sent: 11706 msg/s
2018-12-20 01:59:56, id: test-015915-371, time: 41.002s, sent: 11730 msg/s
2018-12-20 01:59:57, id: test-015915-371, time: 42.002s, sent: 11718 msg/s
2018-12-20 01:59:58, id: test-015915-371, time: 43.002s, sent: 11718 msg/s
2018-12-20 01:59:59, id: test-015915-371, time: 44.002s, sent: 11718 msg/s
2018-12-20 02:00:00, id: test-015915-371, time: 45.002s, sent: 11718 msg/s
2018-12-20 02:00:01, id: test-015915-371, time: 46.002s, sent: 11718 msg/s
2018-12-20 02:00:02, id: test-015915-371, time: 47.002s, sent: 11718 msg/s
2018-12-20 02:00:03, id: test-015915-371, time: 48.002s, sent: 11715 msg/s
2018-12-20 02:00:04, id: test-015915-371, time: 49.002s, sent: 11721 msg/s
2018-12-20 02:00:05, id: test-015915-371, time: 50.002s, sent: 11706 msg/s
2018-12-20 02:00:06, id: test-015915-371, time: 51.002s, sent: 11730 msg/s
2018-12-20 02:00:07, id: test-015915-371, time: 52.003s, sent: 11706 msg/s
2018-12-20 02:00:08, id: test-015915-371, time: 53.003s, sent: 11730 msg/s
2018-12-20 02:00:09, id: test-015915-371, time: 54.003s, sent: 11718 msg/s
2018-12-20 02:00:10, id: test-015915-371, time: 55.003s, sent: 11718 msg/s
2018-12-20 02:00:11, id: test-015915-371, time: 56.003s, sent: 11718 msg/s
2018-12-20 02:00:12, id: test-015915-371, time: 57.004s, sent: 11706 msg/s
2018-12-20 02:00:13, id: test-015915-371, time: 58.004s, sent: 11729 msg/s
2018-12-20 02:00:14, id: test-015915-371, time: 59.004s, sent: 11718 msg/s
2018-12-20 02:00:15, id: test-015915-371, time: 60.004s, sent: 11710 msg/s
2018-12-20 02:00:16, id: test-015915-371, time: 61.004s, sent: 11726 msg/s
