2018-12-20 02:37:51, id: test-023750-851, starting producer #0
2018-12-20 02:37:51, id: test-023750-851, starting producer #0, channel #0
2018-12-20 02:37:51, id: test-023750-851, time: 1.000s, sent: 14064 msg/s
2018-12-20 02:37:52, id: test-023750-851, time: 2.000s, sent: 17578 msg/s
2018-12-20 02:37:53, id: test-023750-851, time: 3.053s, sent: 14313 msg/s
2018-12-20 02:37:55, id: test-023750-851, time: 4.116s, sent: 14240 msg/s
2018-12-20 02:37:56, id: test-023750-851, time: 5.194s, sent: 13940 msg/s
2018-12-20 02:37:57, id: test-023750-851, time: 6.274s, sent: 14118 msg/s
2018-12-20 02:37:58, id: test-023750-851, time: 7.302s, sent: 14725 msg/s
2018-12-20 02:37:59, id: test-023750-851, time: 8.346s, sent: 14500 msg/s
2018-12-20 02:38:00, id: test-023750-851, time: 9.392s, sent: 14368 msg/s
2018-12-20 02:38:01, id: test-023750-851, time: 10.430s, sent: 14583 msg/s
2018-12-20 02:38:02, id: test-023750-851, time: 11.504s, sent: 14299 msg/s
2018-12-20 02:38:03, id: test-023750-851, time: 12.546s, sent: 14422 msg/s
2018-12-20 02:38:04, id: test-023750-851, time: 13.597s, sent: 14403 msg/s
2018-12-20 02:38:05, id: test-023750-851, time: 14.658s, sent: 14164 msg/s
2018-12-20 02:38:06, id: test-023750-851, time: 15.734s, sent: 14068 msg/s
2018-12-20 02:38:07, id: test-023750-851, time: 16.775s, sent: 14647 msg/s
2018-12-20 02:38:08, id: test-023750-851, time: 17.830s, sent: 14348 msg/s
2018-12-20 02:38:09, id: test-023750-851, time: 18.898s, sent: 14174 msg/s
2018-12-20 02:38:10, id: test-023750-851, time: 19.938s, sent: 14450 msg/s
2018-12-20 02:38:11, id: test-023750-851, time: 20.982s, sent: 14605 msg/s
2018-12-20 02:38:12, id: test-023750-851, time: 22.034s, sent: 14389 msg/s
2018-12-20 02:38:14, id: test-023750-851, time: 23.098s, sent: 14021 msg/s
2018-12-20 02:38:15, id: test-023750-851, time: 24.150s, sent: 14389 msg/s
2018-12-20 02:38:16, id: test-023750-851, time: 25.182s, sent: 14668 msg/s
2018-12-20 02:38:17, id: test-023750-851, time: 26.238s, sent: 14439 msg/s
2018-12-20 02:38:18, id: test-023750-851, time: 27.298s, sent: 14177 msg/s
2018-12-20 02:38:19, id: test-023750-851, time: 28.347s, sent: 14431 msg/s
2018-12-20 02:38:20, id: test-023750-851, time: 29.386s, sent: 14463 msg/s
2018-12-20 02:38:21, id: test-023750-851, time: 30.426s, sent: 14767 msg/s
2018-12-20 02:38:22, id: test-023750-851, time: 31.456s, sent: 14697 msg/s
2018-12-20 02:38:23, id: test-023750-851, time: 32.542s, sent: 13837 msg/s
2018-12-20 02:38:24, id: test-023750-851, time: 33.586s, sent: 14395 msg/s
2018-12-20 02:38:25, id: test-023750-851, time: 34.678s, sent: 13963 msg/s
2018-12-20 02:38:26, id: test-023750-851, time: 35.723s, sent: 14380 msg/s
2018-12-20 02:38:27, id: test-023750-851, time: 36.745s, sent: 14919 msg/s
2018-12-20 02:38:28, id: test-023750-851, time: 37.792s, sent: 14458 msg/s
2018-12-20 02:38:29, id: test-023750-851, time: 38.834s, sent: 14527 msg/s
2018-12-20 02:38:30, id: test-023750-851, time: 39.869s, sent: 14627 msg/s
2018-12-20 02:38:31, id: test-023750-851, time: 40.922s, sent: 14376 msg/s
2018-12-20 02:38:32, id: test-023750-851, time: 41.978s, sent: 14335 msg/s
2018-12-20 02:38:33, id: test-023750-851, time: 43.026s, sent: 14235 msg/s
2018-12-20 02:38:35, id: test-023750-851, time: 44.075s, sent: 14535 msg/s
2018-12-20 02:38:36, id: test-023750-851, time: 45.120s, sent: 14380 msg/s
2018-12-20 02:38:37, id: test-023750-851, time: 46.158s, sent: 14583 msg/s
2018-12-20 02:38:38, id: test-023750-851, time: 47.214s, sent: 14335 msg/s
2018-12-20 02:38:39, id: test-023750-851, time: 48.238s, sent: 14784 msg/s
2018-12-20 02:38:40, id: test-023750-851, time: 49.281s, sent: 14618 msg/s
2018-12-20 02:38:41, id: test-023750-851, time: 50.329s, sent: 14235 msg/s
2018-12-20 02:38:42, id: test-023750-851, time: 51.358s, sent: 14925 msg/s
2018-12-20 02:38:43, id: test-023750-851, time: 52.412s, sent: 14154 msg/s
2018-12-20 02:38:44, id: test-023750-851, time: 53.426s, sent: 14928 msg/s
2018-12-20 02:38:45, id: test-023750-851, time: 54.490s, sent: 14330 msg/s
2018-12-20 02:38:46, id: test-023750-851, time: 55.516s, sent: 14647 msg/s
2018-12-20 02:38:47, id: test-023750-851, time: 56.546s, sent: 14697 msg/s
2018-12-20 02:38:48, id: test-023750-851, time: 57.582s, sent: 14718 msg/s
2018-12-20 02:38:49, id: test-023750-851, time: 58.615s, sent: 14548 msg/s
2018-12-20 02:38:50, id: test-023750-851, time: 59.650s, sent: 14626 msg/s
2018-12-20 02:38:51, id: test-023750-851, time: 60.723s, sent: 14823 msg/s
2018-12-20 02:38:52, id: test-023750-851, time: 61.754s, sent: 14470 msg/s
2018-12-20 02:38:53, id: test-023750-851, time: 62.794s, sent: 14555 msg/s
2018-12-20 02:38:54, id: test-023750-851, time: 63.828s, sent: 14746 msg/s
2018-12-20 02:38:55, id: test-023750-851, time: 64.874s, sent: 14472 msg/s
2018-12-20 02:38:56, id: test-023750-851, time: 65.910s, sent: 14505 msg/s
2018-12-20 02:38:57, id: test-023750-851, time: 66.941s, sent: 14789 msg/s
2018-12-20 02:38:58, id: test-023750-851, time: 67.986s, sent: 14487 msg/s
2018-12-20 02:38:59, id: test-023750-851, time: 69.029s, sent: 14513 msg/s
2018-12-20 02:39:01, id: test-023750-851, time: 70.070s, sent: 14541 msg/s
2018-12-20 02:39:02, id: test-023750-851, time: 71.074s, sent: 14859 msg/s
2018-12-20 02:39:03, id: test-023750-851, time: 72.142s, sent: 14174 msg/s
