procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EST
 0  0      0  28531     73   3007    0    0     0   124    0    0  2  1 97  0  0 2018-12-14 17:46:35
 0  0      0  28532     73   3007    0    0     0   572  639  846  1  0 98  2  0 2018-12-14 17:46:36
 0  0      0  28532     73   3007    0    0     0     0   56  112  0  0 100  0  0 2018-12-14 17:46:37
 0  0      0  28532     73   3007    0    0     0     0   61   98  0  0 100  0  0 2018-12-14 17:46:38
 0  0      0  28532     73   3007    0    0     0     0   63  111  0  0 100  0  0 2018-12-14 17:46:39
 0  0      0  28532     73   3007    0    0     0     0  272  335  0  0 100  0  0 2018-12-14 17:46:40
 3  0      0  28532     73   3007    0    0     0     0  386  526  0  0 100  0  0 2018-12-14 17:46:41
 3  0      0  28527     73   3007    0    0     0     0 28593 44992 15  5 80  0  0 2018-12-14 17:46:42
 3  0      0  28528     73   3007    0    0     0     0 27202 43121 14  5 81  0  0 2018-12-14 17:46:43
 1  0      0  28527     73   3007    0    0     0     0 28217 44429 15  4 80  0  0 2018-12-14 17:46:44
 0  0      0  28526     73   3007    0    0     0     0 28144 44502 15  5 80  0  0 2018-12-14 17:46:45
 2  0      0  28525     73   3007    0    0     0     0 27968 44401 16  5 80  0  0 2018-12-14 17:46:46
 3  0      0  28523     73   3007    0    0     0     0 28384 44360 15  5 80  0  0 2018-12-14 17:46:47
 2  0      0  28522     73   3007    0    0     0     0 27489 43250 15  5 80  0  0 2018-12-14 17:46:48
 2  0      0  28521     73   3007    0    0     0     0 27585 43739 15  5 80  0  0 2018-12-14 17:46:49
 3  0      0  28520     73   3007    0    0     0     0 26492 42833 15  4 81  0  0 2018-12-14 17:46:50
 2  0      0  28520     73   3007    0    0     0     0 28837 44484 16  4 80  0  0 2018-12-14 17:46:51
 0  0      0  28518     73   3007    0    0     0     0 27641 43348 15  5 80  0  0 2018-12-14 17:46:52
 2  0      0  28519     73   3007    0    0     0     0 28826 43816 16  5 80  0  0 2018-12-14 17:46:53
 0  0      0  28516     73   3007    0    0     0     0 27711 42636 15  4 80  0  0 2018-12-14 17:46:54
 2  0      0  28512     73   3007    0    0     0     0 28131 43966 15  5 80  0  0 2018-12-14 17:46:55
 2  0      0  28513     73   3007    0    0     0     0 27641 43707 16  5 80  0  0 2018-12-14 17:46:56
 3  0      0  28513     73   3007    0    0     0     0 27924 44350 15  5 79  0  0 2018-12-14 17:46:57
 0  0      0  28512     73   3007    0    0     0     0 27506 42567 15  4 81  0  0 2018-12-14 17:46:58
 1  0      0  28512     73   3007    0    0     0     0 28366 44439 15  5 80  0  0 2018-12-14 17:46:59
 3  0      0  28513     73   3007    0    0     0     0 28362 44215 15  5 80  0  0 2018-12-14 17:47:00
 2  0      0  28514     73   3007    0    0     0     0 28431 44266 15  5 80  0  0 2018-12-14 17:47:01
 3  0      0  28514     73   3007    0    0     0     0 28368 43930 15  5 80  0  0 2018-12-14 17:47:02
 4  0      0  28514     73   3007    0    0     0     0 27968 42934 15  5 80  0  0 2018-12-14 17:47:03
 2  0      0  28515     73   3007    0    0     0     0 27210 42226 16  4 80  0  0 2018-12-14 17:47:04
 3  0      0  28516     73   3007    0    0     0    24 28979 44936 16  5 79  0  0 2018-12-14 17:47:05
 3  0      0  28516     73   3007    0    0     0     0 27708 42880 15  5 80  0  0 2018-12-14 17:47:06
 3  0      0  28515     73   3007    0    0     0     0 28292 44009 15  5 80  0  0 2018-12-14 17:47:07
 3  0      0  28515     73   3007    0    0     0  2760 29326 44293 15  5 79  1  0 2018-12-14 17:47:08
 3  0      0  28516     73   3007    0    0     0     0 28401 43528 15  5 81  0  0 2018-12-14 17:47:09
 2  0      0  28515     73   3007    0    0     0    36 28697 44170 15  5 80  0  0 2018-12-14 17:47:10
 3  0      0  28516     73   3007    0    0     0     0 28446 44632 15  4 80  0  0 2018-12-14 17:47:11
 0  0      0  28515     73   3007    0    0     0     0 27974 43945 15  5 80  0  0 2018-12-14 17:47:12
 5  0      0  28498     73   3007    0    0     0     0 28252 44834 16  5 79  0  0 2018-12-14 17:47:13
 3  0      0  28513     73   3007    0    0     0     0 28649 46949 17  5 78  0  0 2018-12-14 17:47:14
 2  0      0  28514     73   3007    0    0     0     0 28311 44226 16  5 80  0  0 2018-12-14 17:47:15
 3  0      0  28514     73   3007    0    0     0     0 28105 43807 16  5 79  0  0 2018-12-14 17:47:16
 2  0      0  28510     73   3007    0    0     0     0 27497 43300 15  5 80  0  0 2018-12-14 17:47:17
 3  0      0  28511     73   3007    0    0     0     0 28142 43412 15  4 81  0  0 2018-12-14 17:47:18
 3  0      0  28513     73   3007    0    0     0     0 29499 45318 16  4 79  0  0 2018-12-14 17:47:19
